id	model.x	model.y	lemma	wf	pos	newPos	genre	broadGenre	newBroadGenre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW
church/NN/br-a01/2073	-0.235145392874081	0.158400579315037	church	church	NN	NN	press_reportage	others	informative	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	0.95	0	9
church/NN/br-a07/1325	0.0237089166078753	-0.0399756952909888	church	church	NN	NN	press_reportage	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a	4	4	1.1	1	9
church/NN/br-a07/1487	0.0494516761952275	0.01594487796533	church	church	NN	NN	press_reportage	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps	4	2	1.46	0.5	8
church/NN/br-a10/1769	-0.0135513982242597	-0.00322539813549709	church	church	NN	NN	press_reportage	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the	3	3	1.49	1	8
church/NN/br-a10/1850	0.0804159005077248	-0.0398750563702821	church	church	NN	NN	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 adding that the denomination had a national goal of one <font color=green>church</font>  for every 10000 persons.`` In this light we need 1000	3	2	0.52	0.67	6
church/NN/br-a16/453	-0.125056456513718	0.133627229788066	church	church	NN	NN	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak	4	2	1.57	0.5	6
church/NN/br-a17/1636	-0.176813411590847	0.104311551769169	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.	4	3	1.17	0.75	8
church/NN/br-a17/1770	-0.147837932839709	0.10630814139141	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	2	0	2.16	0	4
church/NN/br-a17/2228	-0.118975335251897	0.0466304719825133	church	church	NN	NN	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	5	4	2.15	0.8	9
church/NN/br-a21/677	-0.203954825278271	0.134741012041656	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	4	1	2.63	0.25	4
church/NN/br-a22/1206	-0.0679645089547037	0.162945499137336	church	church	NN	NN	press_reportage	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John	2	1	1.79	0.5	4
church/NN/br-a22/1283	-0.0140981741420886	0.114858804143513	church	Church	NN	NNP	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	2	1	1.72	0.5	7
church/NN/br-a31/1542	-0.18902154555869	-0.0119499421841778	church	Church	NN	NNP	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 he and his wife serve as advisors at First Presbyterian <font color=green>Church</font> . And he wanted to be careful that the kids not	3	1	0.59	0.33	7
church/NN/br-a31/1842	-0.0829517261866788	0.247790346171626	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	3	1	1.56	0.33	6
church/NN/br-a31/2112	-0.194162530736203	0.0949297023267132	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	3	0	1.81	0	4
church/NN/br-a31/2172	-0.0759592079966353	0.0209278115200179	church	Church	NN	NNP	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 service marking National Family Week. Every family of Riviera Presbyterian <font color=green>Church</font>  has been asked to read the Bible and pray together	6	6	1.09	1	12
church/NN/br-a31/2212	0.00523320568241418	0.0841468212702139	church	church	NN	NN	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 participate. To start the week of special programs at the <font color=green>church</font> , the Rev. John D. Henderson will preach on`` A Successful	4	2	1.28	0.5	7
church/NN/br-a31/2241	0.19469942864606	0.22973845409973	church	church	NN	NN	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 40 and 11 a. m. Sunday. New officers of the <font color=green>church</font>  will be ordained and installed at the 7: 30 p.	4	2	1.11	0.5	3
church/NN/br-a31/2280	-0.0787645293078658	0.112151189384214	church	church	NN	NN	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 held at 6: 15 p. m. Monday and the annual <font color=green>church</font>  picnic at 4 p. m. next Saturday. The week will	3	3	2.23	1	7
church/NN/br-b08/1866	-0.0429118705016451	-0.00146750147857869	church	church	NN	NN	press_editorial	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 wrote after almost a decade of service to this majestic <font color=green>church</font> .`` Such a church needs vigor and vitality in its rector	2	0	2.03	0	7
church/NN/br-b08/1871	-0.110386676212874	-0.00167921910023488	church	church	NN	NN	press_editorial	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	4	2	2.45	0.5	4
church/NN/br-b08/1912	0.00887488308459387	-0.0334545095008959	church	church	NN	NN	press_editorial	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young	2	1	1.72	0.5	5
church/NN/br-b08/2063	-0.162451982501772	-0.0780568989960648	church	church	NN	NN	press_editorial	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 gives himself to God and to the believers of his <font color=green>church</font>  takes upon himself a life of giving. He does not	4	1	0.92	0.25	4
church/NN/br-b08/2245	0.0885169558059175	0.176424282526185	church	church	NN	NN	press_editorial	others	informative	E	E	DE	CDE	Z	Z	Z	Z	Z	 them to bestow saintliness upon us in return for ostentatious <font color=green>church</font>  attendance and a few bucks a week, American cash. If	1	0	1.3	0	3
church/NN/br-b08/2363	-0.119024625722695	-0.00644627349108912	church	church	NN	NN	press_editorial	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 through him. But how little love we give him. The <font color=green>church</font>  truly is not a rest home for saints, but a	3	2	0.96	0.67	6
church/NN/br-b12/2009	-0.0547877032470018	-0.0644458551048039	church	church	NN	NN	press_editorial	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This	4	2	1.8	0.5	8
church/NN/br-b12/2115	-0.168080356548457	-0.100840857006473	church	church	NN	NN	press_editorial	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	5	1	2.42	0.2	3
church/NN/br-b12/2217	0.00137440371405973	0.0283731420905628	church	Church	NN	NNP	press_editorial	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist	6	1	2.17	0.17	6
church/NN/br-b12/2226	-0.15485304327038	0.100103290115401	church	Church	NN	NNP	press_editorial	others	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in	7	2	3.39	0.29	4
church/NN/br-b18/1829	0.0194461708976406	0.0380496074693402	church	Church	NN	NNP	press_editorial	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 the Women 's Association of the Trumbull Ave. United Presbyterian <font color=green>Church</font> , considerable use was made of material from The Detroit News	4	1	1.18	0.25	6
church/NN/br-d01/1628	-0.084942992682826	-0.174735685855005	church	church	NN	NN	religion	others	informative	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	3	2	1.45	0.67	7
church/NN/br-d02/706	-0.0483495810251405	-0.0532605229765571	church	church	NN	NN	religion	others	informative	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	4	1.69	1	9
church/NN/br-d02/877	-0.0832815979862146	-0.0952172596828029	church	church	NN	NN	religion	others	informative	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	4	3	1.68	0.75	5
church/NN/br-d02/923	0.0300930648329948	-0.143718013913539	church	church	NN	NN	religion	others	informative	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	3	2	1.15	0.67	7
