id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw
country/NN/br-a06/106	-0.10883090738338	0.00764389388736304	country	Country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 Westfield Young Democratic Club cocktail party at the Scotch Plains <font color=green>Country</font>  Club. It was greeted with a chorus of boos by	4	1	3.1	0.25	2
country/NN/br-a10/426	0.0706534786460478	-0.0338938219526265	country	country	NN	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 States must plan to absorb the exported goods of the <font color=green>country</font> , at what he termed a`` social cost''. Martin said the	4	1	2.53	0.25	1
country/NN/br-a17/346	-0.0864329857105875	0.0185345064007802	country	Country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 will be a stag dinner Friday evening at the Denver <font color=green>Country</font>  Club which will precede the opening of the 1961 golf	2	1	2.89	0.5	2
country/NN/br-a18/1063	-0.161483160127432	0.0803684080437488	country	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 Mrs. John Charles Cotty is chairman of publicity for the <font color=green>country</font>  fair and Mrs. Francis G. Felske and Mrs. Francis Smythe	1	0	3.14	0	2
country/NN/br-a18/1123	-0.0518559834254429	-0.00335285496157578	country	Country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 exhibit and sale of paintings and sculpture at the Philmont <font color=green>Country</font>  Club on April 8 and 9. A preview party for	2	1	2.83	0.5	4
country/NN/br-a18/24	-0.0573677743714427	0.025320797849905	country	Country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 of the Thrift Shop Committee for May 6 at Philmont <font color=green>Country</font>  Club. The women have a reputation for giving parties that	3	1	3.33	0.33	2
country/NN/br-a18/734	-0.114299689945901	0.0186156515775688	country	Country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 contributions may be made there will be facilities at Philmont <font color=green>Country</font>  Club for those who would like to bring the bundles	2	1	3.2	0.5	1
country/NN/br-a20/641	-0.069394092098723	0.0516600008830294	country	country	NN	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 and the two civil servants the recipients for selling their <font color=green>country</font>  's secrets. The fact that secrets of the Dreadnought, and	3	3	2.92	1	3
country/NN/br-a26/490	-0.0780936960048063	-0.0855897378085142	country	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 price would be quoted regularly in newspapers all over the <font color=green>country</font> . He was also pleased with the wide distribution because he	5	0	3.2	0	1
country/NN/br-a27/436	0.165121589603415	0.0354439740350474	country	country	NN	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 the steel strike. Draper declared,`` As I see it, this <font color=green>country</font>  has never faced such great dangers as threaten us today	4	1	2.71	0.25	1
country/NN/br-a28/645	0.0917141541834414	-0.0252948862903145	country	country	NN	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 the rural recovery are being felt almost immediately by the <font color=green>country</font>  's farm equipment manufacturers. For example, farm equipment shipments of	3	0	2.54	0	1
country/NN/br-a29/2062	-0.0561592081746398	0.0185930761764043	country	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 weekend they have reserved the entire Stagecoach Inn and adjoining <font color=green>country</font>  club, Saledo, for festivities. Invitations have been extended to some	3	1	3.02	0.33	3
country/NN/br-a29/2109	-0.114299689945901	0.0186156515775688	country	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 The get-together Friday night will be a banquet at the <font color=green>country</font>  club patio and pool, and an orchestra will play for	4	1	3.2	0.25	1
country/NN/br-a30/1777	-0.00669842229765635	-0.0602193072047743	country	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 Longinotti. Newcomers of social note from other parts of the <font color=green>country</font>  are the Ray Carbones, formerly of Panama; the Geddes MacGregors	3	1	3.11	0.33	1
country/NN/br-a30/292	-0.0941653782517061	-0.0151925445400948	country	Country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 three-building complex. Fall foliage and flowers will decorate Los Angeles <font color=green>Country</font>  Club for the annual formal party Saturday evening. More than	3	1	3.06	0.33	2
country/NN/br-a30/380	-0.0801459007095471	0.0165075346007876	country	Country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 A. Swim celebrated his 75 th birthday at the Wilshire <font color=green>Country</font>  Club, guests came by chartered plane from all over the	4	1	2.95	0.25	3
country/NN/br-a30/392	-0.169074347868623	0.0324801186779005	country	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 Club, guests came by chartered plane from all over the <font color=green>country</font> . A flight originating in Florida picked up guests on the	4	0	3	0	2
country/NN/br-a33/399	0.0278121487117301	0.0753851463587115	country	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 Regional representatives appointed to serve from each section of the <font color=green>country</font>  include Frank E. Barnes of Boston. President Kennedy could n't	3	1	3.01	0.33	1
country/NN/br-a35/813	0.20396385302752	-0.00259652488197725	country	country	NN	press_reportage	press	B4	B	B14	B	Z	Z	Z	Z	Z	 For while the past needs of the Church in this <font color=green>country</font>  may have been adequately met by collegiate institutions, which in	2	0	2.53	0	1
country/NN/br-a41/1107	-0.10846640930213	-0.184894658310225	country	country	NN	press_reportage	press	B	B	B14	B	Z	Z	Z	Z	Z	 those Congolese( among them Joseph Kasavubu) who favored splitting the <font color=green>country</font>  into small independent states, Balkanizing it. Second, there were those	2	0	2.7	0	1
country/NN/br-a41/1455	-0.0311164170657338	0.202668385461716	country	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 the thousands of Belgian civilians who had remained in the <font color=green>country</font> . The Belgian government decided to act, and on July 10	2	0	3.22	0	2
country/NN/br-a41/1497	-0.00793536982473744	0.142354445601465	country	country	NN	press_reportage	press	B	B	B14	B	Z	Z	Z	Z	Z	 Moise Tshombe, announced that his province had seceded from the <font color=green>country</font> . Confusion became chaos; each succeeding day brought new acts of	2	2	2.72	1	2
country/NN/br-a41/2101	0.0464578487086309	-0.224724925835847	country	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 Tshombe, holds 65% of the mineral wealth of the entire <font color=green>country</font> . From October 1960 to February 1961, the U. N. forces	3	1	3.05	0.33	1
country/NN/br-a44/235	-0.00669842229765635	-0.0602193072047743	country	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 to supplement their annual funds. In some parts of the <font color=green>country</font> , however, a co-operative movement has begun to grow, under the	2	1	3.11	0.5	1
country/NN/br-b01/1784	-0.0739649321643833	0.107142368366196	country	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 character. Tardily the Government here came to understand how this <font color=green>country</font>  's own reputation was tarnished by the association with repression	3	1	3.46	0.33	1
country/NN/br-b02/2021	-0.048843332068604	-0.392364260424348	country	country	NN	press_editorial	press	B	B	B14	B	Z	Z	Z	Z	Z	 in the fighting- this last big effort to seal that <font color=green>country</font>  from the cold war had to be made. The world	3	1	2.77	0.33	1
country/NN/br-b05/2003	0.0694604509359567	0.0691905711651309	country	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 it the recreation spot of people from all over the <font color=green>country</font> . By comparison, Stone Harbor bird sanctuary 's allies seem less	6	0	2.65	0	1
country/NN/br-b05/2202	-0.0266348497272455	-0.102888946031715	country	country	NN	press_editorial	press	B3	B	B23	B	Z	Z	Z	Z	Z	 day. Then off to a remote place in an underdeveloped <font color=green>country</font>  where the diet, culture, language and living conditions will be	7	1	2.77	0.14	1
country/NN/br-b05/482	-0.132115646808886	0.128403358827428	country	country	NN	press_editorial	press	B	B	B14	B	Z	Z	Z	Z	Z	 for world trade as a condition of national survival, this <font color=green>country</font>  can have little patience with labor 's family feuds. The	7	1	3.29	0.14	1
country/NN/br-b10/2098	0.245004104078768	0.196682007421043	country	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 in the past few years is still available in this <font color=green>country</font> . The work is executed in England( by hand) and can	3	0	2.69	0	1
country/NN/br-b16/1464	0.201701820790706	-0.0513291924862996	country	country	NN	press_editorial	press	B4	B	B14	B	Z	Z	Z	Z	Z	 perhaps, one of the things that is wrong with our <font color=green>country</font> ? Engineering graduates of Illinois Institute of Technology are reported receiving	3	0	2.77	0	1
country/NN/br-b16/284	0.00329610355135105	-0.0385464607840314	country	country	NN	press_editorial	press	B3	B	B23	B	Z	Z	Z	Z	Z	 in world peace, increased world trade, and prosperity for every <font color=green>country</font>  on the globe. Let us prepare for peace, instead of	5	2	2.75	0.4	2
country/NN/br-b16/85	0.0462192241625147	0.0386870757726908	country	country	NN	press_editorial	press	B4	B	B14	B	Z	Z	Z	Z	Z	 win his present position, Mr. Kennedy was vitriolic about this <font color=green>country</font>  's`` prestige'' abroad. What does he think a remark like	2	1	2.72	0.5	1
country/NN/br-b18/873	0.156696948741479	0.0795357219231545	country	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 did not include repeal of the Connally amendment to this <font color=green>country</font>  's domestic jurisdiction reservation to its Adherence to the Statute	4	1	2.74	0.25	1
country/NN/br-b19/286	-0.036673864941636	0.17541346440699	country	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 wrongs can make a right! I am referring to this <font color=green>country</font>  conducting atmosphere tests of nuclear bombs just because Russia is	3	0	2.67	0	1
country/NN/br-b20/308	-0.184440516062505	-0.0883491481629795	country	country	NN	press_editorial	press	B4	B	B14	B	country%1:15:00::	B1	B	B1	B	 that of diplomatic policy''. Morrison points out that since our <font color=green>country</font>  is more urbanized than the Soviet Union or Red China	5	0	2.6	0	1
country/NN/br-b21/1131	-0.00210221397766692	0.048154531240237	country	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 devices, Ambassador Stevenson warned the UN General Assembly that this <font color=green>country</font> , in`` self protection'', might have to resume above-ground tests. More	3	1	2.75	0.33	2
country/NN/br-b21/1487	0.0889436054380975	-0.047533963859534	country	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 far more important as a potential health hazard in this <font color=green>country</font>  and throughout the world''. Dr. Linus Pauling, a Nobel Prize	4	0	2.51	0	1
country/NN/br-b21/49	0.117404345009276	0.233154851249644	country	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 But there is reason in all things, and in this <font color=green>country</font>  the heathenish cult of the motor-car is exceeding all bounds	3	1	2.86	0.33	1
country/NN/br-b23/2111	0.120706495857061	0.164083283287381	country	country	NN	press_editorial	press	B2	B	B23	B	Z	Z	Z	Z	Z	 with the Communist bloc, and is busily turning his own <font color=green>country</font>  into a totalitarian dictatorship. As our planes land the war	4	1	2.86	0.25	1
country/NN/br-b27/1218	-0.00669842229765635	-0.0602193072047743	country	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 if this is the situation in other parts of the <font color=green>country</font> ; apparently it is not. It also happened with the Inauguration	2	1	3.11	0.5	1
country/NN/br-b27/1414	-0.147982692820075	-0.172682581615235	country	country	NN	press_editorial	press	B1	B	B14	B	Z	Z	Z	Z	Z	 in between. We had a couple of schools in this <font color=green>country</font> , the principal one being on the Marshall Field estate out	3	0	2.58	0	1
country/NN/br-b27/595	-0.09548191970386	-0.229232716237897	country	country	NN	press_editorial	press	B4	B	B14	B	Z	Z	Z	Z	Z	 and personal opinion called yellow journalism which flourished in this <font color=green>country</font>  more than a generation ago. We do n't need this	3	1	2.72	0.33	2
country/NN/br-c01/621	0.0230384945211813	0.140690369719637	country	country	NN	press_reviews	press	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 extraordinary, considers the finest house of its kind in the <font color=green>country</font> - and of course he does n't weep at the capacity	3	0	2.53	0	2
country/NN/br-c01/944	-0.114517704525328	-0.0248421881887604	country	country	NN	press_reviews	press	B1	B	B14	B	country%1:15:00::	B1	B	B1	B	 bookers, cancellation of one of the richest bookings in the <font color=green>country</font> . Will somebody please reopen the Auditorium? Paintings and drawings by	2	0	2.78	0	2
country/NN/br-c08/1831	-0.0529852830298717	-0.168606946924634	country	country	NN	press_reviews	press	B1	B	B14	B	Z	Z	Z	Z	Z	 African roots among the slaves who were brought to this <font color=green>country</font>  and the West Indies, he stressed the close relationship between	4	0	2.54	0	1
country/NN/br-c14/2215	-0.0780689364767463	-0.0856189639184408	country	country	NN	press_reviews	press	B	B	B14	B	Z	Z	Z	Z	Z	 particular type of music or the music of a given <font color=green>country</font> . It is commendable that a regularly scheduled hour is set	2	0	3.2	0	1
country/NN/br-c15/2033	-0.525724157129801	0.102428368825572	country	country	NN	press_reviews	press	A1	A	A	A	Z	Z	Z	Z	Z	 buoys in dozens of frostbite races. Some pleasant fall cruising <font color=green>country</font>  is mapped out below. Pleasure boating is just scooting into	3	0	3.44	0	1
country/NN/br-d03/1509	-0.176598355451792	0.190799065288917	country	country	NN	religion	non-fiction	B4	B	B14	B	country%1:14:01::	B	B	BB2	B	 Faith of our Fathers: Mary 's prayers/ Shall win our <font color=green>country</font>  back to thee''. The English saints are widely venerated, quite	3	1	2.8	0.33	1
country/NN/br-d03/249	0.0413186800057648	0.371333759319535	country	country	NN	religion	non-fiction	B4	B	B14	B	country%1:14:01::	B	B	BB2	B	 century literature of England, I knew only a Protestant dominated <font color=green>country</font> . Since arriving here, however, I have formed a far different	3	1	2.65	0.33	1
country/NN/br-d06/2068	0.00977798618496819	0.130535673056061	country	country	NN	religion	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 are more important than worshipping the God who made our <font color=green>country</font>  great. Is forgiveness of past sins, assurance of present help	2	0	2.63	0	2
country/NN/br-d11/1770	0.168514444957083	-0.0744629354029803	country	country	NN	religion	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 would far rather die after a Russian occupation of this <font color=green>country</font> - by some deliberate act of refusal- than die uselessly by	1	0	2.87	0	1
country/NN/br-d12/128	0.0146963565717487	0.0935834259171428	country	country	NN	religion	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 for the human aspirations of racial minority groups in this <font color=green>country</font> . It is not surprising that, as spokesman for real estate	3	0	2.84	0	1
country/NN/br-d14/772	0.133540015880055	0.136541817924472	country	country	NN	religion	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 the Protestantism of the nineteenth-century immigration. The ideals of the <font color=green>country</font>  were deeply indebted to the Protestantism of the older stock	3	3	3.14	1	3
country/NN/br-d17/1276	-0.0422312771197187	-0.213544085955815	country	country	NN	religion	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 during surgery, we asked others to pray; all over the <font color=green>country</font>  a massive shield of prayer was thrown around him. Today	4	0	2.54	0	1
country/NN/br-d17/859	-0.095507846162313	0.123100528268276	country	country	NN	religion	non-fiction	B4	B	B14	B	Z	Z	Z	Z	Z	 into schools the spiritual and moral values on which this <font color=green>country</font>  was built. Thousands of free copies are sent each month	4	0	2.7	0	1
country/NN/br-e06/1085	-0.526554713101528	0.102496414109056	country	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 making life easier for the growing boating population of the <font color=green>country</font> ; and to making the owning of a boat simpler. There	2	0	3.44	0	1
country/NN/br-e06/237	-0.526086030727623	0.102266209306403	country	country	NN	skill_and_hobbies	non-fiction	B1	B	B14	B	Z	Z	Z	Z	Z	 fringe benefit, providing boating and fishing havens all over the <font color=green>country</font> . No matter how determined or wealthy boating lovers of the	3	0	3.44	0	2
