id	model.x	model.y	lemma	wf	pos	newPos	genre	broadGenre	newBroadGenre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW
church/NN/br-e13/272	-0.205900945614535	0.0903918220346939	church	Church	NN	NNP	skill_and_hobbies	tech	informative	B	B	AB	AB	Z	Z	Z	Z	Z	 shifted religions- although the Patriarch, or Pope, of the Orthodox <font color=green>Church</font>  continued to live there, and still does- and became the	3	1	1.25	0.33	4
church/NN/br-e13/754	-0.0788521832675464	-0.183121581055432	church	church	NN	NN	skill_and_hobbies	tech	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 the first of which was begun by Constantine, this fourth <font color=green>church</font>  was started by Justinian in 532 and completed twenty years	4	4	0.36	1	6
church/NN/br-h17/1199	-0.0641509476898784	0.0732436280585832	church	church	NN	NN	miscellaneous	tech	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 because of his willingness to kill in defense of his <font color=green>church</font>  and home. Upon administrative approval of the reclassification, he was	2	1	1.75	0.5	6
church/NN/br-h17/1434	-0.0376436986817586	0.0488796983522919	church	church	NN	NN	miscellaneous	tech	informative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 preaching and from 20 to 25 hours per month to <font color=green>church</font>  activities. His claim was therefore`` so highly exaggerated'', the Department	1	1	1.33	1	8
church/NN/br-j23/1105	-0.096804348942673	0.061756692528819	church	church	NN	NN	learned	tech	informative	C	C	C	CDE	church_member%1:18:00::	C	C	C	CDE	 which is reflective of our common religion. Even the non <font color=green>church</font>  members- the freewheelers, marginal religionists and so on- have the	2	2	1.18	1	6
church/NN/br-j57/2237	-0.230011152506538	0.123837581093626	church	Church	NN	NNP	learned	tech	informative	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 which reached Christianity by the way of Stoicism through the <font color=green>Church</font>  Fathers of Late Antiquity.	3	2	1.58	0.67	4
church/NN/br-j57/958	-0.178254969814818	0.0715574912973007	church	Church	NN	NNP	learned	tech	informative	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 all possessions. This conception was taken up by the early <font color=green>Church</font>  Fathers and by canon lawyers and theologians in the Middle	5	3	1.27	0.6	8
church/NN/br-j58/1496	-0.0237585027398188	0.111722835964231	church	church	NN	NN	learned	tech	informative	D	D	DE	CDE	church_bell%1:06:00::	D	D	DE	CDE	 In many Northern towns and cities meetings were held and <font color=green>church</font>  bells were tolled. Such was not the case in Rhode	4	2	0.95	0.5	9
church/NNS/br-e12/1082	-0.137045424801533	0.125065407528298	church	churches	NNS	NNS	skill_and_hobbies	tech	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 famous Alamo and photograph 18 th Century Spanish buildings and <font color=green>churches</font> . The Great Smoky Mountains is another area of the South	3	3	2.55	1	8
church/NNS/br-e13/808	-0.129356247088123	0.146144232012735	church	churches	NNS	NNS	skill_and_hobbies	tech	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 fell in. Nevertheless, it remained one of the most splendid <font color=green>churches</font>  of the Eastern Empire, where the Byzantine Emperors were crowned	2	1	2.12	0.5	6
state/JJ/br-e21/1143	-0.0672475036320418	0.0221631869834005	state	state	JJ	JJ	skill_and_hobbies	tech	informative	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 which the area is blessed. Just as the national and <font color=green>state</font>  parks place emphasis on features which are of national or	3	4	2.31	1.33	10
state/JJ/br-e21/1154	-0.0499731837204887	0.0221105094356609	state	state	JJ	JJ	skill_and_hobbies	tech	informative	A3	A	AB	ABC	state%5:00:01:public:00	A2	A	AB	ABC	 parks place emphasis on features which are of national or <font color=green>state</font>  significance, counties should seek out these features which are distinctive	3	3	3.44	1	9
state/JJ/br-e31/1555	-0.163005603646333	0.00671113969093848	state	state	JJ	JJ	skill_and_hobbies	tech	informative	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 to make their cooking easy and their sleeping comfortable. Harassed <font color=green>state</font>  park officials often have more campers than they know what	2	2	2.43	1	10
state/JJ/br-e31/651	-0.0341509505154104	0.0162472187211237	state	state	JJ	JJ	skill_and_hobbies	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 the shooting development program have proudly participated in over 53 <font color=green>state</font>  and regional workshops, at which hundreds of school administrators, teachers	3	3	2.95	1	6
state/JJ/br-h11/1931	-0.0707804350635779	-0.015522509684681	state	state	JJ	JJ	miscellaneous	tech	informative	D	D	D	D	solid-state%5:00:02:solid:01	D2	D	D	D	 addition to the basic programs in wavelength standards, spectroscopy, solid <font color=green>state</font>  physics, interactions of the free electron and atomic constants which	3	2	3.38	0.67	8
state/JJ/br-h11/1986	-0.0864519987789425	-0.0422856517737659	state	state	JJ	JJ	miscellaneous	tech	informative	D	D	D	D	solid-state%5:00:02:solid:01	D2	D	D	D	 the far infrared, the application of infrared techniques to solid <font color=green>state</font>  studies, and increased emphasis on high resolution instrumentation. Two data	3	2	3.48	0.67	11
state/JJ/br-h14/1724	0.127903451542663	-0.0252165812708378	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 in order to provide matching for the minimum( base) allotment, <font color=green>State</font>  funds had to equal 1954 State funds. Prior to and	3	4	4.01	1.33	10
state/JJ/br-h14/1730	0.149609946300317	-0.022504992805895	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 the minimum( base) allotment, State funds had to equal 1954 <font color=green>State</font>  funds. Prior to and since 1960 the rest of the	4	4	4	1	9
state/JJ/br-h14/1763	0.0321425296421012	-0.000233713361704386	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 fiscal capacity of the State, with a pivot of 40% <font color=green>State</font> ( or 60% Federal) participation in total program costs. The percentage	2	2	3.14	1	5
state/JJ/br-h14/1868	0.106373043392396	-0.0497018108242699	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 will be matched on the basis of a 40% pivot <font color=green>State</font>  share, with maximum and minimum State shares of 50% and	5	4	4.42	0.8	7
state/JJ/br-h14/1875	0.144593800599784	-0.0785805735937986	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 of a 40% pivot State share, with maximum and minimum <font color=green>State</font>  shares of 50% and 30%, respectively. The pre 1960 rate	3	3	4.54	1	6
state/JJ/br-h14/1997	0.0234463014642852	-0.0161553579734789	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 rates. The method used for computing the respective Federal and <font color=green>State</font>  shares in total program costs is specifically set forth in	4	4	2.88	1	13
state/JJ/br-h14/332	0.0439300270814862	-0.0241827188926373	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 grants to the States on the basis of population, matching <font color=green>State</font>  expenditures on a 50 - 50 basis. Under P. L.	3	1	3.33	0.33	7
state/JJ/br-h14/360	-0.0131906035833197	-0.0131946517391932	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 Congress, the Federal Government assumed responsibility for 100% of necessary <font color=green>State</font>  expenditures in connection with administration and the counseling and placement	4	3	2.95	0.75	7
state/JJ/br-h14/533	0.053377120887679	0.00310091465518545	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 the authorizations, appropriations, allotment base, Federal grants to States and <font color=green>State</font>  matching funds for this part of the grant program. In	6	5	3.53	0.83	9
state/JJ/br-h14/747	-0.00762070158746166	-0.00630710918598617	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 State. The provisions are also designed to avoid disruption in <font color=green>State</font>  programs already in operation, which might otherwise result from the	2	2	2.56	1	10
state/JJ/br-h15/1500	-0.00645477216147921	-0.00237147792624599	state	State	JJ	JJ	miscellaneous	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 gather its own information and will receive broad information from <font color=green>State</font>  and Federal sources. It will tell you as soon as	2	2	2.55	1	9
state/JJ/br-j38/1551	0.00096728488936736	0.00536396543625536	state	State	JJ	JJ	learned	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 Federal government but from an exchange of experiences among states. <font color=green>State</font>  and local agencies in the vocational education field must be	4	3	2.7	0.75	9
state/JJ/br-j38/1590	-0.00548131629128384	0.003286972701959	state	state	JJ	JJ	learned	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 Federal effort to provide research and information to help guide <font color=green>state</font>  education departments and local school boards in existing programs. A	5	5	2.88	1	14
state/JJ/br-j38/1871	0.00147092402476647	0.0113487696257854	state	state	JJ	JJ	learned	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 for training to meet national skilled manpower needs. If only <font color=green>state</font>  funds were used to pay for the vocational education, it	3	3	2.39	1	12
state/JJ/br-j38/441	-0.0115206848063094	0.027700045263295	state	state	JJ	JJ	learned	tech	informative	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 enrolled in courses organized under two special programs administered by <font color=green>state</font>  and local school authorities:( 1) Vocational Education for National Defense	4	4	3.26	1	10
state/JJ/br-j38/86	0.00506390965896634	0.0174815373533905	state	state	JJ	JJ	learned	tech	informative	A1	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 appropriation of$ 7 million to support, on a matching basis, <font color=green>state</font>  administered programs of vocational education in agriculture, trades, industrial skills	4	3	3.88	0.75	8
state/NN/br-e02/1595	-0.297801508729759	-0.0855929208901164	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	united_states%1:15:00::	A51	A	AB	ABC	 made it possible to ship avocado anywhere in the United <font color=green>States</font> . It has a great many assets to recommend it and	1	0	1.01	0	4
state/NN/br-e02/1889	-0.526032446562984	-0.0955940643134508	state	state	NN	NN	skill_and_hobbies	tech	informative	D	D	D	D	state%1:03:00::	D1	D	D	D	 temperature at which it lapses into a sort of dormant <font color=green>state</font> . This cooling does not change the avocado in any way	3	0	0.89	0	3
state/NN/br-e03/2056	-0.355746127505666	-0.117071477683204	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 a missile to come all the way from the United <font color=green>States</font>  with the chance that the target, if it were mobile	1	0	0.13	0	3
state/NN/br-e05/1327	0.0410895500721046	0.291211082805719	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 who has placed in the Junior Classes in both United <font color=green>States</font>  and Canada. Karen Marcmann, age 16, Trapp, Penna., showing a	1	0	0.76	0	5
state/NN/br-e06/115	0.123420217564774	-0.245458222029598	state	state	NN	NN	skill_and_hobbies	tech	informative	A4	A	AB	ABC	Z	Z	Z	Z	Z	 from sea to shining sea. Boats are operated in every <font color=green>state</font>  in the Union, with the heaviest concentrations along both coasts	3	0	0.63	0	4
state/NN/br-e06/1425	-0.0561589704203899	-0.159916610980183	state	state	NN	NN	skill_and_hobbies	tech	informative	A	A	AB	ABC	Z	Z	Z	Z	Z	 restriction on boating. Laws on boating vary according to the <font color=green>state</font>  in which the craft is to be used and according	3	1	1.36	0.33	10
state/NN/br-e06/1446	-0.214798267334601	-0.327865903939197	state	state	NN	NN	skill_and_hobbies	tech	informative	A4	A	AB	ABC	Z	Z	Z	Z	Z	 according to its horsepower. What may be acceptable in one <font color=green>state</font>  may be strictly prohibited across the boundary line. The main	4	2	1.31	0.5	3
state/NN/br-e06/1473	0.0774704330939125	-0.227914335110038	state	state	NN	NN	skill_and_hobbies	tech	informative	A	A	AB	ABC	Z	Z	Z	Z	Z	 the boat is numbered according to the regulations of the <font color=green>state</font>  in which the boat will be principally used. If your	2	2	1.1	1	6
state/NN/br-e06/1485	0.14686945727852	-0.124877826619268	state	state	NN	NN	skill_and_hobbies	tech	informative	A	A	AB	ABC	Z	Z	Z	Z	Z	 in which the boat will be principally used. If your <font color=green>state</font>  has no provisions for the numbering of pleasure boats, you	2	2	0.88	1	6
state/NN/br-e06/1922	-0.054587075083827	-0.356186076330879	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 It is important to note the work of the United <font color=green>States</font>  Power Squadrons and the U. S. Coast Guard Auxiliary. Each	1	0	0.42	0	1
state/NN/br-e06/2225	-0.0252389115638515	-0.275556006551358	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 commercially and municipally operated marinas and boatyards in the United <font color=green>States</font> , the majority of which are equipped to handle outboard boats	1	0	0.94	0	2
state/NN/br-e06/38	-0.203769322372625	0.0516986161624102	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the sole concern of fishermen, rich people, and the United <font color=green>States</font>  Navy. Today the recreational boating scene is awash with heartening	1	0	1.41	0	3
state/NN/br-e06/72	0.123432706751836	-0.289494088145313	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 more than 8000000 recreational boats in use in the United <font color=green>States</font>  with almost 10000000 the prediction for within the next decade	1	0	0.76	0	3
state/NN/br-e12/1033	-0.0454315451740977	0.164685404868839	state	state	NN	NN	skill_and_hobbies	tech	informative	A	A	AB	ABC	Z	Z	Z	Z	Z	 adventure are the Luray Caverns, lit by photofloodlights. The great <font color=green>state</font>  of Texas offers metropolitan attractions such as the Dallas Fair	3	3	0.93	1	5
state/NN/br-e12/2292	-0.169042782459439	0.281597309838943	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Grand Canyon, probably the most famous landmark of the United <font color=green>States</font> , can be the highpoint of your Western vacation.	1	0	0.31	0	3
state/NN/br-e12/750	-0.0968127945743268	0.301320050920236	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 f will do for bright, frontal sunlight. The Southern United <font color=green>States</font> , extending from Florida in the east to Texas in the	1	0	0.93	0	5
state/NN/br-e12/827	-0.0219840818487244	0.0601546525808685	state	states	NN	NNS	skill_and_hobbies	tech	informative	A	A	AB	ABC	Z	Z	Z	Z	Z	 special interest this anniversary year of the war between the <font color=green>states</font>  are the many Civil War battlefields where, likely as not	2	0	0.86	0	6
state/NN/br-e12/887	-0.0702442931773613	0.128661132553101	state	States	NN	NNPS	skill_and_hobbies	tech	informative	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Fredericksburg, Virginia. Florida provides tropical scenes unequalled in the United <font color=green>States</font> . At Cypress Gardens special bleachers are set up for photographers	1	0	1.12	0	6
state/NN/br-e15/1831	-0.0189204004869772	0.255199441968634	state	state	NN	NN	skill_and_hobbies	tech	informative	D	D	D	D	Z	Z	Z	Z	Z	 cut pieces on plaster board to dry to firm leather-hard <font color=green>state</font> . Score side edges of base; join sides and base with	2	1	0.77	0.5	8
