id	model.x	model.y	lemma	wf	pos	newPos	genre	broadGenre	newBroadGenre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW
country/NN/br-a04/1253	-0.0600853156557352	0.0560108890481121	country	country	NN	NN	press_reportage	others	informative	B4	B	B14	B	Z	Z	Z	Z	Z	 that he agreed to the need for unity in the <font color=green>country</font>  now. But he further said that it was better politics	2	1	0.7	0.5	5
country/NN/br-a05/1184	-0.0202855172062439	4.94994113716453e-05	country	country	NN	NN	press_reportage	others	informative	B4	B	B14	B	Z	Z	Z	Z	Z	 Sheraton-Biltmore Hotel that about half of the people in the <font color=green>country</font>  want the`` welfare'' type of government and the other half	4	4	0.88	1	6
country/NN/br-a06/106	0.170407594647591	-0.0965234355787669	country	Country	NN	NNP	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 Westfield Young Democratic Club cocktail party at the Scotch Plains <font color=green>Country</font>  Club. It was greeted with a chorus of boos by	4	3	2.35	0.75	5
country/NN/br-a07/1688	-0.0255699349241152	-0.0102665066081154	country	country	NN	NN	press_reportage	others	informative	B	B	B14	B	Z	Z	Z	Z	Z	 those countries. A committee of experts has recommended that a <font color=green>country</font>  's population be considered in the distribution of professional posts	2	2	1.14	1	11
country/NN/br-a08/443	0.010028723700244	-0.00368768798521195	country	country	NN	NN	press_reportage	others	informative	B4	B	B14	B	Z	Z	Z	Z	Z	 the National Archives building where hundreds of thousands of this <font color=green>country</font>  's most valuable records are kept. Also the department of	2	2	1.29	1	8
country/NN/br-a10/426	-0.13257040427827	0.0291814644581648	country	country	NN	NN	press_reportage	others	informative	B3	B	B23	B	Z	Z	Z	Z	Z	 States must plan to absorb the exported goods of the <font color=green>country</font> , at what he termed a`` social cost''. Martin said the	4	3	1.41	0.75	6
country/NN/br-a10/460	-0.0286539711792149	-0.0302564964402027	country	country	NN	NN	press_reportage	others	informative	B3	B	B23	B	Z	Z	Z	Z	Z	 primary products which may involve the total income of one <font color=green>country</font> . The Portland school board was asked Monday to take a	3	3	0.94	1	9
country/NN/br-a16/837	0.0373614756692295	-0.0568347714791276	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 his brother would meet her at the border of that <font color=green>country</font> - so newly separated from Egypt and the United Arab Republic	2	2	1.46	1	6
country/NN/br-a17/346	0.0996503670256989	-0.0786895374638757	country	Country	NN	NNP	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 will be a stag dinner Friday evening at the Denver <font color=green>Country</font>  Club which will precede the opening of the 1961 golf	2	2	1.89	1	9
country/NN/br-a18/1063	0.0538890219322085	-0.131961355980795	country	country	NN	NN	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 Mrs. John Charles Cotty is chairman of publicity for the <font color=green>country</font>  fair and Mrs. Francis G. Felske and Mrs. Francis Smythe	1	1	1.3	1	10
country/NN/br-a18/1123	0.0857332958531208	-0.0869636879569308	country	Country	NN	NNP	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 exhibit and sale of paintings and sculpture at the Philmont <font color=green>Country</font>  Club on April 8 and 9. A preview party for	2	2	2.32	1	6
country/NN/br-a18/24	0.0760666800474299	-0.0694756474070888	country	Country	NN	NNP	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 of the Thrift Shop Committee for May 6 at Philmont <font color=green>Country</font>  Club. The women have a reputation for giving parties that	3	1	1.72	0.33	6
country/NN/br-a18/734	0.0151609413173901	-0.0678686228680406	country	Country	NN	NNP	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 contributions may be made there will be facilities at Philmont <font color=green>Country</font>  Club for those who would like to bring the bundles	2	2	1.2	1	7
country/NN/br-a20/641	0.0108487241501899	-0.142216105660651	country	country	NN	NN	press_reportage	others	informative	B2	B	B23	B	Z	Z	Z	Z	Z	 and the two civil servants the recipients for selling their <font color=green>country</font>  's secrets. The fact that secrets of the Dreadnought, and	3	4	2.33	1.33	5
country/NN/br-a26/490	0.0318915949238657	-0.0200411041822232	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 price would be quoted regularly in newspapers all over the <font color=green>country</font> . He was also pleased with the wide distribution because he	5	5	1.28	1	12
country/NN/br-a27/436	-0.064916948265404	0.121488221527058	country	country	NN	NN	press_reportage	others	informative	B2	B	B23	B	Z	Z	Z	Z	Z	 the steel strike. Draper declared,`` As I see it, this <font color=green>country</font>  has never faced such great dangers as threaten us today	4	3	0.91	0.75	9
country/NN/br-a28/645	-0.0182598049154979	-0.0132167692489678	country	country	NN	NN	press_reportage	others	informative	B3	B	B23	B	Z	Z	Z	Z	Z	 the rural recovery are being felt almost immediately by the <font color=green>country</font>  's farm equipment manufacturers. For example, farm equipment shipments of	3	4	1.16	1.33	12
country/NN/br-a29/2062	0.0782786738185324	-0.112754975639809	country	country	NN	NN	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 weekend they have reserved the entire Stagecoach Inn and adjoining <font color=green>country</font>  club, Saledo, for festivities. Invitations have been extended to some	3	1	2.5	0.33	5
country/NN/br-a29/2109	0.117461630349567	-0.106054540228441	country	country	NN	NN	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 The get-together Friday night will be a banquet at the <font color=green>country</font>  club patio and pool, and an orchestra will play for	4	2	1.02	0.5	7
country/NN/br-a30/1777	-0.00271342939335581	-0.0643054393033284	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 Longinotti. Newcomers of social note from other parts of the <font color=green>country</font>  are the Ray Carbones, formerly of Panama; the Geddes MacGregors	3	1	1.42	0.33	5
country/NN/br-a30/292	0.0433596384950559	-0.0329243151766092	country	Country	NN	NNP	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 three-building complex. Fall foliage and flowers will decorate Los Angeles <font color=green>Country</font>  Club for the annual formal party Saturday evening. More than	3	2	1.98	0.67	9
country/NN/br-a30/380	0.099354721991214	-0.0637358549032082	country	Country	NN	NNP	press_reportage	others	informative	A	A	A	A	Z	Z	Z	Z	Z	 A. Swim celebrated his 75 th birthday at the Wilshire <font color=green>Country</font>  Club, guests came by chartered plane from all over the	4	3	2.12	0.75	8
country/NN/br-a30/392	0.0881922438238054	-0.056751410718568	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 Club, guests came by chartered plane from all over the <font color=green>country</font> . A flight originating in Florida picked up guests on the	4	3	1.94	0.75	8
country/NN/br-a32/320	0.0476492083285183	0.0732624526419412	country	country	NN	NN	press_reportage	others	informative	B3	B	B23	B	Z	Z	Z	Z	Z	 today as it ever was; that its presentation in this <font color=green>country</font>  is part of a capitalist plot to boobify the American	4	2	1.08	0.5	9
country/NN/br-a33/1449	0.057025798886183	-0.0655439685354939	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 that the National Gallery`` is the only museum in the <font color=green>country</font>  to have a full-time music director, Richard Bales, I 'm	4	3	1.18	0.75	9
country/NN/br-a33/399	-0.0373072319411535	-0.053665486017493	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 Regional representatives appointed to serve from each section of the <font color=green>country</font>  include Frank E. Barnes of Boston. President Kennedy could n't	3	3	1.45	1	8
country/NN/br-a33/754	0.0818250615671136	0.129001337730721	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 serious music''. He added`` I think that sometimes in this <font color=green>country</font>  we are not aware as we should be of the	3	2	0.72	0.67	7
country/NN/br-a35/813	-0.0107223683065867	0.0411443037260797	country	country	NN	NN	press_reportage	others	informative	B4	B	B14	B	Z	Z	Z	Z	Z	 For while the past needs of the Church in this <font color=green>country</font>  may have been adequately met by collegiate institutions, which in	2	1	1.32	0.5	8
country/NN/br-a41/1107	-0.0506246693171261	-0.089603541211854	country	country	NN	NN	press_reportage	others	informative	B	B	B14	B	Z	Z	Z	Z	Z	 those Congolese( among them Joseph Kasavubu) who favored splitting the <font color=green>country</font>  into small independent states, Balkanizing it. Second, there were those	2	2	1.39	1	6
country/NN/br-a41/1455	-0.181157580955517	-0.111749481973439	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 the thousands of Belgian civilians who had remained in the <font color=green>country</font> . The Belgian government decided to act, and on July 10	2	0	1.8	0	5
country/NN/br-a41/1497	-0.0164050708373989	-0.119919955140789	country	country	NN	NN	press_reportage	others	informative	B	B	B14	B	Z	Z	Z	Z	Z	 Moise Tshombe, announced that his province had seceded from the <font color=green>country</font> . Confusion became chaos; each succeeding day brought new acts of	2	2	1.35	1	9
country/NN/br-a41/2101	-0.00479973469673469	-0.0805314092035314	country	country	NN	NN	press_reportage	others	informative	B1	B	B14	B	Z	Z	Z	Z	Z	 Tshombe, holds 65% of the mineral wealth of the entire <font color=green>country</font> . From October 1960 to February 1961, the U. N. forces	3	3	1.68	1	6
