id	model.x	model.y	lemma	wf	pos	newPos	genre	broadGenre	newBroadGenre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW
church/NN/br-a01/2073	-0.234074233722462	-0.0928427459882907	church	church	NN	NN	press_reportage	others	informative	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	0.95	0	9
church/NN/br-a07/1487	0.0267243970038792	-0.00936245869180732	church	church	NN	NN	press_reportage	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps	4	2	1.46	0.5	8
church/NN/br-a10/1754	-0.0424185051789279	0.0423887262006604	church	church	NN	NN	press_reportage	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 one out of three Americans has vital contact with the <font color=green>church</font> . This means that more than 100 million have no vital	1	1	1.32	1	6
church/NN/br-a10/1769	-0.0307019961457528	-0.00257256879990494	church	church	NN	NN	press_reportage	others	informative	A	A	AB	AB	Z	Z	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the	3	3	1.49	1	8
church/NN/br-a17/1636	-0.162139442067539	-0.121827289942985	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.	4	3	1.17	0.75	8
church/NN/br-a17/1770	-0.141563782605038	-0.103874178162597	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	2	0	2.16	0	4
church/NN/br-a17/2228	-0.12362014842226	-0.0559518198644108	church	church	NN	NN	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	5	4	2.15	0.8	9
church/NN/br-a21/677	-0.175517013996676	-0.155607261841253	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	4	1	2.63	0.25	4
church/NN/br-a22/1283	-0.0364371732213284	-0.0996039054924054	church	Church	NN	NNP	press_reportage	others	informative	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	2	1	1.72	0.5	7
church/NN/br-a31/1395	-0.170581182867626	-0.0676171131702088	church	Church	NN	NNP	press_reportage	others	informative	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	5	1	1.03	0.2	8
