id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw
church/NN/br-a01/2073	-0.22156306026011	-0.161819734823463	church	church	NN	press_reportage	press	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	2.31	0	3
church/NN/br-a07/1303	0.110800321366964	-0.0154118446767831	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question	3	1	2.31	0.33	5
church/NN/br-a07/1325	0.0945946358600631	-0.0614854314818575	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a	4	3	1.99	0.75	4
church/NN/br-a07/1487	0.0804636072295072	-0.0358434873237079	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps	4	1	1.92	0.25	6
church/NN/br-a10/1754	0.0210564315007493	-0.0492938191968741	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 one out of three Americans has vital contact with the <font color=green>church</font> . This means that more than 100 million have no vital	1	1	1.93	1	4
church/NN/br-a10/1769	0.0187774637686455	0.00258916294857813	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the	3	2	1.85	0.67	6
church/NN/br-a10/1850	0.332998544378592	-0.158970536929926	church	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 adding that the denomination had a national goal of one <font color=green>church</font>  for every 10000 persons.`` In this light we need 1000	3	1	1.57	0.33	1
church/NN/br-a10/1940	0.115717524364141	-0.0764957252071961	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine	1	0	2.09	0	4
church/NN/br-a16/453	-0.131364198221867	0.0131155418260884	church	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak	4	2	2.31	0.5	4
church/NN/br-a17/1636	-0.122587245107487	0.0807046303003256	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.	4	3	2.25	0.75	4
