_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.11317963240353206	-0.05324913404558447	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	nav	4_4	222	huldigen	0.22369696093960373	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.14685058175199664	-0.1332911004430198	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	all	4_4	222	huldigen	0.24873192201359762	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10933067124415562	0.027843814485652537	NA	NA	bound	335	lex	10_10	1	weight	FOC	218	nav	4_4	222	huldigen	0.21767014080152605	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.10194338491851238	0.022363779926087637	NA	NA	bound	335	lex	10_10	1	weight	FOC	335	all	4_4	222	huldigen	0.2128456506434992	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.12364504778990822	-0.031185018713586237	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	nav	4_4	222	huldigen	0.22397591105164627	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.23012962001239512	-0.10385799764740171	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	all	4_4	222	huldigen	0.24580409389122176	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12753097207142783	0.07667242117661976	NA	NA	bound	335	lex	10_10	1	selection	FOC	218	nav	4_4	222	huldigen	0.2185576919361944	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.11446165269234176	0.06975065839347495	NA	NA	bound	335	lex	10_10	1	selection	FOC	335	all	4_4	222	huldigen	0.21107262307496963	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.13725233293695244	0.08566279490712062	NA	NA	bound	637	lex	10_10	1	no	5000	5000	nav	4_4	225	huldigen	0.21129844552202515	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.2254817013412855	0.18916391048677175	NA	NA	bound	637	lex	10_10	1	no	5000	5000	all	4_4	225	huldigen	0.2342299707584634	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.10919704648244374	0.1318309516934213	NA	NA	bound	637	lex	10_10	1	no	FOC	450	nav	4_4	225	huldigen	0.22412716467502858	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.10945248696016231	0.13656463632340085	NA	NA	bound	637	lex	10_10	1	no	FOC	637	all	4_4	225	huldigen	0.21401420910589145	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.06354179922165852	-0.06349869241392703	NA	NA	bound	596	all	10_10	1	weight	5000	5000	nav	4_4	230	huldigen	0.2292568118042973	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.00893175518202341	-0.13593971679879568	NA	NA	bound	596	all	10_10	1	weight	5000	5000	all	4_4	230	huldigen	0.25101972982149545	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06477992837230288	0.0450010249158179	NA	NA	bound	596	all	10_10	1	weight	FOC	218	nav	4_4	230	huldigen	0.2282862828692146	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.045170094319453215	0.055927614792368484	NA	NA	bound	596	all	10_10	1	weight	FOC	596	all	4_4	230	huldigen	0.224014791173328	BOW
huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.10929441032795134	0.015014824755435915	NA	NA	bound	596	all	10_10	1	selection	5000	5000	nav	4_4	230	huldigen	0.21176444070633424	BOW
huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.24362665088804633	0.18273080651798432	NA	NA	bound	596	all	10_10	1	selection	5000	5000	all	4_4	230	huldigen	0.23006713778659818	BOW
huldigen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.002403658989845432	0.1020208987943426	NA	NA	bound	596	all	10_10	1	selection	FOC	218	nav	4_4	230	huldigen	0.22333558155004074	BOW
huldigen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.027745912934782974	0.12555176767772466	NA	NA	bound	596	all	10_10	1	selection	FOC	596	all	4_4	230	huldigen	0.22301169393817102	BOW
huldigen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.04798183259865524	0.1970528439597827	NA	NA	bound	1059	all	10_10	1	no	5000	5000	nav	4_4	230	huldigen	0.16947383083679377	BOW
huldigen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.19651352587226348	0.28419439404406066	NA	NA	bound	1059	all	10_10	1	no	5000	5000	all	4_4	230	huldigen	0.2036392363479813	BOW
huldigen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	-0.010154088045105087	0.18438474817297731	NA	NA	bound	1059	all	10_10	1	no	FOC	450	nav	4_4	230	huldigen	0.21394875210561842	BOW
huldigen.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.015922928233042616	0.21418319046798678	NA	NA	bound	1059	all	10_10	1	no	FOC	1059	all	4_4	230	huldigen	0.20682459554702312	BOW
huldigen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.10563501625662246	-0.05409542819189769	NA	NA	bound	273	lex	5_5	1	weight	5000	5000	nav	4_4	213	huldigen	0.230253757023912	BOW
huldigen.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.14032517368584518	-0.139681515746427	NA	NA	bound	273	lex	5_5	1	weight	5000	5000	all	4_4	213	huldigen	0.25816204826659445	BOW
huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.09994032253463098	0.007024831364060748	NA	NA	bound	273	lex	5_5	1	weight	FOC	179	nav	4_4	213	huldigen	0.2219871829812647	BOW
huldigen.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.09653190236665073	0.004661873097243612	NA	NA	bound	273	lex	5_5	1	weight	FOC	273	all	4_4	213	huldigen	0.22031948110132027	BOW
huldigen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.12246316741784552	-0.05689467535261272	NA	NA	bound	273	lex	5_5	1	selection	5000	5000	nav	4_4	213	huldigen	0.22459837845900263	BOW
huldigen.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.1681976847378065	-0.15442863702194295	NA	NA	bound	273	lex	5_5	1	selection	5000	5000	all	4_4	213	huldigen	0.24718429907700182	BOW
huldigen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.10158026090949472	0.030218187812955936	NA	NA	bound	273	lex	5_5	1	selection	FOC	179	nav	4_4	213	huldigen	0.22133884889281547	BOW
huldigen.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.09614782214666649	0.025634607804591716	NA	NA	bound	273	lex	5_5	1	selection	FOC	273	all	4_4	213	huldigen	0.21307605885553424	BOW
huldigen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.1418022152904642	-0.03230982051219124	NA	NA	bound	395	lex	5_5	1	no	5000	5000	nav	4_4	221	huldigen	0.22983640538639066	BOW
huldigen.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.22103101543659484	-0.06892754961649286	NA	NA	bound	395	lex	5_5	1	no	5000	5000	all	4_4	221	huldigen	0.2502635442220195	BOW
huldigen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.10134826544478825	0.0786649649465371	NA	NA	bound	395	lex	5_5	1	no	FOC	276	nav	4_4	221	huldigen	0.22861675097035514	BOW
huldigen.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSall	-0.10191945634723955	0.0779903598994478	NA	NA	bound	395	lex	5_5	1	no	FOC	395	all	4_4	221	huldigen	0.22024620504730247	BOW
huldigen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSnav	-0.06908323943586672	-0.06859342952693226	NA	NA	bound	483	all	5_5	1	weight	5000	5000	nav	4_4	229	huldigen	0.24171023892050486	BOW
huldigen.BOWbound5all.PPMIweight.LENGTH5000.SOCPOSall	-0.008781368065753022	-0.16957793665698687	NA	NA	bound	483	all	5_5	1	weight	5000	5000	all	4_4	229	huldigen	0.26123969793688434	BOW
huldigen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.058512012314942	0.0372629194101194	NA	NA	bound	483	all	5_5	1	weight	FOC	179	nav	4_4	229	huldigen	0.2337225639418652	BOW
huldigen.BOWbound5all.PPMIweight.LENGTHFOC.SOCPOSall	-0.04086521300835854	0.041163055427798585	NA	NA	bound	483	all	5_5	1	weight	FOC	483	all	4_4	229	huldigen	0.23402041852811173	BOW
huldigen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSnav	0.1325964809850923	0.012115744555627724	NA	NA	bound	483	all	5_5	1	selection	5000	5000	nav	4_4	229	huldigen	0.23973656851097222	BOW
huldigen.BOWbound5all.PPMIselection.LENGTH5000.SOCPOSall	0.2884907409857626	0.12086420861223553	NA	NA	bound	483	all	5_5	1	selection	5000	5000	all	4_4	229	huldigen	0.24230736018051163	BOW
