_id	COHA.sample.socc10k.imag.min0.x	COHA.sample.socc10k.imag.min0.y	COHA.sample.socc10k.info.min0.x	COHA.sample.socc10k.info.min0.y	COHA.sample.socc10k.min0.x	COHA.sample.socc10k.min0.y	COHA.sample.socc10k.min1.x	COHA.sample.socc10k.min1.y	COHA.sample.socc10k.min2.x	COHA.sample.socc10k.min2.y	COHA.sample.socc10k.min2_5.x	COHA.sample.socc10k.min2_5.y	COHA.sample.socc10k.nona.min0.x	COHA.sample.socc10k.nona.min0.y	COHA.sample.socc10k.nona.min1.x	COHA.sample.socc10k.nona.min1.y	COHA.sample.socc10k.others.min0.x	COHA.sample.socc10k.others.min0.y	COHA.sample.socc10k.tech.min0.x	COHA.sample.socc10k.tech.min0.y	COHA.sample.socc6k.imag.min0.x	COHA.sample.socc6k.imag.min0.y	COHA.sample.socc6k.info.min0.x	COHA.sample.socc6k.info.min0.y	COHA.sample.socc6k.min0.x	COHA.sample.socc6k.min0.y	COHA.sample.socc6k.min1.x	COHA.sample.socc6k.min1.y	COHA.sample.socc6k.min2.x	COHA.sample.socc6k.min2.y	COHA.sample.socc6k.min2_5.x	COHA.sample.socc6k.min2_5.y	COHA.sample.socc6k.nona.min0.x	COHA.sample.socc6k.nona.min0.y	COHA.sample.socc6k.nona.min1.x	COHA.sample.socc6k.nona.min1.y	COHA.sample.socc6k.others.min0.x	COHA.sample.socc6k.others.min0.y	COHA.sample.socc6k.tech.min0.x	COHA.sample.socc6k.tech.min0.y	Semcor.sample.COHAisocc.fic.min0.x	Semcor.sample.COHAisocc.fic.min0.y	Semcor.sample.COHAisocc.fic.min1.x	Semcor.sample.COHAisocc.fic.min1.y	Semcor.sample.COHAisocc.fic.min2.x	Semcor.sample.COHAisocc.fic.min2.y	Semcor.sample.COHAisocc.min0.x	Semcor.sample.COHAisocc.min0.y	Semcor.sample.COHAisocc.min1.x	Semcor.sample.COHAisocc.min1.y	Semcor.sample.COHAisocc.min2.x	Semcor.sample.COHAisocc.min2.y	Semcor.sample.COHAisocc.min2_5.x	Semcor.sample.COHAisocc.min2_5.y	Semcor.sample.COHAisocc.min3.x	Semcor.sample.COHAisocc.min3.y	Semcor.sample.COHAisocc.nona.min0.x	Semcor.sample.COHAisocc.nona.min0.y	Semcor.sample.COHAisocc.nona.min1.x	Semcor.sample.COHAisocc.nona.min1.y	Semcor.sample.COHAisocc.nona.min2.x	Semcor.sample.COHAisocc.nona.min2.y	Semcor.sample.COHAisocc.nona.min2_5.x	Semcor.sample.COHAisocc.nona.min2_5.y	Semcor.sample.COHAisocc.nona.min3.x	Semcor.sample.COHAisocc.nona.min3.y	Semcor.sample.COHAisocc.nonfic.min0.x	Semcor.sample.COHAisocc.nonfic.min0.y	Semcor.sample.COHAisocc.nonfic.min1.x	Semcor.sample.COHAisocc.nonfic.min1.y	Semcor.sample.COHAisocc.nonfic.min2.x	Semcor.sample.COHAisocc.nonfic.min2.y	Semcor.sample.COHAisocc.press.min0.x	Semcor.sample.COHAisocc.press.min0.y	Semcor.sample.COHAisocc.press.min1.x	Semcor.sample.COHAisocc.press.min1.y	Semcor.sample.COHAisocc.press.min2.x	Semcor.sample.COHAisocc.press.min2.y	Semcor.sample.Semcorisocc.fic.min0.x	Semcor.sample.Semcorisocc.fic.min0.y	Semcor.sample.Semcorisocc.fic.min1.x	Semcor.sample.Semcorisocc.fic.min1.y	Semcor.sample.Semcorisocc.fic.min2.x	Semcor.sample.Semcorisocc.fic.min2.y	Semcor.sample.Semcorisocc.min0.x	Semcor.sample.Semcorisocc.min0.y	Semcor.sample.Semcorisocc.min1.x	Semcor.sample.Semcorisocc.min1.y	Semcor.sample.Semcorisocc.min2.x	Semcor.sample.Semcorisocc.min2.y	Semcor.sample.Semcorisocc.min2_5.x	Semcor.sample.Semcorisocc.min2_5.y	Semcor.sample.Semcorisocc.min3.x	Semcor.sample.Semcorisocc.min3.y	Semcor.sample.Semcorisocc.nona.min0.x	Semcor.sample.Semcorisocc.nona.min0.y	Semcor.sample.Semcorisocc.nona.min1.x	Semcor.sample.Semcorisocc.nona.min1.y	Semcor.sample.Semcorisocc.nona.min2.x	Semcor.sample.Semcorisocc.nona.min2.y	Semcor.sample.Semcorisocc.nona.min2_5.x	Semcor.sample.Semcorisocc.nona.min2_5.y	Semcor.sample.Semcorisocc.nona.min3.x	Semcor.sample.Semcorisocc.nona.min3.y	Semcor.sample.Semcorisocc.nonfic.min0.x	Semcor.sample.Semcorisocc.nonfic.min0.y	Semcor.sample.Semcorisocc.nonfic.min1.x	Semcor.sample.Semcorisocc.nonfic.min1.y	Semcor.sample.Semcorisocc.nonfic.min2.x	Semcor.sample.Semcorisocc.nonfic.min2.y	Semcor.sample.Semcorisocc.press.min0.x	Semcor.sample.Semcorisocc.press.min0.y	Semcor.sample.Semcorisocc.press.min1.x	Semcor.sample.Semcorisocc.press.min1.y	Semcor.sample.Semcorisocc.press.min2.x	Semcor.sample.Semcorisocc.press.min2.y	marisense	newPos	newBroadGenre	weightedCuesRatio	weightedCW	broadGenre	sensekey	_text	meanWeight	cuesWithWeight	wnbroad	wnsense	wf	mari2	genre	mari3	lemma	pos	mbroad	wn2	wn3	cues
state/JJ/br-g17/2159	0.0	0.0	0.0108366490510625	0.0028690424359751	0.0	0.0	0.00296564724813051	-0.00605154813519231	0.00231899944895892	-0.00482803222827265	-0.0185837096441015	0.0230608709480708	-0.000733886404474434	-0.000912884182801993	-0.00284838478570945	0.00232066944040446	-0.00170497823713585	-0.00996435798514705	0.0	0.0	0.0	0.0	-0.0312372970723042	0.0174616956245353	0.0	0.0	0.0	0.0	0.0	0.0	0.0569138006313453	-0.0532003067964276	-0.0178097421494861	-0.00933735484399814	-0.0196975949707912	-0.00586768318319177	-0.0191917378100984	-0.0137551343959913	0.0	0.0	-0.0440307718672272	-0.0381885424267552	-0.0918891830730602	0.0251349464700482	0.0388516313346742	-0.0749747070723248	0.0	0.0	0.0	0.0	0.0	0.0	-0.032836689331073	-0.0665545487323366	-0.0381306017803661	0.0218394719102224	-0.014379906992494	-0.00709739041534727	-0.0138278717361886	-0.00425506988765254	0.121351161638549	-0.147256295911034	0.323708424503191	0.0744543749324375	-0.00476199694998534	0.09845057423279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0384896804744296	-0.0427580360203709	-0.0882353949001568	0.0304196375301837	-0.0610135815926736	-0.0384951268411847	0.0150085547225497	0.0166891433538486	0.0	0.0	0.0145636406165123	0.0131877667109307	-0.0687030094066475	-0.0484229911575801	-0.033241182056783	0.0252216964619549	-0.018335210781428	-0.0109652390897441	-0.0148316871991239	-0.00364612408667878	0.16682345946573	0.135134488851131	0.161564499371801	0.274870311171558	0.000254130175142376	0.0863164141919426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	A2	JJ	informative	0.67	3	others	state%5:00:02:public:00	 is involved. How did it happen, for example, that the <font color=green>state</font>  university, that great symbol of American democracy, failed to flourish	3.94	2	A	A2	state	ABC	belles_lettres	AB	state	JJ	A	ABC	AB	3
church/NNS/br-f44/1683	0.0	0.0	0.0	0.0	0.0471010591157398	-0.0710716646255775	0.0136455731096506	-0.0527148200963629	0.0165245151859952	-0.0338409149537649	-0.0226743034662791	-0.0213325427988311	-0.0213072558333098	-0.0513400549198142	-0.00991023777706514	0.0476537210162725	-0.0626449195103729	-0.0604682223198008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.123594665794727	-0.0415737810035865	0.0	0.0	-0.0355373434576186	-0.162998865204584	-0.126887372053109	-0.103436890191985	-0.0806162106929414	-0.15345327857433	0.0	0.0	-0.124618647827495	0.00467023546034387	-0.112149168709219	0.0232433369613734	0.246167349068493	-0.301798401968264	0.0	0.0	0.0	0.0	-0.0916983524886746	-0.0929623205039032	-0.0759847929035257	-0.0164137243953629	-0.10475246541362	0.0233885212819697	-0.0394703126250895	-0.1445426135097	-0.0784898294383137	-0.13548076393614	0.162109156105703	-0.00767398725391331	0.251374443729242	-0.0486372401443484	0.335605190825339	-0.00407886826057374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.117731140565242	-0.000197174081216785	-0.108105023315082	0.0329452257704212	-0.299317426552218	0.255129686933471	0.0165846218527188	0.155291671610392	0.0	0.0	0.0997110662474101	0.050828575154039	-0.0900745594995977	-0.0214941183073681	-0.104118711663126	0.0226671712048107	-0.0591140650086386	-0.153885425964962	-0.124058769483382	-0.0838617495566063	0.146457838939406	-0.0521935310993538	0.254391318622134	0.0433269941356735	0.33776751164645	-0.0158439758334553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	C	NNS	informative	1	4	others	church%1:14:00::	 hopelessly unstable environment. More than creatures of metropolitan forces, the <font color=green>churches</font>  have taken the lead in counteracting the interdependence of metropolitan	3.7	2	B	B	churches	CDE	popular_lore	C	church	NNS	C	AB	AB	2
country/NNS/br-b13/1273	0.0	0.0	0.0	0.0	0.0789242872369616	-0.0779819687989134	0.0	0.0	0.0831878915822184	-0.0290786051597481	-0.239938692750868	0.0970597906225733	-0.0554648995345656	-0.0406042313681459	0.0	0.0	-0.102992944078662	-0.039818428387797	0.0	0.0	0.0	0.0	0.0	0.0	-0.149144722431542	-0.00106020458941921	0.0986374433870741	-0.0192340036353579	-0.170361253418446	0.0786293683257	0.451591146725761	-0.175281885015568	0.0	0.0	-0.101811971188258	-0.0118005472221422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.14287148532239	0.00371735737358508	-0.105781771970901	-0.0138818622545705	-0.186929886826338	-0.0235187426534698	-0.385742636076167	-0.253730645025653	-0.412267448096396	0.196652822784275	-0.110582783424743	-0.0178883946909889	-0.0888379598744779	-0.0123922878776318	-0.0617156627169353	0.0391525006715332	-0.0733805637350966	-0.0332823099223262	-0.168238782382825	-0.0310988594966549	0.0	0.0	0.0	0.0	0.0	0.0	-0.128213991211894	-0.11203518156529	-0.0791722032939883	-0.0769920621404031	0.0442406959359336	-0.010845355528475	0.0	0.0	0.0	0.0	0.0	0.0	0.110916169420416	0.0526711763613481	0.0	0.0	0.0	0.0	-0.442045116053062	-0.212171119014637	-0.398453039192197	0.217186595372885	-0.131059759864564	-0.034105477466177	-0.0892837565170009	-0.00826885401837483	-0.0596600432829562	0.0288072936174728	-0.0661146468726066	0.0522295828183994	-0.16374208003586	-0.0206007216344994	0.0	0.0	0.0	0.0	0.0	0.0	-0.0979555981959621	0.170360934987022	-0.111148001927854	-0.00898808209484042	0.0412260766319721	-0.0172734901039802	B1	NNS	informative	0.25	3	others	country%1:15:00::	 desire to visit the`` smaller, less traveled and relatively inexpensive <font color=green>countries</font> '', and is now prepared to teach modern Greek and Portuguese	2.69	1	B	B1	countries	B	press_editorial	B14	country	NNS	B	B	B1	4
church/NN/br-p01/21	0.140414707608916	-0.0961380590789027	0.0	0.0	0.219054675696125	-0.0157706559540661	0.0	0.0	0.0948378180117532	-0.0385330114167456	-0.161470989501112	-0.0815132477141076	-0.149855276459054	-0.00961307917723033	-0.0928200356898425	0.0507377736330318	0.0	0.0	0.0	0.0	0.122626969126142	-0.099750050256455	0.0	0.0	-0.292334088378207	0.0877346723647364	0.25774150768531	0.0355189018582825	-0.226741073105117	0.111627806204453	0.329846165847902	0.180917959965105	-0.271075361937911	-0.0585292762397372	-0.245770306261206	0.0746116213419635	0.0	0.0	0.0	0.0	0.0259042978152231	0.0108000048122713	-0.0583285215260197	0.0359088627456308	-0.0254721371560043	0.0197327482611346	0.0	0.0	-0.262968539914527	0.0148389899021771	-0.233128399721407	-0.0437148549326956	0.0	0.0	-0.332114911515685	-0.3229692328759	-0.249204673369402	-0.0149327596103834	-0.242945685830655	0.010837622035783	0.145921805080995	-0.285660933365851	0.155594024601551	0.157891421319745	0.429329147704825	-0.0753323670121638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0258915975427488	0.00559595054656788	-0.0534428577732896	0.0390826921001237	0.0346247812897369	0.00861950791405112	0.248391571884129	0.101019869911907	0.0	0.0	0.0	0.0	0.0	0.0	-0.412657495288195	-0.204979155495752	-0.279711956030464	0.0146109188519348	0.0	0.0	0.297661604295772	0.149477805428784	0.158436175312034	-0.139689303241884	0.43024257281095	-0.0869093501717237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D	NN	imaginative	0.25	1	imag	church_tower%1:06:00::	 them he could have been the broken bell in the <font color=green>church</font>  tower which rang before and after Mass, and at noon	4.1	1	D	D	church	CDE	fiction_romance	DE	church	NN	D	CDE	DE	4
country/NNS/br-f14/1851	0.0	0.0	0.0193188852801255	0.0287754724512819	0.00693919855134754	-0.0336149020433841	-0.00282443582086998	-0.016278515358052	0.0083796960058012	-0.0186033713169505	0.0126565503094047	0.00414099931740268	-0.00343871892396199	-0.0162941781649586	0.000102642679581665	0.0126625662045453	-0.000530222259934572	-0.0389687209920356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0441677542185203	-0.0477290914052402	0.0358568052672373	-0.0820998573282929	0.00177374698947417	-0.0723610443754767	-0.0159850495958905	-0.0348762281532738	0.0149056366735012	-0.0838587993242615	0.0	0.0	0.0143945877152399	-0.00825190414913124	0.116246726869326	0.130681927191755	0.0803123503876562	0.351251740171288	-0.0544123495130695	-0.0656263126992422	-0.00855542292980005	-0.0485475107625195	-0.0159301602941838	-0.053260483607886	0.0	0.0	-0.284427848059564	0.313865971207361	0.0	0.0	-0.00715551370681365	-0.0259587354382382	0.0252807492909453	0.42985347416916	-0.0179293099740966	0.0748572738231265	-0.061387711858585	-0.192507875299411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151977510404115	-0.0101844947768654	0.12165974096947	0.126360154938233	-0.158333243479314	-0.338189001585067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.175861388185355	0.390348100616428	0.00661247726267856	-0.0753256326055642	-0.00522881750507541	-0.0402852692627293	0.0667114600947984	0.412120505514991	-0.0294745539939295	-0.100097778781322	-0.0335800274923603	0.0880749235131145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	B1	NNS	informative	0.25	1	others	country%1:15:00::	 of the Jews in Germany and later in the occupied <font color=green>countries</font>  contributed to terrorizing the populations, splitting apart individuals and groups	3.51	1	B	B1	countries	B	popular_lore	B14	country	NNS	B	B	B1	4
state/NN/br-h14/794	0.0	0.0	0.00208910955398122	-0.0280236313953767	0.0110337663719852	0.0273755856905259	0.0	0.0	0.0187933957142954	0.0192360604946415	-0.0512419477017996	-0.0201948696473994	0.00187755520745351	0.0259828935458857	-0.00680365423716916	-0.0127583853808571	0.0	0.0	-0.0154209840983932	-0.0215182662053599	0.0	0.0	0.0	0.0	0.0851711642102567	0.0391586457222962	0.0	0.0	0.0	0.0	-0.30423453055997	0.113400381499002	0.0	0.0	0.0781338213958768	0.0256018525061793	0.0	0.0	0.101015453412305	-0.0228492357408561	0.0	0.0	0.0	0.0	0.0	0.0	0.0865400581964169	0.0155489729469295	0.0	0.0	0.0	0.0	0.35653985439459	0.00806703868001771	0.386488661940745	-0.231132639389334	0.075878126020981	0.0390975316231399	0.0727459296572919	0.0332145543333013	-0.374616469582298	0.189677203350018	-0.419078832236808	0.084293305396055	-0.0761954842496516	0.227191187304274	0.0	0.0	0.039066127104964	0.0577499160576124	0.0936425427101989	0.162909994976405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0638560969027514	-0.0505488615716906	0.0	0.0	-0.137533864485174	-0.121149892936208	0.311106268878285	0.19721496812996	0.404911640716966	-0.198790242546447	0.0777565730333323	0.0502522153017401	0.0657881523960171	0.0455422130066232	-0.372286346210024	0.16371887858517	-0.423581123081226	-0.0255394438592464	-0.05843383265156	0.244179319173316	0.0845018183979899	0.0317516495802456	0.0784936649720033	-0.00847082268557767	0.118996049229467	0.137395009462329	0.0	0.0	0.0	0.0	0.0	0.0	A	NNPS	informative	0	5	tech	state%1:15:01::	 forth in the Act. The term`` State'' means the several <font color=green>States</font> , the District of Columbia, the Virgin Islands, Guam and Puerto	2.63	0	A	A	States	ABC	miscellaneous	AB	state	NN	A	ABC	AB	3
church/NN/br-k06/852	-0.00234715722592464	-0.0276980551448332	0.0	0.0	0.307343570373814	-0.0491875112584763	0.0	0.0	0.164451538266147	-0.0522776692667246	-0.193637959552299	-0.0465291586321778	-0.217633948802044	-0.0063252337702534	-0.154272889496742	0.0709789385563953	0.0	0.0	0.0	0.0	-0.012023106649297	0.0137540952215135	0.0	0.0	0.0	0.0	0.0	0.0	-0.312859460937774	0.170898291724591	0.267135348311496	0.190870939100627	-0.315378636669482	0.034766228720067	-0.327001605076415	0.14455608958397	0.0	0.0	0.0	0.0	0.00460338788316977	-0.0116538348456494	-0.0392469642560717	-0.0107978784934928	-0.046387295837046	-0.0239548995915174	0.0	0.0	0.0	0.0	0.0	0.0	-0.267001769171024	0.150514375457737	-0.415986822457511	-0.112611752110693	-0.276616790276754	0.0564374126096534	0.0	0.0	-0.0148177519667949	0.128730534956308	-0.0286731318626695	0.0507002482053889	-0.280745108565171	0.363483766442541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056952077474566	-0.0118497825802844	-0.040238324058417	-0.00738640892828882	0.0278921282256784	-0.0452543156243287	0.2927982205325	0.0119390558551866	0.0	0.0	0.306869728755105	-0.113412619761221	-0.264164425351594	0.223524016667673	-0.41062822307849	-0.111758992220962	-0.310675806267045	0.0472724136769015	-0.325250526683452	0.0542187266327102	0.0053488101180098	0.12582771400486	-0.0299844628382063	-0.0384122532677172	-0.0782089203065004	0.455793129909671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D	NN	imaginative	0	1	imag	church%1:06:00::	 Church with its high steeple and clock. There was no <font color=green>church</font>  like Drew Church, no preacher like Papa, who was intimate	3.14	0	D	D	church	CDE	fiction_gral	DE	church	NN	D	CDE	DE	3
church/NNS/br-k06/1925	-0.0618790914349749	-0.166701597896221	0.0	0.0	0.292446692079056	-0.0471012679899258	0.0	0.0	0.0	0.0	-0.222282699192101	-0.109896604408643	-0.201240633169583	-0.0560113913781639	-0.126476910303403	0.0850948558459871	0.0	0.0	0.0	0.0	-0.0429670983421794	-0.0516523794889276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.362928130713955	0.287489440371063	-0.286373991768748	0.082742714590631	-0.277900391944053	0.136880438655805	0.0	0.0	0.0	0.0	0.022476856018038	0.00147000206116754	0.207527442732459	0.0622492999063076	-0.0235801024927706	0.00691094823086183	-0.281585222435135	0.147261352426351	-0.306313400635211	0.0136260492723207	0.0	0.0	-0.44349518308497	0.0380744559028955	-0.421193768283202	0.147869756273961	-0.257107362822853	0.0925140604678599	-0.297515247198083	-0.0155424094782924	-0.0600562698221842	-0.18737419390252	-0.247545673414491	-0.345799882934239	-0.273769003510738	-0.1436000784977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0226056997972893	-0.00026961337802213	0.206463144144405	0.0490804414087572	0.0214200494294661	-0.040199163121595	0.0	0.0	-0.312560887942407	0.00036609821740292	0.476296366387519	0.0510623024702546	-0.414864490032045	0.234661249806348	-0.33223873457033	0.290512569551364	0.0	0.0	-0.290119910188814	0.00515921845617015	-0.0491218052257628	0.193154942691199	-0.279639414335365	0.311097482611606	-0.301802277651198	-0.0127983081331622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	D	NNS	imaginative	0	2	imag	church%1:06:00::	 them open. Lightning might strike the steeples of the other <font color=green>churches</font> ; not of Drew Church. A flash illumined the trees as	3.78	0	D	D	churches	CDE	fiction_gral	DE	church	NNS	D	CDE	DE	2
church/NN/br-f15/754	0.0	0.0	0.0963083627005287	0.0505788269982113	0.0	0.0	0.0162903896308246	-0.060538516860557	0.0452540588558113	-0.0363509062637399	-0.0533792621890862	0.0466209909076984	0.0	0.0	-0.0131074512492526	0.0496063502936145	-0.0882878803700797	-0.0873869611933013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0481676442559658	-0.120143791324244	0.0	0.0	0.124580072324233	-0.0530711179474094	-0.00454715241655013	-0.166966861762512	-0.0418807143074404	-0.107936916128544	-0.107216276101763	-0.150359119003254	0.0	0.0	-0.00951827128156545	-0.0231771766515419	0.0137591463061371	-0.0140075602863114	-0.124977594891544	-0.114096386097099	0.0	0.0	-0.0572481181636771	-0.119342209812789	-0.0529937608235931	-0.144124764853475	0.0	0.0	0.0	0.0	-0.0130941216801483	-0.145197981940744	-0.00691325849304785	-0.121401068765764	-0.0478097167282215	0.0262506872708165	-0.0677432533209529	-0.393826590925781	-0.201782120784877	-0.222563755174783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0059920003624789	-0.0260452521463501	0.0115625113862536	-0.0152866521319276	0.103898753585425	0.11740552907483	0.0	0.0	0.0	0.0	0.102015707420381	0.102042324610074	-0.114777332449031	-0.0259046838384335	-0.198092510192106	0.0486915701907454	-0.023828544884986	-0.166306207816883	-0.0423809054221145	0.0941676154361206	-0.0436375069781064	0.0360217657502714	-0.402735078282952	-0.027031003764077	-0.29820231888558	0.0394555295036875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	B	NNP	informative	0	2	others	roman_catholic_church%1:14:00::	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	3.87	0	B	B1	Church	AB	popular_lore	AB	church	NN	B	AB	AB	1
church/NNS/br-d03/35	0.0	0.0	0.0674658262348823	-0.011632111387233	0.0519110536147189	-0.0463773976378339	0.0	0.0	0.0395287056384681	-0.014510582475069	0.0	0.0	-0.038023736916585	-0.00811854239687332	0.0	0.0	-0.0633750308145188	-0.0213654716911661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0691955553541074	-0.000194331506616764	0.0	0.0	-0.0523420978787852	-0.0514138359541142	-0.0416560989545373	-0.0196929461769957	-0.0551908028336361	-0.0565136078382866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.07891898451643	-0.0278321426736796	0.0	0.0	-0.0426885988387097	-0.0622281937412567	-0.0873262484196449	-0.0180990881450068	-0.0915586248842924	-0.00135627268930789	-0.0433212952702819	-0.0500629433998442	-0.0358971192462673	-0.0208399934084141	0.0535519211796254	0.00329145874277697	0.0479856235731253	0.371211607794337	0.0323401199888852	0.00379946964106595	-0.112881854880683	0.0008682516401865	-0.0666803411021979	-0.0403971005615479	-0.0972272175551291	0.0161006403648333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0414420050725631	-0.0320526500203205	0.0631797507046905	0.0335233977165945	0.0	0.0	-0.0857209135582496	0.0093789478728033	-0.043383165354103	-0.068163644437664	-0.03650039019061	0.0228759934334629	0.0551241671191072	0.00413420351979153	0.0513772399345098	-0.362711314327951	0.0324629490041783	0.00848999429882302	-0.103551789849033	-0.0294052067410839	-0.0886825218985256	0.00144725538215488	-0.0917675856859078	0.0312477138452188	0.0	0.0	0.0	0.0	0.0	0.0	B	NNPS	informative	0.6	5	others	anglican_church%1:14:00::	 efforts of only unauthorized individuals of the Roman and Anglican <font color=green>Churches</font> , and urging a communion of prayer unacceptable to Rome, this	3.35	3	B	B2	Churches	AB	religion	AB	church	NNS	B	AB	AB	5
