pmi	raw_freq	raw_co	cw
0.5989476	2518	1	'99/noun
0.53308064	21393	8	10/noun
1.7532351	1561	2	1928/noun
0.29542962	26842	8	1995/noun
-0.09609161	29771	6	1996/noun
-0.008189215	36388	8	1997/noun
0.13456187	51305	13	1998/noun
1.2275009	231449	172	Amerikaans/adj
2.0667396	573	1	Antwerps_steen_weg/noun
0.29692206	139420	41	Belgisch/adj
1.824831	3656	5	Brabander/noun
0.8330323	94154	47	Brits/adj
4.07247	1124	14	Brits_Nederlands/adj
2.3505256	4307	10	DNA/noun
-0.12724943	104339	20	Duits/adj
0.26086938	27916	8	Duitser/noun
0.7754794	165681	79	Europees/adj
1.5143521	6082	6	Fins/adj
0.10622828	98844	24	Frans/adj
1.7161773	2465	3	Genkse/adj
3.7558665	433	4	Japan/det
1.3917557	1144	1	Maleisisch/adj
-0.6292149	241254	28	Nederlands/adj
0.94930387	3508	2	Oosteuropees/adj
2.5524685	356	1	Panamese/adj
0.64186877	7238	3	Parijs/adj
2.496285	377	1	Rembrandts/det
0.43911207	17551	6	Rus/noun
-0.15992747	37678	7	Spaans/adj
-0.13152333	124773	24	Vlaams/adj
2.2469673	13929	29	Waals/adj
-0.24587327	392664	68	aan/part
-0.09188654	2153601	435	aan/prep
1.7837341	2270	3	aanblik/noun
-0.09397744	24775	5	aanbod/noun
1.489688	2030	2	aanduiding/noun
1.4479318	1059	1	aangekocht/adj
-0.050918415	37821	8	aanvankelijk/adj
0.6206638	2433	1	aanvaring/noun
0.83740735	19470	10	aanwezigheid/noun
1.733203	798	1	aardewerk/noun
1.4712483	5157	5	abstract/adj
-0.5635328	150814	19	achter/prep
0.44509974	23095	8	achtergrond/noun
0.54533386	44503	17	activiteit/noun
1.0118182	1638	1	adellijk/adj
-0.4132138	321541	47	af/part
2.749679	288	1	af_breekbaar/adj
0.5203729	34907	13	afdeling/noun
-0.1303453	144650	28	afgelopen/adj
2.6673357	1886	6	afgewerkt/adj
2.9788158	461	2	afgezaagd/adj
2.9812407	461	2	afval_bak/noun
1.3670245	1158	1	afzondering/noun
0.9428078	14118	8	agressief/adj
-0.2794179	1066466	179	al/adv
0.6458219	73011	31	al/det
-0.89539	11060	1	album/noun
2.6760275	622	2	alge/noun
0.13457118	422543	107	alle/det
-0.31307673	178364	29	alleen/adj
-0.10967404	266562	53	alleen/adv
-0.45164967	127360	18	allemaal/adv
1.6528777	1724	2	allerijl/adv
0.4419337	37558	13	allerlei/det
-0.07923865	1263756	259	als/prep
4.472726	1439	28	aluminium/adj
6.1901226	1836	199	aluminium/noun
1.8677125	2790	4	ambachtelijk/adj
3.0781178	14330	69	analyse/noun
3.505538	7303	54	analyseer/verb
0.063119985	663512	157	ander/adj
-0.5601615	142075	18	anders/adj
0.2131734	21871	6	apart/adj
1.6682892	18782	22	architect/noun
0.748086	36523	17	arts/noun
2.2132685	1998	4	asbest/noun
1.8702588	4197	6	asfalt/noun
1.6575078	1738	2	astronaut/noun
2.3517716	429	1	aureool/noun
0.73599875	124344	57	auto/noun
3.556372	658	5	auto_fabriek/noun
3.748518	537	5	auto_onderdeel/noun
2.924152	744	3	auto_wrak/noun
3.2703586	514	3	automobiel/noun
2.973705	3005	13	baksteen/noun
1.5199678	993	1	bal/verb
0.7238769	19607	9	baseer/verb
0.7710151	26993	13	basis/prep
2.0708292	3976	7	bedek/verb
1.1682361	248130	176	bedrijf/noun
0.5246767	101423	38	beeld/noun
1.1664617	2824	2	beeldhouwer/noun
0.53532535	2648	1	beeldscherm/noun
0.4430093	34824	12	been/noun
0.60600406	7392	3	begeef/verb
-0.012998517	105186	23	begin/noun
-0.7594965	280945	29	begin/verb
-1.0121269	61997	5	begrijp/verb
0.7716272	10458	5	beheers/verb
0.67189866	27727	12	bekend/part
-0.062214203	4828	1	bekentenis/noun
0.5715365	5151	2	bel/noun
1.9176306	1323	2	bel_DIM/noun
-0.31946373	80766	13	belang/noun
-0.20121227	209497	38	belangrijk/adj
-0.57460344	40499	5	belegger/noun
1.4157752	3295	3	belemmer/verb
0.051379632	9938754	2315	ben/verb
-0.24821344	5835	1	ben_kwijt/verb
0.5776416	17699	7	beneden/adv
2.3979893	411	1	benodigd_heid/noun
0.1970708	48222	13	bepaal/verb
1.6642044	11102	13	beperking/noun
