id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre
country/NN/br-a04/1253	-0.0449125335483152	0.0624239199332668	country	NN	press_reportage	B4	B	B14	B	Z	Z	Z	Z	Z	 that he agreed to the need for unity in the <font color=green>country</font>  now. But he further said that it was better politics	NN	informative	2	1	0.7	0.5	5	country	others
country/NN/br-a10/460	0.00202455763735403	-0.0205047873260685	country	NN	press_reportage	B3	B	B23	B	Z	Z	Z	Z	Z	 primary products which may involve the total income of one <font color=green>country</font> . The Portland school board was asked Monday to take a	NN	informative	3	3	0.92	1	9	country	others
country/NN/br-a16/837	-0.135408415077591	-0.00694805704806738	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 his brother would meet her at the border of that <font color=green>country</font> - so newly separated from Egypt and the United Arab Republic	NN	informative	2	2	1.45	1	6	country	others
country/NN/br-a17/346	-0.119392656320514	-0.0916998015822971	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 will be a stag dinner Friday evening at the Denver <font color=green>Country</font>  Club which will precede the opening of the 1961 golf	NNP	informative	2	2	1.86	1	9	Country	others
country/NN/br-a18/1063	-0.110079329587501	-0.187751283866918	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 Mrs. John Charles Cotty is chairman of publicity for the <font color=green>country</font>  fair and Mrs. Francis G. Felske and Mrs. Francis Smythe	NN	informative	1	1	1.25	1	10	country	others
country/NN/br-a18/24	-0.152325674779266	-0.109254881946226	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 of the Thrift Shop Committee for May 6 at Philmont <font color=green>Country</font>  Club. The women have a reputation for giving parties that	NNP	informative	3	1	1.69	0.33	6	Country	others
country/NN/br-a29/2062	-0.115846953422131	-0.122434025770969	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 weekend they have reserved the entire Stagecoach Inn and adjoining <font color=green>country</font>  club, Saledo, for festivities. Invitations have been extended to some	NN	informative	3	1	2.47	0.33	5	country	others
country/NN/br-a30/380	-0.123288560995341	-0.041245629271282	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 A. Swim celebrated his 75 th birthday at the Wilshire <font color=green>Country</font>  Club, guests came by chartered plane from all over the	NNP	informative	4	3	2.08	0.75	8	Country	others
country/NN/br-a30/392	-0.142706083285914	0.00318212317308123	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 Club, guests came by chartered plane from all over the <font color=green>country</font> . A flight originating in Florida picked up guests on the	NN	informative	4	3	1.92	0.75	8	country	others
country/NN/br-a32/320	-0.0114238226756235	0.0198085794415454	country	NN	press_reportage	B3	B	B23	B	Z	Z	Z	Z	Z	 today as it ever was; that its presentation in this <font color=green>country</font>  is part of a capitalist plot to boobify the American	NN	informative	4	2	1.07	0.5	9	country	others
country/NN/br-a33/399	-0.00401394600205357	-0.0589609868142571	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 Regional representatives appointed to serve from each section of the <font color=green>country</font>  include Frank E. Barnes of Boston. President Kennedy could n't	NN	informative	3	3	1.41	1	8	country	others
country/NN/br-a33/754	0.00438096599701085	0.0419013574829345	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 serious music''. He added`` I think that sometimes in this <font color=green>country</font>  we are not aware as we should be of the	NN	informative	3	2	0.74	0.67	7	country	others
country/NN/br-a41/1107	-0.00293665929177937	-0.139726382804864	country	NN	press_reportage	B	B	B14	B	Z	Z	Z	Z	Z	 those Congolese( among them Joseph Kasavubu) who favored splitting the <font color=green>country</font>  into small independent states, Balkanizing it. Second, there were those	NN	informative	2	2	1.37	1	6	country	others
country/NN/br-a41/1455	0.108793471503374	0.0762607212869319	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 the thousands of Belgian civilians who had remained in the <font color=green>country</font> . The Belgian government decided to act, and on July 10	NN	informative	2	0	1.81	0	5	country	others
country/NN/br-a41/1497	-0.124463699738097	0.035936660314872	country	NN	press_reportage	B	B	B14	B	Z	Z	Z	Z	Z	 Moise Tshombe, announced that his province had seceded from the <font color=green>country</font> . Confusion became chaos; each succeeding day brought new acts of	NN	informative	2	2	1.33	1	9	country	others
country/NN/br-a44/2146	0.00762626144498096	0.00262097112839957	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 condition. There are, for example, approximately 25000000 people in this <font color=green>country</font>  with no public library service and about 50000000 with inadequate	NN	informative	5	4	1.32	0.8	10	country	others
country/NN/br-a44/235	0.0440547572728933	-0.0383468074409865	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 to supplement their annual funds. In some parts of the <font color=green>country</font> , however, a co-operative movement has begun to grow, under the	NN	informative	2	1	1.32	0.5	7	country	others
country/NN/br-b01/774	-0.0200439409036909	0.0410875905109252	country	NN	press_editorial	B2	B	B23	B	Z	Z	Z	Z	Z	 By limiting American strength too much to nuclear strength, this <font color=green>country</font>  limited its ability to fight any kind of war besides	NN	informative	5	4	1.35	0.8	9	country	others
country/NN/br-b05/482	-0.0207356135836438	0.0512895383863812	country	NN	press_editorial	B	B	B14	B	Z	Z	Z	Z	Z	 for world trade as a condition of national survival, this <font color=green>country</font>  can have little patience with labor 's family feuds. The	NN	informative	7	6	1.15	0.86	8	country	others
country/NN/br-b09/110	-0.14752644690308	-0.0317891774817435	country	NN	press_editorial	A	A	A	A	Z	Z	Z	Z	Z	 the Pod porch, alone. He had that day attended a <font color=green>country</font>  auction, and he had come back with a prize. The	NN	informative	3	2	1.53	0.67	5	country	others
country/NN/br-b10/2098	-0.0142702718558856	0.00998123520561118	country	NN	press_editorial	B1	B	B14	B	Z	Z	Z	Z	Z	 in the past few years is still available in this <font color=green>country</font> . The work is executed in England( by hand) and can	NN	informative	3	3	1.02	1	12	country	others
