id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre	wordform	msOct	determiner	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization	msOct4
church/NN/br-a16/453	-0.0603307413265595	-0.307231475023709	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak	NN	informative	4	1	3	0.25	1	church	others	church	c1	none	yes	no	D	singular	no	no	no	no	yes	no	no	no	no	c
church/NN/br-a17/2228	-0.0532089151476706	-0.0734786770369854	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	NN	informative	5	1	3.38	0.2	4	church	others	church	c1	the	yes	yes	D	singular	no	no	no	no	no	no	no	no	no	c
church/NN/br-a17/2233	-0.0479278301491856	-0.0687611284713865	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	NNP	informative	4	0	3.47	0	3	Church	others	Church	c1	the	yes	yes	D	singular	yes	yes	no	no	no	yes	no	no	no	c
church/NN/br-a21/677	-0.0439541772950382	0.0705883957850757	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	NNP	informative	4	0	4.38	0	1	Church	others	Church	c1	none	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no	c
church/NN/br-a22/1283	-0.316604455125561	0.059270112175816	church	NN	press_reportage	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	NNP	informative	2	0	3.08	0	2	Church	others	Church	c2	the	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-a22/307	-0.114902558183716	-0.0536905894750932	church	NN	press_reportage	B	B	AB	AB	Z	Z	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	NNP	informative	4	0	3.46	0	1	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-a22/310	-0.114902558183716	-0.0536905894750932	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 the state. Emory is affiliated with the Methodist Church. Some <font color=green>church</font>  leaders, both clerical and lay, have criticized the university for	NN	informative	5	0	3.46	0	1	church	others	church	a2	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-a31/1842	-0.079272574784274	-0.261672792278601	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	NNP	informative	3	0	3.95	0	1	Church	others	Church	c1	none	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no	c
church/NN/br-a31/2112	-0.114902558183716	-0.0536905894750932	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	NNP	informative	3	0	3.46	0	1	Church	others	Church	c1	none	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no	c
church/NN/br-a31/2120	-0.086271350088936	-0.0761807766771135	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	NN	informative	4	0	3.52	0	2	church	others	church	c2	the	yes	yes	D	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-b08/1866	-0.117851249971696	-0.0706452747793955	church	NN	press_editorial	D	D	DE	CDE	Z	Z	Z	Z	Z	 wrote after almost a decade of service to this majestic <font color=green>church</font> .`` Such a church needs vigor and vitality in its rector	NN	informative	2	0	3.48	0	2	church	others	church	c1	this	yes	yes	D	singular	no	no	yes	no	no	no	no	no	no	c
church/NN/br-b08/1871	-0.117851249971696	-0.0706452747793955	church	NN	press_editorial	C	C	C	CDE	Z	Z	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	NN	informative	4	1	3.48	0.25	2	church	others	church	c2	a	yes	no	C	singular	no	no	no	no	no	no	yes	no	no	c
church/NN/br-b12/2115	-0.376362194117947	-0.225970459732363	church	NN	press_editorial	A	A	AB	AB	Z	Z	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	NN	informative	5	0	3.04	0	1	church	others	church	a1	NA	no	NA	A	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-b12/2217	-0.114902558183716	-0.0536905894750932	church	NN	press_editorial	B	B	AB	AB	Z	Z	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist	NNP	informative	6	0	3.46	0	1	Church	others	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-b12/2226	-0.0273612194431037	-0.0745741710127024	church	NN	press_editorial	B	B	AB	AB	Z	Z	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in	NNP	informative	7	1	3.49	0.14	3	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-b12/2235	-0.0273612194431037	-0.0745741710127024	church	NN	press_editorial	B	B	AB	AB	Z	Z	Z	Z	Z	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of	NNP	informative	9	1	3.51	0.11	2	Church	others	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	yes	no	NA	yes	a
church/NN/br-b15/1190	-0.134810255511243	-0.366532706948017	church	NN	press_editorial	C	C	C	CDE	Z	Z	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to	NNP	informative	2	1	3.32	0.5	1	Church	others	Church	c2	the	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no	c
church/NN/br-d01/1628	-0.283377592732375	-0.424401192811563	church	NN	religion	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	NN	informative	3	1	3.1	0.33	1	church	others	church	a2	a	no	no	B	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/1641	-0.388729068912542	-0.121658402879808	church	NN	religion	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	NN	informative	2	0	3.66	0	1	church	others	church	a2	the	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d02/706	-0.450961471267436	-0.040035167266274	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	NN	informative	4	0	3.12	0	1	church	others	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d02/923	0.0863735650087573	-0.482262303575858	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	NN	informative	3	0	3.14	0	1	church	others	church	a1	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/1342	-0.0656595302046838	-0.0592365041188269	church	NN	religion	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	NN	informative	5	1	3.4	0.2	2	church	others	church	c3	none	yes	no	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1350	-0.0768128467487299	-0.0479240481851782	church	NN	religion	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	NN	informative	5	3	3.29	0.6	3	church	others	church	c3	NA	yes	NA	?	singular	no	no	no	no	no	no	no	yes	no	c
church/NN/br-d03/1871	-0.0577305102317081	0.0627720032894326	church	NN	religion	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	NNP	informative	2	1	3.9	0.5	2	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d03/1909	-0.25690236907115	0.200714688296341	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	NNP	informative	6	0	3.42	0	1	Church	others	Church	a2	the	no	yes	B	singular	yes	yes	no	no	no	no	no	NA	yes	a
church/NN/br-d03/2336	-0.0473061174930551	0.000949218671167506	church	NN	religion	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	NN	informative	2	0	3.92	0	2	church	others	church	c1	a	yes	no	D	singular	no	no	no	no	no	yes	no	no	no	c
church/NN/br-d03/2341	-0.0473061174930551	0.000949218671167506	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	NNP	informative	2	0	3.92	0	2	Church	others	Church	a1	NA	no	NA	A	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d03/721	-0.175433121514478	0.119250661370978	church	NN	religion	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	NNP	informative	1	0	3.11	0	2	Church	others	Church	c1	the	yes	yes	D	singular	yes	no	no	yes	no	yes	no	no	no	c
church/NN/br-d05/1163	-0.286595154537825	-0.225747305076041	church	NN	religion	B	B	AB	AB	Z	Z	Z	Z	Z	 Parker as the ultra-liberal minister within the pale of a <font color=green>church</font>  which had proclaimed itself the repository of liberality poses a	NN	informative	2	0	3.08	0	1	church	others	church	a2	a	no	no	?	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d06/2174	-0.424294706634626	0.0902936853445986	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 spiritually. No amount of religious ceremonies or even joining a <font color=green>church</font>  will relieve the gnawing of your`` inner'' space. Why? Because	NN	informative	3	1	3.47	0.33	1	church	others	church	b	a	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/1054	-0.114902558183716	-0.0536905894750932	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 Me'',`` What the Church Means to Me'',`` Why Join the <font color=green>Church</font> '',`` The Duties of Church Members'', etc.. Assign a series of	NNP	informative	3	0	3.46	0	2	Church	others	Church	a2	the	no	yes	?	singular	yes	no	no	no	no	no	no	NA	yes	a
church/NN/br-d09/1061	-0.114902558183716	-0.0536905894750932	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 Means to Me'',`` Why Join the Church'',`` The Duties of <font color=green>Church</font>  Members'', etc.. Assign a series of catechism questions to be	NNP	informative	4	0	3.46	0	1	Church	others	Church	b	NA	no	NA	C	singular	yes	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/2026	0.0465542357350698	-0.459536966786006	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 planned and carefully developed. The entire membership of the local <font color=green>church</font>  must be alerted to their part in this dynamic process	NN	informative	3	0	3.63	0	1	church	others	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/2040	0.0465544214399779	-0.459536935046481	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 alerted to their part in this dynamic process. If the <font color=green>church</font>  has followed the plan of cultivation of prospects and carried	NN	informative	3	0	3.63	0	1	church	others	church	b	the	no	yes	?	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/724	-0.0741790868610019	-0.0452262301518729	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 as well as the program and activities of the local <font color=green>church</font> . The lay leadership of the church may be invited to	NN	informative	5	0	3.26	0	2	church	others	church	b	the	no	yes	C	singular	no	no	yes	no	no	no	yes	no	yes	b
church/NN/br-d09/731	-0.0608073849501833	-0.0458364483842471	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 activities of the local church. The lay leadership of the <font color=green>church</font>  may be invited to speak on the various phases of	NN	informative	2	0	3.34	0	3	church	others	church	b	the	no	yes	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d09/742	-0.0346497549703483	-0.0298366253597312	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 may be invited to speak on the various phases of <font color=green>church</font>  life, service opportunities, the church school, missions, men 's work	NN	informative	6	1	3.3	0.17	4	church	others	church	d	NA	no	NA	C	singular	no	no	no	no	no	no	no	NA	no	d
church/NN/br-d09/749	-0.0616382051750596	-0.0311439478330905	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 on the various phases of church life, service opportunities, the <font color=green>church</font>  school, missions, men 's work, women 's work, youth program	NN	informative	9	1	3.39	0.11	3	church	others	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d10/1913	-0.0269138468298606	0.074364059611454	church	NN	religion	A	A	AB	AB	Z	Z	Z	Z	Z	 impressive Roman Catholic defense of the practical autonomy of both <font color=green>church</font>  and state. The failure at that time of the Puerto	NN	informative	2	0	3.87	0	2	church	others	church	a1	none	no	no	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d10/2166	-0.0386665582227636	0.0587101238728795	church	NN	religion	B	B	AB	AB	Z	Z	Z	Z	Z	 the Christian claim is of considerable significance. The Roman Catholic <font color=green>Church</font>  has excommunicated one of its priests, Father Feeney, for insisting	NNP	informative	6	3	3.62	0.5	3	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d10/2187	-0.27903359162697	-0.153807308063747	church	NN	religion	A	A	AB	AB	Z	Z	Z	Z	Z	 for insisting that there is no salvation outside the visible <font color=green>church</font> . In mentioning this under`` salvation reconsidered'' I do not mean	NN	informative	1	2	3.55	2	2	church	others	church	a1	the	no	yes	A	singular	no	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d14/209	-0.232860791766139	-0.175193955673367	church	NN	religion	A	A	AB	AB	Z	Z	Z	Z	Z	 of churches. Presumably those who did not have a formal <font color=green>church</font>  connexion had also felt the influence of Christianity to a	NN	informative	3	1	3.06	0.33	1	church	others	church	a1	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d14/234	-0.232860791766139	-0.175193955673367	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 extent. Many of them had once been members of a <font color=green>church</font>  or at least had been given instruction in Christianity but	NN	informative	3	1	3.06	0.33	1	church	others	church	b	a	no	no	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/410	-0.0240218688306814	-0.428725897394301	church	NN	religion	A	A	AB	AB	Z	Z	Z	Z	Z	 be absurd. For instance, we cannot know whether even for <font color=green>church</font>  members the degree of conformity to Christian standards of morality	NN	informative	5	1	3.02	0.2	1	church	others	church	b	NA	no	NA	A	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/428	-0.0240218689661202	-0.428725897391813	church	NN	religion	C	C	C	CDE	Z	Z	Z	Z	Z	 standards of morality increased or declined as the proportion of <font color=green>church</font>  members in the population rose. The temptation is to say	NN	informative	2	0	3.02	0	1	church	others	church	b	NA	no	NA	C	singular	no	no	no	no	no	no	yes	no	yes	b
church/NN/br-d14/726	-0.0269138468298606	0.074364059611454	church	NN	religion	B	B	AB	AB	Z	Z	Z	Z	Z	 stock. By the end of the century the Roman Catholic <font color=green>Church</font>  was beginning to make itself felt, mainly through such institutions	NNP	informative	3	2	3.87	0.67	2	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-d16/1644	-0.148193427594649	0.409413978653793	church	NN	religion	A	A	AB	AB	Z	Z	Z	Z	Z	 and zealously keep all the sacraments and ceremonies of the <font color=green>church</font> ; you may have the final and extreme unction but if	NN	informative	5	1	3.47	0.2	1	church	others	church	a2	the	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d16/1947	-0.27903359162697	-0.153807308063747	church	NN	religion	A	A	AB	AB	Z	Z	Z	Z	Z	 Him. You can ignore His Book, the Bible, and His <font color=green>church</font> . You can laugh at His blood-bought salvation, curse His followers	NN	informative	6	1	3.55	0.17	1	church	others	church	a1	His	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes	a
church/NN/br-d16/220	-0.0618432391069603	0.0453599227185902	church	NN	religion	B	B	AB	AB	Z	Z	Z	Z	Z	 a short reading of the Holy Scriptures''. Since the Catholic <font color=green>Church</font>  expresses such desire that the Sacred Scriptures be read, the	NNP	informative	4	2	3.97	0.5	3	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f15/713	-0.0269138468298606	0.074364059611454	church	NN	popular_lore	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	NNP	informative	5	2	3.87	0.4	2	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
church/NN/br-f15/754	-0.0269138468298606	0.074364059611454	church	NN	popular_lore	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	NNP	informative	1	0	3.87	0	2	Church	others	Church	a2	the	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes	a
