id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre
country/NN/br-a04/1253	-0.201688450352485	-0.0839588757474102	country	NN	press_reportage	B4	B	B14	B	Z	Z	Z	Z	Z	 that he agreed to the need for unity in the <font color=green>country</font>  now. But he further said that it was better politics	NN	informative	2	1	1.29	0.5	2	country	others
country/NN/br-a05/1184	-0.22028126174271	-0.283354582109642	country	NN	press_reportage	B4	B	B14	B	Z	Z	Z	Z	Z	 Sheraton-Biltmore Hotel that about half of the people in the <font color=green>country</font>  want the`` welfare'' type of government and the other half	NN	informative	4	1	1.33	0.25	1	country	others
country/NN/br-a06/106	0.207628541737499	0.01472942170383	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 Westfield Young Democratic Club cocktail party at the Scotch Plains <font color=green>Country</font>  Club. It was greeted with a chorus of boos by	NNP	informative	4	3	2.32	0.75	5	Country	others
country/NN/br-a07/1688	-0.0338649524829048	-0.0232095044429188	country	NN	press_reportage	B	B	B14	B	Z	Z	Z	Z	Z	 those countries. A committee of experts has recommended that a <font color=green>country</font>  's population be considered in the distribution of professional posts	NN	informative	2	2	1.52	1	7	country	others
country/NN/br-a08/443	0.0162320059483909	-0.00360476894560784	country	NN	press_reportage	B4	B	B14	B	Z	Z	Z	Z	Z	 the National Archives building where hundreds of thousands of this <font color=green>country</font>  's most valuable records are kept. Also the department of	NN	informative	2	1	1.53	0.5	6	country	others
country/NN/br-a10/426	-0.136581032041316	-0.293634051894139	country	NN	press_reportage	B3	B	B23	B	Z	Z	Z	Z	Z	 States must plan to absorb the exported goods of the <font color=green>country</font> , at what he termed a`` social cost''. Martin said the	NN	informative	4	1	2.27	0.25	3	country	others
country/NN/br-a10/460	-0.120952536223372	0.13962849516879	country	NN	press_reportage	B3	B	B23	B	Z	Z	Z	Z	Z	 primary products which may involve the total income of one <font color=green>country</font> . The Portland school board was asked Monday to take a	NN	informative	3	1	1.49	0.33	3	country	others
country/NN/br-a16/837	0.0705776980691389	0.114823478457234	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 his brother would meet her at the border of that <font color=green>country</font> - so newly separated from Egypt and the United Arab Republic	NN	informative	2	2	1.71	1	5	country	others
country/NN/br-a17/346	0.154598761443413	0.00336574097486229	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 will be a stag dinner Friday evening at the Denver <font color=green>Country</font>  Club which will precede the opening of the 1961 golf	NNP	informative	2	2	2.09	1	8	Country	others
country/NN/br-a18/1063	0.268329473698423	-0.122701383546774	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 Mrs. John Charles Cotty is chairman of publicity for the <font color=green>country</font>  fair and Mrs. Francis G. Felske and Mrs. Francis Smythe	NN	informative	1	1	2.16	1	5	country	others
country/NN/br-a18/1123	0.171755183730705	-0.00436718043276238	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 exhibit and sale of paintings and sculpture at the Philmont <font color=green>Country</font>  Club on April 8 and 9. A preview party for	NNP	informative	2	2	2.31	1	6	Country	others
country/NN/br-a18/24	0.208114077322312	-0.0341816479314254	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 of the Thrift Shop Committee for May 6 at Philmont <font color=green>Country</font>  Club. The women have a reputation for giving parties that	NNP	informative	3	1	2.41	0.33	4	Country	others
country/NN/br-a18/734	0.189960447599806	-0.0397576012663809	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 contributions may be made there will be facilities at Philmont <font color=green>Country</font>  Club for those who would like to bring the bundles	NNP	informative	2	2	2.41	1	3	Country	others
country/NN/br-a20/641	0.1743374812755	-0.166483499989249	country	NN	press_reportage	B2	B	B23	B	Z	Z	Z	Z	Z	 and the two civil servants the recipients for selling their <font color=green>country</font>  's secrets. The fact that secrets of the Dreadnought, and	NN	informative	3	4	2.33	1.33	5	country	others
country/NN/br-a26/490	0.0819279775720521	0.067236335384876	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 price would be quoted regularly in newspapers all over the <font color=green>country</font> . He was also pleased with the wide distribution because he	NN	informative	5	4	2.01	0.8	7	country	others
country/NN/br-a27/436	-0.233186139740812	-0.166963991605345	country	NN	press_reportage	B2	B	B23	B	Z	Z	Z	Z	Z	 the steel strike. Draper declared,`` As I see it, this <font color=green>country</font>  has never faced such great dangers as threaten us today	NN	informative	4	2	1.81	0.5	3	country	others
country/NN/br-a28/645	0.0330386951227662	-0.0509139875325108	country	NN	press_reportage	B3	B	B23	B	Z	Z	Z	Z	Z	 the rural recovery are being felt almost immediately by the <font color=green>country</font>  's farm equipment manufacturers. For example, farm equipment shipments of	NN	informative	3	4	1.49	1.33	8	country	others
country/NN/br-a29/2062	0.172524773248392	-0.0204000322669345	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 weekend they have reserved the entire Stagecoach Inn and adjoining <font color=green>country</font>  club, Saledo, for festivities. Invitations have been extended to some	NN	informative	3	1	2.47	0.33	5	country	others
country/NN/br-a29/2109	0.223646145602397	-0.0116545335502905	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 The get-together Friday night will be a banquet at the <font color=green>country</font>  club patio and pool, and an orchestra will play for	NN	informative	4	1	2.01	0.25	3	country	others
country/NN/br-a30/1777	-0.257760541101137	0.236662873719615	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 Longinotti. Newcomers of social note from other parts of the <font color=green>country</font>  are the Ray Carbones, formerly of Panama; the Geddes MacGregors	NN	informative	3	1	2.6	0.33	2	country	others
country/NN/br-a30/292	0.09318129431422	-0.00814262139252679	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 three-building complex. Fall foliage and flowers will decorate Los Angeles <font color=green>Country</font>  Club for the annual formal party Saturday evening. More than	NNP	informative	3	2	1.93	0.67	9	Country	others
country/NN/br-a30/380	0.123408231653161	0.030460462527295	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 A. Swim celebrated his 75 th birthday at the Wilshire <font color=green>Country</font>  Club, guests came by chartered plane from all over the	NNP	informative	4	3	2.33	0.75	7	Country	others
country/NN/br-a30/392	0.119035860841258	0.0639892541286643	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 Club, guests came by chartered plane from all over the <font color=green>country</font> . A flight originating in Florida picked up guests on the	NN	informative	4	3	2.11	0.75	7	country	others
country/NN/br-a32/320	0.0283639042955862	0.0171902698980994	country	NN	press_reportage	B3	B	B23	B	Z	Z	Z	Z	Z	 today as it ever was; that its presentation in this <font color=green>country</font>  is part of a capitalist plot to boobify the American	NN	informative	4	2	1.71	0.5	5	country	others
country/NN/br-a33/1449	0.0712710814079332	-0.000461946632190268	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 that the National Gallery`` is the only museum in the <font color=green>country</font>  to have a full-time music director, Richard Bales, I 'm	NN	informative	4	3	1.59	0.75	6	country	others
country/NN/br-a33/399	0.0576104911886535	-0.211794439549679	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 Regional representatives appointed to serve from each section of the <font color=green>country</font>  include Frank E. Barnes of Boston. President Kennedy could n't	NN	informative	3	2	2.16	0.67	4	country	others
country/NN/br-a33/754	-0.019483166384526	0.0591383264028475	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 serious music''. He added`` I think that sometimes in this <font color=green>country</font>  we are not aware as we should be of the	NN	informative	3	2	1.51	0.67	3	country	others
country/NN/br-a35/813	-0.00370829833505409	0.0144481755372609	country	NN	press_reportage	B4	B	B14	B	Z	Z	Z	Z	Z	 For while the past needs of the Church in this <font color=green>country</font>  may have been adequately met by collegiate institutions, which in	NN	informative	2	1	1.66	0.5	6	country	others
country/NN/br-a41/1107	0.105123939148655	-0.223369446231141	country	NN	press_reportage	B	B	B14	B	Z	Z	Z	Z	Z	 those Congolese( among them Joseph Kasavubu) who favored splitting the <font color=green>country</font>  into small independent states, Balkanizing it. Second, there were those	NN	informative	2	1	1.8	0.5	4	country	others
country/NN/br-a41/1455	-0.100483546108923	-0.315297304150884	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 the thousands of Belgian civilians who had remained in the <font color=green>country</font> . The Belgian government decided to act, and on July 10	NN	informative	2	0	2.61	0	3	country	others
