id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre
church/NN/br-a01/2073	-0.0804773851036299	-0.350397557060557	church	NN	press_reportage	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	NN	informative	1	0	2.63	0	1	church	others
church/NN/br-d01/1628	-0.0300613811793865	-0.3477979224138	church	NN	religion	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	NN	informative	3	1	2.84	0.33	2	church	others
church/NN/br-d02/1641	-0.289071915636819	-0.189395548250443	church	NN	religion	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	NN	informative	2	0	3.66	0	1	church	others
church/NN/br-d02/706	-0.146568805377336	0.196897477421967	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	NN	informative	4	1	2.93	0.25	2	church	others
church/NN/br-d02/786	-0.178764695377484	-0.234888046136981	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	NN	informative	3	0	2.97	0	2	church	others
church/NN/br-d02/877	-0.296643584173118	0.0716699784760991	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	NN	informative	4	1	2.72	0.25	1	church	others
church/NN/br-d02/923	0.277448971248914	0.367322300131784	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	NN	informative	3	0	3.14	0	1	church	others
church/NN/br-d02/949	-0.173967600847475	-0.445312746686092	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	NN	informative	2	0	2.99	0	1	church	others
church/NN/br-d02/969	-0.21150482664194	0.270158208562148	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	NN	informative	4	1	2.75	0.25	1	church	others
church/NN/br-d03/1080	0.0355986063217913	0.238459618539213	church	NN	religion	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	NN	informative	2	1	2.52	0.5	1	church	others
church/NN/br-d03/1342	-0.0468420942860826	0.0571790706619339	church	NN	religion	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	NN	informative	5	1	3.4	0.2	2	church	others
church/NN/br-d03/1350	-0.0292977855253418	0.0354923571900351	church	NN	religion	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	NN	informative	5	3	3.12	0.6	5	church	others
church/NN/br-d03/1871	-0.0414309377592314	0.0495448742960838	church	NN	religion	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	NNP	informative	2	2	3.31	1	5	Church	others
church/NN/br-d03/1909	-0.0582411415248648	0.00254651068482112	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	NNP	informative	6	2	3.06	0.33	3	Church	others
church/NN/br-d03/2097	-0.0718043101025651	-0.0270490883005332	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	NN	informative	4	0	2.94	0	1	church	others
church/NN/br-d03/2336	-0.0228541934272608	0.0498776394940378	church	NN	religion	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	NN	informative	2	0	3.37	0	4	church	others
church/NN/br-d03/2341	-0.0228541934272608	0.0498776394940378	church	NN	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	NNP	informative	2	1	3.37	0.5	4	Church	others
church/NN/br-d03/721	-0.201755452990397	-0.018459818582183	church	NN	religion	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	NNP	informative	1	0	3.11	0	2	Church	others
church/NN/br-d03/862	-0.00151332779269949	-0.0107738504180125	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	NNP	informative	3	2	2.81	0.67	2	Church	others
church/NN/br-d03/883	-0.0322950913820174	0.296315536624815	church	NN	religion	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	NN	informative	4	2	2.7	0.5	2	church	others
church/NN/br-d03/899	-0.0697183046912234	-0.016544900873692	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	NNP	informative	3	2	2.81	0.67	3	Church	others
church/NN/br-d03/945	-0.00928129241223916	0.0325477129990428	church	NN	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	NNP	informative	1	0	2.72	0	2	Church	others
church/NN/br-d04/56	0.253568164156344	0.262409412419395	church	NN	religion	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	NN	informative	4	2	2.72	0.5	2	church	others
church/NN/br-f15/713	-0.0256049770078665	0.150418022473238	church	NN	popular_lore	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	NNP	informative	5	2	3.87	0.4	2	Church	others
church/NN/br-f15/754	0.00401850202537276	0.0855930587856268	church	NN	popular_lore	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	NNP	informative	1	0	3.21	0	4	Church	others
church/NN/br-f15/776	0.158845793553242	0.385292077329041	church	NN	popular_lore	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 as the use of the infertile or safe period. The <font color=green>Church</font>  considers this to be the method provided by nature and	NNP	informative	3	1	2.77	0.33	1	Church	others
church/NN/br-f44/1076	0.0560853746553757	0.0336738676546477	church	NN	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry	NN	informative	5	2	2.88	0.4	3	church	others
church/NN/br-f44/1285	0.0606570584013383	0.00883673234894269	church	NN	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 co-optation is the principal form of mission in the contemporary <font color=green>church</font> ; economic integration and co-optation are the two methods by which	NN	informative	3	1	2.89	0.33	2	church	others
church/NN/br-f44/1618	0.0528356275547703	0.319352472375997	church	NN	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 in the metropolis. It now becomes evident that the denominational <font color=green>church</font>  is intimately involved with the economy of middle-class culture, for	NN	informative	5	1	2.62	0.2	1	church	others
church/NN/br-f44/2150	0.121813662218757	0.0197687173473533	church	NN	popular_lore	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 will occupy our attention under the rubric of the organization <font color=green>church</font> . An understanding of the new role of residential association in	NN	informative	3	1	2.51	0.33	1	church	others
