cw_index	token_id	cw_position	lemma	pos	type	wordform	same_sentence	side	distance	pmi	raw_freq	raw_co	ann_3	ann_1	ann_2	ann_4	votes
hemels/adj/nrc_handelsblad_20000401_83/3544/L0	hemels/adj/nrc_handelsblad_20000401_83/3544	L0	een	det	een/det	een	True	L	1	0.329164	11075723	826	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L1	hemels/adj/nrc_handelsblad_20000401_83/3544	L1	als	prep	als/prep	als	True	L	2	0.61826473	1263756	126	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L2	hemels/adj/nrc_handelsblad_20000401_83/3544	L2	,	punct	,/punct	,	True	L	3	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L3	hemels/adj/nrc_handelsblad_20000401_83/3544	L3	niets	noun	niets/noun	niets	True	L	4	-0.119857065	210486	10	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L4	hemels/adj/nrc_handelsblad_20000401_83/3544	L4	het	det	het/det	het	True	L	5	0.09872153	11650779	689	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L5	hemels/adj/nrc_handelsblad_20000401_83/3544	L5	uit	prep	uit/prep	uit	True	L	6	0.23798512	1135560	77	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L6	hemels/adj/nrc_handelsblad_20000401_83/3544	L6	regenboog	noun	regenboog/noun	regenboog	True	L	7	4.4805293	851	4	TRUE	FALSE	FALSE	FALSE	1
hemels/adj/nrc_handelsblad_20000401_83/3544/L7	hemels/adj/nrc_handelsblad_20000401_83/3544	L7	half	adj	half/adj	halve	True	L	8	0.24502310000000002	102394	7	TRUE	FALSE	FALSE	FALSE	1
hemels/adj/nrc_handelsblad_20000401_83/3544/L8	hemels/adj/nrc_handelsblad_20000401_83/3544	L8	een	det	een/det	een	True	L	9	0.329164	11075723	826	TRUE	FALSE	FALSE	FALSE	1
hemels/adj/nrc_handelsblad_20000401_83/3544/L9	hemels/adj/nrc_handelsblad_20000401_83/3544	L9	verschijn	verb	verschijn/verb	verschijnt	True	L	10	0.4775862	69723	6	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L10	hemels/adj/nrc_handelsblad_20000401_83/3544	L10	plotseling	adj	plotseling/adj	Plotseling	True	L	11	0.72651774	18007	2	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L11	hemels/adj/nrc_handelsblad_20000401_83/3544	L11	sentence_delimiter	none	none	<sentence>	none	L	12	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L12	hemels/adj/nrc_handelsblad_20000401_83/3544	L12	sentence_delimiter	none	none	</sentence>	none	L	13	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L13	hemels/adj/nrc_handelsblad_20000401_83/3544	L13	.	punct	./punct	.	False	L	14	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L14	hemels/adj/nrc_handelsblad_20000401_83/3544	L14	dorp	noun	dorp/noun	dorp	False	L	15	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/L15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R0	hemels/adj/nrc_handelsblad_20000401_83/3544	R0	interventie	noun	interventie/noun	interventie	True	R	1	2.213581	6110	3	FALSE	TRUE	TRUE	FALSE	2
hemels/adj/nrc_handelsblad_20000401_83/3544/R1	hemels/adj/nrc_handelsblad_20000401_83/3544	R1	,	punct	,/punct	,	True	R	2	NA	NA	NA	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R2	hemels/adj/nrc_handelsblad_20000401_83/3544	R2	de	det	de/det	de	True	R	3	-0.06710704	28074105	1406	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R3	hemels/adj/nrc_handelsblad_20000401_83/3544	R3	straal	noun	straal/noun	stralen	True	R	4	2.0557287	2372	1	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R4	hemels/adj/nrc_handelsblad_20000401_83/3544	R4	reik	verb	reik/verb	reiken	True	R	5	1.2024591	5601	1	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R5	hemels/adj/nrc_handelsblad_20000401_83/3544	R5	precies	adj	precies/adj	precies	True	R	6	0.17216638	46964	3	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R6	hemels/adj/nrc_handelsblad_20000401_83/3544	R6	tot	prep	tot/prep	tot	True	R	7	0.1071482	1139189	68	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R7	hemels/adj/nrc_handelsblad_20000401_83/3544	R7	boven	prep	boven/prep	boven	True	R	8	1.2846136000000001	72337	14	FALSE	FALSE	FALSE	FALSE	0
hemels/adj/nrc_handelsblad_20000401_83/3544/R8	hemels/adj/nrc_handelsblad_20000401_83/3544	R8	het	det	het/det	het	True	R	9	0.09872153	11650779	689	FALSE	FALSE	FALSE	FALSE	0
