_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
herstructureren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.15053612547394296	-0.078963657289459	NA	NA	bound	405	lex	10_10	1	weight	5000	5000	nav	4_4	233	herstructureren	0.2621040827771927	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.2756758169172558	-0.008777339389054353	NA	NA	bound	405	lex	10_10	1	weight	5000	5000	all	4_4	233	herstructureren	0.2598860103167724	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.1556107994668452	-0.09542182307407662	NA	NA	bound	405	lex	10_10	1	weight	FOC	303	nav	4_4	233	herstructureren	0.24954453291087828	BOW
herstructureren.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.1536781140250737	-0.09296616679964823	NA	NA	bound	405	lex	10_10	1	weight	FOC	405	all	4_4	233	herstructureren	0.24516502373256707	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.10833533086919815	-0.08724559872163276	NA	NA	bound	405	lex	10_10	1	selection	5000	5000	nav	4_4	233	herstructureren	0.2595905227634936	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.3112793993443454	0.007236740384663995	NA	NA	bound	405	lex	10_10	1	selection	5000	5000	all	4_4	233	herstructureren	0.2485502767599923	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.11793368646345473	-0.09760211252685622	NA	NA	bound	405	lex	10_10	1	selection	FOC	303	nav	4_4	233	herstructureren	0.23622722411322614	BOW
herstructureren.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.12180659226094309	-0.10026785492758318	NA	NA	bound	405	lex	10_10	1	selection	FOC	405	all	4_4	233	herstructureren	0.236799148558414	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.14366490653444938	-0.1494997991457658	NA	NA	bound	722	lex	10_10	1	no	5000	5000	nav	4_4	236	herstructureren	0.25608749464745545	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.4028722471644845	-0.012097877434217925	NA	NA	bound	722	lex	10_10	1	no	5000	5000	all	4_4	236	herstructureren	0.2506108794466334	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.1696355340114371	-0.15690671880808318	NA	NA	bound	722	lex	10_10	1	no	FOC	530	nav	4_4	236	herstructureren	0.24619618143062375	BOW
herstructureren.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.17354292642097455	-0.15792221500026205	NA	NA	bound	722	lex	10_10	1	no	FOC	722	all	4_4	236	herstructureren	0.24138800889088222	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	0.09983788806336145	-0.14387997589530405	NA	NA	bound	543	all	10_10	1	weight	5000	5000	nav	4_4	239	herstructureren	0.23589414810163692	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	-0.27503460980673955	-0.022675529605551525	NA	NA	bound	543	all	10_10	1	weight	5000	5000	all	4_4	239	herstructureren	0.2563030467450036	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.006073148617208317	-0.18132462349354564	NA	NA	bound	543	all	10_10	1	weight	FOC	303	nav	4_4	239	herstructureren	0.22689719530956654	BOW
herstructureren.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.01075473316749538	-0.1840833481165401	NA	NA	bound	543	all	10_10	1	weight	FOC	543	all	4_4	239	herstructureren	0.2322493302135678	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.19343546517668772	-0.17616107979837126	NA	NA	bound	543	all	10_10	1	selection	5000	5000	nav	4_4	239	herstructureren	0.17285107382763823	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	-0.403794119182965	0.040457377960413	NA	NA	bound	543	all	10_10	1	selection	5000	5000	all	4_4	239	herstructureren	0.23417263481609618	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	0.06139830878033754	-0.16398176998196387	NA	NA	bound	543	all	10_10	1	selection	FOC	303	nav	4_4	239	herstructureren	0.22843901063979616	BOW
herstructureren.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.05757000297286249	-0.16708435972330773	NA	NA	bound	543	all	10_10	1	selection	FOC	543	all	4_4	239	herstructureren	0.22674537807372114	BOW
herstructureren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.1584774934859595	-0.278940557457079	NA	NA	bound	1025	all	10_10	1	no	5000	5000	nav	4_4	239	herstructureren	0.045372769614843406	BOW
herstructureren.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	-0.5134486527487968	0.008642042170941208	NA	NA	bound	1025	all	10_10	1	no	5000	5000	all	4_4	239	herstructureren	0.1956735077621349	BOW
herstructureren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSnav	0.02121341401035251	-0.254329802864805	NA	NA	bound	1025	all	10_10	1	no	FOC	530	nav	4_4	239	herstructureren	0.23775963140518083	BOW
herstructureren.BOWbound10all.PPMIno.LENGTHFOC.SOCPOSall	0.00977913976001802	-0.267378588709355	NA	NA	bound	1025	all	10_10	1	no	FOC	1025	all	4_4	239	herstructureren	0.22715032818361633	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.09424729809405799	-9.709160760676503e-4	NA	NA	bound	344	lex	5_5	1	weight	5000	5000	nav	4_4	233	herstructureren	0.26285767506319957	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTH5000.SOCPOSall	-0.19078436183322803	0.08816793396062518	NA	NA	bound	344	lex	5_5	1	weight	5000	5000	all	4_4	233	herstructureren	0.2672656054843914	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.08436985196031947	-0.012337472265777178	NA	NA	bound	344	lex	5_5	1	weight	FOC	256	nav	4_4	233	herstructureren	0.2527974529396559	BOW
herstructureren.BOWbound5lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.08181477427057839	-0.015392534799623197	NA	NA	bound	344	lex	5_5	1	weight	FOC	344	all	4_4	233	herstructureren	0.2512746752048469	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.07697860117154312	-0.00544148959479311	NA	NA	bound	344	lex	5_5	1	selection	5000	5000	nav	4_4	233	herstructureren	0.25884675045533817	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTH5000.SOCPOSall	-0.2078843347544385	0.11341135202837915	NA	NA	bound	344	lex	5_5	1	selection	5000	5000	all	4_4	233	herstructureren	0.260735094579075	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.07119658681250027	-0.02220787804017365	NA	NA	bound	344	lex	5_5	1	selection	FOC	256	nav	4_4	233	herstructureren	0.2462817046154815	BOW
herstructureren.BOWbound5lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.07209629836301426	-0.023193972308161788	NA	NA	bound	344	lex	5_5	1	selection	FOC	344	all	4_4	233	herstructureren	0.24964639087266421	BOW
herstructureren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSnav	-0.09614022007518175	-0.006064870923877118	NA	NA	bound	442	lex	5_5	1	no	5000	5000	nav	4_4	236	herstructureren	0.2636557714650293	BOW
herstructureren.BOWbound5lex.PPMIno.LENGTH5000.SOCPOSall	-0.22520612875556742	0.11562717237844418	NA	NA	bound	442	lex	5_5	1	no	5000	5000	all	4_4	236	herstructureren	0.25339095674897993	BOW
herstructureren.BOWbound5lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.0881171196545564	-0.030911365928768798	NA	NA	bound	442	lex	5_5	1	no	FOC	328	nav	4_4	236	herstructureren	0.2522426881767271	BOW
