id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre
church/NN/br-a10/1850	-0.0662821298199924	0.0533306573137727	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 adding that the denomination had a national goal of one <font color=green>church</font>  for every 10000 persons.`` In this light we need 1000	3	2	0.525508504727281	0.666666666666667	6	press_reportage	press
church/NN/br-a21/677	0.220473854109546	-0.132014305975764	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	4	1	2.590247426612	0.25	4	press_reportage	press
church/NN/br-a31/1395	0.0622800384083351	-0.0603630030518534	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	5	1	1.01824403208699	0.2	8	press_reportage	press
church/NN/br-a31/2087	0.125797908842301	-0.139107543819342	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a	3	0	1.36525920450588	0	6	press_reportage	press
church/NN/br-a31/2241	-0.00649800099565137	-0.273817688704651	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 40 and 11 a. m. Sunday. New officers of the <font color=green>church</font>  will be ordained and installed at the 7: 30 p.	4	2	1.08038025534591	0.5	3	press_reportage	press
church/NN/br-b08/2363	0.0720518062264163	-0.0209946258479368	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 through him. But how little love we give him. The <font color=green>church</font>  truly is not a rest home for saints, but a	3	2	0.977296500602374	0.666666666666667	6	press_editorial	press
church/NN/br-d02/706	0.103424228044	0.0711127349108906	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	4	1.69286035002335	1	9	religion	non-fiction
church/NN/br-d02/923	0.0245563252792077	0.0606926684734722	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	3	2	1.13703358816013	0.666666666666667	7	religion	non-fiction
church/NN/br-d03/1350	0.0605590526765383	0.00441698613633682	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	4	2.38683051126652	0.8	10	religion	non-fiction
church/NN/br-d03/2097	0.0562812236673213	0.00450431861090584	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	4	2	1.23080881903923	0.5	9	religion	non-fiction
church/NN/br-d03/721	0.218614890048633	-0.26478936948141	church	NN	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	2.78913174830542	0	3	religion	non-fiction
church/NN/br-d03/862	0.0144253981971022	-0.0362120581063336	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	3	2	1.84494049614937	0.666666666666667	7	religion	non-fiction
church/NN/br-d06/2174	0.0914711216349206	0.0246760730573085	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 spiritually. No amount of religious ceremonies or even joining a <font color=green>church</font>  will relieve the gnawing of your`` inner'' space. Why? Because	3	3	1.8200809670949	1	7	religion	non-fiction
church/NN/br-d09/724	0.0109310310058952	-0.014325707130677	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 as well as the program and activities of the local <font color=green>church</font> . The lay leadership of the church may be invited to	5	4	1.82438729470767	0.8	7	religion	non-fiction
church/NN/br-d09/742	0.0103237592135039	-0.00754386439085255	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 may be invited to speak on the various phases of <font color=green>church</font>  life, service opportunities, the church school, missions, men 's work	6	3	2.10859975238152	0.5	10	religion	non-fiction
church/NN/br-d10/1913	0.073646310584282	0.0747732892123772	church	NN	A	A	AB	AB	Z	Z	Z	Z	Z	 impressive Roman Catholic defense of the practical autonomy of both <font color=green>church</font>  and state. The failure at that time of the Puerto	2	0	1.68450033806024	0	9	religion	non-fiction
church/NN/br-d10/2187	0.326965313235618	0.208606481937458	church	NN	A	A	AB	AB	Z	Z	Z	Z	Z	 for insisting that there is no salvation outside the visible <font color=green>church</font> . In mentioning this under`` salvation reconsidered'' I do not mean	1	2	2.33379587668388	2	4	religion	non-fiction
church/NN/br-d12/976	0.00856944177346754	-0.0172272481310233	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 social and professional organizations, as citizens and civic leaders, as <font color=green>church</font>  laymen, as university alumni, as newspaper readers, etc.. From such	4	3	1.98585980674852	0.75	8	religion	non-fiction
church/NN/br-d16/220	0.17969017262666	0.0920694836914055	church	NN	B	B	AB	AB	Z	Z	Z	Z	Z	 a short reading of the Holy Scriptures''. Since the Catholic <font color=green>Church</font>  expresses such desire that the Sacred Scriptures be read, the	4	3	2.33773920560528	0.75	8	religion	non-fiction
church/NN/br-e13/272	0.121946091684955	0.0725145944417905	church	NN	B	B	AB	AB	Z	Z	Z	Z	Z	 shifted religions- although the Patriarch, or Pope, of the Orthodox <font color=green>Church</font>  continued to live there, and still does- and became the	3	1	1.26251303934858	0.333333333333333	4	skill_and_hobbies	non-fiction
church/NN/br-e13/754	0.0404689208174229	-0.13955900502066	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 the first of which was begun by Constantine, this fourth <font color=green>church</font>  was started by Justinian in 532 and completed twenty years	4	4	0.355103631083105	1	6	skill_and_hobbies	non-fiction
church/NN/br-f15/713	0.094980067219037	0.100409602964486	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	5	4	1.23868366976295	0.8	11	popular_lore	fiction
church/NN/br-f44/1076	0.0241962207293869	0.08450560832031	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry	5	2	1.56923629196908	0.4	8	popular_lore	fiction
church/NN/br-f44/368	0.00820543987638167	-0.00590579924905498	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 they can lose higher- and lower status members from the <font color=green>church</font>  without collapsing, but they need adequate recruits for the core	3	2	1.5266205415322	0.666666666666667	8	popular_lore	fiction
