id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
state/JJ/br-d12/2233	-0.00191844468055317	-0.000139385688721542	state	JJ	NA	NA	NA	NA	 the narrow sense of skillfulness in meeting a client 's <font color=green>stated</font>  needs as already noted? Our faculty and students pressed this
state/JJ/br-e21/1143	-0.00194244592330394	-0.000120403907462544	state	JJ	state%5:00:02:public:00	A2	A	K	 which the area is blessed. Just as the national and <font color=green>state</font>  parks place emphasis on features which are of national or
state/JJ/br-e21/1154	-0.00193975606654295	-0.00010830589984504	state	JJ	state%5:00:01:public:00	A3	A	K	 parks place emphasis on features which are of national or <font color=green>state</font>  significance, counties should seek out these features which are distinctive
state/JJ/br-g17/2327	-0.00207683797926404	0.000125205361251349	state	JJ	state%5:00:02:public:00	A2	A	K	 been the very last of the forty-eight to establish a <font color=green>state</font>  university? The state universities of Maine, New Hampshire, And Vermont
state/JJ/br-g17/2331	-0.00171319752314356	4.61795247978155e-05	state	JJ	state%5:00:02:public:00	A2	A	K	 last of the forty-eight to establish a state university? The <font color=green>state</font>  universities of Maine, New Hampshire, And Vermont are older and
state/JJ/br-g23/486	-0.00193329834408485	-0.000106872667969011	state	JJ	state%5:00:02:public:00	A2	A	K	 The writer took a class of college students to the <font color=green>state</font>  hospital for the mentally ill in St. Joseph, Missouri. An
state/JJ/br-h11/1931	-0.00194695706452399	-0.000109125969684923	state	JJ	solid-state%5:00:02:solid:01	D	D	E	 addition to the basic programs in wavelength standards, spectroscopy, solid <font color=green>state</font>  physics, interactions of the free electron and atomic constants which
state/JJ/br-h11/1986	-0.00193127658129897	-0.000109683704307277	state	JJ	solid-state%5:00:02:solid:01	D	D	E	 the far infrared, the application of infrared techniques to solid <font color=green>state</font>  studies, and increased emphasis on high resolution instrumentation. Two data
state/JJ/br-h14/1730	-0.00197821997215783	-9.85954562916471e-05	state	JJ	state%5:00:02:public:00	A3	A	K	 the minimum( base) allotment, State funds had to equal 1954 <font color=green>State</font>  funds. Prior to and since 1960 the rest of the
state/JJ/br-h14/1763	-0.00194680983579948	-0.000111470636084304	state	JJ	state%5:00:02:public:00	A3	A	K	 fiscal capacity of the State, with a pivot of 40% <font color=green>State</font> ( or 60% Federal) participation in total program costs. The percentage
state/JJ/br-h14/1875	-0.00167830493888186	-6.25364812194921e-05	state	JJ	state%5:00:02:public:00	A3	A	K	 of a 40% pivot State share, with maximum and minimum <font color=green>State</font>  shares of 50% and 30%, respectively. The pre 1960 rate
state/JJ/br-h14/360	-0.00194627062971186	-0.000113726471741865	state	JJ	state%5:00:02:public:00	A3	A	K	 Congress, the Federal Government assumed responsibility for 100% of necessary <font color=green>State</font>  expenditures in connection with administration and the counseling and placement
state/JJ/br-h15/1500	-0.00195809781150639	-0.000104826149030009	state	JJ	state%5:00:02:public:00	A3	A	K	 gather its own information and will receive broad information from <font color=green>State</font>  and Federal sources. It will tell you as soon as
state/JJ/br-j38/86	-0.00194318601356757	-0.000126203079000635	state	JJ	state%5:00:02:public:00	A1	A	K	 appropriation of$ 7 million to support, on a matching basis, <font color=green>state</font>  administered programs of vocational education in agriculture, trades, industrial skills
state/JJ/br-l14/977	-0.00189942627083069	-0.000125965093639548	state	JJ	state%5:00:02:public:00	A2	A	K	 modern, large, on five acres. Must have cost plenty. The <font color=green>State</font>  cops would check from time to time; pass word when
state/JJ/br-p02/136	-0.00192770509671098	-0.000282450625412505	state	JJ	NA	NA	NA	NA	 dry and comfortable and fed huge amounts of food at <font color=green>stated</font>  intervals and be carried to where she could watch activity
state/NN/br-a01/1049	-0.0019354673991797	-0.000135152712702351	state	NN	state%1:15:01::	A3	A	A	 W. Dorsey added that enthusiasm was picking up for a <font color=green>state</font>  rally to be held Sept. 8 in Savannah at which
state/NN/br-a01/1440	-0.00193100151829535	-0.000132130466844918	state	NN	state%1:14:00::	A3	A	D	 highway reconstruction bonds. The bond issue will go to the <font color=green>state</font>  courts for a friendly test suit to test the validity
state/NN/br-a01/1835	-0.00193162127151879	-0.000129818002764762	state	NN	state%1:14:00::	A3	A	D	 education, provided that such funds be received and expended'' as <font color=green>state</font>  funds. Barber, who is in his 13th year as a
state/NN/br-a01/413	-0.00195123718745458	-0.00011562083546802	state	NN	state%1:15:01::	A4	A	A	 through the welfare departments of all the counties in the <font color=green>state</font>  with the exception of Fulton County, which receives none of
state/NN/br-a02/1454	-0.00193121729534023	-0.000121588380565157	state	NN	state%1:14:01::	A1	A	C	 would increase from$ 5000000 to$ 15000000 the maximum loan the <font color=green>state</font>  could make to a local water project. Cotten construed this
state/NN/br-a02/2003	-0.0019345728539593	-0.000112633568907112	state	NN	state%1:14:01::	A3	A	C	 62 session upon the recommendation of Supt. Chester O. Strickland. <font color=green>State</font>  and federal legislation against racial discrimination in employment was called
state/NN/br-a02/214	-0.00194679340219277	-0.000119656242864695	state	NN	state_treasurer%1:18:00::	A2	A	K	 companies and other corporations to report such property to the <font color=green>state</font>  treasurer. The escheat law cannot be enforced now because it
state/NN/br-a02/470	-0.00195276499927958	-0.000107710167790421	state	NN	state%1:14:00::	A1	A	D	 in the scholastic age at a reduced cost to the <font color=green>state</font> . There was no debate as the Senate passed the bill
state/NN/br-a03/507	-0.00193241188767806	-0.00012534597437709	state	NN	NA	A1	A	NA	 cases. In the two other cases he ruled that the <font color=green>state</font>  had been`` unable to make a case''. Contempt proceedings originally
state/NN/br-a04/1730	-0.00191827685916631	-0.000135901801595647	state	NN	NA	A5	A	NA	 gave sufficient provocation at any one time for the United <font color=green>States</font>  to want to risk a limited or an all-out war
