id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre
church/NN/br-a01/2073	-0.127810458455953	0.100566542723404	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	2.29875384298412	0	3	press_reportage	press
church/NN/br-d01/1628	-0.0984766385657077	-0.266490387780028	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	3	1	2.83714093027039	0.333333333333333	2	religion	non-fiction
church/NN/br-d02/1641	0.107830133777755	-0.0312869830517747	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	2	1	2.83709208603536	0.5	3	religion	non-fiction
church/NN/br-d02/706	0.00241108727755695	-0.0692915312988205	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	2	2.59583043756589	0.5	4	religion	non-fiction
church/NN/br-d02/786	-0.00746309513659666	0.119350807576411	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	3	0	2.80427872843094	0	3	religion	non-fiction
church/NN/br-d02/877	0.0139001789926124	-0.0470076109699734	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	4	3	2.56413187014748	0.75	3	religion	non-fiction
church/NN/br-d02/923	0.266273496068137	-0.315750858455001	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	3	0	3.13601370382024	0	1	religion	non-fiction
church/NN/br-d02/949	0.242765768318124	0.150373486308338	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	2	0	2.98716807622267	0	1	religion	non-fiction
church/NN/br-d02/969	-0.0798735071385477	0.106906549984175	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	4	2	2.61597310831214	0.5	2	religion	non-fiction
church/NN/br-d03/1080	0.185509472526749	-0.071599415940358	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	2	1	2.28482574977355	0.5	2	religion	non-fiction
church/NN/br-d03/1342	-0.0422030152977309	-0.0732104196197774	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	5	2	2.95195484225548	0.4	3	religion	non-fiction
church/NN/br-d03/1350	-0.0138440370815743	-0.0277767515231621	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	4	2.81893035224512	0.8	7	religion	non-fiction
church/NN/br-d03/1871	0.0320412365173431	-0.0227962750503844	church	NN	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	2	2	3.09803328542137	1	6	religion	non-fiction
church/NN/br-d03/1909	-0.00423043076437989	-0.00443329469194814	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	6	2	2.85615829924049	0.333333333333333	4	religion	non-fiction
church/NN/br-d03/2097	0.0342834897582363	-0.0263271170326863	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	4	0	2.48175667660213	0	2	religion	non-fiction
church/NN/br-d03/2336	0.0208125368012052	-0.0352495142009598	church	NN	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	2	1	2.99059766646577	0.5	6	religion	non-fiction
church/NN/br-d03/2341	0.0314441295456225	-0.0501159301551543	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	2	1	3.17197210239365	0.5	5	religion	non-fiction
church/NN/br-d03/721	-0.0281438247462071	-0.01077146451932	church	NN	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	2.78913174830542	0	3	religion	non-fiction
church/NN/br-d03/862	0.0178945581996319	0.0148739909695896	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	3	2	2.58260300513157	0.666666666666667	4	religion	non-fiction
church/NN/br-d03/883	-0.0279886210228955	0.150982675320392	church	NN	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	4	3	2.546047912838	0.75	3	religion	non-fiction
church/NN/br-d03/899	-0.0236980743167013	0.0398107972738652	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	3	2	2.81517574053193	0.666666666666667	3	religion	non-fiction
church/NN/br-d03/945	0.0108784586042559	-0.040221906737959	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	1	0	2.72451058449298	0	2	religion	non-fiction
church/NN/br-d04/56	0.0258943626827708	-0.0601002624798868	church	NN	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	4	5	2.47040112380858	1.25	5	religion	non-fiction
church/NN/br-f15/713	0.0728714845198229	-0.219673927126558	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	5	2	3.87076524704997	0.4	2	popular_lore	fiction
