id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre
church/NN/br-a01/2073	-0.104616737294282	0.0352157242505378	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	2.29875384298412	0	3	press_reportage	press
church/NN/br-a07/1303	0.0222826698823269	-0.0300300185478939	church	NN	A	A	AB	AB	Z	Z	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question	3	1	2.569645393721	0.333333333333333	4	press_reportage	press
church/NN/br-a07/1325	0.0740913451278608	0.0185743085104047	church	NN	A	A	AB	AB	Z	Z	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a	4	2	2.39560648483933	0.5	2	press_reportage	press
church/NN/br-a10/1940	0.10132675799638	0.0227430015713662	church	NN	A	A	AB	AB	Z	Z	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine	1	0	2.5788701050302	0	2	press_reportage	press
church/NN/br-a17/1770	-0.0500876117122988	-0.0288903791876329	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	2	0	2.34208115819546	0	3	press_reportage	press
church/NN/br-a17/2228	-0.0558313895378157	-0.0166257497719907	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	5	2	3.25986261166042	0.4	5	press_reportage	press
church/NN/br-a22/1283	-0.0979298410315686	-0.0411664871327586	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	2	0	2.72430970162398	0	3	press_reportage	press
church/NN/br-a31/1395	-0.242537120499674	0.0285937097908297	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	5	0	2.97029003843532	0	1	press_reportage	press
church/NN/br-a31/1842	-0.062267466480491	-0.180330974480859	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	3	0	3.20740587275114	0	2	press_reportage	press
church/NN/br-a31/2120	-0.0646423677364713	0.00827418601984058	church	NN	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	4	0	3.52118305428487	0	2	press_reportage	press
church/NN/br-a31/2172	-0.125673271621831	0.0410393047211213	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 service marking National Family Week. Every family of Riviera Presbyterian <font color=green>Church</font>  has been asked to read the Bible and pray together	6	2	2.22692286301387	0.333333333333333	2	press_reportage	press
church/NN/br-b08/1871	-0.0541139027846465	0.0137141082165376	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	4	1	3.47527927965831	0.25	2	press_editorial	press
church/NN/br-b08/1912	0.0345589217003574	-0.000212842528841622	church	NN	C	C	C	CDE	Z	Z	Z	Z	Z	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young	2	1	2.1332700492533	0.5	3	press_editorial	press
church/NN/br-b08/2245	0.0437092263101683	-0.14975277175956	church	NN	E	E	DE	CDE	Z	Z	Z	Z	Z	 them to bestow saintliness upon us in return for ostentatious <font color=green>church</font>  attendance and a few bucks a week, American cash. If	1	0	2.35431312591885	0	1	press_editorial	press
