id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
church/NN/br-a01/2073	0.285194936597075	-0.0493485249747516	church	NN	church%1:04:00::	E	E	D	 said.`` Being at the polls was just like being at <font color="green">church</font> . I did n't smell a drop of liquor, and we
church/NN/br-a17/1636	-0.000884403914771192	-0.000405642798737453	church	NN	NA	D	D	NA	 Gay, who were married Saturday at the Munger Place Methodist <font color="green">Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.
church/NN/br-a17/2228	-0.000911743933449566	-0.000388782693378664	church	NN	NA	D	D	NA	 Burgher Jr. seated guests. A reception was held at the <font color="green">church</font> . The First Christian Church of Pampa was the setting for
church/NN/br-a21/677	-0.000885097345750133	-0.000403856230638746	church	NN	NA	D	D	NA	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color="green">Church</font> , 31978 Mound, in Warren. The mother and daughter, who will
church/NN/br-a22/307	-0.164561471559545	0.0879774503899365	church	NN	NA	B	B	NA	 challenged by the state. Emory is affiliated with the Methodist <font color="green">Church</font> . Some church leaders, both clerical and lay, have criticized the
church/NN/br-a22/310	0.217131822056609	-0.110612421680046	church	NN	NA	A	A	NA	 the state. Emory is affiliated with the Methodist Church. Some <font color="green">church</font>  leaders, both clerical and lay, have criticized the university for
church/NN/br-a31/2087	0.29401675947355	0.234747639245108	church	NN	NA	D	D	NA	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color="green">Church</font> . Mr. and Mrs. George Treadwell will be honored at a
church/NN/br-a31/2241	0.300581433592583	-0.0343046196365095	church	NN	NA	C	C	NA	 40 and 11 a. m. Sunday. New officers of the <font color="green">church</font>  will be ordained and installed at the 7: 30 p.
church/NN/br-b08/1866	-0.144942907168199	0.229769252891446	church	NN	NA	D	D	NA	 wrote after almost a decade of service to this majestic <font color="green">church</font> .`` Such a church needs vigor and vitality in its rector
church/NN/br-b08/2245	0.015099935113033	-0.163845795069809	church	NN	NA	E	E	NA	 them to bestow saintliness upon us in return for ostentatious <font color="green">church</font>  attendance and a few bucks a week, American cash. If
church/NN/br-b08/2363	-0.0418466114253733	0.0517921955052755	church	NN	NA	D	D	NA	 through him. But how little love we give him. The <font color="green">church</font>  truly is not a rest home for saints, but a
church/NN/br-b08/834	-0.135766414423338	0.357920596005318	church	NN	NA	D	D	NA	 agreement. I settled it tonight'', he continued.`` I leave this <font color="green">church</font>  with a feeling that a great weight has been lifted
church/NN/br-b12/2235	-0.000902752822532873	-0.000382048271435712	church	NN	NA	B	B	NA	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color="green">Church</font>  of England, Churches in Wales, Churches in Ireland, Society of
church/NN/br-b15/1190	-0.000906832698162588	-0.000388781025159235	church	NN	NA	C	C	NA	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color="green">Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to
church/NN/br-d02/877	-0.000898214503956677	-0.000416437676524587	church	NN	church%1:14:00::	A	A	A	 precarious? There is an ancient and venerable tradition in the <font color="green">church</font> ( which derives, however, from the heritage of the Greeks rather
church/NN/br-d02/949	-0.000896179486787529	-0.000416047451764173	church	NN	church%1:14:00::	A	A	A	 of requiring nothing from it in order to be the <font color="green">church</font> . But, as Scripture everywhere reminds us, God does have need
church/NN/br-d03/1080	-0.000906068637281848	-0.000380478868338987	church	NN	church%1:04:00::	E	E	D	 phenomenon of redundancy is that fewer Protestants are going to <font color="green">church</font> . It should be admitted, too, that there is a good
church/NN/br-d03/1871	-0.000925950621760602	-0.000398298593053227	church	NN	catholic_church%1:14:00::	B	B	B	 the Sunday Observer implies a kindly recognition that the Catholic <font color="green">Church</font>  is now at least of equal stature in England with
church/NN/br-d03/2336	-0.000918411070619467	-0.000401495947879604	church	NN	catholic_church%1:14:00::	D	D	B	 a votive Mass offered for Christian unity at a Catholic <font color="green">church</font>  in Slough during the Church Unity Octave.
church/NN/br-d03/862	-0.000896115855757858	-0.000403135334306084	church	NN	church_of_england%1:14:00::	B	B	F	 to a newspaper report of the 1961 statistics of the <font color="green">Church</font>  of England, the`` total of confirmed members is 9748000, but
church/NN/br-d06/2174	-0.000912612643661601	-0.000389706399420948	church	NN	NA	C	C	NA	 spiritually. No amount of religious ceremonies or even joining a <font color="green">church</font>  will relieve the gnawing of your`` inner'' space. Why? Because
church/NN/br-d07/216	-0.000896168971576987	-0.000379502771180322	church	NN	NA	C	C	NA	 of the most wholesome things you could schedule in your <font color="green">church</font>  would thus be a group confessional where people could admit
church/NN/br-d09/1061	-0.000918612839210731	-0.000394763786605599	church	NN	NA	C	C	NA	 Means to Me'',`` Why Join the Church'',`` The Duties of <font color="green">Church</font>  Members'', etc.. Assign a series of catechism questions to be
church/NN/br-d09/1260	-0.00093166667794767	-0.000407775300432169	church	NN	NA	C	C	NA	 provides a natural transition into the life of the local <font color="green">church</font>  and its organizations. The total process of evangelism reaches the
church/NN/br-d09/1641	-0.000895726991715771	-0.000415209575882401	church	NN	NA	C	C	NA	 fellowship luncheon or dinner with new members as guests. The <font color="green">church</font>  is`` the family of God''. The members of the`` family
church/NN/br-d09/2026	-0.00091452270674789	-0.000407659585698279	church	NN	NA	C	C	NA	 planned and carefully developed. The entire membership of the local <font color="green">church</font>  must be alerted to their part in this dynamic process
church/NN/br-d09/742	-0.000912607604746013	-0.000407808765447433	church	NN	NA	C	C	NA	 may be invited to speak on the various phases of <font color="green">church</font>  life, service opportunities, the church school, missions, men 's work
church/NN/br-d09/825	-0.000892101022763756	-0.000414080543714767	church	NN	NA	D	D	NA	 fourth session may be concluded with a tour of the <font color="green">church</font>  facilities and refreshments. The social time gives an opportunity for
church/NN/br-d09/837	-0.000898447936689143	-0.000400631018022114	church	NN	NA	C	C	NA	 facilities and refreshments. The social time gives an opportunity for <font color="green">church</font>  leaders to become acquainted with the new members. In conducting
church/NN/br-d10/1913	-0.000919317032987652	-0.000393280394987303	church	NN	NA	A	A	NA	 impressive Roman Catholic defense of the practical autonomy of both <font color="green">church</font>  and state. The failure at that time of the Puerto
church/NN/br-d14/209	-0.000916798980906664	-0.000410593961206359	church	NN	NA	A	A	NA	 of churches. Presumably those who did not have a formal <font color="green">church</font>  connexion had also felt the influence of Christianity to a
church/NN/br-d14/410	-0.000887224823685624	-0.000427582175700944	church	NN	NA	A	A	NA	 be absurd. For instance, we cannot know whether even for <font color="green">church</font>  members the degree of conformity to Christian standards of morality
church/NN/br-d14/428	-0.000924799377214111	-0.000372119229659408	church	NN	NA	C	C	NA	 standards of morality increased or declined as the proportion of <font color="green">church</font>  members in the population rose. The temptation is to say
church/NN/br-d14/557	-0.000916061935258921	-0.000378548646930766	church	NN	NA	A	A	NA	 If guilty, the offender might be excluded from membership. As <font color="green">church</font>  membership burgeoned, such measures faded into desuetude. But whether this
church/NN/br-d14/726	-0.000889989276850622	-0.000387478216351871	church	NN	NA	B	B	NA	 stock. By the end of the century the Roman Catholic <font color="green">Church</font>  was beginning to make itself felt, mainly through such institutions
church/NN/br-f44/1618	-0.000910656304647133	-0.000411980592803761	church	NN	church%1:14:00::	C	C	A	 in the metropolis. It now becomes evident that the denominational <font color="green">church</font>  is intimately involved with the economy of middle-class culture, for
church/NN/br-f44/368	-0.000906967986022758	-0.000391770943383933	church	NN	church%1:14:00::	C	C	A	 they can lose higher- and lower status members from the <font color="green">church</font>  without collapsing, but they need adequate recruits for the core
church/NN/br-f44/647	-0.000897641583076942	-0.000414931835479412	church	NN	church%1:14:00::	A	A	A	 denominations. There is much talk in theological circles about the`` <font color="green">Church</font>  as Mission'' and the`` Church 's Mission''; theologians have been
church/NN/br-f44/654	-0.000904555307828322	-0.000379547413698709	church	NN	church%1:14:00::	A	A	A	 in theological circles about the`` Church as Mission'' and the`` <font color="green">Church</font>  's Mission''; theologians have been stressing the fact that the
church/NN/br-g12/1271	-0.000914600096770694	-0.000410036754696954	church	NN	church%1:06:00::	D	D	C	 and gestured toward the Madeleine. The classical lines of the <font color="green">church</font>  which Napoleon thought of as a Temple of Glory, dominated
