id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre
church/NN/br-a01/2073	-0.236003549393671	0.0133525295383704	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	1.98135867922616	0	4	press_reportage	press
church/NN/br-d01/1628	-0.243585257598272	-0.17027552326063	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	3	1	2.50933030558839	0.333333333333333	3	religion	non-fiction
church/NN/br-d02/1641	-0.15416771703837	0.13026592518789	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	2	1	2.83709208603536	0.5	3	religion	non-fiction
church/NN/br-d02/706	-0.0889392716990866	0.0483496626462006	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	4	2.07721412007703	1	7	religion	non-fiction
church/NN/br-d02/786	-0.220578799513973	0.0900510781756348	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	3	0	2.80427872843094	0	3	religion	non-fiction
church/NN/br-d02/877	-0.165882438504186	0.0800740831835051	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	4	3	2.56413187014748	0.75	3	religion	non-fiction
church/NN/br-d02/923	-0.0142756893437678	0.183644612735075	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	3	1	1.8578177778838	0.333333333333333	3	religion	non-fiction
church/NN/br-d02/949	-0.196857837454565	0.0669319533065791	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	2	1	2.01610252730854	0.5	3	religion	non-fiction
church/NN/br-d02/969	-0.184610538011906	0.0513429751488748	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	4	3	2.17698128654278	0.75	3	religion	non-fiction
church/NN/br-d03/1080	-0.0893062476058267	0.0865305879120262	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	2	1	2.00657827103671	0.5	4	religion	non-fiction
church/NN/br-d03/1342	-0.053610744499588	-0.0017558614307371	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	5	2	2.05337881947013	0.4	7	religion	non-fiction
church/NN/br-d03/1350	-0.0546747240304406	0.00330789456744222	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	4	2.38683051126652	0.8	10	religion	non-fiction
church/NN/br-d03/1871	-0.0856042880490241	0.0304435270139284	church	NN	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	2	2	2.83619447975474	1	7	religion	non-fiction
church/NN/br-d03/1909	-0.121220883306009	-0.011001794450662	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	6	2	2.85615829924049	0.333333333333333	4	religion	non-fiction
church/NN/br-d03/2097	-0.0728071776464396	0.0180381720615195	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	4	0	2.16837483588887	0	4	religion	non-fiction
church/NN/br-d03/2336	-0.0698580169960221	0.0230853666301193	church	NN	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	2	1	2.99059766646577	0.5	6	religion	non-fiction
church/NN/br-d03/2341	-0.0933396800756441	0.0244559202233181	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	2	1	3.17197210239365	0.5	5	religion	non-fiction
church/NN/br-d03/721	-0.181632375109412	-0.173177230078183	church	NN	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	2.78913174830542	0	3	religion	non-fiction
church/NN/br-d03/862	-0.0245159719505845	-0.0248279198323701	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	3	2	2.43682421535013	0.666666666666667	5	religion	non-fiction
church/NN/br-d03/883	-0.160244126135413	-0.208198650762586	church	NN	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	4	3	2.546047912838	0.75	3	religion	non-fiction
church/NN/br-d03/899	-0.135252659465581	-0.120452965241428	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	3	2	2.81517574053193	0.666666666666667	3	religion	non-fiction
church/NN/br-d03/945	-0.0192336278275086	-0.0282649587102416	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	1	0	2.16653165353162	0	4	religion	non-fiction
church/NN/br-d04/56	-0.115315909149699	0.0552947698575277	church	NN	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	4	6	2.34356615272605	1.5	6	religion	non-fiction
church/NN/br-f15/713	-0.144513626218436	0.0767596666953772	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	5	3	2.81635591769296	0.6	4	popular_lore	fiction
church/NN/br-f15/754	-0.0443324846121005	0.0847855825305453	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	1	0	2.88374944661471	0	5	popular_lore	fiction
church/NN/br-f15/776	0.00695842521516998	0.0714948899309268	church	NN	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 as the use of the infertile or safe period. The <font color=green>Church</font>  considers this to be the method provided by nature and	3	2	1.79385460862318	0.666666666666667	4	popular_lore	fiction
church/NN/br-f15/862	-0.0434440924499907	-0.23409218501135	church	NN	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 there seems little chance of agreement. The grounds for the <font color=green>Church</font>  's position are Scriptural( Old Testament), the teachings of the	3	1	1.7740301269076	0.333333333333333	2	popular_lore	fiction
church/NN/br-f15/882	-0.0594122387182495	0.0584003444068851	church	NN	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 the teachings of the fathers and doctors of the early <font color=green>Church</font> , the unbroken tradition of nineteen centuries, the decisions of the	4	3	1.87883591609006	0.75	4	popular_lore	fiction
church/NN/br-f44/1076	-0.049632818955106	0.0815217265727824	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry	5	2	2.63853895510741	0.4	4	popular_lore	fiction
church/NN/br-f44/1122	-0.00818742883514371	0.0451217204618828	church	NN	D	D	DE	CDE	church%1:14:00::	B	B	AB	AB	 process of co-optation so long as the environs of the <font color=green>church</font>  provide a sufficient pool of people who can fit the	1	0	1.52911113680905	0	4	popular_lore	fiction
church/NN/br-f44/1285	-0.0205644894585034	0.0448358130352197	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 co-optation is the principal form of mission in the contemporary <font color=green>church</font> ; economic integration and co-optation are the two methods by which	3	2	2.11191275786207	0.666666666666667	5	popular_lore	fiction
church/NN/br-f44/1618	-0.0152244103369947	0.0596444468083678	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 in the metropolis. It now becomes evident that the denominational <font color=green>church</font>  is intimately involved with the economy of middle-class culture, for	5	3	1.7532408850826	0.6	6	popular_lore	fiction
church/NN/br-f44/2150	-0.0129303500483983	0.00724882871073071	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 will occupy our attention under the rubric of the organization <font color=green>church</font> . An understanding of the new role of residential association in	3	3	1.7639440222617	1	6	popular_lore	fiction
church/NN/br-f44/368	-0.0185391126818552	0.00253060278591211	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 they can lose higher- and lower status members from the <font color=green>church</font>  without collapsing, but they need adequate recruits for the core	3	2	1.8675587023196	0.666666666666667	6	popular_lore	fiction
church/NN/br-f44/647	-0.0956883360843733	0.00541137456041108	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 denominations. There is much talk in theological circles about the`` <font color=green>Church</font>  as Mission'' and the`` Church 's Mission''; theologians have been	4	4	2.82500038256815	1	6	popular_lore	fiction
church/NN/br-f44/654	-0.130240087117097	-0.027120688061792	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 in theological circles about the`` Church as Mission'' and the`` <font color=green>Church</font>  's Mission''; theologians have been stressing the fact that the	4	2	3.29046574267242	0.5	3	popular_lore	fiction
church/NN/br-f44/667	-0.455885337300403	0.0624727414277004	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 's Mission''; theologians have been stressing the fact that the <font color=green>Church</font>  does not exist for its own sake but as a	4	1	2.53325058472856	0.25	1	popular_lore	fiction
church/NN/br-f44/924	-0.0319410579240616	-0.00128887695845698	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 with friendly members the`` contacts with an organization of the <font color=green>church</font> ''( 11.2 per cent of the cases), then a substantial two	3	3	2.48861896209931	1	4	popular_lore	fiction
church/NN/br-f44/986	-0.0439533134266451	0.02157973355029	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 people; the new people respond in kind by joining the <font color=green>church</font> . Missionary outreach by friendly contact looks somewhat different when one	4	2	1.8179603446658	0.5	7	popular_lore	fiction
