id	model.x	model.y	lemma	pos	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw	genre	broad_genre
church/NN/br-a01/2073	-0.0711449638395709	-0.132877331245672	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	2.63262305854176	0	1	press_reportage	press
church/NN/br-d01/1628	0.0111273187133134	-0.138260783262604	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	3	1	2.83714093027039	0.333333333333333	2	religion	non-fiction
church/NN/br-d02/1641	0.140994708892224	-0.0646163158157992	church	NN	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	2	0	3.65926184758478	0	1	religion	non-fiction
church/NN/br-d02/706	0.00894729283204538	0.0850853773248655	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	1	2.93197040002816	0.25	2	religion	non-fiction
church/NN/br-d02/786	-0.025170677568392	-0.0994309242945182	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	3	0	2.96611466702484	0	2	religion	non-fiction
church/NN/br-d02/877	-0.0534306865742445	0.0220112556149301	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather	4	1	2.71827850312026	0.25	1	religion	non-fiction
church/NN/br-d02/923	0.038722324962132	0.197109291297418	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	3	0	3.13601370382024	0	1	religion	non-fiction
church/NN/br-d02/949	0.112286886816436	-0.0811443897736353	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	2	0	2.98716807622267	0	1	religion	non-fiction
church/NN/br-d02/969	-0.159915439010047	0.0514085538494216	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	4	1	2.75133936538115	0.25	1	religion	non-fiction
church/NN/br-d03/1080	0.0806202516602105	0.187054340145488	church	NN	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	2	1	2.51982756439642	0.5	1	religion	non-fiction
church/NN/br-d03/1342	-0.0277157112103074	0.0636674808785581	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	5	1	3.40197754256237	0.2	2	religion	non-fiction
church/NN/br-d03/1350	-0.0106981863630609	0.0309840238397868	church	NN	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	3	3.11937550744955	0.6	5	religion	non-fiction
church/NN/br-d03/1871	0.0137728445823984	0.0154562991188068	church	NN	B	B	AB	AB	catholic_church%1:14:00::	B1	B	AB	AB	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with	2	2	3.30850675750524	1	5	religion	non-fiction
church/NN/br-d03/1909	-0.00914237012091073	0.00328437316739261	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	6	2	3.06249172106459	0.333333333333333	3	religion	non-fiction
church/NN/br-d03/2097	-0.0251613206883234	0.0282904369465408	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice	4	0	2.94243883133955	0	1	religion	non-fiction
church/NN/br-d03/2336	0.00941001789495816	0.0316179447905761	church	NN	D	D	DE	CDE	catholic_church%1:14:00::	B1	B	AB	AB	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.	2	0	3.36994872248674	0	4	religion	non-fiction
church/NN/br-d03/2341	0.00941001789495816	0.0316179447905761	church	NN	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	2	1	3.36994872248674	0.5	4	religion	non-fiction
church/NN/br-d03/721	-0.038838063062817	-0.0117830531856705	church	NN	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	3.10841486998202	0	2	religion	non-fiction
church/NN/br-d03/862	0.00984893730076007	0.00029732689699669	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but	3	2	2.80882983866925	0.666666666666667	2	religion	non-fiction
church/NN/br-d03/883	-0.0705562885963797	-0.0607201184939319	church	NN	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	4	2	2.69544230437966	0.5	2	religion	non-fiction
church/NN/br-d03/899	-0.011860287915891	-0.0115067150216064	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	3	2	2.81517574053193	0.666666666666667	3	religion	non-fiction
church/NN/br-d03/945	-0.00263766762889739	0.0185681443837695	church	NN	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant	1	0	2.72451058449298	0	2	religion	non-fiction
church/NN/br-d04/56	0.0723987014788253	0.0678125524003157	church	NN	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	4	2	2.72235182850789	0.5	2	religion	non-fiction
church/NN/br-f15/713	0.0010506774153568	0.101658716728237	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 permit birth control only for medical reasons. The Roman Catholic <font color=green>Church</font> , however, sanctions a much more liberal policy on family planning	5	2	3.87076524704997	0.4	2	popular_lore	fiction
church/NN/br-f15/754	0.00341705638655813	0.0278332811431254	church	NN	B	B	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as	1	0	3.21005704088164	0	4	popular_lore	fiction
church/NN/br-f15/776	0.147383736276558	0.0244882284931151	church	NN	A	A	AB	AB	roman_catholic_church%1:14:00::	B1	B	AB	AB	 as the use of the infertile or safe period. The <font color=green>Church</font>  considers this to be the method provided by nature and	3	1	2.76828892369492	0.333333333333333	1	popular_lore	fiction
church/NN/br-f44/1076	0.00314193408249177	0.00214472128940059	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry	5	2	2.87796569654453	0.4	3	popular_lore	fiction
church/NN/br-f44/1285	0.0268572379392126	-0.0120143932034256	church	NN	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 co-optation is the principal form of mission in the contemporary <font color=green>church</font> ; economic integration and co-optation are the two methods by which	3	1	2.89149761735479	0.333333333333333	2	popular_lore	fiction
