_id	model.x	model.y	word	country	year	_text
bejaarden/DS_19990313_01/57035	-0.195686098437413	-0.044866656911592	bejaarden	BE	1999	cadeautjes waarvoor de regering bijkomend 1,8 miljard frank uittrekt : sociale correcties in de pensioenen , tegemoetkomingen aan mindervaliden en <bejaarden> , verhoging van kinderbijslagen en werkloosheidsuitkeringen . De gemeenschappen krijgen dit jaar 4 miljard frank extra van
bejaarden/DS_19990807_01/1887	0.231699943027868	-0.00541646944981913	bejaarden	BE	1999	uitgezet . De hele wijk reageerde toen hartverwarmend solidair . Intellectuelen en arbeiders , yuppies en <bejaarden> met een klein pensioentje , Nederlanders , Turken , Marokkanen , Surinamers , Pakistanen , Indi�rs : een uur
bejaarden/DS_19991104_01/77763	-0.0795003037440016	0.111984944297955	bejaarden	BE	1999	En aan de rustoorden nog minder dan niets . In het jaar 2000 telt Vlaanderen 1,31 miljoen <bejaarden> . Palliatieve zorg moet ge�ntegreerd worden in de thuiszorg , in ziekenhuizen en in de rust- en
bejaarden/DS_19991106_01/76964	0.117698965393278	-0.0160636116537877	bejaarden	BE	1999	we niet allemaal door God zo geschapen en op de wereld gezet ?  Met familieleden van de <bejaarden> uit de instelling heeft hij het al een paar keer over zijn Viagra-ervaring gehad .  Ik
bejaarden/DS_19991215_01/32012	-0.0766835087571412	-0.0301136703149372	bejaarden	BE	1999	In deze 83.000 zijn niet de 65-plussers inbegrepen die een beroep kunnen doen op het gewaarborgd inkomen voor <bejaarden> . Dat is een soort minimumpensioen voor 65-plussers die geen inkomen hebben of een inkomen dat lager
bejaarden/DS_20000325_01/92442	0.103185686526134	-0.082741815149808	bejaarden	BE	2000	niet alleen met schone woorden . Ik denk aan veiligheid , meer verdraagzaamheid , zorg voor zwakken , <bejaarden> en kinderen . Zaken waar ik al heel mijn leven voor sta . De CVP
bejaarden/DS_20000725_01/43542	0.208253836489169	0.0468457696677296	bejaarden	BE	2000	dragen van de veiligheidsgordel . Het gedrag tegenover prioritaire voertuigen , voetgangers , groepen kinderen , scholieren , <bejaarden> , gehandicapten , fietsers en andere tweewielers . De verkeersagressie . Het goederen- en personenvervoer
bejaarden/DS_20010618_01/24125	0.0115289862515702	0.012805537150394	bejaarden	BE	2001	( gemiddelde leeftijd 77 jaar ) was de partner de mantelzorger , voor 52 procent waren dat kinderen van de <bejaarden> . Professionele hulpverlening krijgen ze van de huisarts en daarnaast van de thuisverpleging ( 77 procent )
bejaarden/DS_20010707_01/68143	0.084215882148675	0.0848525662869499	bejaarden	BE	2001	Alvast een spot over het afschaffen van het kijk en luistergeld . Het is namelijk niet uitgesloten dat <bejaarden> en mensen met een zwak geheugen , na januari 2002 toch nog dat kijk- en luistergeld gaan betalen .
bejaarden/DS_20010712_01/35161	-0.0352244952449782	0.0524468451930444	bejaarden	BE	2001	procedures slagen we er elke dag opnieuw in honderdduizenden kinderen te onderwijzen , tienduizenden pati�nten te verzorgen , terwijl miljoenen <bejaarden> elke maand keurig op tijd hun pensioen ontvangen . Dankzij een sterk uitgebouwde bureaucratie verzorgt het moderne
bejaarden/DS_20010714_01/73675	0.0509748544846984	0.0325529859714813	bejaarden	BE	2001	stijgende werkdruk spelen een grote rol . Het risico op zelfdoding is groter bij jonge mannen dan bij <bejaarden> . IN 1999 hebben 1.120 Vlamingen zich het leven benomen . Dat is ruim drie
bejaarden/DS_20011106_01/19926	-0.137583085745651	0.0410826067851722	bejaarden	BE	2001	kwaliteit van de artiesten .  Wel begint het ministerie met toelagen voor culturele activiteiten voor doelgroepen als <bejaarden> en kansarmen . Een bedrag van 13,5 miljoen frank gaat voortaan naar een aparte vzw Cubido .
bejaarden/DS_20020319_01/15489	0.0808149470154282	0.0283393494948276	bejaarden	BE	2002	mensen gevraagd passagier te komen spelen . Op verschillende dagen zullen telkens tachtig personen , van jongeren tot <bejaarden> , het proces van vertrek tot aankomst op de luchthaven meemaken .  Ze mogen maar twee
bejaarden/DS_20020410_01/16324	0.191490076503837	-0.0906304846657038	bejaarden	BE	2002	een zoon zijn bejaarde moeder ? Elk land moet een nationaal meldpunt hebben waar <bejaarden> klachten over mishandeling kunnen bekendmaken . Dat verklaarde secretaris-generaal Kofi Anan tijdens een VN-conferentie in Madrid over
bejaarden/DS_20020413_01/95159	0.0986254965260022	-0.220489891897467	bejaarden	BE	2002	zelfs seksueel misbruik . De VN pleiten voor de oprichting in elk land van een nationaal meldpunt waar <bejaarden> met klachten over mishandeling terechtkunnen .
bejaarden/DS_20020625_01/34858	0.166218627705041	0.0426592907339371	bejaarden	BE	2002	kan - - ook bij schriftelijke enqu�tes - - gevolgen hebben : bewoners van flatgebouwen , studenten op kamers , <bejaarden> in tehuizen en andere groepen komen niet aan bod . Deze vaststellingen staan in schril contrast met
bejaarden/DS_20020918_01/23575	0.12607710596685	0.0113957828987404	bejaarden	BE	2002	zijn meer geld voor de omkadering in rusthuizen , meer voor gebouwen en meer geld van de zorgverzekering voor de <bejaarden> in rusthuizen . Kindermisbruik door vader en vrienden Het Brusselse gerecht heeft drie personen opgepakt
bejaarden/DS_20021009_01/49437	-0.077642552120914	0.115194011451309	bejaarden	BE	2002	De regering stipt ook aan dat de vroegere beslissingen ter versoepeling van de tegemoetkoming voor hulp van derden aan <bejaarden> ingaan op 1 januari 2003 . Ze herinnert er verder aan dat ook al vroeger is beslist
bejaarden/DS_20021120_01/20626	-0.070121972027908	0.104382637524601	bejaarden	BE	2002	Gehandicapte bejaarden krijgen tot 170 euro per maand meer Vanaf 1 januari krijgen 36.500 <bejaarden> met een handicap een hogere  tegemoetkoming voor hulp aan bejaarden  . Er is in de
