id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
church/NN/br-a01/2073	-0.062456990578468	0.0132746817903757	church	NN	church%1:04:00::	E	E	E	CDE	DE	CDE	DE	E	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we
church/NN/br-a07/1303	0.00366869799926378	-0.009289268073155	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question
church/NN/br-a10/1769	-0.00417825019328579	0.000606690836078927	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the
church/NN/br-a16/453	-0.0334901802763393	0.028950908527523	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak
church/NN/br-a17/1636	-0.0465928436232157	0.0199748798328019	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.
church/NN/br-a17/2228	-0.0315028272740094	0.00924237591157816	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for
church/NN/br-a17/2233	-0.0307359878936133	0.00818731364318826	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday
church/NN/br-a22/1283	-0.012301613075804	0.0165759666887514	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at
church/NN/br-a31/1842	-0.0171671127343593	0.0795566728294557	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of
church/NN/br-a31/2120	-0.0193038147713855	-0.00417045752847241	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7
church/NN/br-b12/2009	-0.0149427122317606	-0.0151212457178595	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This
church/NN/br-d01/1628	-0.0342070234283269	0.0762213403755848	church	NN	church%1:14:00::	B	B	B	AB	AB	AB	AB	B	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who
church/NN/br-d02/786	-0.0399196436399396	-0.0404382683467368	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear
church/NN/br-d02/877	-0.0292008438109339	-0.0205758046581648	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather
church/NN/br-d02/923	0.00430634692354132	-0.0558287518784502	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world
church/NN/br-d02/949	-0.0185265436055472	-0.0233500548432361	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need
church/NN/br-d03/1080	-0.0172091996719822	-0.0298301251293953	church	NN	church%1:04:00::	E	E	E	CDE	DE	CDE	DE	E	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good
church/NN/br-d03/1342	-0.0281661273691126	0.000552662041946764	church	NN	church%1:06:00::	E	E	D	CDE	DE	CDE	DE	D	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the
church/NN/br-d03/1350	-0.0229856366323475	-0.00475269962699611	church	NN	church%1:06:00::	E	E	D	CDE	DE	CDE	DE	D	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They
church/NN/br-d03/2336	-0.0183594767723625	-0.00506326669931985	church	NN	catholic_church%1:14:00::	D	D	B	CDE	DE	AB	AB	B1	 a votive Mass offered for Christian unity at a Catholic <font color=green>church</font>  in Slough during the Church Unity Octave.
church/NN/br-d03/2341	-0.0235991751367138	-0.00731396307847857	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.
church/NN/br-d03/862	0.00317232663661499	0.00538250571920484	church	NN	church_of_england%1:14:00::	B	B	B	AB	AB	AB	AB	B2	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but
