id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	wf	new_pos	new_broad_genre
church/NN/br-a17/2228	-0.110571461163466	-0.0638690240010754	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	5	1	338	20	4	church	NN	press
church/NN/br-a17/2233	-0.114005081056357	-0.0630342200784957	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	4	0	347	0	3	Church	NNP	press
church/NN/br-a21/677	-0.251115960947904	0.0156564801565597	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	4	0	438	0	1	Church	NNP	press
church/NN/br-a22/1283	-0.146046264209325	-0.277257954675503	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	2	0	308	0	2	Church	NNP	press
church/NN/br-a22/307	-0.146058844240795	-0.0798207858232686	church	NN	press_reportage	press	B	B	AB	AB	Z	Z	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	4	0	346	0	1	Church	NNP	press
church/NN/br-a22/310	-0.146058844240795	-0.0798207858232686	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 the state. Emory is affiliated with the Methodist Church. Some <font color=green>church</font>  leaders, both clerical and lay, have criticized the university for	5	0	346	0	1	church	NN	press
church/NN/br-a31/1842	-0.393458828048249	-0.0506183957015698	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	3	0	395	0	1	Church	NNP	press
church/NN/br-a31/2112	-0.146058844240795	-0.0798207858232686	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	3	0	346	0	1	Church	NNP	press
church/NN/br-a31/2120	-0.121040839804207	-0.0475975790018914	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	4	0	352	0	2	church	NN	press
church/NN/br-b08/1866	-0.142415425719605	-0.0583195987067091	church	NN	press_editorial	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 wrote after almost a decade of service to this majestic <font color=green>church</font> .`` Such a church needs vigor and vitality in its rector	2	0	348	0	2	church	NN	press
church/NN/br-b08/1871	-0.142415425719605	-0.0583195987067091	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man	4	1	348	25	2	church	NN	press
church/NN/br-b12/2115	-0.441856391743814	0.0381227996594888	church	NN	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	5	0	304	0	1	church	NN	press
church/NN/br-b12/2217	-0.146058844240795	-0.0798207858232686	church	NN	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist	6	0	346	0	1	Church	NNP	press
church/NN/br-b12/2226	-0.155656157911759	-0.0506845537542102	church	NN	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in	7	1	350	14	3	Church	NNP	press
church/NN/br-b12/2235	-0.155656157911759	-0.0506845537542102	church	NN	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of	9	1	351	11	2	Church	NNP	press
church/NN/br-b15/1190	-0.340312345814961	-0.171607939400537	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to	2	1	332	50	1	Church	NNP	press
church/NN/br-d01/1628	-0.361685245352853	0.355031525408309	church	NN	religion	non-fiction	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 age to whip men into a surrender to a particular <font color=green>church</font>  or church-state''. Apparently he does not intend that those who	3	1	310	33	1	church	NN	essays
church/NN/br-d02/1641	-0.393070854715838	0.0220259816322621	church	NN	religion	non-fiction	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	2	0	366	0	1	church	NN	essays
church/NN/br-d02/706	-0.464573201627261	-0.029314834012312	church	NN	religion	non-fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	0	312	0	1	church	NN	essays
church/NN/br-d02/923	-0.292176901734672	0.358535786971312	church	NN	religion	non-fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world	3	0	314	0	1	church	NN	essays
church/NN/br-d03/1342	-0.149666639971383	-0.0413550721357427	church	NN	religion	non-fiction	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the	5	1	340	20	2	church	NN	essays
church/NN/br-d03/1350	-0.139355564715942	-0.0331384645554725	church	NN	religion	non-fiction	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	3	329	60	3	church	NN	essays
