id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw
state/JJ/br-e21/1154	0.0623332518308992	0.0160897826514961	state	JJ	skill_and_hobbies	non-fiction	A3	A	AB	ABC	state%5:00:01:public:00	A2	A	AB	ABC	 parks place emphasis on features which are of national or <font color=green>state</font>  significance, counties should seek out these features which are distinctive	3	3	3.43744495266179	1	9
state/JJ/br-e31/1555	-0.0077355350858531	0.00605174436903694	state	JJ	skill_and_hobbies	non-fiction	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 to make their cooking easy and their sleeping comfortable. Harassed <font color=green>state</font>  park officials often have more campers than they know what	2	2	3.6196009744787	1	6
state/JJ/br-g17/2159	-0.00799486234744386	-0.0142564393222836	state	JJ	belles_lettres	others	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 is involved. How did it happen, for example, that the <font color=green>state</font>  university, that great symbol of American democracy, failed to flourish	3	3	3.13271663295767	1	6
state/JJ/br-g17/2331	0.0222769826055364	-0.00683398702796022	state	JJ	belles_lettres	others	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 last of the forty-eight to establish a state university? The <font color=green>state</font>  universities of Maine, New Hampshire, And Vermont are older and	4	2	4.27161510701609	0.5	5
state/JJ/br-h11/1931	0.030395053568367	-0.00406706541624671	state	JJ	miscellaneous	non-fiction	D	D	D	D	solid-state%5:00:02:solid:01	D2	D	D	D	 addition to the basic programs in wavelength standards, spectroscopy, solid <font color=green>state</font>  physics, interactions of the free electron and atomic constants which	3	2	3.38602522535893	0.666666666666667	8
state/JJ/br-h14/1724	0.022829118566348	-0.00508548410970025	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 in order to provide matching for the minimum( base) allotment, <font color=green>State</font>  funds had to equal 1954 State funds. Prior to and	3	4	4.40006938375492	1.33333333333333	9
state/JJ/br-h14/1730	0.000161603859508122	-0.0187935093820434	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 the minimum( base) allotment, State funds had to equal 1954 <font color=green>State</font>  funds. Prior to and since 1960 the rest of the	4	4	4.4351991621148	1	8
state/JJ/br-h14/1868	0.0209022191076142	-0.111723683956686	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 will be matched on the basis of a 40% pivot <font color=green>State</font>  share, with maximum and minimum State shares of 50% and	5	4	4.41434226286398	0.8	7
state/JJ/br-h14/332	0.0115918438650337	-0.00693476605259814	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 grants to the States on the basis of population, matching <font color=green>State</font>  expenditures on a 50 - 50 basis. Under P. L.	3	1	3.56553522183201	0.333333333333333	6
state/JJ/br-h14/747	0.00927394926569691	0.00845089021115753	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 State. The provisions are also designed to avoid disruption in <font color=green>State</font>  programs already in operation, which might otherwise result from the	2	2	2.96143186998867	1	8
state/JJ/br-j38/1590	-0.00511120661364617	-0.0120640308373575	state	JJ	learned	learned	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 Federal effort to provide research and information to help guide <font color=green>state</font>  education departments and local school boards in existing programs. A	5	5	3.0797149881383	1	12
state/JJ/br-j38/1871	0.0467260184032179	-0.0431960332944546	state	JJ	learned	learned	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 for training to meet national skilled manpower needs. If only <font color=green>state</font>  funds were used to pay for the vocational education, it	3	3	3.33402636861364	1	7
state/JJ/br-j38/441	0.0121008598576344	-0.0108568749362788	state	JJ	learned	learned	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 enrolled in courses organized under two special programs administered by <font color=green>state</font>  and local school authorities:( 1) Vocational Education for National Defense	4	4	3.41529951651203	1	9
state/JJ/br-j38/86	0.0679262961652596	-0.0506929875139006	state	JJ	learned	learned	A1	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 appropriation of$ 7 million to support, on a matching basis, <font color=green>state</font>  administered programs of vocational education in agriculture, trades, industrial skills	4	3	3.88326786687343	0.75	8
state/JJ/br-p02/136	0.0523985632763201	0.0289709761419868	state	JJ	fiction_romance	fiction	Z	Z	Z	Z	Z	Z	Z	Z	Z	 dry and comfortable and fed huge amounts of food at <font color=green>stated</font>  intervals and be carried to where she could watch activity	1	0	3.24534969559417	0	8
state/NN/br-a01/413	0.22948211830623	0.250744891957126	state	NN	press_reportage	press	A4	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 through the welfare departments of all the counties in the <font color=green>state</font>  with the exception of Fulton County, which receives none of	2	1	2.59532221284176	0.5	2
state/NN/br-a02/1165	0.0185083007939932	-0.00581158656881866	state	NN	press_reportage	press	A2	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 attorney general and chief justice of the Texas Supreme Court. <font color=green>State</font>  representatives decided Thursday against taking a poll on what kind	3	1	2.16163408702553	0.333333333333333	2
state/NN/br-a04/1848	0.00598505697700087	-0.128983523491429	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 any more energy displayed after it was clear the United <font color=green>States</font>  would not back the pro-Western government to the hilt. If	1	0	2.21502592244621	0	1
state/NN/br-a04/384	-0.0504729402963859	0.0523757379372743	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 hoped for. One diplomat described the tenor of Secretary of <font color=green>State</font>  Dean Rusk 's speeches as`` inconclusive''. But he hastened to	1	1	2.61125545952129	1	1
state/NN/br-a04/536	-0.051287980894038	0.0329325140744293	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 with detailed application to individual danger spots. The Secretary of <font color=green>State</font>  himself, in his first speech, gave some idea of the	1	1	2.61125545952129	1	1
state/NN/br-a04/583	-0.160050786268968	0.0879858713299993	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 where the core of NATO is concerned, the Secretary of <font color=green>State</font>  has not only reiterated the United States' profound attachment to	2	0	2.35329552037743	0	2
state/NN/br-a04/627	-0.00778243152783798	-0.0488324385510478	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 at NATO 's disposal in European waters. The Secretary of <font color=green>State</font>  has also solemnly repeated a warning to the Soviet Union	1	1	2.34475286645234	1	3
state/NN/br-a04/641	-0.0340855917258075	-0.0669944516318842	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 repeated a warning to the Soviet Union that the United <font color=green>States</font>  will not stand for another setback in Berlin, an affirmation	1	0	2.32766755860218	0	1
state/NN/br-a04/949	0.0340146319298569	-0.0167085553284572	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 countries attending the Geneva conference to achieve this. The United <font color=green>States</font>  hopes that any future Lao Cabinet would not become Communist	1	0	2.3580704842298	0	2
state/NN/br-a05/903	0.0372570067352118	-0.0281270689965054	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 into the situation. There has been more activity across the <font color=green>state</font>  line in Massachusetts than in Rhode Island in recent weeks	4	1	2.16869336580521	0.25	1
state/NN/br-a06/1356	-0.0722704072401935	0.115068300887583	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 a lawyer. Jim Sheeran fits that description''. William J. Seidel, <font color=green>state</font>  fire warden in the Department of Conservation and Economic Development	5	1	2.10569179764309	0.2	1
state/NN/br-a07/811	0.0337943574408887	-0.00555537138705362	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 life. Day after day some new episode is reported. The <font color=green>state</font>  Public Works Department is accused of having spent$ 8555 to	4	1	2.10569179764309	0.25	1
state/NN/br-a08/1073	0.0274772719922365	-0.0251093909062513	state	NN	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 a session is the highly sensitive problem of cutting the <font color=green>state</font>  's congressional districts from six to five to eliminate one	3	2	2.32980971485376	0.666666666666667	2
state/NN/br-a08/285	-0.0992733354558273	-0.0094113060598254	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Within view of the avenue are some of the United <font color=green>States</font>  government 's tremendous buildings, plus shrines and monuments. Of course	1	0	2.21502592244621	0	1
