id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text
church/NN/br-a07/1303	-0.150934016370185	-0.260900024677409	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question
church/NN/br-a10/1769	0.0773584839539359	-0.114635680975087	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the
church/NN/br-a16/453	-0.133073759176719	0.0206421587855746	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak
church/NN/br-a17/2228	-0.0796155398022426	-0.0335420816506662	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for
church/NN/br-a17/2233	-0.0859764422261293	-0.0542462175499893	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday
church/NN/br-a21/677	-0.111936275569146	-0.127835867562144	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will
church/NN/br-a22/1206	-0.23113352939611	0.202156270578625	church	NN	press_reportage	B	B	AB	AB	Z	Z	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John
church/NN/br-a31/1395	-0.290927019888177	-0.0975399461247676	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth
church/NN/br-a31/2087	-0.290927019888177	-0.0975399461247676	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a
church/NN/br-a31/2120	-0.0987990652318049	-0.0812289452915946	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7
