id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	wf
state/JJ/br-e31/1555	0.0514198967238212	0.0358087730092975	state	JJ	skill_and_hobbies	non-fiction	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 to make their cooking easy and their sleeping comfortable. Harassed <font color=green>state</font>  park officials often have more campers than they know what	2	2	244	100	10	state
state/JJ/br-g17/2159	0.0648400578839307	0.0251824844391468	state	JJ	belles_lettres	fiction	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 is involved. How did it happen, for example, that the <font color=green>state</font>  university, that great symbol of American democracy, failed to flourish	3	3	232	100	10	state
state/JJ/br-g17/2327	0.0308917882152263	0.0162016475910763	state	JJ	belles_lettres	fiction	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 been the very last of the forty-eight to establish a <font color=green>state</font>  university? The state universities of Maine, New Hampshire, And Vermont	4	1	403	25	5	state
state/JJ/br-g17/2331	0.0509142680183049	-0.00395396906825751	state	JJ	belles_lettres	fiction	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 last of the forty-eight to establish a state university? The <font color=green>state</font>  universities of Maine, New Hampshire, And Vermont are older and	4	2	427	50	5	state
state/JJ/br-h11/1931	0.0348483462126943	-0.0295021368189821	state	JJ	miscellaneous	non-fiction	D	D	D	D	solid-state%5:00:02:solid:01	D2	D	D	D	 addition to the basic programs in wavelength standards, spectroscopy, solid <font color=green>state</font>  physics, interactions of the free electron and atomic constants which	3	2	339	67	8	state
state/JJ/br-h14/1730	0.0734550363596854	0.0123894287398747	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 the minimum( base) allotment, State funds had to equal 1954 <font color=green>State</font>  funds. Prior to and since 1960 the rest of the	4	4	399	100	9	State
state/JJ/br-h14/1763	0.0705462404034505	0.0029872686155705	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 fiscal capacity of the State, with a pivot of 40% <font color=green>State</font> ( or 60% Federal) participation in total program costs. The percentage	2	2	314	100	5	State
state/JJ/br-h14/1875	0.0476757280259692	-0.0198886625397736	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 of a 40% pivot State share, with maximum and minimum <font color=green>State</font>  shares of 50% and 30%, respectively. The pre 1960 rate	3	3	450	100	6	State
state/JJ/br-h14/332	0.0227874401102078	-0.000220301529426454	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 grants to the States on the basis of population, matching <font color=green>State</font>  expenditures on a 50 - 50 basis. Under P. L.	3	1	330	33	7	State
state/JJ/br-h14/360	0.0367621509104182	-0.000838795361733706	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 Congress, the Federal Government assumed responsibility for 100% of necessary <font color=green>State</font>  expenditures in connection with administration and the counseling and placement	4	3	297	75	7	State
state/JJ/br-h14/747	-0.0135532212672245	-0.0330710748755476	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 State. The provisions are also designed to avoid disruption in <font color=green>State</font>  programs already in operation, which might otherwise result from the	2	2	256	100	10	State
state/JJ/br-j38/1871	-0.0666872615537683	-0.0730194691862945	state	JJ	learned	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 for training to meet national skilled manpower needs. If only <font color=green>state</font>  funds were used to pay for the vocational education, it	3	3	239	100	12	state
state/JJ/br-j38/86	-0.0498835436105459	-0.0254009055431524	state	JJ	learned	non-fiction	A1	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 appropriation of$ 7 million to support, on a matching basis, <font color=green>state</font>  administered programs of vocational education in agriculture, trades, industrial skills	4	3	388	75	8	state
state/NN/br-a01/1835	-0.0243647988110402	-0.0250067807278372	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 education, provided that such funds be received and expended'' as <font color=green>state</font>  funds. Barber, who is in his 13th year as a	3	3	109	100	4	state
state/NN/br-a02/1454	-0.0264678478472803	-0.0381467736184674	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 would increase from$ 5000000 to$ 15000000 the maximum loan the <font color=green>state</font>  could make to a local water project. Cotten construed this	3	2	82	67	4	state
state/NN/br-a02/165	-0.0174482685336904	0.00333835272796606	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 the books`` since Texas was a republic''. It permits the <font color=green>state</font>  to take over bank accounts, stocks and other personal property	4	1	87	25	5	state
state/NN/br-a02/2003	0.0912696507802802	0.0874793348563968	state	NN	press_reportage	press	A3	A	AB	ABC	state%1:14:01::	B	B	AB	ABC	 62 session upon the recommendation of Supt. Chester O. Strickland. <font color=green>State</font>  and federal legislation against racial discrimination in employment was called	2	2	116	100	8	State
state/NN/br-a02/214	0.163700140347832	0.0403040240744153	state	NN	press_reportage	press	A2	A	AB	ABC	state_treasurer%1:18:00::	A2	A	AB	ABC	 companies and other corporations to report such property to the <font color=green>state</font>  treasurer. The escheat law cannot be enforced now because it	3	2	101	67	7	state
state/NN/br-a02/470	0.0264594749219665	-0.0310547815897653	state	NN	press_reportage	press	A1	A	AB	ABC	state%1:14:00::	B1	B	AB	ABC	 in the scholastic age at a reduced cost to the <font color=green>state</font> . There was no debate as the Senate passed the bill	3	3	121	100	5	state
state/NN/br-a02/620	0.00864547806985228	-0.0565155495963894	state	NN	press_reportage	press	A2	A	AB	ABC	state%1:15:01::	A	A	AB	ABC	 saving them from coming to Austin to live in the <font color=green>state</font>  deaf school. Dallas may get to hear a debate on	3	3	85	100	5	state
state/NN/br-a04/1848	0.0516948467376795	-0.0516811290728522	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 any more energy displayed after it was clear the United <font color=green>States</font>  would not back the pro-Western government to the hilt. If	1	0	114	0	4	States
state/NN/br-a04/1963	-0.00282344075114955	0.0114331590117751	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 check the rapid growth of juvenile delinquency in the United <font color=green>States</font> . The President is deeply concerned over this problem and its	1	0	87	0	3	States
state/NN/br-a04/403	0.0271398279152349	-0.0405889684133558	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 as`` inconclusive''. But he hastened to add that, if United <font color=green>States</font>  policies were not always clear, despite Mr. Rusk 's analysis	1	0	140	0	2	States
state/NN/br-a04/495	-0.0154379617856791	0.0202401600359319	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 days, despite Mr. Rusk 's personal popularity, that the United <font color=green>States</font>  delegation came to Oslo in a somewhat tentative and exploratory	1	0	146	0	3	States
state/NN/br-a04/558	-0.00665278559803915	-0.0618210897577771	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 the tremendous march of events inside and outside the United <font color=green>States</font>  that has preoccupied the new administration in the past four	1	0	80	0	8	States
state/NN/br-a04/583	-0.114141249358566	0.0610446837001269	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 where the core of NATO is concerned, the Secretary of <font color=green>State</font>  has not only reiterated the United States' profound attachment to	2	0	144	0	7	State
state/NN/br-a04/627	0.019124026165682	0.0127206564545786	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 at NATO 's disposal in European waters. The Secretary of <font color=green>State</font>  has also solemnly repeated a warning to the Soviet Union	1	1	145	100	11	State
state/NN/br-a04/641	-0.00783230252650793	-0.114395148612973	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 repeated a warning to the Soviet Union that the United <font color=green>States</font>  will not stand for another setback in Berlin, an affirmation	1	0	123	0	5	States
state/NN/br-a04/893	0.0718255652075892	0.346842952897199	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 military actions on the ground in Laos. The United States, <font color=green>State</font>  Department officials explain, now is mainly interested in setting up	2	2	120	100	9	State
state/NN/br-a05/686	0.0026471171640987	0.004679026754175	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Falls City Council on July 10 and sent to the <font color=green>state</font>  house by Miss Grant. The resolution urges the governor to	3	2	58	67	7	state
state/NN/br-a05/72	0.0419131008482901	0.0612756809167593	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Providence now has no civil defense program. Mr. Hawksley, the <font color=green>state</font>  's general treasurer, has been a part-time CD director in	4	3	73	75	7	state
state/NN/br-a05/888	0.112303825938306	-0.0481904787412589	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 there be evidence they are shirking, he has said, the <font color=green>state</font>  police will step into the situation. There has been more	1	0	33	0	5	state
state/NN/br-a05/903	0.177655055752886	0.0603947368296392	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 into the situation. There has been more activity across the <font color=green>state</font>  line in Massachusetts than in Rhode Island in recent weeks	4	1	116	25	7	state
state/NN/br-a05/930	-0.0443957267295427	0.0245555348768691	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Sunday sales laws. The statutes, similar in both the Bay <font color=green>State</font>  and Rhode Island and dating back in some instances to	3	2	180	67	6	State
state/NN/br-a06/1051	-0.0443957267295427	0.0245555348768691	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 Mrs. Harriet Copeland Greenfield of 330 Woodland Ave., Westfield, as <font color=green>state</font>  chairman of the Republican Women for Jones Committee. Mrs. Greenfield	3	1	145	33	2	state
state/NN/br-a06/1356	-0.0541904061059752	0.0447534446931053	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 a lawyer. Jim Sheeran fits that description''. William J. Seidel, <font color=green>state</font>  fire warden in the Department of Conservation and Economic Development	5	2	82	40	7	state
state/NN/br-a06/1398	-0.031078877574073	-0.00476493462594715	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 a reduction in the number of forest fires in the <font color=green>state</font> . Seidel joined the department in 1925 as a division fire	3	3	114	100	8	state
state/NN/br-a06/1454	0.0563085264255996	-0.0118473088619563	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 chief of the Forest Fire Section. Under his supervision, the <font color=green>state</font>  fire-fighting agency developed such techniques as plowing of fire lines	1	1	136	100	8	state
state/NN/br-a06/1529	0.170320965194354	-0.0370010801881331	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 fire prevention program in co-operation with the Red Cross and <font color=green>State</font>  Department of Education. Richard J. Hughes made his Morris County	3	3	99	100	12	State
state/NN/br-a06/1566	0.12912139687646	-0.0217395008036161	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 pledge`` to carry the issues to every corner of the <font color=green>state</font> ''. He promised nearly 200 Democratic county committee members at the	2	1	86	50	7	state
state/NN/br-a06/1859	0.0312674125769493	0.0194004560390186	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Superior Court judge said.`` To prevent hoodlums from infiltrating the <font color=green>state</font>  as they did in the Republican administration in the early	3	1	110	33	3	state
state/NN/br-a06/198	-0.228749529336309	0.081739337847621	state	NN	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 to sell the tattered remains to the people of the <font color=green>state</font> ''. Sunday he had added,`` We can love Eisenhower the man	1	1	51	100	3	state
state/NN/br-a06/362	-0.0725244838627321	-0.0395975516332817	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 campaign'', he said,`` because the primary is being waged on <font color=green>state</font>  issues and I will not be forced into re arguing	3	2	50	67	5	state
state/NN/br-a06/615	-0.0528064481829756	0.015161106750148	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 you can n't have it both ways'', Jones said. The <font color=green>state</font>  is now faced with the immediate question of raising new	1	0	81	0	6	state
state/NN/br-a06/740	-0.171799806435779	-0.0277566453000442	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 overwhelmingly by the American people as president of the United <font color=green>States</font> , and who has been the symbol to the world of	3	1	83	33	5	States
state/NN/br-a06/897	-0.102691560051937	0.0168444992388797	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 reports from workers on a local level all over the <font color=green>state</font>  indicate that Jones will be chosen the Republican Party 's	4	2	133	50	6	state
state/NN/br-a07/1327	-0.0853915160007324	0.0433952790083762	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 Corps will be able to prevent confusion for church and <font color=green>state</font>  over methods, means and goals. There are a number of	3	3	60	100	6	state
state/NN/br-a07/2077	0.0450060981349639	0.0853693796369513	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 one was overly optimistic. W. Averell Harriman of the United <font color=green>States</font> , Malcolm MacDonald of Britain, Maurice Couve de Murville, France 's	1	0	193	0	1	States
state/NN/br-a07/689	-0.235919379379921	0.132803459197166	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 Corruption is hardly a recent development in the city and <font color=green>state</font>  that were widely identified as the locale of Edwin O	3	1	91	33	8	state
state/NN/br-a07/751	-0.38801135780073	0.329553578753878	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 construction of highways and other public works has brought on <font color=green>state</font>  and Federal investigations. And the election of President Kennedy has	5	2	84	40	6	state
state/NN/br-a07/773	0.0760073301683303	-0.143468663900611	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 attracted new attention to the ethical climate of his home <font color=green>state</font> . A reader of the Boston newspapers can hardly escape the	3	1	81	33	10	state
state/NN/br-a07/829	0.0187255585444941	-0.0612345480187578	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 having spent$ 8555 to build a private beach for a <font color=green>state</font>  judge on his waterfront property. An assistant attorney general is	4	4	123	100	9	state
state/NN/br-a08/1399	-0.0561253894846012	0.0488504673805532	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 way shortly to another vexing issue- that of finances in <font color=green>state</font>  government. The transition from segregation to finances might already be	2	1	138	50	4	state
state/NN/br-a10/416	0.01246389363165	0.0734358197115296	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 are able to work with the people themselves. The United <font color=green>States</font>  must plan to absorb the exported goods of the country	1	0	106	0	4	States
state/NN/br-a16/2394	-0.0374911574554425	0.040192796491939	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 start lessons, too, pronto. A cheer here for Francis Lorenz, <font color=green>state</font>  treasurer, who will meet with the probate advisory board of	3	1	72	33	3	state
state/NN/br-a19/1618	-0.0561253894846012	0.0488504673805532	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 L. Simpkins, his administrative assistant, as Maryland 's Secretary of <font color=green>State</font> . Mr. Simpkins will move into the post being vacated by	3	3	161	100	6	State
state/NN/br-a20/1595	-0.0361584647760177	0.00596920273868065	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 grievances''.`` In the same five year period that the United <font color=green>States</font>  says they[ the detectives] were engaged in this conspiracy'', Sokol	1	0	81	0	5	States
state/NN/br-a20/1653	0.0691412342585291	0.048822979586164	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 mayor 's medal''. In opening, D. Arthur Connelly, assistant United <font color=green>States</font>  attorney, read the indictment, but made no comments. Attorneys for	1	0	135	0	8	States
state/NN/br-a20/903	0.0433252164000264	-0.0506815415444549	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Britain that had been imposed after Fuchs blabbed. The United <font color=green>States</font>  offered to supply a complete set of propelling equipment like	1	0	62	0	5	States
state/NN/br-a21/1761	0.0322638335358758	-0.051147796558679	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 made after a cabinet decision was to request the United <font color=green>States</font>  to establish a full-fledged military assistance group instead of the	3	2	102	67	7	States
state/NN/br-a21/2151	0.097919430030066	0.0253020356709768	state	NN	press_reportage	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 concentration camps in Siberia as political prisoners of the Soviet <font color=green>state</font> , few emerge in the West to tell about it. M.	2	1	82	50	6	state
state/NN/br-a22/1928	-0.0164668820744906	0.141054353280338	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 acres infested by the ants, according to W. E. Blasingame <font color=green>state</font>  entomologist. Low-flying planes will spread a granular-type chemical, heptachlor, over	1	0	183	0	3	state
state/NN/br-a22/23	-0.0854865871904557	0.0921798352621418	state	NN	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 to accept students of any race as soon as the <font color=green>state</font>  's tax laws made such a step possible.`` Emory University	2	2	109	100	6	state
state/NN/br-a22/299	-0.0307862782476451	-0.0214765728804682	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 but their tax-exempt status never has been challenged by the <font color=green>state</font> . Emory is affiliated with the Methodist Church. Some church leaders	3	2	45	67	6	state
state/NN/br-a23/32	-0.00937994713131003	-0.0582449808570819	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 to handle an unusually high summer month 's need, the <font color=green>state</font>  public welfare commission was told Friday. It is the only	3	3	105	100	8	state
state/NN/br-a23/47	-0.0645002821083783	0.117586952720395	state	NN	press_reportage	press	A4	A	AB	ABC	Z	Z	Z	Z	Z	 was told Friday. It is the only county in the <font color=green>state</font>  so far this month reporting a possible shortage in GA	1	1	69	100	7	state
state/NN/br-a23/69	0.0183247370464996	-0.00707140970250487	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 category, for which emergency allotment can be given by the <font color=green>state</font>  if necessary. William Smythe, director of field service, told the	2	1	102	50	6	state
state/NN/br-a24/1026	-0.0334438723163046	0.029370645480537	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 the state Board of Education upheld Dr. Michael F. Walsh, <font color=green>state</font>  commissioner of education, who had ruled previously that the Warwick	3	3	146	100	9	state
state/NN/br-a24/1090	-0.037711512571861	0.024824250288992	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 Rosella Lovett of Cranston were awarded$ 55000 damages from the <font color=green>state</font>  in Superior Court yesterday for industrial property which they owned	4	2	116	50	6	state
state/NN/br-a24/1213	-0.019509005499933	0.0968690041606272	state	NN	press_reportage	press	A1	A	AB	ABC	Z	Z	Z	Z	Z	 the owners. Atty. Gen. J. Joseph Nugent appeared for the <font color=green>state</font> . Santa 's lieutenants in charge of the Journal-Bulletin Santa Claus	3	0	103	0	6	state
state/NN/br-a24/972	-0.130913314752605	0.092508592714514	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 they probably would vote to appeal a ruling by the <font color=green>state</font>  Board of Education, which said yesterday that the school committee	4	3	115	75	7	state
state/NN/br-a28/1454	-0.103203612163308	0.0301101032530994	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 corporation, in filing its final Federal income return, claimed the <font color=green>state</font>  tax payment as a deductible expense, as permitted under U.	3	2	113	67	8	state
state/NN/br-a28/2027	-0.0104228606829419	0.0896474787166204	state	NN	press_reportage	press	A	A	AB	ABC	Z	Z	Z	Z	Z	 area tax. The Washington state supreme court ruled that the <font color=green>state</font>  's occupation tax applied to sales, made at cost to	6	5	162	83	11	state
state/NN/br-a29/831	-0.0394648612435613	0.159627487540725	state	NN	press_reportage	press	A3	A	AB	ABC	Z	Z	Z	Z	Z	 trustees of the Dallas Museum of Fine Arts. She is <font color=green>state</font>  chairman for the New Mexico Tuberculosis and Cancer Associations. Both	3	0	95	0	6	state
state/NN/br-a33/1770	-0.0633995575134737	0.0811621616332831	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 Accepted Scottish Rite for the Southern Jurisdiction of the United <font color=green>States</font> . The opening session of the 5- day session will begin	1	0	170	0	5	States
state/NN/br-a34/673	-0.0105357390927003	0.0697560570721596	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 it unnecessary. He wanted time, too, to review the United <font color=green>States</font> ' global commitments and to test both the policies he had	1	0	170	0	4	States
state/NN/br-a35/1027	0.00293024655452451	0.0152383973449034	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 be acclimatized to the democratic processes of the secular or <font color=green>state</font>  university. And while no one expects total democracy on the	3	3	124	100	7	state
state/NN/br-a37/13	-0.0507930729962514	0.0854496555651464	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 a closed-door session on Capitol Hill last week, Secretary of <font color=green>State</font>  Christian Herter made his final report to the Senate Foreign	1	1	156	100	5	State
state/NN/br-a37/215	-0.0770153703101414	0.113822699678894	state	NN	press_reportage	press	A5	A	AB	ABC	Z	Z	Z	Z	Z	 relations immediately.`` There is a limit to what the United <font color=green>States</font>  in self-respect can endure'', said the President.`` That limit has	1	0	104	0	2	States
state/NN/br-a37/614	0.0717591037291671	0.0293294721507511	state	NN	press_reportage	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 demands and agreed to the setting up of a Communist <font color=green>state</font> , North Viet Nam- which then, predictably, became a base for	2	0	143	0	5	state
state/NN/br-a37/643	-0.0189692296810385	0.0429551517685364	state	NN	press_reportage	press	C	C	C	ABC	Z	Z	Z	Z	Z	 neighboring South Viet Nam and Laos. The late Secretary of <font color=green>State</font>  John Foster Dulles considered the 1954 Geneva agreement a specimen	1	1	167	100	8	State
state/NN/br-a40/1438	-0.000966168778668867	-0.000125449557082311	state	NN	press_reportage	press	B	B	AB	ABC	Z	Z	Z	Z	Z	 Beyeler arranged to sell$ 1500000 worth of Klees to the <font color=green>state</font>  of North Rhine-Westphalia, which will house them in a museum	3	1	55	33	3	state
state/NN/br-a40/1776	0.0164124108406561	0.160937726153686	state	NN	press_reportage	press	A2	A	AB	ABC	Z	Z	Z	Z	Z	 apply again. Charlayne was`` tentatively'' admitted for next fall, after <font color=green>state</font>  investigators questioned her white roommate at Wayne State. But Holmes	1	1	101	100	3	state
