id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
church/NN/br-a10/1754	-0.013719326507163	0.028158775429494	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 one out of three Americans has vital contact with the <font color=green>church</font> . This means that more than 100 million have no vital
church/NN/br-a16/453	-0.0901857334397643	-0.0436917657079186	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak
church/NN/br-a17/1770	-0.0929539257857386	-0.0112635962478175	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.
church/NN/br-a17/2233	-0.0729788540904108	-0.0149500627783313	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday
church/NN/br-a22/1283	-0.0296725758408058	-0.0442101393988061	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at
church/NN/br-a22/307	-0.020209883188822	-0.0518620604087602	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the
church/NN/br-a31/1395	-0.147527644716359	-0.013620257179717	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth
church/NN/br-a31/1542	-0.168248137319184	0.123667983688233	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 he and his wife serve as advisors at First Presbyterian <font color=green>Church</font> . And he wanted to be careful that the kids not
church/NN/br-a31/1842	-0.075281831644892	-0.173307442636124	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of
church/NN/br-a31/2087	-0.164831653571832	-0.0451751705567749	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a
