id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
church/NN/br-a01/2073	-0.00333450625516699	-0.00313220912596074	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-a07/1303	-0.00331739106601892	-0.00313535113293534	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-a07/1325	-0.00332599650528706	-0.00313716706355987	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-a07/1487	-0.00331532243347526	-0.00313736001017275	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-a10/1754	-0.00331822982196454	-0.00313769710687027	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-a10/1769	-0.00331771982179252	-0.00313751408356976	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-a10/1850	-0.00333007899677468	-0.00314291809742402	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-a10/1940	-0.00333516307894136	-0.00313722271096553	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-a16/453	-0.00331244365784933	-0.00313419815949649	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a17/1636	-0.0033303949854845	-0.00312518581549537	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a17/1770	-0.00333228509538153	-0.00314171096729647	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a17/2228	-0.00332492438021419	-0.00312578540577679	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a17/2233	-0.00333369019086947	-0.00313004618525367	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a21/677	-0.00332729350032879	-0.00314287973967341	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a22/1206	-0.00333405068620941	-0.00312978815168091	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-a22/1283	-0.00332349725656204	-0.00312751102321574	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-a22/307	-0.00331698620982981	-0.003137169328696	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-a22/310	-0.00332476058849645	-0.00312674197775663	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-a31/1395	-0.00331459589261918	-0.00313713262170508	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a31/1542	-0.00332304116046303	-0.00312350332609267	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-a31/1842	-0.00332814611427228	-0.00312898265061398	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a31/2087	-0.00332184684467184	-0.0031370306431159	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a31/2112	-0.00332240285151144	-0.00314751279324449	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a31/2120	-0.00332268101195911	-0.00315016377066894	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-a31/2172	-0.00331355549739148	-0.00313387727120521	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-a31/2212	-0.00333019354819068	-0.00312796935100492	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-a31/2241	-0.00331871679337411	-0.00312203469923041	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-a31/2280	-0.00331651918852623	-0.00312631071566823	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-b08/1866	-0.00332653717887558	-0.00314916275345648	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-b08/1871	-0.00332113368931058	-0.00312898088082221	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-b08/1912	-0.00332837466183218	-0.00314679423124293	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-b08/2063	-0.00332264348949654	-0.00315063823135097	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-b08/2245	-0.00331158577062839	-0.00313269060569159	church	NN	NA	E	E	NA	 <font color="green"></font> 
church/NN/br-b08/2363	-0.00331739988054432	-0.00312528452793581	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-b08/834	-0.00333669479397936	-0.00312945047665823	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-b12/2009	-0.00331326351124447	-0.00312395702311066	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-b12/2115	-0.00332690990687648	-0.0031437733143396	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-b12/2217	-0.00332164610428654	-0.00314101684099445	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-b12/2226	-0.00331927641078256	-0.00312706592224489	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-b12/2235	-0.00331740893598841	-0.00314161866429265	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-b15/1190	-0.0033192326757231	-0.00312516255837116	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-b18/1829	-0.00332926720459365	-0.00312499766178828	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-b24/1259	-0.00332894695607282	-0.00314549649889566	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d01/1628	-0.00332789824856301	-0.00312648633540221	church	NN	church%1:14:00::	B	B	A	 <font color="green"></font> 
church/NN/br-d02/1641	-0.00333702929315543	-0.00313406472203712	church	NN	church%1:14:00::	B	B	A	 <font color="green"></font> 
church/NN/br-d02/706	-0.00331170605261951	-0.0031306546135279	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d02/786	-0.00332686347253875	-0.00313762571986526	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d02/877	-0.00332607850744896	-0.0031246423437181	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d02/923	-0.00331750165138453	-0.00312549128662737	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d02/949	-0.0033306270921348	-0.00312514840638423	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d02/969	-0.00331446927978592	-0.00312403655165663	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d03/1080	-0.00333134612494395	-0.00312868296852573	church	NN	church%1:04:00::	E	E	D	 <font color="green"></font> 
church/NN/br-d03/1342	-0.00332203883016461	-0.00312287486968576	church	NN	church%1:06:00::	E	E	C	 <font color="green"></font> 
church/NN/br-d03/1350	-0.00333128382004281	-0.0031400487287574	church	NN	church%1:06:00::	E	E	C	 <font color="green"></font> 
church/NN/br-d03/1871	-0.00333137140711974	-0.00312603916478842	church	NN	catholic_church%1:14:00::	B	B	B	 <font color="green"></font> 
church/NN/br-d03/1909	-0.00331632116003146	-0.00312395532353959	church	NN	church_of_england%1:14:00::	B	B	F	 <font color="green"></font> 
church/NN/br-d03/2097	-0.00332484171127439	-0.00315070804485649	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d03/2336	-0.00331073958663059	-0.00313161494078408	church	NN	catholic_church%1:14:00::	D	D	B	 <font color="green"></font> 
church/NN/br-d03/2341	-0.00331897937117927	-0.00312230974049228	church	NN	church%1:14:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d03/721	-0.00332259759776859	-0.00312236580933966	church	NN	church%1:06:00::	B	B	C	 <font color="green"></font> 
church/NN/br-d03/862	-0.00331718448572777	-0.00312214692759197	church	NN	church_of_england%1:14:00::	B	B	F	 <font color="green"></font> 
church/NN/br-d03/883	-0.00331828277713002	-0.00312444196089403	church	NN	church_roll%1:10:00::	C	C	E	 <font color="green"></font> 
church/NN/br-d03/899	-0.00331956623902404	-0.00313019568400147	church	NN	church_of_england%1:14:00::	B	B	F	 <font color="green"></font> 
church/NN/br-d03/945	-0.00333305563532427	-0.00313720887749177	church	NN	church_of_england%1:14:00::	B	B	F	 <font color="green"></font> 
church/NN/br-d04/56	-0.00331472514828449	-0.00312924927476465	church	NN	church_father%1:18:00::	A	A	A	 <font color="green"></font> 
church/NN/br-d05/1163	-0.00332819586945729	-0.00314760905107648	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-d06/2048	-0.00333098872699455	-0.0031389979272367	church	NN	NA	E	E	NA	 <font color="green"></font> 
church/NN/br-d06/2174	-0.00333705138870012	-0.00313462701532692	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d07/1408	-0.0033222617737454	-0.00313446678298515	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-d07/216	-0.00332667119309609	-0.00313688221536017	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/1044	-0.00332627860080527	-0.0031254467059886	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/1054	-0.00332755801867052	-0.00312835918020019	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/1061	-0.00332397460290513	-0.00315010959350495	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/1260	-0.0033195823666813	-0.0031424686568835	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/1619	-0.00331215891745926	-0.00313360163925682	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/1641	-0.00332181159420796	-0.00313487472461893	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/1829	-0.00332694641210784	-0.00314509023676184	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/2026	-0.00332053448120363	-0.00314340028984822	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/2040	-0.00332176611598756	-0.00314456245439648	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/2084	-0.00333122585847558	-0.00313304430947736	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d09/2174	-0.00332546774083574	-0.00312503997987126	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/724	-0.00333013037242768	-0.00312719881445348	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/731	-0.00331256094162046	-0.00313249143175764	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/742	-0.003322203316634	-0.0031267597766889	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/749	-0.00333426970250694	-0.00314327335364883	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/775	-0.00331147588106532	-0.00313253413165457	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/825	-0.00331281556240616	-0.0031339121996538	church	NN	NA	D	D	NA	 <font color="green"></font> 
church/NN/br-d09/837	-0.0033233094790784	-0.00312583050920064	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d09/935	-0.00332718049430933	-0.00312504389072867	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d10/1913	-0.003321292366442	-0.00312407120892457	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d10/2166	-0.00332478506796757	-0.00314720663836322	church	NN	NA	B	B	NA	 <font color="green"></font> 
church/NN/br-d10/2187	-0.00332202924586973	-0.0031370839639536	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d12/1462	-0.00331364555138137	-0.00312637794363616	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d12/233	-0.00332505973482969	-0.00313704478961388	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d12/976	-0.00332919807882171	-0.00312556231159739	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d14/209	-0.00332381716885991	-0.00312605106075296	church	NN	NA	A	A	NA	 <font color="green"></font> 
church/NN/br-d14/234	-0.00331516779641696	-0.00313213746665927	church	NN	NA	C	C	NA	 <font color="green"></font> 
church/NN/br-d14/410	-0.00333694719735617	-0.00313052335954818	church	NN	NA	A	A	NA	 <font color="green"></font> 
