id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight	weighted.cues_ratio	weighted_cw
church/NN/br-a01/2073	-0.208605799573412	0.0509953236705315	church	NN	press_reportage	press	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	1.98135867922616	0	4
church/NN/br-d02/1641	0.0983005605685757	-0.122242349479632	church	NN	religion	religion	B	B	AB	AB	church%1:14:00::	B	B	AB	AB	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity	2	1	2.83709208603536	0.5	3
church/NN/br-d02/786	-0.0719962380027681	-0.174704410715005	church	NN	religion	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear	3	0	2.80427872843094	0	3
church/NN/br-d03/1080	-0.0156400776406479	-0.112016741746236	church	NN	religion	religion	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good	2	1	2.00657827103671	0.5	4
church/NN/br-d03/1350	-0.0706038760238631	-0.0317365225924986	church	NN	religion	religion	E	E	DE	CDE	church%1:06:00::	D	D	DE	CDE	 as women in church, and to hear almost everyone in <font color=green>church</font>  congregations reciting the Latin prayers and responses at Mass. They	5	4	2.38683051126652	0.8	10
church/NN/br-d03/2341	-0.0747934110525674	-0.0260030584497506	church	NN	religion	religion	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.	2	1	3.17197210239365	0.5	5
church/NN/br-d03/721	-0.0896092500377285	0.0808647772733137	church	NN	religion	religion	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	2.78913174830542	0	3
church/NN/br-d03/883	-0.102206177597844	0.218529360938217	church	NN	religion	religion	C	C	C	CDE	church_roll%1:10:00::	C	C	C	CDE	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized	4	3	2.546047912838	0.75	3
church/NN/br-d03/899	-0.108588738392753	0.0374760795632639	church	NN	religion	religion	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	3	2	2.81517574053193	0.666666666666667	3
church/NN/br-d04/56	-0.0676533114202179	-0.0804059837340798	church	NN	religion	religion	A	A	AB	AB	church_father%1:18:00::	A	A	AB	AB	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal	4	6	2.34356615272605	1.5	6
