id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
church/NN/br-a01/2073	-0.104616737294282	0.0352157242505378	church	NN	church%1:04:00::	E	E	E	CDE	DE	CDE	DE	E	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we
church/NN/br-a07/1303	0.0222826698823269	-0.0300300185478939	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question
church/NN/br-a07/1325	0.0740913451278608	0.0185743085104047	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a
church/NN/br-a10/1940	0.10132675799638	0.0227430015713662	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine
church/NN/br-a17/1770	-0.0500876117122988	-0.0288903791876329	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.
church/NN/br-a17/2228	-0.0558313895378157	-0.0166257497719907	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for
church/NN/br-a22/1283	-0.0979298410315686	-0.0411664871327586	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at
church/NN/br-a31/1395	-0.242537120499674	0.0285937097908297	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth
church/NN/br-a31/1842	-0.062267466480491	-0.180330974480859	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of
church/NN/br-a31/2120	-0.0646423677364713	0.00827418601984058	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7
church/NN/br-a31/2172	-0.125673271621831	0.0410393047211213	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 service marking National Family Week. Every family of Riviera Presbyterian <font color=green>Church</font>  has been asked to read the Bible and pray together
church/NN/br-b08/1871	-0.0541139027846465	0.0137141082165376	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man
church/NN/br-b08/1912	0.0345589217003574	-0.000212842528841622	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young
church/NN/br-b08/2245	0.0437092263101683	-0.14975277175956	church	NN	Z	E	E	Z	CDE	DE	Z	Z	Z	 them to bestow saintliness upon us in return for ostentatious <font color=green>church</font>  attendance and a few bucks a week, American cash. If
church/NN/br-b12/2009	0.00427197699716379	0.0477015865666584	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This
church/NN/br-b12/2115	-0.0564497732920317	0.0468014479504691	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible
church/NN/br-b12/2217	-0.00495413829616176	-0.0216429251624082	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist
church/NN/br-b15/1190	-0.212533938401689	-0.125946453822908	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to
church/NN/br-b24/1259	0.028138411531606	0.0384640689733841	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 or less native. Sometimes they get their initial experience in <font color=green>church</font>  haflis, conducted by Lebanese and Syrians in the U. S.
church/NN/br-d02/706	-0.00611338318022855	0.0415869945799761	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be
church/NN/br-d02/786	-0.0016224133230629	0.0781281738703997	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear
church/NN/br-d02/923	0.197657711566667	0.198506257499133	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 for accomplishing his work in the world. by analogy, the <font color=green>church</font>  also has been regarded as entirely independent of the`` world
church/NN/br-d02/949	0.172869538625956	-0.0629444607524418	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need
church/NN/br-d03/2341	-0.0146420140963857	-0.0153983717146688	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 Christian unity at a Catholic church in Slough during the <font color=green>Church</font>  Unity Octave.
