id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
church/NN/br-a07/1325	-0.0016389706920915	-0.00146877872637064	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a
church/NN/br-a07/1487	-0.00163695439631047	-0.00146769022190723	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps
church/NN/br-a10/1754	-0.00164134252493627	-0.00147150345638144	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 one out of three Americans has vital contact with the <font color=green>church</font> . This means that more than 100 million have no vital
church/NN/br-a10/1769	-0.00163316849752526	-0.00148089341092606	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the
church/NN/br-a10/1940	-0.00164332066795202	-0.00147374356976508	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine
church/NN/br-a16/453	-0.00163607365093849	-0.00148869932850079	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak
church/NN/br-a22/1206	-0.00164622546259348	-0.00146471371446106	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John
church/NN/br-a22/307	-0.00164586766380037	-0.00147018149609598	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the
church/NN/br-a31/2241	-0.00164738060892397	-0.00146457354901947	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 40 and 11 a. m. Sunday. New officers of the <font color=green>church</font>  will be ordained and installed at the 7: 30 p.
church/NN/br-b08/1871	-0.00164490257720353	-0.00147838599354496	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 a decade of service to this majestic church.`` Such a <font color=green>church</font>  needs vigor and vitality in its rector and one man
church/NN/br-b08/1912	-0.00163896739874183	-0.00148166190498585	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young
church/NN/br-b08/2063	-0.00164210792943816	-0.00147467289577808	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 gives himself to God and to the believers of his <font color=green>church</font>  takes upon himself a life of giving. He does not
church/NN/br-b08/2245	-0.00163686496369798	-0.0014809701649709	church	NN	Z	E	E	Z	CDE	DE	Z	Z	Z	 them to bestow saintliness upon us in return for ostentatious <font color=green>church</font>  attendance and a few bucks a week, American cash. If
church/NN/br-b08/2363	-0.00161843189002703	-0.00146635316028132	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 through him. But how little love we give him. The <font color=green>church</font>  truly is not a rest home for saints, but a
church/NN/br-b08/834	-0.00163786036204367	-0.00147773103237921	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 agreement. I settled it tonight'', he continued.`` I leave this <font color=green>church</font>  with a feeling that a great weight has been lifted
church/NN/br-b12/2009	-0.00163490234580272	-0.00145384783061507	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This
church/NN/br-b12/2115	-0.00164912745227486	-0.00146047748267712	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible
church/NN/br-b12/2226	-0.00162014969383537	-0.00149223949248403	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in
church/NN/br-b12/2235	-0.00162795455877926	-0.00145310935646545	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of
church/NN/br-b15/1190	-0.00164183379002922	-0.00141199232236167	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to
church/NN/br-b18/1829	-0.00164254437424094	-0.00147942227486799	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 the Women 's Association of the Trumbull Ave. United Presbyterian <font color=green>Church</font> , considerable use was made of material from The Detroit News
church/NN/br-d02/1641	-0.00163087410626431	-0.00145740807171562	church	NN	church%1:14:00::	B	B	B	AB	AB	AB	AB	B	 concerned to stand squarely within the tradition of the apostolic <font color=green>church</font> , they have exhibited no willingness whatever to sacrifice their modernity
church/NN/br-d02/706	-0.00163622445320655	-0.00148562484955313	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be
church/NN/br-d02/786	-0.00161680427740424	-0.00146586532613009	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 longer afford the luxury of such smug indignation? Can the <font color=green>church</font>  risk assuming that the`` folly'' of men is as dear
church/NN/br-d02/877	-0.00163545600951421	-0.00148459428565587	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather
