id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
church/NN/br-a07/1303	-0.0600902897801057	-0.00647889879876869	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question
church/NN/br-a07/1325	0.0221012802731221	-0.155250061108935	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a
church/NN/br-a07/1487	0.163256250621592	-0.0474179880652837	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps
church/NN/br-a17/2233	-0.140012240089062	0.0346594265472719	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday
church/NN/br-a22/1206	-0.325981707681685	0.346819714462026	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John
church/NN/br-b12/2115	-0.335798543960073	-0.108520379159046	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible
church/NN/br-b12/2217	-0.04753792922055	0.0264682707778805	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 of a joint committee made up of representatives of the <font color=green>Church</font>  of England, Church of Scotland, Methodist Church, Congregational Union, Baptist
church/NN/br-b12/2226	-0.11174911948337	0.0107055782437168	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 representatives of the Church of England, Church of Scotland, Methodist <font color=green>Church</font> , Congregational Union, Baptist Union, Presbyterian Church of England, Churches in
church/NN/br-b15/1190	-0.44704048207411	0.0147726789878906	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 El; Rev. DeWitt Clemens, pastor of the Mathewson Street Methodist <font color=green>Church</font> ; Mr. Felix Miranda, of the Imperial Knife Co.; and to
church/NN/br-b24/1259	0.0316845693902979	0.0838904978985624	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 or less native. Sometimes they get their initial experience in <font color=green>church</font>  haflis, conducted by Lebanese and Syrians in the U. S.
church/NN/br-d02/877	-0.185948608923092	-0.041716151064734	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 precarious? There is an ancient and venerable tradition in the <font color=green>church</font> ( which derives, however, from the heritage of the Greeks rather
church/NN/br-d03/1871	-0.114393157462364	-0.0361876365842113	church	NN	catholic_church%1:14:00::	B	B	B	AB	AB	AB	AB	B1	 the Sunday Observer implies a kindly recognition that the Catholic <font color=green>Church</font>  is now at least of equal stature in England with
church/NN/br-d03/2097	-0.127266851307966	-0.0103482964346917	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 Canterbury. The good feeling which exists between these two important <font color=green>church</font>  figures is now well known in England. The Holy Sacrifice
church/NN/br-d03/883	-0.189281307262371	-0.165090539989935	church	NN	church_roll%1:10:00::	C	C	C	CDE	C	CDE	C	C	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized
church/NN/br-d04/56	-0.163714686571729	-0.0947753500033694	church	NN	church_father%1:18:00::	A	A	A	AB	AB	AB	AB	A	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal
church/NN/br-d05/1163	-0.153272077986935	0.246453801673953	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 Parker as the ultra-liberal minister within the pale of a <font color=green>church</font>  which had proclaimed itself the repository of liberality poses a
church/NN/br-d07/1408	-0.295904884951203	-0.0822413455760514	church	NN	Z	D	D	Z	CDE	DE	Z	Z	Z	 then jumped; she was fatally injured. The entrance to a <font color=green>church</font>  has been walled up, so that the congregation, most of
church/NN/br-d09/1044	-0.101919591822381	0.0182189628877205	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 such topics as:`` What Christ Means to Me'',`` What the <font color=green>Church</font>  Means to Me'',`` Why Join the Church'',`` The Duties of
church/NN/br-d09/1054	-0.0424466585627859	0.0196899905983004	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 Me'',`` What the Church Means to Me'',`` Why Join the <font color=green>Church</font> '',`` The Duties of Church Members'', etc.. Assign a series of
church/NN/br-d09/1061	-0.0424466585627859	0.0196899905983004	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 Means to Me'',`` Why Join the Church'',`` The Duties of <font color=green>Church</font>  Members'', etc.. Assign a series of catechism questions to be
church/NN/br-d09/1641	-0.070011777840679	0.0750559396417113	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 fellowship luncheon or dinner with new members as guests. The <font color=green>church</font>  is`` the family of God''. The members of the`` family
church/NN/br-d09/2040	-0.0860477268442436	-0.288162913410516	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 alerted to their part in this dynamic process. If the <font color=green>church</font>  has followed the plan of cultivation of prospects and carried
church/NN/br-d09/2174	-0.0446681092379113	0.0727678168763817	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 members. The new members justifiably expect some things from their <font color=green>church</font>  family:
church/NN/br-d09/731	-0.0399349846832801	-0.00833362641246157	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 activities of the local church. The lay leadership of the <font color=green>church</font>  may be invited to speak on the various phases of
church/NN/br-d09/749	-0.0388802267597975	-0.0107839732770624	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 on the various phases of church life, service opportunities, the <font color=green>church</font>  school, missions, men 's work, women 's work, youth program
church/NN/br-d10/2166	-0.234957885481359	-0.101382849792449	church	NN	Z	B	B	Z	AB	AB	Z	Z	Z	 the Christian claim is of considerable significance. The Roman Catholic <font color=green>Church</font>  has excommunicated one of its priests, Father Feeney, for insisting
church/NN/br-d10/2187	-0.296907200908301	-0.125074744628855	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 for insisting that there is no salvation outside the visible <font color=green>church</font> . In mentioning this under`` salvation reconsidered'' I do not mean
church/NN/br-d14/209	-0.114702489445173	-0.0474816393132471	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 of churches. Presumably those who did not have a formal <font color=green>church</font>  connexion had also felt the influence of Christianity to a
church/NN/br-d14/410	-0.0235192766325063	-0.00645920296183347	church	NN	Z	A	A	Z	AB	AB	Z	Z	Z	 be absurd. For instance, we cannot know whether even for <font color=green>church</font>  members the degree of conformity to Christian standards of morality
church/NN/br-d14/446	-0.0828472245098291	0.0425454685984955	church	NN	Z	C	C	Z	CDE	C	Z	Z	Z	 The temptation is to say that, as the percentage of <font color=green>church</font>  members mounted, the degree of discipline exercised by the churches
