id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text
country/NN/br-a06/106	-0.10837777866348	-0.0818484797952684	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 Westfield Young Democratic Club cocktail party at the Scotch Plains <font color=green>Country</font>  Club. It was greeted with a chorus of boos by
country/NN/br-a17/346	-0.10837777866348	-0.0818484797952684	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 will be a stag dinner Friday evening at the Denver <font color=green>Country</font>  Club which will precede the opening of the 1961 golf
country/NN/br-a18/1063	-0.163956936096559	-0.112600724196879	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 Mrs. John Charles Cotty is chairman of publicity for the <font color=green>country</font>  fair and Mrs. Francis G. Felske and Mrs. Francis Smythe
country/NN/br-a18/1123	-0.10837777866348	-0.0818484797952684	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 exhibit and sale of paintings and sculpture at the Philmont <font color=green>Country</font>  Club on April 8 and 9. A preview party for
country/NN/br-a18/24	-0.0807601729631206	-0.0269822036603759	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 of the Thrift Shop Committee for May 6 at Philmont <font color=green>Country</font>  Club. The women have a reputation for giving parties that
country/NN/br-a18/734	-0.10837777866348	-0.0818484797952684	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 contributions may be made there will be facilities at Philmont <font color=green>Country</font>  Club for those who would like to bring the bundles
country/NN/br-a20/641	-0.193012634240477	0.158373979392588	country	NN	press_reportage	B2	B	B23	B	Z	Z	Z	Z	Z	 and the two civil servants the recipients for selling their <font color=green>country</font>  's secrets. The fact that secrets of the Dreadnought, and
country/NN/br-a26/490	-0.0570175104905665	-0.152198605012015	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 price would be quoted regularly in newspapers all over the <font color=green>country</font> . He was also pleased with the wide distribution because he
country/NN/br-a29/2062	-0.0644203177523537	-0.0565845510945461	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 weekend they have reserved the entire Stagecoach Inn and adjoining <font color=green>country</font>  club, Saledo, for festivities. Invitations have been extended to some
country/NN/br-a29/2109	-0.10837777866348	-0.0818484797952684	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 The get-together Friday night will be a banquet at the <font color=green>country</font>  club patio and pool, and an orchestra will play for
country/NN/br-a30/1777	-0.0591478572093636	0.0696609575764734	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 Longinotti. Newcomers of social note from other parts of the <font color=green>country</font>  are the Ray Carbones, formerly of Panama; the Geddes MacGregors
country/NN/br-a30/292	-0.10837777866348	-0.0818484797952684	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 three-building complex. Fall foliage and flowers will decorate Los Angeles <font color=green>Country</font>  Club for the annual formal party Saturday evening. More than
country/NN/br-a30/380	-0.10837777866348	-0.0818484797952684	country	NN	press_reportage	A	A	A	A	Z	Z	Z	Z	Z	 A. Swim celebrated his 75 th birthday at the Wilshire <font color=green>Country</font>  Club, guests came by chartered plane from all over the
country/NN/br-a41/1455	-0.0349019458101228	-0.226026243859988	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 the thousands of Belgian civilians who had remained in the <font color=green>country</font> . The Belgian government decided to act, and on July 10
country/NN/br-a41/2101	0.21090855741509	0.162369097572622	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 Tshombe, holds 65% of the mineral wealth of the entire <font color=green>country</font> . From October 1960 to February 1961, the U. N. forces
country/NN/br-a44/235	-0.0591478572093636	0.0696609575764734	country	NN	press_reportage	B1	B	B14	B	Z	Z	Z	Z	Z	 to supplement their annual funds. In some parts of the <font color=green>country</font> , however, a co-operative movement has begun to grow, under the
country/NN/br-b01/1784	-0.164632645744501	0.0184265826270996	country	NN	press_editorial	B2	B	B23	B	Z	Z	Z	Z	Z	 character. Tardily the Government here came to understand how this <font color=green>country</font>  's own reputation was tarnished by the association with repression
country/NN/br-b05/482	-0.206565482832524	0.0923505281723519	country	NN	press_editorial	B	B	B14	B	Z	Z	Z	Z	Z	 for world trade as a condition of national survival, this <font color=green>country</font>  can have little patience with labor 's family feuds. The
country/NN/br-b27/1218	-0.0591478572093636	0.0696609575764734	country	NN	press_editorial	B1	B	B14	B	Z	Z	Z	Z	Z	 if this is the situation in other parts of the <font color=green>country</font> ; apparently it is not. It also happened with the Inauguration
country/NN/br-c14/2215	-0.0570175104905665	-0.152198605012015	country	NN	press_reviews	B	B	B14	B	Z	Z	Z	Z	Z	 particular type of music or the music of a given <font color=green>country</font> . It is commendable that a regularly scheduled hour is set
country/NN/br-c15/2033	-0.32520933569715	-0.387195260334631	country	NN	press_reviews	A1	A	A	A	Z	Z	Z	Z	Z	 buoys in dozens of frostbite races. Some pleasant fall cruising <font color=green>country</font>  is mapped out below. Pleasure boating is just scooting into
country/NN/br-d14/772	-0.141664488333583	0.399854260932284	country	NN	religion	B4	B	B14	B	Z	Z	Z	Z	Z	 the Protestantism of the nineteenth-century immigration. The ideals of the <font color=green>country</font>  were deeply indebted to the Protestantism of the older stock
country/NN/br-e06/1085	-0.3251643374521	-0.387220072144914	country	NN	skill_and_hobbies	B1	B	B14	B	Z	Z	Z	Z	Z	 making life easier for the growing boating population of the <font color=green>country</font> ; and to making the owning of a boat simpler. There
