id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
country/NN/br-a04/1253	-0.0356400312097251	-0.00365370114852092	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a05/1184	0.0278557288879885	-0.00955776695028634	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a06/106	-0.265225326233495	-0.129477872795894	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a07/1688	0.00876529440353826	-0.0160400082774666	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-a08/443	-0.0209341061501784	-0.00654567243316278	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a10/426	0.124100562512895	-0.022789758614169	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a10/460	0.116668412116753	0.0925257967613062	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a16/837	-0.195889544521077	-0.0228398951400742	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a17/346	-0.206190039948744	-0.0907640398069679	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/1063	-0.121477151789697	0.166248761468984	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/1123	-0.210274846415482	-0.113851212287622	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/24	-0.188075378081686	-0.0984867572836116	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/734	-0.181996097425077	-0.118063337882047	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a20/641	-0.00921410617815911	-0.00820329359948117	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-a26/490	-0.0981171059144537	-0.0343154257456495	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a27/436	0.0256438174807932	0.0522779898085702	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-a28/645	-0.00610285907449843	-0.0785693050607604	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a29/2062	-0.17641114028056	-0.0824028075033037	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a29/2109	-0.348629612322194	-0.136786905911344	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a30/1777	-0.030493804122215	0.136932604559026	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a30/292	-0.211147839921545	-0.10940706890143	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a30/380	-0.213577479414412	-0.07438611174999	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a30/392	-0.180205956898341	0.0332250140725719	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a32/320	-0.0237308049774554	0.0489456896703363	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a33/1449	-0.0129734137511174	-0.0204991231257073	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a33/399	-0.0200910227309929	-0.0270407663991603	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a33/754	-0.0470356044320048	0.100579712281849	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a35/813	0.163890969130048	0.00737046755529827	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a41/1107	-0.00761346282551084	-0.0433823338058231	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-a41/1455	-0.000647513500378851	-0.0218026812341813	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a41/1497	-0.0716751115265151	0.113846300832141	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-a41/2101	-0.0388841558447236	-0.0535355053962944	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a41/342	0.0288742661403777	-0.0289865699784412	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-a44/2146	0.0882762441833789	0.0266220823368676	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a44/235	-0.0113000340881795	0.0150875774505725	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b01/1647	-0.00144561153344612	-0.226661821174042	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b01/1784	-0.0473113706429749	0.0494474137254103	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b01/774	0.0317401913033773	0.0174173624911968	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b02/2021	0.00486726302307805	0.0348098438666539	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-b05/2003	-0.0107254831784669	-0.03254603823026	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b05/2202	-0.0397789995622609	0.0695491469512598	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-b05/482	0.0182754393544833	-0.00226554752356575	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-b05/98	0.0376199635038247	0.0257938060694887	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b09/110	-0.443139804901127	0.124010797379703	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-b10/2098	-0.0667758005957649	-0.00384553514866107	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/138	-0.119377846692289	0.000158851076783384	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/1896	-0.0144738493082494	0.0363223748600481	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/1989	-0.0205028128864313	0.000511940571049766	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/2098	-0.0442114238389251	-0.0827033585292238	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b15/1451	-0.124692468635654	0.0339756265398506	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b16/1464	0.0369862756041338	0.0513046288308391	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b16/2025	0.023537766575006	0.0428784233245036	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b16/284	0.0819652905604026	-0.0364312618328974	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-b16/85	0.0829951964745071	-0.0496938160944341	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b17/1988	-0.0285376230745365	0.029113671568521	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b18/873	0.00425827595299085	0.0232145481177361	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b19/286	0.0696320794427678	0.0115452686013283	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b20/2202	0.0427027599409214	-0.0130095686691278	country	NN	country%1:14:00::	B2	B	D	 <font color="green"></font> 
country/NN/br-b20/308	0.0668679848476517	-0.0153926630533644	country	NN	country%1:15:00::	B4	B	B	 <font color="green"></font> 
country/NN/br-b21/1131	-0.0362834221248246	0.0261095320285917	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b21/1487	0.114898644058448	0.157253880572582	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b21/49	0.0290809983194261	0.345498706475559	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b23/2111	0.201771956136972	0.0839281796822464	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b24/1149	-0.183655315661066	-0.105512196215215	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b25/328	-0.028283259976338	-0.0341640512425571	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b26/178	-0.00327458307884814	0.0733210181429537	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b27/1175	-0.151753715263298	0.0433678373467429	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b27/1218	-0.0330901425579058	0.102509651992637	country	NN	NA	B1	B	NA	 <font color="green"></font> 
