id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
state/JJ/br-d12/2233	-0.000821432694979829	-0.000579872107421969	state	JJ	NA	NA	NA	NA	 <font color="green"></font> 
state/JJ/br-e31/1555	-0.000832742351793588	-0.000584161719628695	state	JJ	state%5:00:02:public:00	A2	A	K	 <font color="green"></font> 
state/JJ/br-g17/2159	-0.000828020635805743	-0.000585874651924366	state	JJ	state%5:00:02:public:00	A2	A	K	 <font color="green"></font> 
state/JJ/br-g17/2327	-0.000816702011650138	-0.000579001426132405	state	JJ	state%5:00:02:public:00	A2	A	K	 <font color="green"></font> 
state/JJ/br-g23/486	-0.000827579794940367	-0.000579865764248528	state	JJ	state%5:00:02:public:00	A2	A	K	 <font color="green"></font> 
state/JJ/br-h14/1724	-0.000819294908784364	-0.000581775690690899	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-h14/1730	-0.000825498281146011	-0.000587446445084021	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-h14/1875	-0.000817398950089916	-0.000576841191319486	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-h14/360	-0.000816472271675411	-0.000576808333552945	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-h14/533	-0.000828040490204973	-0.000586764327833051	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-h14/747	-0.000829282281725763	-0.000584285369172131	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-h15/1500	-0.000823291611688434	-0.000585538869310906	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-j38/1590	-0.000831812082503951	-0.000584094230576202	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-j38/441	-0.000821975130137373	-0.000578104768185845	state	JJ	state%5:00:02:public:00	A3	A	K	 <font color="green"></font> 
state/JJ/br-j38/86	-0.000825611020996821	-0.000587807284466555	state	JJ	state%5:00:02:public:00	A1	A	K	 <font color="green"></font> 
state/JJ/br-l14/977	-0.000820261823644025	-0.000583712554069364	state	JJ	state%5:00:02:public:00	A2	A	K	 <font color="green"></font> 
state/JJ/br-p02/136	-0.000819058091951802	-0.000583363658374242	state	JJ	NA	NA	NA	NA	 <font color="green"></font> 
state/NN/br-a01/1049	-0.00082454341374044	-0.000583569718469998	state	NN	state%1:15:01::	A3	A	A	 <font color="green"></font> 
