id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
church/NN/br-d02/706	-0.102299097913352	-0.067732948215288	church	NN	church%1:14:00::	A	A	B	AB	AB	AB	AB	B	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be
church/NN/br-d03/1080	-0.0999139339267605	-0.136543011203946	church	NN	church%1:04:00::	E	E	E	CDE	DE	CDE	DE	E	 phenomenon of redundancy is that fewer Protestants are going to <font color=green>church</font> . It should be admitted, too, that there is a good
church/NN/br-d03/1342	-0.060035709640258	-0.0131958086199505	church	NN	church%1:06:00::	E	E	D	CDE	DE	CDE	DE	D	 my experience to find as many men as women in <font color=green>church</font> , and to hear almost everyone in church congregations reciting the
church/NN/br-d03/721	-0.280415251069206	0.0734651194375071	church	NN	church%1:06:00::	B	B	D	AB	AB	CDE	DE	D	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as
church/NN/br-d03/862	-0.0271343007695404	0.0136816715795703	church	NN	church_of_england%1:14:00::	B	B	B	AB	AB	AB	AB	B2	 to a newspaper report of the 1961 statistics of the <font color=green>Church</font>  of England, the`` total of confirmed members is 9748000, but
church/NN/br-d03/883	-0.142541925412329	-0.261015470448785	church	NN	church_roll%1:10:00::	C	C	C	CDE	C	CDE	C	C	 is 9748000, but only 2887671 are registered on the parochial <font color=green>church</font>  rolls'', and`` over 27 million people in England are baptized
church/NN/br-d03/945	-0.0214152003524757	0.0175768617171365	church	NN	church_of_england%1:14:00::	B	B	B	AB	AB	AB	AB	B2	 than an Archbishops' Commission`` reported last month that in the <font color=green>Church</font>  of England alone there are 790 churches which are redundant
church/NN/br-d04/56	-0.12211119845379	-0.103247270014578	church	NN	church_father%1:18:00::	A	A	A	AB	AB	AB	AB	A	 Jesus Christ the unique and the universal concur. Perhaps no <font color=green>church</font>  father saw this concurrence of the unique and the universal
church/NN/br-f15/754	-0.0436153967852402	-0.1410092261957	church	NN	roman_catholic_church%1:14:00::	B	B	B	AB	AB	AB	AB	B1	 disagree over the methods to be used. The Roman Catholic <font color=green>Church</font>  sanctions only abstention or the rhythm method, also known as
church/NN/br-f15/882	-0.0708372495678741	-0.0728735453647847	church	NN	roman_catholic_church%1:14:00::	A	A	B	AB	AB	AB	AB	B1	 the teachings of the fathers and doctors of the early <font color=green>Church</font> , the unbroken tradition of nineteen centuries, the decisions of the
church/NN/br-f44/1076	-0.0617380415627467	-0.105383881812779	church	NN	church%1:14:00::	C	C	B	CDE	C	AB	AB	B	 and economic level of the congregation; the mission of the <font color=green>church</font>  is actually a process of informal co-optation; the lay ministry
church/NN/br-f44/1122	-0.014874828529311	-0.0533845553867294	church	NN	church%1:14:00::	D	D	B	CDE	DE	AB	AB	B	 process of co-optation so long as the environs of the <font color=green>church</font>  provide a sufficient pool of people who can fit the
church/NN/br-f44/1285	-0.0254551002216588	-0.0694041185319162	church	NN	church%1:14:00::	C	C	B	CDE	C	AB	AB	B	 co-optation is the principal form of mission in the contemporary <font color=green>church</font> ; economic integration and co-optation are the two methods by which
church/NN/br-f44/1618	-0.0120862806732232	-0.085446477502698	church	NN	church%1:14:00::	C	C	B	CDE	C	AB	AB	B	 in the metropolis. It now becomes evident that the denominational <font color=green>church</font>  is intimately involved with the economy of middle-class culture, for
church/NN/br-f44/368	-0.0205027920357217	-0.01213336054862	church	NN	church%1:14:00::	C	C	B	CDE	C	AB	AB	B	 they can lose higher- and lower status members from the <font color=green>church</font>  without collapsing, but they need adequate recruits for the core
church/NN/br-f44/924	-0.0394673977057153	-0.0138837786302687	church	NN	church%1:14:00::	C	C	B	CDE	C	AB	AB	B	 with friendly members the`` contacts with an organization of the <font color=green>church</font> ''( 11.2 per cent of the cases), then a substantial two
church/NN/br-f44/986	-0.0552893717514237	-0.0251424167208055	church	NN	church%1:14:00::	C	C	B	CDE	C	AB	AB	B	 people; the new people respond in kind by joining the <font color=green>church</font> . Missionary outreach by friendly contact looks somewhat different when one
