id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
state/JJ/br-d12/2233	-0.00145578491090162	-0.00186845071682731	state	JJ	NA	NA	NA	NA	 the narrow sense of skillfulness in meeting a client 's <font color=green>stated</font>  needs as already noted? Our faculty and students pressed this
state/JJ/br-e21/1143	-0.00145507205156219	-0.00184733890803249	state	JJ	state%5:00:02:public:00	A2	A	K	 which the area is blessed. Just as the national and <font color=green>state</font>  parks place emphasis on features which are of national or
state/JJ/br-e21/1154	-0.00145516581746393	-0.00185169392607093	state	JJ	state%5:00:01:public:00	A3	A	K	 parks place emphasis on features which are of national or <font color=green>state</font>  significance, counties should seek out these features which are distinctive
state/JJ/br-e31/651	-0.00147202452350928	-0.0018474273216368	state	JJ	state%5:00:02:public:00	A3	A	K	 the shooting development program have proudly participated in over 53 <font color=green>state</font>  and regional workshops, at which hundreds of school administrators, teachers
state/JJ/br-g23/486	-0.00146387528781272	-0.00186405405848508	state	JJ	state%5:00:02:public:00	A2	A	K	 The writer took a class of college students to the <font color=green>state</font>  hospital for the mentally ill in St. Joseph, Missouri. An
state/JJ/br-h11/1931	-0.00146507527078913	-0.00184898244782557	state	JJ	solid-state%5:00:02:solid:01	D	D	E	 addition to the basic programs in wavelength standards, spectroscopy, solid <font color=green>state</font>  physics, interactions of the free electron and atomic constants which
state/JJ/br-h11/1986	-0.00146981113547782	-0.00186085520705791	state	JJ	solid-state%5:00:02:solid:01	D	D	E	 the far infrared, the application of infrared techniques to solid <font color=green>state</font>  studies, and increased emphasis on high resolution instrumentation. Two data
state/JJ/br-h14/1724	-0.00137209422552733	-0.00184511873719383	state	JJ	state%5:00:02:public:00	A3	A	K	 in order to provide matching for the minimum( base) allotment, <font color=green>State</font>  funds had to equal 1954 State funds. Prior to and
state/JJ/br-h14/1730	-0.00142916308272976	-0.00186705332057308	state	JJ	state%5:00:02:public:00	A3	A	K	 the minimum( base) allotment, State funds had to equal 1954 <font color=green>State</font>  funds. Prior to and since 1960 the rest of the
state/JJ/br-h14/1763	-0.00145805897736355	-0.00186297726952231	state	JJ	state%5:00:02:public:00	A3	A	K	 fiscal capacity of the State, with a pivot of 40% <font color=green>State</font> ( or 60% Federal) participation in total program costs. The percentage
state/JJ/br-h14/1997	-0.00146086602151918	-0.00185762354840463	state	JJ	state%5:00:02:public:00	A3	A	K	 rates. The method used for computing the respective Federal and <font color=green>State</font>  shares in total program costs is specifically set forth in
state/JJ/br-h14/332	-0.00146664781289446	-0.00185928183604834	state	JJ	state%5:00:02:public:00	A3	A	K	 grants to the States on the basis of population, matching <font color=green>State</font>  expenditures on a 50 - 50 basis. Under P. L.
state/JJ/br-h14/533	-0.00146603275039253	-0.00184236021664444	state	JJ	state%5:00:02:public:00	A3	A	K	 the authorizations, appropriations, allotment base, Federal grants to States and <font color=green>State</font>  matching funds for this part of the grant program. In
state/JJ/br-h14/747	-0.001442395368407	-0.00183798907687896	state	JJ	state%5:00:02:public:00	A3	A	K	 State. The provisions are also designed to avoid disruption in <font color=green>State</font>  programs already in operation, which might otherwise result from the
state/JJ/br-j38/1590	-0.00147846819656297	-0.00184913991799223	state	JJ	state%5:00:02:public:00	A3	A	K	 Federal effort to provide research and information to help guide <font color=green>state</font>  education departments and local school boards in existing programs. A
state/JJ/br-j38/441	-0.0014721468807289	-0.00184774972780097	state	JJ	state%5:00:02:public:00	A3	A	K	 enrolled in courses organized under two special programs administered by <font color=green>state</font>  and local school authorities:( 1) Vocational Education for National Defense
state/JJ/br-j38/86	-0.00146766883916895	-0.00185507229421913	state	JJ	state%5:00:02:public:00	A1	A	K	 appropriation of$ 7 million to support, on a matching basis, <font color=green>state</font>  administered programs of vocational education in agriculture, trades, industrial skills
state/JJ/br-l14/977	-0.00147036104050794	-0.00188321926184249	state	JJ	state%5:00:02:public:00	A2	A	K	 modern, large, on five acres. Must have cost plenty. The <font color=green>State</font>  cops would check from time to time; pass word when
state/JJ/br-p02/136	-0.00140565745213461	-0.00189050872527429	state	JJ	NA	NA	NA	NA	 dry and comfortable and fed huge amounts of food at <font color=green>stated</font>  intervals and be carried to where she could watch activity
state/NN/br-a01/1835	-0.00146269309962987	-0.00185379208201851	state	NN	state%1:14:00::	A3	A	D	 education, provided that such funds be received and expended'' as <font color=green>state</font>  funds. Barber, who is in his 13th year as a
state/NN/br-a01/413	-0.0014661841319511	-0.00184316963789552	state	NN	state%1:15:01::	A4	A	A	 through the welfare departments of all the counties in the <font color=green>state</font>  with the exception of Fulton County, which receives none of
state/NN/br-a02/1454	-0.00144742105597259	-0.00186050136454819	state	NN	state%1:14:01::	A1	A	C	 would increase from$ 5000000 to$ 15000000 the maximum loan the <font color=green>state</font>  could make to a local water project. Cotten construed this
state/NN/br-a02/165	-0.00147493455248194	-0.001848352823365	state	NN	state%1:14:01::	A1	A	C	 the books`` since Texas was a republic''. It permits the <font color=green>state</font>  to take over bank accounts, stocks and other personal property
state/NN/br-a02/2003	-0.0014562273956466	-0.00185482251965978	state	NN	state%1:14:01::	A3	A	C	 62 session upon the recommendation of Supt. Chester O. Strickland. <font color=green>State</font>  and federal legislation against racial discrimination in employment was called
state/NN/br-a02/214	-0.00146563161781798	-0.00184407782886489	state	NN	state_treasurer%1:18:00::	A2	A	K	 companies and other corporations to report such property to the <font color=green>state</font>  treasurer. The escheat law cannot be enforced now because it
state/NN/br-a04/1848	-0.00144844482050749	-0.00185606971858265	state	NN	NA	A5	A	NA	 any more energy displayed after it was clear the United <font color=green>States</font>  would not back the pro-Western government to the hilt. If
state/NN/br-a04/536	-0.00146377081284147	-0.00183611539869715	state	NN	NA	C	C	NA	 with detailed application to individual danger spots. The Secretary of <font color=green>State</font>  himself, in his first speech, gave some idea of the
state/NN/br-a04/558	-0.00146012942651537	-0.00185843595605279	state	NN	NA	A5	A	NA	 the tremendous march of events inside and outside the United <font color=green>States</font>  that has preoccupied the new administration in the past four
state/NN/br-a04/583	-0.00147103825981745	-0.00184435079168195	state	NN	NA	C	C	NA	 where the core of NATO is concerned, the Secretary of <font color=green>State</font>  has not only reiterated the United States' profound attachment to
state/NN/br-a04/891	-0.00145858318780898	-0.00186399600688405	state	NN	NA	A5	A	NA	 in military actions on the ground in Laos. The United <font color=green>States</font> , State Department officials explain, now is mainly interested in setting
state/NN/br-a04/949	-0.00147092002177194	-0.00184427317388254	state	NN	NA	A5	A	NA	 countries attending the Geneva conference to achieve this. The United <font color=green>States</font>  hopes that any future Lao Cabinet would not become Communist
state/NN/br-a05/686	-0.00146427088579526	-0.00186357882637426	state	NN	NA	A1	A	NA	 Falls City Council on July 10 and sent to the <font color=green>state</font>  house by Miss Grant. The resolution urges the governor to
state/NN/br-a05/72	-0.00145520995141458	-0.00186108872453175	state	NN	NA	A1	A	NA	 Providence now has no civil defense program. Mr. Hawksley, the <font color=green>state</font>  's general treasurer, has been a part-time CD director in
state/NN/br-a05/888	-0.00146549730497668	-0.00186021091066225	state	NN	NA	A2	A	NA	 there be evidence they are shirking, he has said, the <font color=green>state</font>  police will step into the situation. There has been more
state/NN/br-a05/930	-0.0014525958196642	-0.00184212709139352	state	NN	NA	A5	A	NA	 Sunday sales laws. The statutes, similar in both the Bay <font color=green>State</font>  and Rhode Island and dating back in some instances to
state/NN/br-a06/1108	-0.00143419747529117	-0.00185167565458413	state	NN	NA	A4	A	NA	 an end to paper ballots in those counties in the <font color=green>state</font>  which still use them. The proposal, Sheets said, represents part
state/NN/br-a06/1152	-0.00145521047131424	-0.00185087325478982	state	NN	NA	A3	A	NA	 service word''. Sheets said that his proposed law would offer <font color=green>state</font>  financing aid for the purchase of voting machines, enabling counties
state/NN/br-a06/1193	-0.00147084824892572	-0.0018577974317079	state	NN	NA	A4	A	NA	 would ask for exclusive use of voting machines in the <font color=green>state</font>  by January, 1964. Although he pointed out that mandatory legislation
state/NN/br-a06/1356	-0.00145751415971417	-0.00186602418825207	state	NN	NA	A2	A	NA	 a lawyer. Jim Sheeran fits that description''. William J. Seidel, <font color=green>state</font>  fire warden in the Department of Conservation and Economic Development
state/NN/br-a06/1398	-0.00145427429754137	-0.00185352879335197	state	NN	NA	A4	A	NA	 a reduction in the number of forest fires in the <font color=green>state</font> . Seidel joined the department in 1925 as a division fire
state/NN/br-a06/1566	-0.00145510928325454	-0.00186256895822747	state	NN	NA	A4	A	NA	 pledge`` to carry the issues to every corner of the <font color=green>state</font> ''. He promised nearly 200 Democratic county committee members at the
state/NN/br-a06/1973	-0.00145807838232167	-0.00184668594536506	state	NN	NA	A1	A	NA	 provide$ 45 million for purchase of open land by the <font color=green>state</font> . The other$ 15 million is to be alloted to municipalities
state/NN/br-a06/2198	-0.00146134695370703	-0.00186421747144569	state	NN	NA	A2	A	NA	 remember the state committee by. There may be other 1961 <font color=green>state</font>  committee retirements come April 18, but they will be leaving
state/NN/br-a06/362	-0.00145117170304291	-0.00187378292757864	state	NN	NA	A3	A	NA	 campaign'', he said,`` because the primary is being waged on <font color=green>state</font>  issues and I will not be forced into re arguing
state/NN/br-a06/466	-0.00145295744857248	-0.00185953677659489	state	NN	NA	A4	A	NA	 industry. Mitchell decried the high rate of unemployment in the <font color=green>state</font>  and said the Meyner administration and the Republican-controlled State Senate
state/NN/br-a06/740	-0.00145873427644513	-0.00186457133749104	state	NN	NA	A5	A	NA	 overwhelmingly by the American people as president of the United <font color=green>States</font> , and who has been the symbol to the world of
state/NN/br-a06/854	-0.00147016364630627	-0.00184050282034803	state	NN	NA	A3	A	NA	 ahead of his GOP opponents for the gubernatorial nomination. Sandman, <font color=green>state</font>  campaign chairman for Jones, was addressing a meeting in the
state/NN/br-a07/592	-0.00147846302087076	-0.00185419887527926	state	NN	NA	A4	A	NA	 the visitor from the airport remarks that politicians in the <font color=green>state</font>  are`` all the same''.`` It 's' See Joe, see Jim
state/NN/br-a07/689	-0.00145544102006041	-0.00184182685877043	state	NN	NA	A4	A	NA	 Corruption is hardly a recent development in the city and <font color=green>state</font>  that were widely identified as the locale of Edwin O
state/NN/br-a07/751	-0.00146414074611155	-0.001849518514553	state	NN	NA	A3	A	NA	 construction of highways and other public works has brought on <font color=green>state</font>  and Federal investigations. And the election of President Kennedy has
state/NN/br-a07/773	-0.00145592922761528	-0.00185797264604515	state	NN	NA	A4	A	NA	 attracted new attention to the ethical climate of his home <font color=green>state</font> . A reader of the Boston newspapers can hardly escape the
state/NN/br-a08/1073	-0.00146983800089804	-0.00185398708439491	state	NN	NA	A	A	NA	 a session is the highly sensitive problem of cutting the <font color=green>state</font>  's congressional districts from six to five to eliminate one
state/NN/br-a08/1399	-0.00146178008280039	-0.00185106463300388	state	NN	NA	A3	A	NA	 way shortly to another vexing issue- that of finances in <font color=green>state</font>  government. The transition from segregation to finances might already be
state/NN/br-a08/2052	-0.00145967708093083	-0.00184757018684155	state	NN	NA	A3	A	NA	 steps to trim spending at the spring session of the <font color=green>state</font>  Legislature. This might be done to arouse those who have
state/NN/br-a08/428	-0.00146370879249217	-0.00185907808912045	state	NN	NA	A	A	NA	 avenue which saw marching soldiers from the War Between the <font color=green>States</font>  returning in 1865 is the National Archives building where hundreds
state/NN/br-a08/744	-0.00145870164828205	-0.00184941951410245	state	NN	NA	A	A	NA	 the past is worth very much in gazing into the <font color=green>state</font>  's immediate political future. This is largely because of the
state/NN/br-a08/766	-0.00145776990400638	-0.00185185986921806	state	NN	NA	A3	A	NA	 unpredictability of the man who operates the helm of the <font color=green>state</font>  government and is the elected leader of its two million
state/NN/br-a10/111	-0.00144977835165107	-0.00185349586298333	state	NN	NA	C	C	NA	 than aiding them economically, E. M. Martin, assistant secretary of <font color=green>state</font>  for economic affairs told members of the World Affairs Council
state/NN/br-a10/161	-0.0014760805599489	-0.00185061448649018	state	NN	NA	A5	A	NA	 Multnomah Hotel. He told some 350 persons that the United <font color=green>States</font> ' challenge was to help countries build their own societies their
state/NN/br-a10/334	-0.00146855982975518	-0.00185057632141734	state	NN	NA	A5	A	NA	 build'', he said. By leaving our doors open the United <font color=green>States</font>  gives other peoples the opportunity to see us and to
state/NN/br-a10/379	-0.00145484413667861	-0.00183431015252268	state	NN	NA	A5	A	NA	 patient'', the assistant secretary said. Economically, Martin said, the United <font color=green>States</font>  could best help foreign countries by helping them help themselves
state/NN/br-a10/916	-0.00147506095769878	-0.00185535144581757	state	NN	NA	B	B	NA	 to hold a public United Nations Day reception in the <font color=green>state</font>  capitol on Tuesday. His schedule calls for a noon speech
state/NN/br-a14/1611	-0.00144419659033332	-0.00188934716847065	state	NN	NA	A5	A	NA	 is Ray Ainsley, who achieved a 19 in the United <font color=green>States</font>  Open. Their secondary hero is another pro, Willie Chisholm, who
state/NN/br-a16/589	-0.00145322861934025	-0.00185555737986933	state	NN	NA	A5	A	NA	 club will fete George E. Barnes, president of the United <font color=green>States</font>  Lawn Tennis association, at a cocktail party and buffet supper
state/NN/br-a19/871	-0.00144872412159483	-0.00185761708326419	state	NN	NA	A3	A	NA	 the school boards in the State do not do so. <font color=green>State</font>  Senator Joseph A. Bertorelli( D., First Baltimore) had a stroke
state/NN/br-a20/1595	-0.0014531598198396	-0.00184855443852292	state	NN	NA	A5	A	NA	 grievances''.`` In the same five year period that the United <font color=green>States</font>  says they[ the detectives] were engaged in this conspiracy'', Sokol
state/NN/br-a20/1653	-0.00147298340452072	-0.00186518606586348	state	NN	NA	A5	A	NA	 mayor 's medal''. In opening, D. Arthur Connelly, assistant United <font color=green>States</font>  attorney, read the indictment, but made no comments. Attorneys for
state/NN/br-a20/903	-0.00145134233267688	-0.00183126258660384	state	NN	NA	A5	A	NA	 Britain that had been imposed after Fuchs blabbed. The United <font color=green>States</font>  offered to supply a complete set of propelling equipment like
state/NN/br-a22/1928	-0.00146451405802877	-0.00186931434012997	state	NN	NA	A2	A	NA	 acres infested by the ants, according to W. E. Blasingame <font color=green>state</font>  entomologist. Low-flying planes will spread a granular-type chemical, heptachlor, over
state/NN/br-a22/23	-0.00144968914338419	-0.00184879296677105	state	NN	NA	A	A	NA	 to accept students of any race as soon as the <font color=green>state</font>  's tax laws made such a step possible.`` Emory University
