id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	mari2	mari3	wn2	wn3	wnsense	text
country/NN/br-b20/2202	-0.0153877992513614	-0.00637718880594493	country	NN	country%1:14:00::	B2	B	B	B	B23	B	BB2	B2	 more serious should the cold war mount in frenzy. The <font color=green>country</font>  is committed to the doctrine of security by military means
country/NN/br-b20/308	-0.0422690851345381	-0.0115057230360099	country	NN	country%1:15:00::	B4	B	B	B	B14	B	B1	B1	 that of diplomatic policy''. Morrison points out that since our <font color=green>country</font>  is more urbanized than the Soviet Union or Red China
country/NN/br-c01/2379	-0.0123740872229636	0.0124316688111913	country	NN	country%1:14:00::	B	B	B	B	B14	B	BB2	B2	 in this last of the Russian films to reach this <font color=green>country</font>  in the program of joint cultural exchange. Also on the
country/NN/br-c01/621	-0.0968362044760913	0.298880419582936	country	NN	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 extraordinary, considers the finest house of its kind in the <font color=green>country</font> - and of course he does n't weep at the capacity
country/NN/br-c01/944	0.146797763921171	-0.134175766399977	country	NN	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 bookers, cancellation of one of the richest bookings in the <font color=green>country</font> . Will somebody please reopen the Auditorium? Paintings and drawings by
country/NN/br-c02/2222	-0.000519320869578889	-0.184629518569977	country	NN	country%1:14:00::	B4	B	B	B	B14	B	BB2	B2	 storylines too. He intimated that they were n't doing the <font color=green>country</font>  much good in the Cold War. And to an industry
country/NN/br-c02/2265	0.141144529928227	-0.0625001418394504	country	NN	country%1:14:00::	B4	B	B	B	B14	B	BB2	B2	 globe'', he said,`` the major source of impressions about this <font color=green>country</font>  are in the movies they meet. Would we want a
country/NN/br-d03/1224	-0.0388770443098348	-0.0403042459223248	country	NN	country%1:14:01::	B4	B	B	B	B14	B	BB2	B	 seems no longer very meaningful to call England a`` Protestant <font color=green>country</font> ''. One of the ironies of the present crusade for Christian
country/NN/br-d03/1509	0.0492101942303153	-0.0451145010177209	country	NN	country%1:14:01::	B4	B	B	B	B14	B	BB2	B	 Faith of our Fathers: Mary 's prayers/ Shall win our <font color=green>country</font>  back to thee''. The English saints are widely venerated, quite
country/NN/br-d03/249	-0.0308102848744446	-0.135302675587732	country	NN	country%1:14:01::	B4	B	B	B	B14	B	BB2	B	 century literature of England, I knew only a Protestant dominated <font color=green>country</font> . Since arriving here, however, I have formed a far different
country/NN/br-e28/1281	0.023603640271553	0.0539544471701866	country	NN	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 some benefit they can share? In one company covering the <font color=green>country</font>  with a high quality sales force of 10 men, the
country/NN/br-e29/1920	-0.0927182555079822	-0.130564494110471	country	NN	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 a candidate. Since there are almost no schools in the <font color=green>country</font>  offering graduate work in interior design this rule cannot at
country/NN/br-e30/1177	-0.0351281243484927	0.0773351780633297	country	NN	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 What 's your profit margin? In what section of the <font color=green>country</font>  are you located? Are you in a rural or urban
country/NN/br-e31/1795	0.272747641840332	0.199945212663085	country	NN	country%1:15:00::;1:14:00::	B4	B	B	B	B14	B	B1	B1	 and( 6) more education. The more people learn about their <font color=green>country</font> , the more they want to learn. Camping is family fun
country/NN/br-e31/1819	0.0329664207431333	-0.0727078112157922	country	NN	country%1:15:00::	B1	B	B	B	B14	B	B1	B1	 and it is helping more Americans see more of the <font color=green>country</font>  than they ever saw before. But make no mistake about
