_id	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.5_5.y	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.5_5.y	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.5_5.y	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.5_5.y
church/N/br-a01/2073	0.0610142556712042	-0.0914671885779588	0.0417840515316471	-0.0892743046704382	0.0840958281242511	-0.0308993099547483	0.0697787711366551	-0.0248982908977838	0.0775384122400836	-0.0066074490773503	0.0373068963638151	-0.005328959841527	0.129780812296182	0.0313406451173912	0.0523286551667373	0.025410595508254	-0.0612687682642672	-0.0913601536153789	-0.0418989313963857	0.0890054161676581	0.0853390899864957	-0.0270519198734733	0.0747150332635984	-0.0133729099186639	-0.0733711249306121	-0.014416010042828	-0.0312638720698442	-0.0186291003254117	0.130239790535386	-0.0322896943240339	-0.0525228460813238	-0.0316960435662058	0.085162933668129	-0.154023141931751	0.271855556729366	-0.0635555720359685	-0.0466038991578292	0.23586878820188	0.187243647849901	-0.189525847085589	0.0650370120493221	0.0592738901016322	0.0679636550991847	0.0651260619851086	0.0991682242860937	0.0110468043241499	0.0566735923530221	0.0940751883740052	-0.262108872258534	0.0248929326350663	0.269810241449426	0.0147322046268301	-0.317196135231846	-0.0180062882733151	0.292379705525592	0.0207664624197989	0.0857758913535453	-0.0412730613197732	0.0837881132402033	-0.0480726112112418	0.0997356600221904	-0.00819365797182839	0.113605409029794	-0.0176153249999333
church/N/br-a07/1325	-0.0657326908851168	-0.00589536912503199	-0.0814430571231241	0.00102099878009504	-0.0783190602324296	-0.00746002719155326	-0.0744060451905544	0.0348911692114671	-0.0794871852204561	-0.0323048630759066	0.0175947186816367	0.0785937079042595	-0.063727257304044	0.025914224591781	-0.078677536130197	0.00900345632669796	0.0656486765428019	-0.00613945458809193	0.0812528150383583	-0.000686985286414305	-0.0780171148259475	-0.00354629940875113	-0.0814863490076553	0.01195864834373	0.077121871288346	-0.0285886819851811	-0.0471527785165457	0.0642452631082163	-0.0622849040343188	-0.030725814124074	0.0842988512715155	-0.00936514213737439	-0.00812998899510719	0.00760280368395334	-0.0103409138210805	0.0495214404447581	-9.73905386120072e-05	-0.0127328765601328	-0.00628822998214822	0.0263013541668646	-0.0277896778080294	0.0484873958542415	-0.0411986739684415	0.0585961935108799	0.00608089494903361	0.0302784748980598	-0.0463946880864722	0.0434133118465436	0.0271665141021301	0.00986074860646451	-0.0237588000158954	-0.0427141065606301	0.0259370467647085	0.00218954966024131	-0.0206492418947831	-0.0216070597363751	-0.0166304520192496	-0.0584330459392162	-0.0260069525432863	-0.0709364512405741	0.00454569957605284	-0.0314703111016959	-0.00577351392828324	-0.0661689461077309
church/N/br-a07/1487	-0.0734356832121307	-0.0419444360090443	-0.0864301499393649	-0.0562089837514719	-0.0859181110893382	-0.042263722241606	-0.0878289820299089	-0.0220577364219356	-0.100330650443289	0.178156611205921	-0.0320022303218546	0.142180820603753	-0.0997927561462893	-0.172185994441456	-0.0274357042787574	-0.172557290827959	0.0734078538133326	-0.0417468226953441	0.0858532193456464	0.0561986977907897	-0.0859477141363276	-0.0397811412360326	-0.0827065094631148	-0.0317354795804658	0.0947684617532949	0.170035503742727	-0.0328552867971591	0.137562981430525	-0.101331186280954	0.171190155131252	0.0282928998103813	0.18187732871187	-0.0235046575329716	0.0318691731620956	-0.0578643883626631	0.00512804337431532	0.00780067991771503	-0.0396747607338148	-0.0408082885258593	0.0279211651666786	-0.0227215834691334	0.00501720901267937	-0.0219467580172328	-0.00186078098862346	-0.0287241433108828	0.0111133120951284	-0.0307931744087808	-0.0197631246431866	0.0668796311435007	0.00295441153297841	-0.0641192737687224	0.00320506778244375	0.0615476865807137	0.00793624961769128	-0.0665137471667422	0.00256419885486014	-0.0221746236560757	-0.0118001915797432	-0.023909349649421	-0.00728363083904002	-0.0306225641689636	-0.0127945099264179	-0.0406068087480024	-0.00843077930509836
church/N/br-a09/1417	0.131721312257631	-0.049810142482598	0.124936050655569	-0.0427760387816235	0.100720929466166	-0.17087609335225	0.0684620093168479	-0.148550323382426	0.0805731529433205	0.153879682647461	0.0757677612386677	0.13586337040806	0.0847262459164172	-0.101274147396112	0.10438889696158	-0.090253322297518	-0.131996609993137	-0.0497225243947836	-0.124989988710189	0.0423748526210194	0.103107885308618	-0.169326020555087	0.0698013276376084	-0.150121614914424	-0.0913986640283873	0.135570605527303	-0.122504254014731	0.0899967878116747	0.0857354583520239	0.101069507150925	-0.111265810233334	0.0937119993115903	-0.133767205813194	-0.104435003887495	0.194849673283707	0.0860832666522961	0.218080473556797	-0.0592791723142221	-0.213387188078432	-0.0718262358015892	-0.0292290756924323	0.180032759386278	-0.0590173621205665	0.124401180394188	0.045260400295075	0.171925383697347	-0.122639960754229	0.124014724161924	0.0337745831478641	0.25707328786323	0.139055871535361	-0.144923330385087	-0.121948125660945	-0.250989702799725	0.0995143673577467	-0.211793755120437	0.0374842862297051	-0.19003737786688	-0.0112535796879896	-0.13986469318272	0.038485485304372	-0.171753804063735	0.0106777639179108	-0.178246830843473
church/N/br-a10/1674	-0.0999611308345567	-0.0721152226744894	-0.0907111291664139	0.0895967240242056	-0.077119023724731	-0.108150255815859	-0.09574643824992	-0.108266769151107	0.02812779837983	0.111750846574696	0.0642753671961512	0.0851345589265068	0.0195705687866186	-0.104366250519565	0.0668222325212747	-0.0855855146922696	0.0996886585270129	-0.0722983952593061	0.0894869370570139	-0.0902028002855933	-0.0793215097626976	-0.104880045396641	-0.0786867191629235	-0.122473983694969	-0.0346363834551016	0.102067203841487	-0.0898534784750672	0.0476748251007277	0.0193401771817913	0.104228640820874	-0.0767376634990804	0.0851755327548516	0.00715177081410336	-0.0344932119077505	0.0315142676588479	-0.0498511465643103	0.0240949760274857	0.0469231809574743	-0.00349466002515049	-0.0547204888601317	0.0644712701240204	-0.0139982725826462	0.0453472132188059	-0.0256278532570079	0.0665015298934678	-0.0215549302550013	0.0668464430405313	-0.0276127645851151	-0.0422320804269538	0.029924998805581	0.0338407544905393	0.042230788754556	-0.0509808167918519	0.0391425825352037	0.0307589204988416	0.045765907571375	0.0621544438223485	0.0336400346074693	0.0388747858051132	0.0365822031766692	0.0643638708042246	0.018783909485257	0.0289927365620701	0.064226154157184
church/N/br-a10/1754	-0.014386022016393	0.00166596141846912	-0.00474224030056959	0.0080293133386663	-0.0272851462787222	0.00160739396129375	-0.0108584500024426	0.0307500370572384	0.00624715085390051	-0.0144013610351604	0.000492079168421824	-0.017181739749739	0.00247845467284273	0.0137881226541362	-0.00416460533984251	0.0152737963385714	0.0145279322213637	0.00138853171236745	0.00498551075846716	-0.0080292332168682	-0.0266715623516105	0.00460177543717089	-0.0182815468933169	0.0197235611783849	-0.00584947053459756	-0.013623954777169	0.00617998214167886	-0.0148141503226959	0.00251280340083737	-0.0147529402155786	0.00490497287547617	-0.016169063892936	0.0265295844619563	-0.000302351392053313	0.034694919594333	0.00765529451886057	-0.0269373658949561	0.0160656896010977	0.0372878761968152	-0.00891388157297374	0.02458533862829	-3.28472460901677e-05	0.0230403663550429	0.0153640777421154	0.00953184429095849	-0.0214372225682508	0.0227786541761544	0.0166083828471708	-0.0251172264321765	-0.0241825125165406	0.0286543552237094	-0.00781584275979685	-0.0192072181774537	-0.0274756031193847	0.0301680645275336	-0.00750672091528854	0.0213329624610986	0.00739334840215204	0.0234805148382452	-0.0115405587046991	0.00889500577212731	0.0205532429294381	0.0279897710782551	0.0078693932722637
church/N/br-a10/1769	-0.0084666417475363	0.0205754843700945	0.0013838349929962	0.0321998546203064	-0.0160727842915889	0.00411094622216123	-0.00368809509403951	0.0271620775079109	0.0269378799801049	-0.0360024030324948	0.0104928594805653	-0.0595450432084916	0.0149671912819779	0.0186901058644984	0.00445842982005413	0.0431068544399257	0.008390178545305	0.0202968734711252	-0.00128204855918555	-0.0319892097700034	-0.0162567165638837	0.00363809287329087	-0.00902765083584336	0.0162288319025307	-0.0249877755458719	-0.0343177703301559	0.0199815251237163	-0.0549080939353314	0.0150951527361848	-0.019848643136422	-0.00256838613157763	-0.0462729581781067	0.0299113588591829	0.00494261262345894	0.0337378362834034	0.0340187312856182	-0.0339894824078212	0.0115231672007927	0.039453670717986	0.0115563923948895	0.0192765173488394	-0.0126097890280897	0.00203786991083099	0.0176195498119694	-0.010928385125342	-0.0227675553871145	-0.0140371343279564	0.021586367509951	-0.0224655275442138	-0.0406308416862677	0.02496012567114	-0.0365218727418386	-0.0118592358862688	-0.0402649136655398	0.0210809054329608	-0.0301842637997334	0.00843382588618097	0.0104266061497059	0.00153266860918229	-0.0192791740681393	-0.0109211297037549	0.0165152659436547	0.00509463043169779	-0.0238923488887692
church/N/br-a10/1831	0.0025232756730057	-0.0514171621279928	0.0184606669892104	-0.0613326881512085	-0.00745262770088739	-0.0495545549907112	0.0263804141546772	-0.0305507265234772	0.0682854543880532	-0.00513719607097024	0.0511845924939702	-0.044711627406894	0.0614704426799091	-0.0321362778986703	0.0567281824588529	0.0381931193060979	-0.00293396609480112	-0.0512850631768119	-0.0189158469679156	0.0610557455808903	-0.00512000972737214	-0.043886848498326	0.0395940651164569	-0.00425245145963841	-0.0651634414073387	0.00287746867837027	-0.0238141574728061	-0.0631622428963589	0.0623898390073432	0.0309835966506811	-0.0566753319731897	-0.04453705784778	0.0259325926879231	-0.0746181921384822	0.0574475438298083	-0.0846142203809594	0.0209196639609795	0.10360835345677	0.0147239620096691	-0.0934658715504917	0.0961167903433971	-0.00222769464826492	0.0591511008726779	-0.0166305997646266	0.106331690610679	-0.0434635799145868	0.0888506997991649	0.0169116134113536	-0.10894187714193	0.0476990115119617	0.0644093905266513	0.0743316482159073	-0.128247202962037	0.0402685844057976	0.0632218348000007	0.0790138736767514	0.0973514292171518	0.0296620464536023	0.0531672851343179	0.0223263492464895	0.104372053465527	0.0419857290606088	0.0773017885217394	0.055938236538132
church/N/br-a10/1850	-0.0186243969700426	0.0028702143443547	-0.00803855511870609	0.00518251523550806	-0.0376668686880339	-0.0176009522742136	-0.0210866426891195	0.0073817912659065	0.000566295199944607	-0.00904005816344334	0.00370325475740842	-0.00495520117159056	-0.00315499643749407	0.00521510917014104	-0.00507517261948084	0.0041579315909701	0.0185521798802348	0.00273961767215657	0.00810474080453104	-0.00523814393789658	-0.0374609357495943	-0.0157550414218436	-0.0250959675876192	-0.00829529140388377	-0.000455909337656677	-0.00870650510166765	-0.0011882700323255	-0.00621567871660332	-0.00332993283161987	-0.00700929223420377	0.00624880566811406	-0.00456767811567194	-0.00146412938621235	0.0362268169482281	-0.0256689354076068	0.0533009776666586	-0.0180161547319471	-0.0407829110603355	0.00347781549384405	0.051784758022825	-0.0386251741845056	0.0197860742761816	-0.0289293206432964	0.0166339316821785	-0.0244864494840378	0.0311388450590585	-0.0480018565245279	0.00506664136545712	0.0490809159172843	-0.0337315833089515	-0.0388316376002051	-0.0449776964295104	0.0582570684411207	-0.0283819118076504	-0.0355289178295844	-0.0466637710654718	-0.0409392461359738	-0.0317842111388368	-0.0278085175174248	-0.0282132246348574	-0.0256981323708388	-0.0327834424558829	-0.0325491640445351	-0.0411264452520895
church/N/br-a10/1863	0.0860728395995893	0.0931952297836789	0.0524947392241947	0.146614294657846	-0.0417905979035224	-0.156529569751485	-0.0880698205548143	-0.151193864972498	0.0503729740601359	-0.196251785667006	-0.0210006499768925	-0.17683115792525	0.0358625470166781	0.154189020591595	-0.0487713696728033	0.171581077605826	-0.0857347295243735	0.0933423475658214	-0.052406776700833	-0.146071267318922	-0.0403874187425712	-0.1548006038294	-0.0645959168349229	-0.167352206464183	-0.0357184986922417	-0.192969645141309	0.076354940240469	-0.157405701890869	0.0361562801404966	-0.154338126738417	0.0611636866620111	-0.176859089269747	-0.0961641270816962	0.0227945014135594	-0.17884801497537	0.00119294318456232	0.0682881122065872	-0.0952860691629222	-0.135071476946605	0.0624987175939119	-0.144094760913827	0.0995830539953673	-0.129885054341333	0.0381697478974097	-0.0310446723941293	0.157393957838805	-0.17847896182771	0.0145613111629166	0.138576758707708	0.0690209381609892	-0.177848085141348	-0.000602591576656154	0.1386102369409	0.0803412938253347	-0.16786806730341	-0.0144676331278904	-0.0900951967151603	-0.166723865231917	-0.115838070222549	-0.0798461010651202	-0.0178107927876921	-0.158209048876722	-0.120620966983341	-0.142497203612918
