id	model.x	model.y	lemma	pos	sensekey	marisense	mbroad	wnbroad	text
country/NN/br-a04/1253	-0.0269500393785965	-0.0151374165347198	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a05/1184	0.0256805302867058	-0.00501145955292886	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a06/106	-0.168154611924548	-0.144441883422952	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a07/1688	0.0134613451119764	-0.0131134963986347	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-a08/443	-0.0220374232367333	-0.00313652152474028	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a10/426	0.118170819866266	0.0152415735288204	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a10/460	0.15081411329732	-0.00406230052584638	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a16/837	-0.0425967346610743	-0.177162631656178	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a17/346	-0.138500114004026	-0.105945833979683	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/1063	-0.104177469463536	0.134424246720733	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/1123	-0.131182987454717	-0.118847397100058	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/24	-0.1156892985606	-0.10026857434387	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a18/734	-0.12355238607168	-0.116091975472004	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a20/641	-0.00777638234807944	-0.0137779468871125	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-a26/490	-0.0783650772145028	-0.0501571332516682	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a27/436	0.0129734927709113	0.0411217941364878	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-a28/645	0.00239254692234832	-0.0725180389816252	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a29/2062	-0.115946604122138	-0.0812296096207729	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a29/2109	-0.221047491317028	-0.166258802140457	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a30/1777	-0.0278574731278927	0.0958093099902115	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a30/292	-0.134544077471241	-0.118699093874238	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a30/380	-0.156661831956001	-0.0919932415405692	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-a30/392	-0.156449437543089	0.00447530898563662	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a32/320	-0.0241063897361624	0.0301858064253384	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-a33/1449	-0.00552055967709478	-0.0255117561346328	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a33/399	-0.0185232631547158	-0.0186168462800963	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a33/754	-0.0644531647521752	0.115936146228938	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a35/813	0.136821833429536	0.05418738206877	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-a41/1107	-0.00228042558815222	-0.0455359003682155	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-a41/1455	0.00170165313408735	-0.0214062043414887	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a41/1497	-0.0194405844857577	0.13395942282673	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-a41/2101	-0.0277089154350631	-0.0411120300356428	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a41/342	0.0318242221666689	-0.0314543184086613	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-a44/2146	0.0699544922982716	0.0495666516887444	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-a44/235	-0.0100687640684822	0.0121049364020197	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b01/1647	-0.135011169590273	0.124613542017728	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b01/1784	-0.0471401566509091	0.0117514578827823	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b01/774	0.0270255229563682	0.0119984317036662	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b02/2021	0.00435398390857769	0.00852896631094508	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-b05/2003	-0.0203992154247723	0.0177689403426505	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b05/2202	-0.0474917723641549	0.0539976690857146	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-b05/482	0.016351318871865	-0.00220834927748016	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-b05/98	0.0199649685787783	-0.0348445253014549	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b09/110	-0.185064313987826	-0.34457198798538	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-b10/2098	-0.058372508325244	-0.0117652019289244	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/138	-0.108018713694199	-0.0214739843726046	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/1896	-0.0128519440398634	0.0312071495511306	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/1989	-0.0169223001391295	-0.00838584297383289	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b11/2098	-0.0266589585261019	-0.0707343513749025	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b15/1451	-0.107410342351584	0.0102084221282563	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b16/1464	0.0260452035259484	0.062002493501837	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b16/2025	0.00349128271480797	0.0334112318266653	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b16/284	0.0806182504426535	-0.0144587528007493	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-b16/85	0.0766399234024284	-0.0381949344796314	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b17/1988	-0.0321548661769832	0.0163894711708557	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-b18/873	0.0207008590423647	0.0251755659987983	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b19/286	0.0496389077475682	-0.0130349788518856	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b20/2202	0.0335122067936782	-0.0130920947425105	country	NN	country%1:14:00::	B2	B	D	 <font color="green"></font> 
country/NN/br-b20/308	0.0621100882843141	-0.0139141095797385	country	NN	country%1:15:00::	B4	B	B	 <font color="green"></font> 
country/NN/br-b21/1131	-0.0175245743872204	-0.0394318425265488	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b21/1487	0.0658585978232483	0.159223650823764	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b21/49	-0.0349307311027623	0.309606316947411	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b23/2111	0.194701149477614	0.098318785103035	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b24/1149	-0.166956951270867	-0.088709575847369	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b25/328	-0.0117654721814089	-0.0356568686314841	country	NN	NA	B2	B	NA	 <font color="green"></font> 
country/NN/br-b26/178	-0.0123511491679525	0.0658645571702081	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b27/1175	-0.136582168618653	0.0113776737206942	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b27/1218	-0.0339416246486513	0.0640980725688478	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b27/1414	-0.0782133863281625	-0.132969045245044	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-b27/595	0.0108474440716695	0.116461539314837	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-c01/2379	0.0297873346198197	0.011835772920617	country	NN	country%1:14:00::	B	B	D	 <font color="green"></font> 
country/NN/br-c01/621	-0.118520860472707	0.0689618061288697	country	NN	country%1:15:00::	B1	B	B	 <font color="green"></font> 
country/NN/br-c01/944	-0.0224013766431312	-0.0259059317287571	country	NN	country%1:15:00::	B1	B	B	 <font color="green"></font> 
country/NN/br-c02/2222	0.0145336917545371	-0.0766529637948322	country	NN	country%1:14:00::	B4	B	D	 <font color="green"></font> 
country/NN/br-c02/2265	0.0256298433680252	0.0965081244678788	country	NN	country%1:14:00::	B4	B	D	 <font color="green"></font> 
country/NN/br-c03/731	-0.027821709198154	-0.00836366601999752	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-c08/1831	0.00847800604605731	-0.0133780735177914	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-c10/1333	-0.225103912241564	-0.0595284777139138	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-c14/1501	-0.128162155945303	0.131481225017732	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-c14/2215	-0.0198651443946269	0.0866393769164489	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-c15/2033	-0.0689181291570305	-0.00601138563709268	country	NN	NA	A1	A	NA	 <font color="green"></font> 
country/NN/br-c15/2317	-0.110455934521953	-0.197350466821768	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-d03/1224	0.0625685055327151	-0.227294638568222	country	NN	country%1:14:01::	B4	B	C	 <font color="green"></font> 
country/NN/br-d03/1509	-0.0185908523749868	0.0350213320886081	country	NN	country%1:14:01::	B4	B	C	 <font color="green"></font> 
country/NN/br-d03/249	-0.0117432003749827	-0.148354121025344	country	NN	country%1:14:01::	B4	B	C	 <font color="green"></font> 
country/NN/br-d06/2068	0.0172259433758579	0.0357500422459536	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-d07/523	-0.0936566080317467	0.0277033977569083	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-d10/1879	-0.0793760546692282	0.011484288015907	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-d11/1770	-0.0470773875083024	0.0808863824292434	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-d12/128	0.0488257394764666	-0.0601920523246551	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-d14/653	0.219798790602793	-0.0614450016119448	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-d14/68	0.07439909231594	-0.00135132874851475	country	NN	NA	B	B	NA	 <font color="green"></font> 
country/NN/br-d14/772	0.295536591651091	-0.236617871075553	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-d17/1276	-0.163140784457181	0.0220427679673905	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-d17/859	0.0022485924159297	0.00684605541997133	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-d17/983	-0.0161551955413542	0.0433061928203038	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e03/1334	0.0555578555612197	0.0656167385559073	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e06/1085	0.0634110582877882	-0.104288299462967	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e06/237	-0.0647584135515006	0.0516882542412739	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e06/608	0.0295198705658164	-0.136366717009794	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e06/952	0.00483725455999197	-0.0127913867520688	country	NN	NA	B3	B	NA	 <font color="green"></font> 
country/NN/br-e12/1062	-0.0549247581903319	-0.0139370818954559	country	NN	NA	A1	A	NA	 <font color="green"></font> 
country/NN/br-e12/1718	-0.0157485449615721	-0.024138220362625	country	NN	NA	A1	A	NA	 <font color="green"></font> 
country/NN/br-e12/175	-0.0301597184734766	0.0769519177576565	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e12/2274	-0.0227807625583133	-0.0056835485990037	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-e12/31	0.0254287476642041	-0.0437315756061254	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e12/351	-0.0398689224594658	-0.088954292918871	country	NN	NA	A1	A	NA	 <font color="green"></font> 
country/NN/br-e17/338	0.0819786156543383	-0.150116326605786	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e18/632	-0.146713808787148	0.295353878425867	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e20/6	-0.055207016581312	-0.104180117691062	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-e28/1281	-0.00884055516162453	-0.00330727539452107	country	NN	country%1:15:00::	B1	B	B	 <font color="green"></font> 
country/NN/br-e29/1920	-0.0601032394183383	-0.0358473763870429	country	NN	country%1:15:00::	B1	B	B	 <font color="green"></font> 
country/NN/br-e30/1177	-0.0538109783208724	-0.0699488850008814	country	NN	country%1:15:00::	B1	B	B	 <font color="green"></font> 
country/NN/br-e31/1795	-0.0411476429471638	0.103890915951913	country	NN	country%1:15:00::;1:14:00::	B4	B	B	 <font color="green"></font> 
country/NN/br-e31/1819	0.0132506205556199	0.095085737726473	country	NN	country%1:15:00::	B1	B	B	 <font color="green"></font> 
country/NN/br-f02/449	0.0221254326701648	0.010012999846193	country	NN	NA	B4	B	NA	 <font color="green"></font> 
country/NN/br-f03/2248	-0.132243086884728	-0.0345559522982454	country	NN	country%1:15:01::	A	A	A	 <font color="green"></font> 
country/NN/br-f04/177	-0.109022388316984	0.0134305940935741	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-f04/202	-0.149799420202505	-0.0239928577929481	country	NN	NA	A	A	NA	 <font color="green"></font> 
country/NN/br-f05/2164	-0.0349312298835978	0.0505833062811891	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-f09/1740	-0.056875331678774	0.01857467012586	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-f09/444	0.00445836253393849	0.0554131287671808	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-f11/1531	-0.0530515240417505	0.0506079593179172	country	NN	NA	B1	B	NA	 <font color="green"></font> 
country/NN/br-f13/1645	-0.0186575492072418	-0.0568832240330458	country	NN	country%1:15:01::	A	A	A	 <font color="green"></font> 
country/NN/br-f13/637	-0.0234784834458541	-0.0187947905476369	country	NN	country%1:15:01::	A	A	A	 <font color="green"></font> 
country/NN/br-f13/701	-0.0338649186855291	-0.0463845682594322	country	NN	country%1:15:01::	A	A	A	 <font color="green"></font> 
country/NN/br-f15/2048	-0.0280317501899499	0.0361222743855659	country	NN	country%1:14:00::	B1	B	D	 <font color="green"></font> 
country/NN/br-f15/235	0.00281879796589864	0.0115215425341252	country	NN	country%1:14:00::	B4	B	D	 <font color="green"></font> 
