pmi	raw_freq	raw_co	cw
2.1705863	2359	1	15.30/noun
-0.9115191	51305	1	1998/noun
0.6773729	21190	2	2/noun
-0.010998865	62906	3	2000/noun
1.6065421	4198	1	26-jarige/adj
1.9980963	2852	1	Algerijns/adj
-0.014255128	21127	1	Brit/noun
-0.29970375	27916	1	Duitser/noun
-1.126596	64503	1	Nederlander/noun
-2.442551	241254	1	Nederlands/adj
4.0046086	379	1	Oekraïner/noun
3.1618547	881	1	Rouches/noun
0.16622101	17551	1	Rus/noun
-0.30745524	392664	14	aan/part
-0.30455875	2153601	77	aan/prep
1.6471744	7957	2	aanbieding/noun
2.1841133	7030	3	aanhoudend/adj
2.6809537	1409	1	aanmoediging/noun
2.4763212	1730	1	aannemelijk/adj
-1.7389861	235279	2	aantal/noun
0.16638604	17476	1	aanvaard/verb
1.8095978	6772	2	aardappel/noun
0.6499539	150814	14	achter/prep
1.2216334	36670	6	acteur/noun
2.670202	1422	1	adductoren/noun
1.2882336	28306	5	af/adv
0.30002946	321541	21	af/part
4.623398	201	1	afgebladderd/adj
-0.33424348	144650	5	afgelopen/adj
4.08679	1032	3	afgewisseld/adj
2.803248	2506	2	akelig/adj
2.5626538	3167	2	akoestisch/adj
-0.36441636	1066466	36	al/adv
0.81014466	73011	8	al/det
3.5526357	1179	2	al/part
2.2990294	2076	1	alarmeer/adj
-1.0355023	176667	3	aldus/prep
-0.1861759	422543	17	alle/det
0.3234025	178364	12	alleen/adj
0.5299449	266562	22	alleen/adv
-0.031393547	127360	6	allemaal/adv
0.5704832	209596	18	alles/noun
0.5795454	11534	1	allicht/adv
1.1044823	6851	1	almaar/adv
-0.091846615	1263756	56	als/prep
0.053497516	292821	15	altijd/adv
0.022250153	663512	33	ander/adj
3.4876158	638	1	anti_climax/noun
0.51267964	49395	4	antwoord/noun
1.1029667	6887	1	appel/noun
1.9140086	6145	2	applaus/noun
2.614338	3048	2	archeologisch/adj
1.3861687	25767	5	arm/noun
1.8379912	9880	3	as/noun
1.1119382	6775	1	autentiek/adj
-0.49018747	33752	1	auteur/noun
3.685226	1038	2	autistisch/adj
0.60971117	124344	11	auto/noun
0.54215384	47971	4	avond/noun
3.1014755	1873	2	baad/verb
0.89401615	25417	3	baas/noun
0.48258346	50751	4	bal/noun
0.6089518	56065	5	band/noun
4.3551927	262	1	bas_lijn/noun
3.166701	1756	2	bederf/verb
2.8226898	1229	1	bedoening/noun
0.6031835	101423	9	beeld/noun
0.57558334	34824	3	been/noun
1.455986	91319	19	beetje/noun
2.5752783	6256	4	begeleid/adj
-0.24332996	105186	4	begin/noun
0.22528943	280945	17	begin/verb
4.038111	361	1	begin_dag/noun
-0.28413072	27410	1	beland/verb
-0.93363565	209497	4	belangrijk/adj
0.05159408	9938754	507	ben/verb
0.8969948	16845	2	ben_toe/verb
0.498703	12525	1	beoordeel/verb
-0.48277146	33413	1	bereid/adj
2.4388206	1791	1	bereiding/noun
1.6590134	3922	1	bereik/noun
-0.23125903	78177	3	bereik/verb
6.665266	764	29	berusting/noun
1.7668704	3530	1	beschaafd/adj
3.049749	974	1	besneeuwd/adj
2.0520158	2681	1	bestendig/adj
-1.083602	61240	1	bestuur/noun
0.27764934	93316	6	beteken/verb
3.3694587	717	1	beton_blok/noun
-0.095407404	45210	2	betref/verb
