_id	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.c.10k_all.5_5.y	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.c.5k_all.5_5.y	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.s.10k_all.5_5.y	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.10_10.x	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.10_10.y	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.5_5.x	nocomp.10_10_nvj_bound.noweight.1.s.5k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.c.10k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.c.5k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.s.10k_all.5_5.y	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.10_10.x	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.10_10.y	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.5_5.x	nocomp.10_10_nvj_nobound.noweight.1.s.5k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.c.10k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.c.5k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.s.10k_all.5_5.y	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.10_10.x	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.10_10.y	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.5_5.x	nocomp.3_3_nvjid_bound.noweight.1.s.5k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.c.10k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.c.5k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.s.10k_all.5_5.y	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.10_10.x	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.10_10.y	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.5_5.x	nocomp.3_3_nvjid_nobound.noweight.1.s.5k_all.5_5.y
church/N/br-a01/2073	0.0610142556712042	-0.0914671885779588	0.0438089673623725	-0.0877674979327234	0.0831921051544031	-0.0324230175175178	0.0733191300857792	-0.0183556214507884	0.0776841523163592	0.0186348560622204	0.0374112191695355	0.000112249232926187	0.129780812296182	0.0313406451173912	0.0525249039329332	0.0316911806353451	-0.0612687682642672	-0.0913601536153789	-0.0418989313963857	0.0890054161676581	0.0825933637453726	-0.0334631992148241	0.075719776679809	-0.0108607959795411	-0.0780935981101779	0.020164154752473	0.0371034684682089	0.00170194527580895	0.130239790535386	-0.0322896943240339	-0.0525228460813238	-0.0316960435662058	0.0585836601172882	0.161656289720664	0.210742527538306	-0.13158508121401	0.155256455095378	0.181678724753245	0.255739485749648	-0.132547442186519	0.0678435717821844	0.0578026056704719	0.0679636550991847	0.0651260619851086	0.0930084841078368	0.0279170998110629	0.0644096607604274	0.0898076793092211	-0.260229357540732	0.0433254446821994	0.269015571142278	0.0127290345610817	-0.307259236117427	-0.0170634646976069	-0.281694668999993	0.0135489468115907	-0.0786744762968009	-0.0468734952901893	0.0910878722988404	-0.036314411887406	0.0997356600221904	-0.00819365797182839	0.113605409029794	-0.0176153249999333
church/N/br-a07/1325	-0.0657326908851168	-0.00589536912503199	-0.0807871537095018	0.00763482876375628	-0.0781319563410691	-0.00956848577254629	-0.0798367789752734	0.0265503401660998	-0.0462674034650596	-0.0708136445955206	-0.0432592033678179	-0.0931535341475481	-0.063727257304044	0.025914224591781	-0.084372169549848	0.00953767164751648	0.0656486765428019	-0.00613945458809193	0.0812528150383583	-0.000686985286414305	-0.0777285512198615	-0.00753910341001325	-0.0817381952388096	0.0154595906146345	0.0748340597083869	-0.0426600503226656	-0.0464561801408709	-0.0908932163176306	-0.0622849040343188	-0.030725814124074	0.0842988512715155	-0.00936514213737439	0.00159989956356703	-0.0103369048849242	0.00319325164332613	0.0475494186938368	-0.0164275046768899	-0.00947956572878677	3.25389618665619e-05	0.0266626626204692	-0.0244703604627613	0.0502415070210927	-0.0411986739684415	0.0585961935108799	-0.000142477945667056	0.0316747178587503	-0.040323952191494	0.0498123617663352	0.0238434124946821	0.00567024451010552	-0.0223378508342418	-0.0441827045329286	0.0296939767229773	0.00783891980460863	0.0376922696118066	-0.00177378005602727	0.0228531906208854	-0.0543520059224052	-0.0210801263147455	-0.0708853140830093	0.00454569957605284	-0.0314703111016959	-0.00577351392828324	-0.0661689461077309
church/N/br-a07/1487	-0.0734356832121307	-0.0419444360090443	-0.0833830527996446	-0.0552174055867676	-0.0856666851421581	-0.0424174653473464	-0.0855856421518077	-0.0266818917041669	-0.0744622168420581	-0.197179044074959	-0.101355117448224	0.122336162058738	-0.0997927561462893	-0.172185994441456	-0.0287950335000491	-0.182110281863472	0.0734078538133326	-0.0417468226953441	0.0858532193456464	0.0561986977907897	-0.0860874994917025	-0.0400070852280899	-0.083448540717301	-0.0277141869323382	0.0716202941259488	-0.200633052019107	-0.101788360257688	0.119741407430895	-0.101331186280954	0.171190155131252	0.0282928998103813	0.18187732871187	-0.0131013512085964	-0.0356322882735785	-0.0456542088455791	0.0146107631067434	-0.0299553264769222	-0.0294309166398613	-0.0537473884664525	0.0177926623210405	-0.0218139788001268	0.0065772298904782	-0.0219467580172328	-0.00186078098862346	-0.0296741057183841	0.00822740408443879	-0.030625842955442	-0.016335372568646	0.0664226809452419	-0.00202460835860474	-0.0630197787907242	0.00331536035568868	0.0604026058908386	0.00832345853916265	0.0616444420027004	0.00572451439248961	0.0230114853897714	-0.00803230070210151	-0.0226210290382675	-0.00506597015545032	-0.0306225641689636	-0.0127945099264179	-0.0406068087480024	-0.00843077930509836
church/N/br-a09/1417	0.131721312257631	-0.049810142482598	0.126029419177715	-0.0363276665305055	0.100626023205732	-0.170159779191528	0.0639225341248975	-0.152802186878077	0.101234041396699	-0.144975393985648	0.0232721150196822	0.166363562055603	0.0847262459164172	-0.101274147396112	0.110565301259854	-0.0946506479671648	-0.131996609993137	-0.0497225243947836	-0.124989988710189	0.0423748526210194	0.0976515643081962	-0.171753223438444	0.0674385095419444	-0.151638289223925	-0.104139283888122	-0.144473245468904	0.0279910302339257	0.164186672194109	0.0857354583520239	0.101069507150925	-0.111265810233334	0.0937119993115903	0.140625937217158	0.0744884769543885	0.190275211103465	0.0226515783805197	-0.206571213123993	0.0835598367544045	0.0847365555371991	0.21924579131137	-0.00398832630419945	0.184877372670034	-0.0590173621205665	0.124401180394188	0.0245479535163494	0.172066226741314	-0.102486074530136	0.140518999725028	0.0346947468367563	0.256149265194511	0.14013188261422	-0.14198307182479	0.0791738905558283	0.276763161538652	0.18815505062074	0.150638822908584	-0.0052604308162838	-0.186614300850088	-0.0150745989959055	-0.138842894182883	0.038485485304372	-0.171753804063735	0.0106777639179108	-0.178246830843473
church/N/br-a10/1674	-0.0999611308345567	-0.0721152226744894	-0.117272923629378	0.0636222430756359	-0.0770268758110654	-0.107842230640927	-0.0856542087487834	-0.115370593957338	0.0425634620520407	-0.112617599847767	0.0230366592484206	0.108780959929066	0.0195705687866186	-0.104366250519565	0.0762441011082497	-0.0861562586083104	0.0996886585270129	-0.0722983952593061	0.0894869370570139	-0.0902028002855933	-0.0769394701002917	-0.105949620395535	-0.0722456991228641	-0.12332971710588	-0.044579581113961	-0.112412122091147	0.0257419661036014	0.106247821275443	0.0193401771817913	0.104228640820874	-0.0767376634990804	0.0851755327548516	-0.000270382361042037	0.0352828877112717	0.0265682090296811	-0.0443632141193531	-0.00251443709832141	0.0525453504544437	0.00849757122267756	-0.0597210896116262	0.0651809052100571	-0.0189353615965261	0.0453472132188059	-0.0256278532570079	0.0663456023444277	-0.00654815236546096	0.0642692489156291	-0.0325601190072243	-0.0447628404679822	0.0239156254515365	0.0353036316026338	0.0399059914724187	-0.0438494254754963	0.0473532071112319	-0.0281779091578224	0.046609145458348	-0.0657341082865066	0.00685348600898937	0.0382120794889573	0.03891098347334	0.0643638708042246	0.018783909485257	0.0289927365620701	0.064226154157184
church/N/br-a10/1754	-0.014386022016393	0.00166596141846912	-0.0058516361398573	0.00600985797819573	-0.0273446709969319	-0.000909481271710915	-0.0137322072349365	0.0288205389526149	0.00513340698191137	0.0142129036192315	0.00650780257440348	-0.020487503761186	0.00247845467284273	0.0137881226541362	-0.00515436493794884	0.0162423439049792	0.0145279322213637	0.00138853171236745	0.00498551075846716	-0.0080292332168682	-0.0266960624278283	0.00081832061070898	-0.0192465968656862	0.0203229116015744	-0.00405878127908405	0.0162366590381738	0.00575072056200342	-0.0197541860573741	0.00251280340083737	-0.0147529402155786	0.00490497287547617	-0.016169063892936	0.0240712791035354	0.00716595502660452	0.0353573650964974	0.00458987330476979	0.0299305142993478	0.00202420095197724	0.0381358548776439	-0.00508875351041483	0.0225814989257424	-0.00206209695558265	0.0230403663550429	0.0153640777421154	0.0122790205843749	-0.0181325455396303	0.0245569978834037	0.0157983691199936	-0.0244581627481708	-0.0259465625058268	0.0283543557943628	-0.00931734782425427	-0.0221972850850733	-0.0238355866907288	-0.0301278189393298	-0.0146565356585225	-0.0240979080429453	0.00630169460120754	0.0261615052219694	-0.00702805033975642	0.00889500577212731	0.0205532429294381	0.0279897710782551	0.0078693932722637
church/N/br-a10/1769	-0.0084666417475363	0.0205754843700945	0.00104818112519005	0.030456301441934	-0.0157499895814965	0.0037151135988168	-0.00653398658541382	0.0246266990133387	0.0213110236977855	0.0439855033122468	0.039724422425171	-0.0529429990148425	0.0149671912819779	0.0186901058644984	0.00216037788022485	0.0465479839130467	0.008390178545305	0.0202968734711252	-0.00128204855918555	-0.0319892097700034	-0.0150561151773506	0.00602279496303479	-0.0102260767361269	0.0195787834750817	-0.0221733314043923	0.0424911610721395	0.0365176699692993	-0.0543311732817784	0.0150951527361848	-0.019848643136422	-0.00256838613157763	-0.0462729581781067	0.0263385220274238	0.00457455091311676	0.0393870669215162	0.0261717913525795	0.0363189192364981	-0.0068583918826019	0.0363120318454453	0.0172196255727145	0.0157399497312802	-0.0154248195275093	0.00203786991083099	0.0176195498119694	-0.00717248552496339	-0.019076635705048	-0.0131664256735784	0.0233712881690392	-0.0210249841626892	-0.0405799006675986	0.0234896393743884	-0.0351886983060381	-0.0177337559733517	-0.0409624064861668	-0.0190079458406195	-0.0358001045444389	-0.00412526730183726	-0.0109483785463373	0.0040915903083136	-0.0163981158941803	-0.0109211297037549	0.0165152659436547	0.00509463043169779	-0.0238923488887692
church/N/br-a10/1831	0.0025232756730057	-0.0514171621279928	0.0248161903564923	-0.0561863320201075	-0.00818740515412751	-0.0509531635786557	0.0375374299544609	-0.00905569381878705	0.0704387134366043	0.00481821324763793	0.0686068321339735	-0.0260420192346808	0.0614704426799091	-0.0321362778986703	0.0565700130983411	0.0445868309270729	-0.00293396609480112	-0.0512850631768119	-0.0189158469679156	0.0610557455808903	-0.00631504445090804	-0.0471204143290097	0.0415135352080203	0.00445743199679177	-0.0715445579777376	0.00318493812786447	0.0662546700737164	-0.031675303958404	0.0623898390073432	0.0309835966506811	-0.0566753319731897	-0.04453705784778	0.00945250625083112	0.0773320531667258	0.0429050821462684	-0.0793633226782336	0.033220366509282	0.0990463649516843	0.026396788374139	-0.100834939422612	0.0964536232454951	-0.0117334183391588	0.0591511008726779	-0.0166305997646266	0.108857383567687	-0.0211026562269167	0.0909545133930022	0.0138797816846699	-0.111075628533316	0.0414484032336096	0.0666563162215113	0.0713492168739851	-0.119360822320572	0.0520782681311808	-0.0710017347076223	0.0640797164872867	-0.0972172835075587	0.0156220124332015	0.0551722037807715	0.0294722334851104	0.104372053465527	0.0419857290606088	0.0773017885217394	0.055938236538132
church/N/br-a10/1850	-0.0186243969700426	0.0028702143443547	-0.00836273993781875	0.00482819296536895	-0.0376937697644526	-0.0182894176783653	-0.0240045724582368	0.000849874170446739	0.00151814788363478	0.00376786865408592	0.00297636449016211	-0.0106823231913911	-0.00315499643749407	0.00521510917014104	-0.00632604086796309	0.00456682476349035	0.0185521798802348	0.00273961767215657	0.00810474080453104	-0.00523814393789658	-0.03700516249079	-0.016498263081372	-0.024513490504101	-0.00654922606053265	-0.000925921446052266	0.0062780943903897	0.00282070842093234	-0.0103763558029753	-0.00332993283161987	-0.00700929223420377	0.00624880566811406	-0.00456767811567194	0.00882140063860216	-0.0347521844147831	-0.0083997819825473	0.0538343635359132	-0.00891626620990631	-0.0446340812909509	-0.00741066103720165	0.0540355889501804	-0.0406656843697495	0.0188576377111205	-0.0289293206432964	0.0166339316821785	-0.0306283435123786	0.0268409946062107	-0.0478571174718681	0.00674930472659378	0.0480977496504596	-0.0346835547480084	-0.0377375690742823	-0.0460873474638664	0.056711239700848	-0.0278917709236389	0.0421327562343996	-0.040751432811359	0.0414357873828271	-0.0269294578490111	-0.0248148319710928	-0.028304859585935	-0.0256981323708388	-0.0327834424558829	-0.0325491640445351	-0.0411264452520895
church/N/br-a10/1863	0.0860728395995893	0.0931952297836789	0.0472526129330643	0.149403876250565	-0.041760100229149	-0.156026214815655	-0.0744468987469765	-0.161177870835728	0.0341146095252337	0.209392912725475	0.0423113950742164	-0.19517469734017	0.0358625470166781	0.154189020591595	-0.0608631907031658	0.177168226302596	-0.0857347295243735	0.0933423475658214	-0.052406776700833	-0.146071267318922	-0.0420326267570246	-0.154641269258831	-0.0571622849147967	-0.168075255894942	-0.0310374330938953	0.210239687875749	0.03416883364984	-0.195352443629032	0.0361562801404966	-0.154338126738417	0.0611636866620111	-0.176859089269747	-0.083945528572648	-0.0499680078696586	-0.156194060156778	-0.013857809448205	-0.108313659151504	-0.043626401915681	-0.154695644965035	0.051159385492508	-0.13589968241183	0.114599676405725	-0.129885054341333	0.0381697478974097	-0.0422896180136997	0.151401861441694	-0.175980812293047	0.0267611528065356	0.128797763866949	0.0848954512620016	-0.174486663419735	-0.00420841432664418	0.139809265623121	0.0637574768689442	0.158150425322596	0.0381131411687564	0.127334724276794	-0.128630017975793	-0.114286235337098	-0.0806406819208551	-0.0178107927876921	-0.158209048876722	-0.120620966983341	-0.142497203612918
