pmi	cw
2.8506424	blindelings/adv
1.8596683	blink/verb
1.5038577	blink_uit/verb
4.5047035	bloed_hond/noun
4.1050014	bloeddorstig/adj
0.53254265	bloedig/adj
1.0311812	bloei/noun
4.068723	bloem_DIM_jurk/noun
0.45130828	blok/noun
0.8775398	blokkeer/verb
1.5349568	bloot/adj
0.795497	blues/noun
2.767554	bluf/noun
1.7554485	blunder/noun
2.333929	blunder/verb
4.143588	blèr/verb
4.325203	bob_slede/noun
0.2898089	bocht/noun
3.4887247	bodyguards/noun
3.1667418	boeddha_beeld/noun
0.7029232	boeg_beeld/noun
4.2697988	boek_werk_DIM/noun
1.689042	boekdeel/noun
1.7844466	boekenkast/noun
0.7659615	boekje/noun
2.9875047	boekstaaf/verb
4.706251	boemel/noun
0.86472356	boer/noun
5.3918457	boer_lobby/noun
4.4774723	boer_lul/noun
1.1504946	boerderij/noun
1.9779614	boerin/noun
3.9745727	boertige/adj
0.9123041	boks/verb
1.7933538	bokser/noun
1.9555227	bolide/noun
4.4004707	bolsjewiek/noun
2.6322517	bonbon/noun
3.7448196	bond_bureau/noun
0.5546199	bondskanselier/noun
2.624658	bonk/verb
3.3410249	bons/noun
2.068228	boomgaard/noun
3.4762921	boomstronk/noun
0.7706354	boor/verb
0.6207788	boos/adj
2.293431	boot_tocht/noun
2.2726316	boots_na/verb
0.93700564	bord_DIM/noun
0.2128175	bos/noun
3.5896533	bos_pad/noun
0.2994058	boter/noun
0.008141839	botsing/noun
4.416332	bottleneck/noun
2.1910532	boulevard/noun
2.5553386	boulevard_blad/noun
3.468866	boulevard_pers/noun
0.2520661	bouw/noun
2.6410384	bouw_onderneming/noun
0.66324824	bouw_werk/noun
2.0461025	bouwsel/noun
2.88028	bouwval/noun
0.37888703	boven/prep
2.2724805	boven_been/noun
3.136602	boven_grens/noun
1.9275217	bovenkant/noun
2.8683634	bovenmatig/adj
1.749125	boventoon/noun
4.77618	bral/adj
2.9109945	brandhout/noun
2.8134131	brandpunt/noun
0.0688693	breek_door/verb
4.481868	breek_heen/verb
2.462496	breek_los/verb
1.4883958	breek_op/verb
0.5223491	breek_uit/verb
1.118133	breng_mee/verb
0.9659595	breng_voort/verb
1.314378	brigade/noun
1.0544479	bril/noun
6.35147	brildraag/adj
0.36685452	broek/noun
3.7539523	broekspijp/noun
4.3751593	brommertje/noun
2.530083	brons/noun
4.690298	bronstig/adj
1.6208949	bronzen/adj
3.2872448	brood_roof/noun
0.3255434	brouwerij/noun
2.4902139	brui/noun
1.0830227	bruid/noun
1.0983988	bruin/adj
3.0553684	brul/adj
1.5936399	brul/verb
3.4722712	bruut/noun
3.0920005	buffel/noun
0.18874536	buig/verb
4.236937	buig_door/verb
3.6628938	buik_loop/noun
0.4057874	buis/noun
1.0150312	buit_uit/verb
0.5163145	buiten/adv
0.52366227	buiten/prep
4.072007	buiten_lieden/noun
2.1031277	buitenaards/adj
0.8789215	buitenlander/noun
0.77831525	buitenlands/adj
1.2039442	buitenstaander/noun
1.8053863	bunker/noun
0.037949763	bureau/noun
3.11562	bureaucratisch/adj
4.9651756	burger_bescherming/noun
1.6966255	burger_in/verb
5.408398	burger_lucht_haven/noun
0.14887641	burger_oorlog/noun
3.6660547	burgerman/noun
3.1749797	burgerschap/noun
0.9680552	bus/noun
0.86987895	bus_DIM/noun
4.6053805	bus_lading/noun
0.44584522	business/noun
3.9298327	buurt_vergadering/noun
1.5299073	cabaretier/noun
2.9820826	cadans/noun
3.622334	cadet/noun
0.99296486	cafetaria/noun
1.4912477	camera/noun
4.442986	camera_lieden/noun
5.4640536	camera_mens/noun
4.236937	camera_team/noun
2.5692098	cameraman/noun
3.8921425	cameraploeg/noun
3.489473	camionette/noun
2.1270373	camper/noun
0.87367713	cannabis/noun
2.3094842	cantate/noun
2.5064263	capriool/noun
0.5436491	caravan/noun
2.9314039	carjackers/noun
1.1644632	carnaval/noun
5.4641666	carnaval_traditie/noun
0.14615184	carrière/noun
3.273993	casual/adj
2.023183	catacombe/noun
2.5461178	catastrofaal/adj
4.300097	cateraars/noun
2.0776849	catering/noun
1.8021144	catwalk/noun
3.4716697	cd_verkoop/noun
3.829749	cel_wagen/noun
4.580156	celebrities/noun
0.86812615	centi_meter/noun
3.3911796	ceo/noun
3.9755678	certitudes/noun
5.4641666	cette/noun
0.9039399	champagne/noun
3.0816972	charge/noun
1.4070634	charmant/adj
0.5891489	charme/noun
4.175096	chase/noun
2.0972764	chemo_therapie/noun
0.2179013	chic/adj
4.9335384	chiroleden/noun
1.6169018	chocolade/noun
1.2531943	christen/noun
2.858359	chrono/noun
5.363523	chronoandapos;s/noun
3.260752	cijfermatig/adj
1.2810842	cineast/noun
1.1190728	circus/noun
0.54564655	cirkel/noun
2.1080897	cirkel/verb
3.9509804	cirkel_DIM/noun
4.6229796	civilisatie/noun
1.5391113	claim/verb
2.3551712	clash/noun
6.046088	claxonnerend/adj
0.26419193	cliché/noun
2.3519592	clinch/noun
1.2733538	clip/noun
3.488555	club_genoot/noun
5.0402455	club_maat/noun
4.979111	club_makker/noun
4.2870965	club_record/noun
0.12270991	coach/noun
1.2122947	coach/verb
0.66705215	coalitiepartner/noun
2.972664	cocon/noun
1.8779552	cola/noun
2.7341535	collaboratie/noun
0.18013956	collectie/noun
5.7058635	coloradokever/noun
1.1924008	combineer/verb
2.032162	comeback/noun
2.8555036	comedian/noun
0.22306558	comfortabel/adj
0.79175013	commando/noun
6.233687	commentariërende/adj
6.3694882	communicatie_stop/noun
0.8119304	communisme/noun
1.1488278	communist/noun
1.0060815	communistisch/adj
3.3895159	compaan/noun
2.2261226	competentie/noun
4.494056	competitie_film/noun
0.82098186	compleet/adj
0.7453132	componeer/verb
0.54114175	compromis/noun
3.7859712	computer_bouwer/noun
5.606137	computer_kennis/noun
2.2095263	computergestuurd/adj
0.94386166	concentreer/verb
3.9490395	concertgangers/noun
2.5345428	concurrente/noun
1.006538	confrontatie/noun
0.66584826	confronteer/verb
6.181124	congressisten/noun
0.29435542	constant/adj
2.0791783	constructeur/noun
1.3041123	consumeer/verb
0.101942785	consument/noun
0.7854385	context/noun
1.2712344	continent/noun
0.92012113	controleur/noun
0.5684691	conventie/noun
3.1364586	corps/noun
1.0144985	correctie/noun
2.6587584	corridor/noun
0.59603274	corrupt/adj
4.095677	coïtus/noun
0.7518052	coördineer/verb
1.7201794	crash/verb
4.259165	crash_test/noun
5.917834	crea/noun
1.1205235	creatie/noun
0.6181593	creatief/adj
2.4172661	crime/noun
0.32628986	crimineel/adj
0.13578725	cruciaal/adj
3.595764	cult/noun
2.2365642	cultuurverschil/noun
2.162952	cum_suis/adv
1.088724	cursist/noun
1.2912283	cynisme/noun
0.50494844	daadwerkelijk/adj
0.5963098	daag_op/verb
2.8921719	daagje_mens/noun
0.7163486	daags/adv
2.6455708	daal_af/verb
0.2803245	daar/adv
2.7895362	dag/adv
0.10540088	dag/noun
1.1107626	dag_DIM/noun
5.0108457	dag_blad_journalist/noun
1.0884612	dagelijks/adj
1.1735661	dagenlang/adj
1.43559	dakloze/noun
0.8462253	dam/noun
1.8461988	dam_in/verb
1.4226774	dame/noun
1.0134681	dancing/noun
0.11207383	dank/verb
0.08939892	dankbaar/adj
2.7477446	dans/adj
0.94538766	dans/verb
0.7474682	danser/noun
1.1891972	danseres/noun
0.9384057	dapper/adj
6.1001554	dart_fan/noun
5.2386727	dart_toernooi/noun
1.1818384	das/noun
1.7419875	dashboard/noun
3.0153189	dauw/noun
3.4402845	days/noun
1.2222898	de/adv
0.11145183	de/det
0.9810643	de/noun
0.13779783	deal/noun
0.6734814	dealer/noun
3.8223183	debiel/noun
1.840885	debuteer/adj
0.15453115	debuteer/verb
1.3422244	debuut/noun
0.0039210813	decennium/noun
3.7845993	decor_bouwer/noun
1.3552957	deel_op/verb
0.4826034	deel_uit/verb
1.5767678	deelnemer_veld/noun
1.3685728	deelraad/noun
4.629341	deelstaat_premier/noun
3.8517919	defensie_macht/noun
2.4062192	defensief/noun
3.8034208	defileren/verb
2.0866292	defilé/noun
1.0611665	deftig/adj
0.016710017	degeen/pron
0.89158416	degelijk/adj
2.4641054	dein/verb
2.3010833	dek/noun
0.36780342	dek/verb
1.265197	dele/adv
3.7070696	delirium/noun
0.14011219	democratie/noun
2.0394537	demonstrant/noun
2.0396645	dender/verb
4.153055	dender_door/verb
1.9360775	denk/adj
1.6521102	denk_terug/verb
1.2221206	denkbaar/adj
1.2371181	denker/noun
3.5292408	deodorant/noun
1.8817103	deportatie/noun
0.20977806	depressie/noun
4.9270716	dertiger/adj
1.1006933	deskundig/adj
0.17137179	deskundige/noun
1.1135708	desondanks/adv
0.116553225	destijds/adv
0.94621253	detail/noun
1.9663675	deugdelijk/adj
0.4212191	deur/noun
3.773691	deus/noun
3.476796	devoot/adj
0.31564665	dialoog/noun
3.1893156	diamant_air/noun
0.034735814	dicht/adj
3.9317367	dicht_naai/verb
0.7220175	dichtbij/adj
1.0205642	dichtbij/prep
1.6835932	dichtst/adj
0.09013258	die/det
0.49925494	die/pron
0.12942207	dien/verb
0.504742	dien_aan/verb
0.5042056	diens/det
3.158498	dienst_betoon/noun
5.213179	diepte_zicht/noun
3.1343098	dier_ziekte/noun
2.4869878	dij_uit/adj
0.13692597	dijk/noun
0.6297772	dimensie/noun
1.7401401	dinsdag_middag/noun
1.6192579	dinsdag_ochtend/noun
4.5484643	directors/noun
1.6307148	discipline/noun
0.9778627	disco/noun
0.3639505	discotheek/noun
4.8662195	discus/noun
0.2807898	discussieer/verb
3.8955507	discuswerpen/verb
2.0188117	diskwalificeer/verb
1.384662	distantieer/verb
2.2358065	distribueer/verb
0.8372637	distributie/noun
0.5055266	district/noun
1.0561569	dito/adj
3.3426096	ditzelfde/det
0.603454	dj/noun
1.796954	dodental/noun
0.11537979	doe_mee/verb
1.0557809	doe_onder/verb
0.563877	doe_op/verb
0.44841695	doe_over/verb
0.072931595	doek/noun
0.66490614	doel/verb
1.5044184	doelbewust/adj
2.28167	doem_op/verb
1.7214328	doende/adj
1.8550786	dof/adj
6.282477	dokkert/noun
5.146783	dokter_assistent/noun
0.8067737	dol/adj
2.851397	dol_enthoesiast/adj
1.611675	dolfijn/noun
2.4390898	dollar_cent/noun
0.35396546	dom/adj
0.20727265	domein/noun
0.60088325	dominee/noun
4.520032	dompteur/noun
1.7313758	donder/verb
2.0844233	donderdag_morgen/noun
0.11552399	dood/adj
0.091565706	dood/noun
0.99747276	dood/part
3.6653244	dood_eng/adj
6.1001554	dood_geschrokken/adj
0.4609114	dood_straf/noun
4.430354	dood_verachting/noun
3.6561189	doodgemoedereerd/adj
4.141235	doodsnood/noun
2.6597373	doodzonde/adj
1.8268514	doof/verb
3.7085931	dooi/verb
1.9887807	doolhof/noun
4.8986855	doop_kapel/noun
1.0388093	door/adj
0.4971298	door/adv
0.09237082	door/part
0.8200415	door/prep
1.6826544	doorgang/noun
0.77682024	doorheen/prep
0.95557207	doorkruis/verb
3.0986066	doorreis/noun
0.8088346	doorsnee/adj
0.6224141	doorsta/verb
1.7622476	doorstart/noun
3.5520132	doorstroom/noun
1.7654824	doorzetting_vermogen/noun
1.6664327	doping_gebruik/noun
5.6232314	doping_vraagstuk/noun
1.2383853	dorp_DIM/noun
3.196904	dorp_huis/noun
1.692725	dorst/noun
3.366961	dorstig/adj
0.7078671	douane/noun
2.475148	draaf/verb
0.98905486	draaf_op/verb
3.5405622	draag_tas/noun
1.7594572	draai_boek/noun
0.0436511	draai_om/verb
0.4349597	draai_op/verb
2.125888	draai_rond/verb
2.3787549	draai_tafel/noun
0.88276184	draai_terug/verb
1.3689768	drang/noun
2.1847491	drang_hek/noun
0.31014422	drank/noun
1.6453236	dreef/adj
0.060429875	dreigend/adj
5.337275	dreinende/adj
6.592632	dribbel_pas_DIM/noun
2.7237062	driedelig/adj
1.4323407	driemaal/noun
0.20403987	drietal/noun
2.0626752	drievoudig/adj
2.353269	drift/noun
1.3754998	driftig/adj
1.0905576	drijfveer/noun
1.1712022	dring/verb
0.56175536	dring_door/verb
0.14488664	dring_op/verb
0.26613277	dring_terug/verb
2.8439837	drink/adj
0.05512041	drink/verb
2.0871313	droef/adj
2.6439264	drom/noun
1.6964216	dromerig/adj
1.9626614	dronken/adj
3.6427054	droog_dok/noun
1.2384713	drop/verb
1.9375033	drugsverslaafd/adj
2.983189	druilerige/adj
1.3168505	druk_af/verb
4.3863573	druk_bevolkt/adj
3.513227	druk_bezet/adj
3.96107	druk_plat/verb
2.392797	drukte/noun
4.6723723	drukte_maker/noun
2.5942225	drum/verb
0.6180707	dubbel/noun
1.9929768	dubbel/verb
1.2676061	dubbelspel/noun
0.64068806	dubieus/adj
2.7839007	ducht/verb
3.679417	duelleer/verb
1.5496956	duif/noun
1.300081	duik/noun
1.1401248	duik/verb
1.1948394	duik_in/verb
1.8457056	duik_onder/verb
3.1897693	duik_op/adj
0.15828232	duik_op/verb
1.3228191	duim/noun
1.1135092	duister/adj
0.56678784	duivel/noun
3.117987	duizend_poot/noun
4.579549	duizendkoppige/adj
5.0795045	duizendsten/noun
5.0392833	dummies/noun
0.60411483	dump/verb
2.2216892	dun_uit/verb
2.555419	dunnetjes/adv
0.037996035	dus/adv
0.023829589	duur_voort/adj
0.6583551	duw/verb
0.45460048	dvd/noun
4.470915	dvv/noun
1.7080408	dwaal/verb
3.3313935	dwaalspoor/noun
1.149565	dwang/noun
0.7755748	dwars/adv
5.127694	dweperige/adj
4.4215026	dwing_elan_dij/noun
1.1047606	echt/adv
0.1748844	echt_genoot/noun
6.1113286	eclips_toerist/noun
6.1001554	eco_toerist/noun
0.08970063	economie/noun
0.28496403	een/adj
1.5917919	een/adv
0.14802772	een/det
2.545363	eendrachtig/adj
0.09226055	eenheid/noun
6.4294314	eenheid_beurs/noun
1.9868709	eenheid_munt/noun
2.272118	eenling/noun
1.103957	eenmaal/noun
0.08199477	eenmalig/adj
0.6289785	eentje/noun
0.282821	eenvoudig/adj
1.5977256	eenvoudigweg/adv
1.7456212	eerherstel/noun
1.808517	eerste/det
2.9011989	eerstejaars/adj
6.592632	eerstejaars_kadet/noun
5.5294895	eerstejaars_scholier/noun
6.4255776	eerstejaarsseniore/noun
3.3795912	eerzucht/noun
3.8439052	eerzuchtig/adj
2.396319	eethuis/noun
0.8754546	eeuwenoud/adj
0.28889793	effect_beurs/noun
2.5605254	effen/verb
1.057555	ego/noun
2.5097926	egocentrisch/adj
1.742023	eicel/noun
0.90296364	eigenaardig/adj
4.035757	eigennaam/noun
0.3732171	eigentijds/adj
6.282477	eik_schors/noun
2.7658696	eikel/noun
0.5150417	eiland/noun
1.298254	eiland_DIM/noun
2.7385268	eilandbewoner/noun
4.017594	eind_halte/noun
6.240056	eind_oplossing/noun
2.3661299	eind_spurt/noun
3.1723747	eind_tijd/noun
0.29850465	eindelijk/adj
1.5945293	eindexamen/noun
1.3703369	eindje/noun
1.4956521	eindpunt/noun
1.592935	eindresultaat/noun
2.2597775	eindstreep/noun
2.0430224	eindstrijd/noun
0.85633814	eindzege/noun
2.4808643	eksemplarisch/adj
0.604149	elegant/adj
2.0879853	elegantie/noun
2.5685797	elektricien/noun
4.1272326	elektronica_winkel/noun
0.31782702	element/noun
5.7898154	elf_koningin/noun
0.58667433	elk/adv
0.5650653	elk/det
0.108815804	elkaar/det
0.41796544	ellende/noun
0.6219499	emotie/noun
3.0211804	emplooi/noun
2.1691198	en/adj
0.24777527	en/adv
0.13264811	ene/adj
4.28687	energie_rijk/adj
2.1240106	enerverend/adj
1.116739	enerzijds/adv
0.664446	eng/adj
5.1706195	engerds/noun
0.30650783	enig/adj
0.03825903	enig/det
0.05619718	enige/noun
0.86413014	enigszins/adv
0.17368868	enkel/noun
1.0415945	enkeling/noun
0.39331204	enorm/adj
0.16815703	enquête/noun
1.3470682	entertainment/noun
1.1458161	enthoesiast/adj
0.6576895	entree/noun
4.391878	epigonen/noun
1.2111856	episode/noun
1.9332317	equipe/noun
3.5123913	ere_haag/noun
2.5944312	ere_podium/noun
1.9046675	erf/noun
3.5996306	erf_vijand/noun
0.9112189	erfelijk/adj
0.27089116	erfenis/noun
1.1308502	erger/verb
0.9240998	ergernis/noun
0.3177123	erken/verb
0.44848034	erkenning/noun
1.5753219	erotiek/noun
0.51773	ervaren/adj
2.1957166	es/noun
1.4954019	escalatie/noun
0.6732982	essentieel/adj
1.4554173	establishment/noun
4.277528	estafette/noun
3.086665	estafetteploeg/noun
1.4514735	et/noun
1.1288192	etage/noun
0.493853	etalage/noun
2.2797806	etaleer/verb
0.45627525	etappe/noun
2.4997277	eter/noun
0.7354782	euforie/noun
1.3498272	euroland/noun
5.663694	euthanasie_commissie/noun
2.1631145	euthanasie_wet/noun
0.52769005	even/adj
2.4185803	evenaar/verb
1.1857276	evenement/noun
0.4853736	evenmin/adv
0.2318869	evenveel/det
1.0953369	evenwicht/noun
2.733722	evidentie/noun
5.28062	ex_Europees/adj
4.731728	ex_dwang_arbeider/noun
6.1661763	ex_lerares/noun
6.441082	ex_postbode/noun
1.2856476	ex_president/noun
1.295497	excentriek/adj
1.7172611	excursie/noun
5.045069	executives/noun
1.013049	exemplaar/noun
1.355932	exotisch/adj
0.28794208	experimenteer/verb
0.40601176	explosief/adj
2.6135452	export_product/noun
0.97218156	exporteer/verb
2.2205408	expres/adj
0.30101663	extra/adj
1.1699471	extra_DIM/noun
0.5408422	extreem-rechts/adj
1.2772563	ezel/noun
1.6438397	f/noun
1.2780833	faal/adj
3.2741575	fabuleuze/adj
1.607703	faciliteit/noun
0.78591335	familie_lid/noun
2.8352213	fan/noun
2.1413019	fan_club/noun
2.5587935	fanaticus/noun
1.8245025	fanatiek/adj
0.07888257	fantasie/noun
0.24362528	fantastisch/adj
0.56726	fascinerend/adj
1.7432328	fascisme/noun
1.6888734	fascistisch/adj
1.0720258	fataal/adj
0.571057	fatsoenlijk/adj
1.2542762	favoriet/adj
1.170461	favoriet/noun
1.7880149	fc/noun
0.5178398	feest_DIM/noun
0.29457703	feest_dag/noun
2.89459	feest_stemming/noun
1.0352073	feest_zaal/noun
3.1590846	feeërieke/adj
1.6011949	feliciteer/verb
3.4795206	felst/adj
2.3951566	feministe/noun
0.21864131	fenomeen/noun
1.9983158	fenomenaal/adj
2.3701205	festijn/noun
2.9343288	festival_directeur/noun
5.3688564	festival_krant/noun
2.604911	festivalgangers/noun
5.407008	fetisjen/noun
1.6529393	fiets/adj
5.877012	fiets_binnen/verb
0.9835097	fiets_tocht/noun
0.29623988	fietser/noun
2.45357	figurant/noun
5.468588	figurante/noun
1.1983846	figuurlijk/adj
1.0912901	fiks/adj
0.70282257	film/verb
3.8343494	film_vertoning/noun
1.1282417	filmfestival/noun
0.4851535	filmmaker/noun
1.9924742	filmregisseur/noun
1.5131962	finaal/adj
5.837791	finaal_weekeinde/noun
1.3428537	finale/noun
2.2957175	finale_plaats/noun
1.7577096	finalist/noun
5.658323	financieel_technisch/adj
1.2892591	finish/noun
1.5230799	finish/verb
3.4526024	firmament/noun
3.670693	fish/noun
0.40132958	fit/adj
3.9719236	fitnesscentra/noun
2.3901806	flaneer/verb
2.5077639	flard/noun
1.2564933	flat_gebouw/noun
0.3007597	flauw/adj
1.6760409	fleur_op/verb
0.326985	flexibel/adj
3.2592916	flikker/noun
0.7150064	flink/adj
4.135377	flipperkast/noun
1.3825248	flirt/verb
1.9909906	flits/adj
1.566899	flits/noun
1.1302842	flits/verb
3.792859	flits_licht/noun
3.8541405	flonker/adj
1.718094	floreer/verb
2.1463509	fluit/adj
0.25965905	folder/noun
1.6427121	folklore/noun
1.8488466	foltering/noun
2.8270018	fond/noun
2.5452042	forens/noun
2.3568304	forfait/noun
1.0141807	formaat/noun
1.5002769	formaliteit/noun
0.0400202	formatie/noun
1.4841826	formidabel/adj
4.840275	formuliertje/noun
5.38775	fortuin_zoeker/noun
3.5353742	fotograaf/noun
4.1590185	fotografeer/adj
0.881964	fotografeer/verb
2.1490986	fototoestel/noun
1.0257457	fout/part
2.5836608	fout_DIM/noun
2.0625527	foutloos/adj
0.7327473	fraai/adj
5.965236	franciscaanse/adj
1.4986585	frekwent/adj
4.4334974	frekwent_eer/verb
1.3212186	frisdrank/noun
6.543842	front_troep/noun
0.20737611	fuif/noun
2.8821688	fuik/noun
0.5139684	functionaris/noun
1.01088	functioneel/adj
1.7358897	functioneer/adj
2.1803846	funest/adj
1.4057032	furieus/adj
0.4412734	ga/adj
0.011968783	ga/verb
1.0287037	ga_fout/verb
1.8188319	ga_langs/verb
0.62150913	ga_mis/verb
0.32629633	ga_op/verb
1.5111146	ga_rond/verb
1.2232208	ga_tegemoet/verb
0.030675786	ga_tegen/verb
1.9998333	ga_tekeer/verb
0.90023977	ga_toe/verb
1.896728	ga_voor/verb
0.3501433	ga_voorbij/verb
1.9609083	ga_voort/verb
0.6526161	ga_weg/verb
1.9165162	gaaf/adj
0.25791612	galerie/noun
1.4188218	galerij/noun
2.0590553	galm/verb
4.2932334	galoppeer/adj
4.6336045	galoppeer/verb
2.0168905	gangmaker/noun
2.8649688	gangpad/noun
1.2469538	gangster/noun
1.4305247	gans/noun
2.1428404	gareel/noun
3.1446664	gas_bedrijf/noun
1.9053372	gaspedaal/noun
3.9225667	gast_muzikant/noun
0.48005646	gastheer/noun
1.3177459	gave/noun
4.9960027	gazelle/noun
5.8124733	gazellen/noun
3.5161579	geasfalteerde/adj
2.166697	gebak/noun
1.8266191	gebit/noun
2.8732011	geblinddoekt/adj
1.5492947	geboorte_plaats/noun
1.8421813	geboortedorp/noun
0.08105874	geboren/adj
1.2985165	gebrek/prep
0.1693037	gebroken/adj
1.0471171	gebruikelijk/adj
4.2105637	gecatalogeerd/verb
1.4334459	gecharmeerd/adj
1.4454942	geconcentreerd/adj
3.2085497	gecontesteerde/adj
0.5802957	gedaan/adj
1.2493845	gedaante/noun
0.6179073	gedachte/noun
0.6860446	gedeeld/adj
0.28474867	gedeeltelijk/adj
3.044714	gederfd/adj
0.3267345	gedetineerde/noun
1.7870471	gedisciplineerd/adj
0.6739213	gedoe/noun
3.3080535	gedonder/verb
0.33076286	gedraag/verb
0.9795535	geduldig/adj
0.10237054	geef_mee/verb
0.5444326	geef_over/verb
1.0634913	geef_weer/verb
3.9686222	geeneens/adv
0.35609326	geest/noun
1.7776428	geest/prep
4.585028	geestesoog/noun
1.9872799	geestverwant/noun
1.3577385	geforceerd/adj
2.1620855	gefotografeerd/adj
1.2286544	gegadigde/noun
1.436808	gegarandeerd/adj
0.98411506	gegeven/adj
5.17722	geglaceerd/adj
2.4253325	gegoten/adj
1.8514221	gehakt/adj
2.4171963	geheid/adj
0.1363261	geheim/adj
4.5171757	geheim_agent/noun
0.6520181	geheugen/noun
1.8677008	geholpen/adj
2.0931253	gehoorzaam/verb
2.9112806	geinig/adj
3.0632012	gejaagd/adj
1.8372407	gejuich/noun
0.34545973	gek/adj
1.2099837	gek/noun
2.1825922	gekleed/adj
0.5843884	gekleurd/adj
4.5680785	geklik/verb
1.5950204	gekomen/adj
0.55031216	gekwetst/adj
2.63607	gelag/noun
3.088167	gelakt/adj
0.6808502	gelast_af/verb
0.7890863	geldschieter/noun
1.5419312	geleerd/adj
1.509225	geleerde/noun
1.3299063	geleid/verb
1.7385795	gelijkga_op/adj
2.2258341	gelikt/adj
0.43170118	geloof/verb
0.43857506	geloofwaardig/adj
1.0248253	gelopen/adj
1.7971494	gelovig/adj
4.090451	geluid_dicht/adj
0.9703059	geluid_overlast/noun
5.490994	geluimde/noun
2.9670794	geluk_zoeker/noun
0.27707806	gelukkig/adj
1.2530308	gemak/noun
6.2643094	gemaltraiteerd/adj
1.1462864	gemanipuleerd/adj
0.20401695	gematigd/adj
4.0607405	gemechaniseerd/adj
0.9957093	gemeen/adj
4.3023953	gemeente_financiën/noun
5.0127163	gemeente_raadszaal/noun
0.46473598	gemengd/adj
3.862405	gemerkt/adj
1.303837	gemoed/noun
2.1467237	gemoedelijk/adj
0.33739665	gemotiveerd/adj
0.67971253	gen/noun
1.9367254	genereus/adj
0.4278731	genetisch/adj
2.353269	geneugte/noun
0.9007839	geniaal/adj
2.9391441	geniep/noun
0.5046962	geniet/verb
1.1304771	genodigd/adj
0.38967773	genoeg/adv
0.0054638064	genoeg/det
0.52620214	genoegen/noun
2.7124748	genoegzaam/adj
0.2811858	genomen/adj
2.1787322	gentleman/noun
1.6964725	geopend/adj
0.10780924	gepensioneerd/adj
1.2097645	geplaagd/adj
0.3018711	geplaatst/adj
0.67624193	gepland/adj
3.2273757	geplunderd/adj
0.56656355	geraak/verb
1.811524	geraakt/adj
1.703206	gerecht_gebouw/noun
0.12321944	geregeld/adj
1.2754816	gerenommeerd/adj
3.4333131	gerimpeld/adj
4.5656805	geroffel/verb
0.48535588	gerucht/noun
0.2397649	geruim/adj
1.6587467	geruisloos/adj
0.19761309	gescheiden/adj
0.295171	geschenk/noun
3.376487	geschiedenis_boek_DIM/noun
2.9398508	geschift/adj
3.959599	geschminkt/adj
2.4073946	geschonden/adj
0.9487173	geschreven/adj
3.8856428	gesel/noun
0.6965858	geslaagd/adj
2.626422	geslagen/adj
5.9109135	gespijsde/noun
3.3719394	gesprongen/adj
0.6422971	gesteld/adj
2.8353505	gesternte/noun
0.6522333	gesteund/adj
2.2452025	gestoken/adj
1.9502972	gestrand/adj
0.91491336	gesubsidieerd/adj
2.1091158	getale/adv
3.4730742	getoeter/verb
1.9633456	getouw/noun
1.8988266	getraumatiseerd/adj
4.890366	getrommel/verb
1.4222254	getrouw/adj
0.9144314	geval/prep
2.5083375	geval_wel/verb
1.0769877	gevallen/adj
1.2651309	gevat/adj
5.0192924	gevecht_uitrusting/noun
0.61987525	gevel/noun
1.9084824	geverfd/adj
0.44351786	gevestigd/adj
1.3685483	gevierd/adj
3.197361	gevlochten/adj
0.007856133	gevolg/prep
1.2548206	gevolgd/adj
1.7123468	gevolge/prep
1.5507622	gevorderd/adj
0.37093076	gevraagd/adj
0.8438036	gevreesd/adj
0.15807801	gevuld/adj
1.9004502	gewaad/noun
1.1255772	gewapend/adj
3.438343	gewapenderhand/adv
1.0813498	gewas/noun
0.5808523	geweer/noun
0.23908426	gewend/adj
2.715012	gewenning/noun
0.43197125	geweten/noun
2.5297623	gewetenloos/adj
3.7458742	gewettigd/adj
2.9164462	gewichtheffen/noun
2.8390007	gewillig/adj
2.1324348	gewin/noun
3.3750296	gewoel/verb
0.5027524	gewonnen/adj
0.50039685	gewoonlijk/adj
0.5078477	gewoonte/noun
0.16327898	geworden/adj
2.7546468	geworteld/adj
1.8092774	gewricht/noun
5.0895653	gezag_crisis/noun
0.12472373	gezamenlijk/adj
1.9649888	gezegde/noun
0.021662928	gezellig/adj
1.8567524	gezeten/adj
0.63053757	gezicht/noun
3.064535	gezicht_bepalend/adj
3.5616202	gezoem/verb
2.9246511	gezwind/noun
0.5372859	geïnspireerd/adj
0.60506123	geïnteresseerd/adj
3.0586798	giechel/adj
2.2971416	gier/adj
2.6098962	gier/noun
2.2457614	gier/verb
0.78438014	gigantisch/adj
1.090187	gij/pron
4.217409	gil/adj
1.6729827	ginder/adv
1.4910485	gips/noun
0.33079466	gisteravond/adv
1.834487	gisterenmiddag/adv
1.5317068	gisterenochtend/adv
0.78090584	gistermorgen/adv
0.45904645	gitarist/noun
0.4613263	glad/adj
1.3070084	glans/adj
1.9844359	glans/noun
1.9722596	glim/verb
2.6354907	glimlach/adj
2.3231888	glimp/noun
0.91511554	globalisering/noun
0.76653785	glorie/noun
2.272662	gluur/verb
5.9749923	gnomen/noun
0.40151197	god/noun
1.2929971	godsnaam/adv
4.7377553	goed_gekleed/adj
2.1315682	goeddeels/adv
2.974736	goeddunken/noun
2.8498886	goedendag/noun
1.2841617	goedgekeurd/adj
