id	model.x	model.y	lemma	wf	pos	newPos	genre	broadGenre	newBroadGenre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW
church/NN/br-k04/1076	-0.0484877593054281	0.0391721331575256	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 There were two liquor saloons not very far from the <font color=green>church</font> , one white, that is conducted for white people with a	4	3	1.28	0.75	11
church/NN/br-k04/1117	-0.0898460868336292	0.0203864530074134	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 of gambling in both. On the other side of the <font color=green>church</font>  was a quiet, well-kept house with shutters and recently painted	4	0	1.69	0	4
church/NN/br-k04/1145	0.000133238364501529	0.0186625847223931	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 it. It was called Kent House. The deacon of the <font color=green>church</font> , Carlson, was its janitor. One of the leading members of	3	0	1.05	0	5
church/NN/br-k04/1353	0.0636174591750879	0.193646317053028	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 tract of land, and it occurred to him that the <font color=green>church</font>  and the better Negro homes might gradually be moved to	3	3	0.95	1	7
church/NN/br-k04/1419	-0.0378336379753364	-0.00732686694758356	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 stress, and that was that the contribution to the general <font color=green>church</font>  expenses, the dollar money, had been seriously falling behind in	3	3	1.25	1	10
church/NN/br-k04/1433	-0.0921073535241766	0.0576727860965011	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 the dollar money, had been seriously falling behind in this <font color=green>church</font> , and that must be looked after immediately. In fact, he	1	1	0.85	1	12
church/NN/br-k04/1485	-0.0340116461888646	0.0211022991281337	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 that clear as this was, they must have a better <font color=green>church</font> , a more business-like conduct of the church organization, and an	2	1	1.9	0.5	6
church/NN/br-k04/1493	-0.0745338135767979	0.0256406924007869	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 have a better church, a more business-like conduct of the <font color=green>church</font>  organization, and an effort to get this religious center out	4	3	1.72	0.75	8
church/NN/br-k04/1514	-0.00144214432989367	-0.0103405009132935	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 out of its rut of wild worship into a modern <font color=green>church</font>  organization. He emphasized to the Presiding Elder the plan of	5	3	1.98	0.6	6
church/NN/br-k04/1530	0.100260823655432	0.0709952899717323	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 the Presiding Elder the plan of giving up the old <font color=green>church</font>  and moving across the river. The Presiding Elder was sure	5	3	0.86	0.6	5
church/NN/br-k04/1578	0.0659223513651242	-0.000313230542652495	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 impossible. The bank which held the mortgage on the old <font color=green>church</font>  declared that the interest was considerably in arrears, and the	2	1	1.19	0.5	6
church/NN/br-k04/1634	-0.0414739940824535	-0.0305918356894262	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 to colored folk. When it was proposed to rebuild the <font color=green>church</font> , Wilson found that the terms for a new mortgage were	2	0	1.41	0	6
church/NN/br-k04/1685	0.0183397300376723	0.0014920414137333	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 made to his Deacon Board, he met unanimous opposition. The <font color=green>church</font>  certainly would not be removed. The very proposition was sacrilege	3	1	1.19	0.33	7
church/NN/br-k04/1807	0.0525725648666515	-0.0389177789993662	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 of money that has been invested by whites around that <font color=green>church</font> ? Tenements, stores, saloons, some gambling, I hope not too much	5	2	1.57	0.4	6
church/NN/br-k04/1874	-0.046154435475049	0.0170742839404637	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 were you I would just plan to repair the old <font color=green>church</font>  so it would last for five or ten years. By	3	3	1.04	1	7
church/NN/br-k04/2301	0.00187887583961941	-0.0190236824772614	church	church	NN	NN	fiction_gral	imag	imaginative	B	B	AB	AB	methodist_church%1:14:00::	B2	B	AB	AB	 mean practically the end of his career in the Methodist <font color=green>church</font> , if not in all churches.	3	1	1.34	0.33	6
church/NN/br-k04/356	-0.0481860001057229	-0.0912452244967011	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 with the whites, especially the rich who partly supported the <font color=green>church</font> . The Deacon Board, headed by a black man named Carlson	7	4	1.55	0.57	7
church/NN/br-k04/397	-0.0112721746071788	-0.150477493089937	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:06:00::	D	D	DE	CDE	 support of the Amen corner. The characteristic thing about this <font color=green>church</font>  was its Amen corner and the weekly religious orgy. A	4	4	1.81	1	6
church/NN/br-k04/828	0.0170244080664056	0.0706028762392234	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 the home of one of the old members of the <font color=green>church</font> , a woman named Catt who, as Wilson afterward found, was	2	2	1.47	1	7
church/NN/br-k04/877	0.0555546065948425	0.102249265147166	church	church	NN	NN	fiction_gral	imag	imaginative	C	C	C	CDE	church%1:14:00::	B	B	AB	AB	 never married, conducting a spotless home and devoted to her <font color=green>church</font> , but a perpetual dissenter and born critic. She soared over	2	1	2.16	0.5	5
church/NN/br-k04/923	0.00912373459564405	-0.0306557548378468	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 which she was chief repository. Then Wilson looked over the <font color=green>church</font>  and studied its condition. The salary of the pastor had	3	3	1.4	1	8
church/NN/br-k04/975	-0.0565373267461379	-0.0948211698283888	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 he mentioned this to the Deacons they said nothing. The <font color=green>church</font>  itself must be repaired. It was dirty and neglected. It	3	2	1.12	0.67	7
church/NN/br-k06/1056	-0.00254907172722508	-0.00213280814952525	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 northward to Brooklyn, below Point Peter, he could see the <font color=green>church</font>  spire wherever he looked back. Sometimes they went south and	5	2	1.2	0.4	6
church/NN/br-k06/1389	0.0106167861606381	-0.074590305735867	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 with its peaked lance. Stevie was constantly slipping into the <font color=green>church</font> . He pulled with all his strength at the heavy, brass	3	2	1.08	0.67	6
church/NN/br-k06/1473	0.124624447894522	0.0627256251644286	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 hands tucked under his coattails, and staring into the dark <font color=green>church</font> . The figure was wreathed in an extraordinary luminescence. The boy	3	2	1.02	0.67	5
church/NN/br-k06/528	0.0418241998925471	-0.0246864970363746	church	church	NN	NN	fiction_gral	imag	imaginative	D	D	DE	CDE	church%1:06:00::	D	D	DE	CDE	 his head out. There was the slate roof of the <font color=green>church</font> ; ivy climbed the red brick walls like a green scaled	5	3	1.5	0.6	7
