_model	model.x	model.y	LEMMAPATH	LEMMAREL	foc_boundaries	foc_context_words	foc_foc_pos	foc_foc_win	foc_minimum_features	foc_ppmi	soc_length	soc_length_num	soc_soc_pos	soc_soc_win	tokens	type	stress	foc_base
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSnav	-0.11222539870050453	-0.055986141031546685	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	nav	4_4	222	huldigen	0.22369696093960373	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTH5000.SOCPOSall	-0.15328145105908025	-0.1293843595978757	NA	NA	bound	335	lex	10_10	1	weight	5000	5000	all	4_4	222	huldigen	0.24873192201359762	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSnav	-0.10798538481525509	0.027169205799811923	NA	NA	bound	335	lex	10_10	1	weight	FOC	218	nav	4_4	222	huldigen	0.21767014080152605	BOW
huldigen.BOWbound10lex.PPMIweight.LENGTHFOC.SOCPOSall	-0.10155205925472525	0.021272748081021704	NA	NA	bound	335	lex	10_10	1	weight	FOC	335	all	4_4	222	huldigen	0.2128456506434992	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSnav	-0.12124909746435841	-0.03557217682242827	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	nav	4_4	222	huldigen	0.22397591105164627	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTH5000.SOCPOSall	-0.23562151092420833	-0.09228183621067845	NA	NA	bound	335	lex	10_10	1	selection	5000	5000	all	4_4	222	huldigen	0.24580409389122176	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSnav	-0.12689774561769745	0.07336457428417477	NA	NA	bound	335	lex	10_10	1	selection	FOC	218	nav	4_4	222	huldigen	0.2185576919361944	BOW
huldigen.BOWbound10lex.PPMIselection.LENGTHFOC.SOCPOSall	-0.11373537528881474	0.06665825024595635	NA	NA	bound	335	lex	10_10	1	selection	FOC	335	all	4_4	222	huldigen	0.21107262307496963	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSnav	-0.13927242056101383	0.07910262944921749	NA	NA	bound	637	lex	10_10	1	no	5000	5000	nav	4_4	225	huldigen	0.21129844552202515	BOW
huldigen.BOWbound10lex.PPMIno.LENGTH5000.SOCPOSall	-0.2266110178893929	0.18801771160185343	NA	NA	bound	637	lex	10_10	1	no	5000	5000	all	4_4	225	huldigen	0.2342299707584634	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSnav	-0.11044559266275271	0.128210336412346	NA	NA	bound	637	lex	10_10	1	no	FOC	450	nav	4_4	225	huldigen	0.22412716467502858	BOW
huldigen.BOWbound10lex.PPMIno.LENGTHFOC.SOCPOSall	-0.11057600863481867	0.1330480652745409	NA	NA	bound	637	lex	10_10	1	no	FOC	637	all	4_4	225	huldigen	0.21401420910589145	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSnav	-0.062168640191981504	-0.0645520180023351	NA	NA	bound	596	all	10_10	1	weight	5000	5000	nav	4_4	230	huldigen	0.2292568118042973	BOW
huldigen.BOWbound10all.PPMIweight.LENGTH5000.SOCPOSall	0.00886323634263601	-0.13400447214083366	NA	NA	bound	596	all	10_10	1	weight	5000	5000	all	4_4	230	huldigen	0.25101972982149545	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSnav	-0.06407998039893247	0.04495741788525836	NA	NA	bound	596	all	10_10	1	weight	FOC	218	nav	4_4	230	huldigen	0.2282862828692146	BOW
huldigen.BOWbound10all.PPMIweight.LENGTHFOC.SOCPOSall	-0.04578573894057749	0.05776603086803467	NA	NA	bound	596	all	10_10	1	weight	FOC	596	all	4_4	230	huldigen	0.224014791173328	BOW
huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSnav	0.10957975671145093	0.014109656916270441	NA	NA	bound	596	all	10_10	1	selection	5000	5000	nav	4_4	230	huldigen	0.21176444070633424	BOW
huldigen.BOWbound10all.PPMIselection.LENGTH5000.SOCPOSall	0.23338375552864954	0.19883611114145927	NA	NA	bound	596	all	10_10	1	selection	5000	5000	all	4_4	230	huldigen	0.23006713778659818	BOW
huldigen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSnav	-0.0012400833380750646	0.10036763536337055	NA	NA	bound	596	all	10_10	1	selection	FOC	218	nav	4_4	230	huldigen	0.22333558155004074	BOW
huldigen.BOWbound10all.PPMIselection.LENGTHFOC.SOCPOSall	0.0259353019788171	0.1263101359240497	NA	NA	bound	596	all	10_10	1	selection	FOC	596	all	4_4	230	huldigen	0.22301169393817102	BOW
huldigen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSnav	0.05322733573336573	0.19223305564614976	NA	NA	bound	1059	all	10_10	1	no	5000	5000	nav	4_4	230	huldigen	0.16947383083679377	BOW
huldigen.BOWbound10all.PPMIno.LENGTH5000.SOCPOSall	0.18386799459543313	0.29374012427867385	NA	NA	bound	1059	all	10_10	1	no	5000	5000	all	4_4	230	huldigen	0.2036392363479813	BOW
