id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	wf	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
country/NN/br-a06/106	-0.127362267667794	-0.238168962155381	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 Westfield Young Democratic Club cocktail party at the Scotch Plains <font color=green>Country</font>  Club. It was greeted with a chorus of boos by	4	1	307	25	2	Country	NNP	press	3.07	0.25
country/NN/br-a17/346	-0.112291922279841	-0.258820155098401	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 will be a stag dinner Friday evening at the Denver <font color=green>Country</font>  Club which will precede the opening of the 1961 golf	2	1	314	50	1	Country	NNP	press	3.14	0.5
country/NN/br-a18/1063	-0.15234271282244	-0.413146714775464	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 Mrs. John Charles Cotty is chairman of publicity for the <font color=green>country</font>  fair and Mrs. Francis G. Felske and Mrs. Francis Smythe	1	0	309	0	2	country	NN	press	3.09	0
country/NN/br-a18/24	-0.135975682358075	-0.193711526016102	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 of the Thrift Shop Committee for May 6 at Philmont <font color=green>Country</font>  Club. The women have a reputation for giving parties that	3	1	331	33	2	Country	NNP	press	3.31	0.33
country/NN/br-a20/641	-0.267326685083051	-0.285658071649646	country	NN	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 and the two civil servants the recipients for selling their <font color=green>country</font>  's secrets. The fact that secrets of the Dreadnought, and	3	3	294	100	3	country	NN	press	2.94	1
country/NN/br-a26/490	-0.419728883618051	-0.155686948035898	country	NN	press_reportage	press	B1	B	B14	B	Z	Z	Z	Z	Z	 price would be quoted regularly in newspapers all over the <font color=green>country</font> . He was also pleased with the wide distribution because he	5	0	315	0	1	country	NN	press	3.15	0
country/NN/br-a27/436	-0.405878772046677	0.219928583964726	country	NN	press_reportage	press	B2	B	B23	B	Z	Z	Z	Z	Z	 the steel strike. Draper declared,`` As I see it, this <font color=green>country</font>  has never faced such great dangers as threaten us today	4	1	274	25	1	country	NN	press	2.74	0.25
country/NN/br-a28/645	-0.0387717472455249	0.187897396631014	country	NN	press_reportage	press	B3	B	B23	B	Z	Z	Z	Z	Z	 the rural recovery are being felt almost immediately by the <font color=green>country</font>  's farm equipment manufacturers. For example, farm equipment shipments of	3	0	254	0	1	country	NN	press	2.54	0
country/NN/br-a29/2062	-0.0565736582760569	-0.166717671386292	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 weekend they have reserved the entire Stagecoach Inn and adjoining <font color=green>country</font>  club, Saledo, for festivities. Invitations have been extended to some	3	1	297	33	3	country	NN	press	2.97	0.33
country/NN/br-a29/2109	-0.112291922279841	-0.258820155098401	country	NN	press_reportage	press	A	A	A	A	Z	Z	Z	Z	Z	 The get-together Friday night will be a banquet at the <font color=green>country</font>  club patio and pool, and an orchestra will play for	4	1	314	25	1	country	NN	press	3.14	0.25
