id	model.x	model.y	lemma	pos	genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre	wordform	msOct	mcuesOct	mcommOct	determiner	premodifier	postmodifier	building	definiteness	dgsense	number	capital	has_posm	prem_adj	prem_place	prem_name	prem_kind	comm	activity	organization
church/NN/br-a01/2073	-0.254538280742363	-0.0859414025715222	church	NN	press_reportage	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	NN	informative	1	0	1.98	0	4	church	others	church	c3	being at		none	NA	NA	yes	no	E	singular	no	no	no	no	no	no	no	yes	no
church/NN/br-a07/1303	0.0933581396336011	-0.074670624740014	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question	NN	informative	3	1	2.3	0.33	5	church	others	church	a2	leaders		NA	NA	NA	no	NA	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-a07/1325	0.161990772977612	0.00808546286977338	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a	NN	informative	4	3	1.99	0.75	4	church	others	church	a1	Peace Corps;state		none	NA	NA	no	no	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-a07/1487	0.100295650833131	-0.117675105368238	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps	NN	informative	4	1	1.89	0.25	6	church	others	church	a1	constitutional requirement;state		none	NA	NA	no	no	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-a10/1754	0.105431968147875	-0.00957711673034522	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 one out of three Americans has vital contact with the <font color=green>church</font> . This means that more than 100 million have no vital	NN	informative	1	1	1.94	1	4	church	others	church	d	vital contact with the;Americans		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	no
church/NN/br-a10/1769	0.0145381670451465	0.0132843150364604	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the	NN	informative	3	2	1.85	0.67	6	church	others	church	d	touch with the;religious life	opposition to religious life	the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	no
church/NN/br-a10/1850	0.401131789725204	-0.128491727845976	church	NN	press_reportage	C	C	C	CDE	Z	Z	Z	Z	Z	 adding that the denomination had a national goal of one <font color=green>church</font>  for every 10000 persons.`` In this light we need 1000	NN	informative	3	1	1.59	0.33	1	church	others	church	b	denomination;every 10000 persons		number	NA	NA	no	no	C	singular	no	no	no	no	no	no	yes	no	yes
church/NN/br-a10/1940	0.195533794141983	-0.0146665101437813	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine	NN	informative	1	0	2.09	0	4	church	others	church	a2	changes in methods;her methods		the	NA	NA	no	yes	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-a16/453	-0.141624513706554	0.019777434190556	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak	NN	informative	4	2	2.28	0.5	4	church	others	church	c1	noon;tomorrow;in St. Bernadine’s;Forest Park;reception		none	St. Bernadine’s	NA	yes	no	D	singular	no	no	no	no	yes	no	no	no	no
church/NN/br-a17/1636	-0.165655486884129	0.0261174024064474	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.	NNP	informative	4	3	2.2	0.75	4	Church	others	Church	c1	married;Saturday;at the Munger Place;Methodist		the	Munger Place Methodist	NA	yes	yes	D	singular	yes	no	no	yes	no	yes	no	no	no
church/NN/br-a17/1770	-0.215363646867477	0.0684886670982907	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	NNP	informative	2	0	2.12	0	4	Church	others	Church	c1	chapel of the;First Presbyterian;of Houston;bride		the	First Presbyterian	NA	yes	yes	D	singular	yes	no	no	no	no	yes	no	no	no
church/NN/br-a17/2228	-0.0283939216090292	0.0359732263531974	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	NN	informative	5	4	2.69	0.8	7	church	others	church	c1	reception;held at the		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	no	no	no
church/NN/br-a17/2233	-0.0262913254380344	0.0414673574246881	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	NNP	informative	4	2	2.55	0.5	6	Church	others	Church	c1	held;The First Christian;of Pampa;setting;wedding;Sunday		the	First Christian	of Pampa	yes	yes	D	singular	yes	yes	no	no	no	yes	no	no	no
church/NN/br-a21/677	0.0114098083123663	0.171187616841993	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	NNP	informative	4	1	2.59	0.25	4	Church	others	Church	c1	10 a.m.;in St. Anne’s Catholic;Mound		none	St. Anne’s Catholic	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no
church/NN/br-a22/1206	-0.145337501572921	0.139444684161556	church	NN	press_reportage	B	B	AB	AB	Z	Z	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John	NN	informative	2	1	2.27	0.5	3	church	others	church	a2	member of the;Baptist		the	Baptist	NA	no	yes	B	singular	no	no	no	no	no	yes	no	NA	yes
church/NN/br-a22/1283	-0.12457461909389	0.0379279910608504	church	NN	press_reportage	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	NNP	informative	2	1	2.28	0.5	5	Church	others	Church	c2	member of the;Oakland City;Methodist		the	Oakland City Methodist	NA	yes	yes	C	singular	yes	no	no	yes	no	yes	yes	no	no
church/NN/br-a22/307	0.00891165353879344	0.0701786826167486	church	NN	press_reportage	B	B	AB	AB	Z	Z	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	NNP	informative	4	1	2.96	0.25	2	Church	others	Church	a2	affiliated with the;Methodist		the	Methodist	NA	no	yes	B	singular	yes	no	no	no	no	yes	no	NA	yes
church/NN/br-a22/310	0.012363736347689	0.0617881226275716	church	NN	press_reportage	A	A	AB	AB	Z	Z	Z	Z	Z	 the state. Emory is affiliated with the Methodist Church. Some <font color=green>church</font>  leaders, both clerical and lay, have criticized the university for	NN	informative	5	1	2.89	0.2	3	church	others	church	a2	leaders;clerical;lay		none	NA	NA	no	no	A	singular	no	no	no	no	no	no	no	NA	yes
church/NN/br-a31/1395	-0.184501493243153	-0.0328688433425375	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	NNP	informative	5	0	1.79	0	3	Church	others	Church	c1	4 to 8 p.m.;Sunday;at First Presbyterian		none	First Presbyterian	NA	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no
church/NN/br-a31/1542	-0.0828192150409695	-0.457438620704558	church	NN	press_reportage	C	C	C	CDE	Z	Z	Z	Z	Z	 he and his wife serve as advisors at First Presbyterian <font color=green>Church</font> . And he wanted to be careful that the kids not	NNP	informative	3	0	1.59	0	1	Church	others	Church	c2	advisors at;First Presbyterian		none	First Presbyterian	NA	yes	no	C	singular	yes	no	no	no	no	yes	yes	no	no
church/NN/br-a31/1842	0.131266863614996	0.289741952516218	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	NNP	informative	3	0	2.51	0	3	Church	others	Church	c1	10:50 a.m.;Sunday;at First Christian		none	First Christian	NA	yes	no	D	singular	yes	no	no	no	no	yes	no	no	no
church/NN/br-a31/2087	-0.124001460186956	0.0981479859610931	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a	NNP	informative	3	0	2.36	0	3	Church	others	Church	c1	at Christ Lutheran;at 7:30 p.m.;Sunday		none	Christ Lutheran	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no
church/NN/br-a31/2112	-0.05650056262621	0.0811089610202721	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	NNP	informative	3	0	3.22	0	2	Church	others	Church	c1	at 6 p.m. at;Trinity;Methodist;sexton		none	Trinity Methodist	NA	yes	no	D	singular	yes	no	no	no	yes	yes	no	no	no
church/NN/br-a31/2120	-0.00288663797228628	0.0228563508013912	church	NN	press_reportage	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	NN	informative	4	1	2.31	0.25	5	church	others	church	c2	sexton;Trinity Methodist Church		the	NA	NA	yes	yes	D	singular	no	no	no	no	no	no	yes	no	no
