id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	wf	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
church/NN/br-a01/2073	-0.291317313682275	0.0121441610537638	church	NN	press_reportage	press	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	95	0	9	church	NN	press	0.95	0
church/NN/br-a10/1850	0.0482751796907991	-0.05295206090351	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 adding that the denomination had a national goal of one <font color=green>church</font>  for every 10000 persons.`` In this light we need 1000	3	2	53	67	6	church	NN	press	0.53	0.67
church/NN/br-a16/453	-0.169474170769134	0.122563773753684	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak	4	2	156	50	6	church	NN	press	1.56	0.5
church/NN/br-a17/1636	-0.179465358194298	0.13925219825631	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.	4	3	130	75	7	Church	NNP	press	1.3	0.75
church/NN/br-a31/1542	-0.0985814446877862	-0.00478151587753859	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 he and his wife serve as advisors at First Presbyterian <font color=green>Church</font> . And he wanted to be careful that the kids not	3	0	69	0	6	Church	NNP	press	0.69	0
church/NN/br-a31/1842	-0.164393028332983	0.127842256904085	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	3	1	153	33	6	Church	NNP	press	1.53	0.33
church/NN/br-a31/2112	-0.137263046574883	0.0444071423887693	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	3	0	177	0	4	Church	NNP	press	1.77	0
church/NN/br-b08/1912	-0.0185713631961453	-0.0470146923259245	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 stay`` beyond the time that his leadership should benefit'' his <font color=green>church</font> , he wrote,`` for he becomes ordinary''. And so the young	2	1	172	50	5	church	NN	press	1.72	0.5
church/NN/br-b08/2063	-0.0813834278083774	-0.0815090895863657	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 gives himself to God and to the believers of his <font color=green>church</font>  takes upon himself a life of giving. He does not	4	1	123	25	3	church	NN	press	1.23	0.25
church/NN/br-b12/2009	-0.0812222734096394	-0.0546418680405625	church	NN	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 new version retains, however, the old phrase`` angel of the <font color=green>church</font> '' which Biblical scholars have previously interpreted as meaning bishop. This	4	2	180	50	8	church	NN	press	1.8	0.5
church/NN/br-b12/2115	-0.230564279075488	-0.107045198017531	church	NN	press_editorial	press	A	A	AB	AB	Z	Z	Z	Z	Z	 and Greek and other ancient writings, some by the early <font color=green>church</font>  fathers, in themselves called for a restudy of the Bible	5	1	242	20	3	church	NN	press	2.42	0.2
church/NN/br-b12/2235	-0.119295286811327	-0.0224940094474894	church	NN	press_editorial	press	B	B	AB	AB	Z	Z	Z	Z	Z	 Church of Scotland, Methodist Church, Congregational Union, Baptist Union, Presbyterian <font color=green>Church</font>  of England, Churches in Wales, Churches in Ireland, Society of	9	3	300	33	5	Church	NNP	press	3	0.33
church/NN/br-b24/1259	-0.0367841993512938	-0.00807818544352847	church	NN	press_editorial	press	C	C	C	CDE	Z	Z	Z	Z	Z	 or less native. Sometimes they get their initial experience in <font color=green>church</font>  haflis, conducted by Lebanese and Syrians in the U. S.	2	1	120	50	7	church	NN	press	1.2	0.5
church/NN/br-d02/706	-0.0963465583290789	-0.0865699593626299	church	NN	religion	non-fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 there tends to be an almost complete indifference to the <font color=green>church</font>  and its traditional message of sin and grace. To be	4	4	169	100	9	church	NN	essays	1.69	1
church/NN/br-d02/949	-0.169064883834032	-0.0952264466858174	church	NN	religion	non-fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 of requiring nothing from it in order to be the <font color=green>church</font> . But, as Scripture everywhere reminds us, God does have need	2	1	121	50	6	church	NN	essays	1.21	0.5
church/NN/br-d02/969	-0.146889239674282	-0.104691426504425	church	NN	religion	non-fiction	A	A	AB	AB	church%1:14:00::	B	B	AB	AB	 us, God does have need of his creatures, and the <font color=green>church</font> , a fortiori, can ill afford to do without the talents	4	3	150	75	5	church	NN	essays	1.5	0.75
church/NN/br-d03/1909	-0.155685450839284	-0.0236574196451059	church	NN	religion	non-fiction	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 non-Catholic) wrote articles in the Observer depicting clergymen of the <font color=green>Church</font>  of England, the Church of Rome and the Nonconformist Church	6	2	246	33	5	Church	NNP	essays	2.46	0.33
church/NN/br-d03/721	-0.284135016136746	0.197379660559731	church	NN	religion	non-fiction	B	B	AB	AB	church%1:06:00::	D	D	DE	CDE	 crowds going in and out of the Birmingham Oratory( Catholic) <font color=green>Church</font>  on Sunday mornings. She found this a marvel because, as	1	0	279	0	3	Church	NNP	essays	2.79	0
church/NN/br-d03/899	-0.224600282097259	-0.0208597380171922	church	NN	religion	non-fiction	B	B	AB	AB	church_of_england%1:14:00::	B2	B	AB	AB	 over 27 million people in England are baptized into the <font color=green>Church</font>  of England, but roughly only a tenth of them continue	3	2	219	67	4	Church	NNP	essays	2.19	0.67
