id	model.x	model.y	lemma	pos	genre	broadGenre.x	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	newPos	newBroadGenre	cues	cuesWithWeight	meanWeight	weightedCuesRatio	weightedCW	wf	broadGenre.y
state/JJ/br-e21/1143	-0.0443929428166332	-0.0315570349956788	state	JJ	skill_and_hobbies	non-fiction	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 which the area is blessed. Just as the national and <font color=green>state</font>  parks place emphasis on features which are of national or	JJ	informative	3	4	3.15	1.33	7	state	tech
state/JJ/br-e21/1154	-0.0321072216361205	-0.0234834577012859	state	JJ	skill_and_hobbies	non-fiction	A3	A	AB	ABC	state%5:00:01:public:00	A2	A	AB	ABC	 parks place emphasis on features which are of national or <font color=green>state</font>  significance, counties should seek out these features which are distinctive	JJ	informative	3	3	3.44	1	9	state	tech
state/JJ/br-e31/1555	-0.118363126245987	0.0181789953559607	state	JJ	skill_and_hobbies	non-fiction	A2	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 to make their cooking easy and their sleeping comfortable. Harassed <font color=green>state</font>  park officials often have more campers than they know what	JJ	informative	2	2	3.32	1	7	state	tech
state/JJ/br-e31/651	-0.0220769943533544	-0.0133308269436434	state	JJ	skill_and_hobbies	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 the shooting development program have proudly participated in over 53 <font color=green>state</font>  and regional workshops, at which hundreds of school administrators, teachers	JJ	informative	3	3	2.94	1	6	state	tech
state/JJ/br-h11/1931	-0.0323193392997443	-0.0449107464435747	state	JJ	miscellaneous	non-fiction	D	D	D	D	solid-state%5:00:02:solid:01	D2	D	D	D	 addition to the basic programs in wavelength standards, spectroscopy, solid <font color=green>state</font>  physics, interactions of the free electron and atomic constants which	JJ	informative	3	2	3.38	0.67	8	state	tech
state/JJ/br-h11/1986	-0.0284093156575333	-0.0672621433197787	state	JJ	miscellaneous	non-fiction	D	D	D	D	solid-state%5:00:02:solid:01	D2	D	D	D	 the far infrared, the application of infrared techniques to solid <font color=green>state</font>  studies, and increased emphasis on high resolution instrumentation. Two data	JJ	informative	3	2	3.5	0.67	11	state	tech
state/JJ/br-h14/1724	0.0950463238738967	-0.0428775165726281	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 in order to provide matching for the minimum( base) allotment, <font color=green>State</font>  funds had to equal 1954 State funds. Prior to and	JJ	informative	3	4	4.4	1.33	9	State	tech
state/JJ/br-h14/1730	0.109517573710667	-0.0440559027865624	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 the minimum( base) allotment, State funds had to equal 1954 <font color=green>State</font>  funds. Prior to and since 1960 the rest of the	JJ	informative	4	4	4.43	1	8	State	tech
state/JJ/br-h14/1763	0.0284317222900463	-0.0164217324315197	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 fiscal capacity of the State, with a pivot of 40% <font color=green>State</font> ( or 60% Federal) participation in total program costs. The percentage	JJ	informative	2	2	3.14	1	5	State	tech
state/JJ/br-h14/1868	0.0700756973687437	-0.0545696241486952	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 will be matched on the basis of a 40% pivot <font color=green>State</font>  share, with maximum and minimum State shares of 50% and	JJ	informative	5	4	4.41	0.8	7	State	tech
state/JJ/br-h14/1875	0.0983645781942466	-0.0747989118312082	state	JJ	miscellaneous	non-fiction	A3	A	AB	ABC	state%5:00:02:public:00	A2	A	AB	ABC	 of a 40% pivot State share, with maximum and minimum <font color=green>State</font>  shares of 50% and 30%, respectively. The pre 1960 rate	JJ	informative	3	3	4.5	1	6	State	tech
