id	model.x	model.y	lemma	wf	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
church/NN/br-a01/2073	-0.243764843678	0.177452071904812	church	church	NN	press_reportage	press	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	198	0	4	NN	press	1.98	0
church/NN/br-a07/1303	0.088593946868897	-0.0750237898530036	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question	3	1	230	33	5	NN	press	2.3	0.33
church/NN/br-a07/1325	0.138380047953114	-0.0738068710570367	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a	4	3	199	75	4	NN	press	1.99	0.75
church/NN/br-a07/1487	0.00361987600049174	-0.147667773924863	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps	4	1	189	25	6	NN	press	1.89	0.25
church/NN/br-a10/1754	0.0648962487815835	0.0322443813023129	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 one out of three Americans has vital contact with the <font color=green>church</font> . This means that more than 100 million have no vital	1	1	194	100	4	NN	press	1.94	1
church/NN/br-a10/1769	-0.0195450237041988	-0.0343144001668699	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the	3	2	185	67	6	NN	press	1.85	0.67
church/NN/br-a10/1850	0.394428470555231	0.0344510699822666	church	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 adding that the denomination had a national goal of one <font color=green>church</font>  for every 10000 persons.`` In this light we need 1000	3	1	159	33	1	NN	press	1.59	0.33
church/NN/br-a10/1940	0.190247253247498	-0.0369316561293229	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine	1	0	209	0	4	NN	press	2.09	0
church/NN/br-a16/453	-0.187806383763789	-0.0321257851514565	church	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak	4	2	228	50	4	NN	press	2.28	0.5
church/NN/br-a17/1636	-0.212656917824088	-0.0219374864469776	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.	4	3	221	75	4	NNP	press	2.21	0.75
church/NN/br-a17/1770	-0.260349782571956	-0.0223428440818788	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	2	0	212	0	4	NNP	press	2.12	0
church/NN/br-a17/2228	-0.0915958095014236	-0.00939308950562668	church	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	5	4	269	80	7	NN	press	2.69	0.8
church/NN/br-a17/2233	-0.0925884385587286	-0.0194837227781717	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	4	2	256	50	6	NNP	press	2.56	0.5
church/NN/br-a21/677	-0.191985456528812	-0.143227241762058	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	4	1	259	25	4	NNP	press	2.59	0.25
church/NN/br-a22/1206	-0.234756304797349	-0.111023922278253	church	church	NN	press_reportage	press	B	B	AB	AB	Z	Z	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John	2	1	227	50	3	NN	press	2.27	0.5
church/NN/br-a22/1283	-0.15073683593404	-0.124588802502514	church	Church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	2	1	227	50	5	NNP	press	2.27	0.5
church/NN/br-a22/307	-0.0720723747226436	-0.0794853662516129	church	Church	NN	press_reportage	press	B	B	AB	AB	Z	Z	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	4	1	296	25	2	NNP	press	2.96	0.25
church/NN/br-a22/310	-0.0572885717668535	-0.0721369911113853	church	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 the state. Emory is affiliated with the Methodist Church. Some <font color=green>church</font>  leaders, both clerical and lay, have criticized the university for	5	1	289	20	3	NN	press	2.89	0.2
church/NN/br-a31/1395	-0.211958652799992	0.00379021210872444	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	5	0	179	0	3	NNP	press	1.79	0
church/NN/br-a31/1542	-0.128679108772488	-0.457271547173914	church	Church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 he and his wife serve as advisors at First Presbyterian <font color=green>Church</font> . And he wanted to be careful that the kids not	3	0	159	0	1	NNP	press	1.59	0
church/NN/br-a31/1842	-0.328959451499105	-0.151638985377116	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	3	0	250	0	3	NNP	press	2.5	0
church/NN/br-a31/2087	-0.203217475118255	-0.0520521555609998	church	Church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Family'' at 7: 30 p. m. Sunday at Christ Lutheran <font color=green>Church</font> . Mr. and Mrs. George Treadwell will be honored at a	3	0	236	0	3	NNP	press	2.36	0
