id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	wf	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
church/NN/br-a01/2073	-0.231306801031492	-0.27644269732359	church	NN	press_reportage	press	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	263	0	1	church	NN	press	2.63	0
church/NN/br-a07/1303	0.291151278596248	-0.118087911679493	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question	3	0	293	0	1	church	NN	press	2.93	0
church/NN/br-a07/1325	0.0754566049501829	0.187207980742757	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a	4	1	258	25	1	church	NN	press	2.58	0.25
church/NN/br-a07/1487	0.358149169094591	-0.14092117809391	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps	4	0	263	0	1	church	NN	press	2.63	0
church/NN/br-a10/1769	-0.214191099115616	-0.247002899319389	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 more than 100 million have no vital touch with the <font color=green>church</font>  or religious life'', he told delegates Friday. Talking of the	3	0	280	0	1	church	NN	press	2.8	0
church/NN/br-a10/1940	0.0754566049501829	0.187207980742757	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine	1	0	258	0	2	church	NN	press	2.58	0
church/NN/br-a16/453	-0.214312536165757	-0.0609228317774686	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 a small one at noon tomorrow in St. Bernadine 's <font color=green>church</font> , Forest Park. A small reception will follow in the Oak	4	2	290	50	2	church	NN	press	2.9	0.5
church/NN/br-a17/1636	-0.162708198391981	-0.113152792822795	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Gay, who were married Saturday at the Munger Place Methodist <font color=green>Church</font> . Parents of the bride are Mr. and Mrs. Ferris M.	4	2	265	50	2	Church	NNP	press	2.65	0.5
church/NN/br-a17/1770	-0.323449504527747	-0.196824395282785	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 College of Technology, in the chapel of the First Presbyterian <font color=green>Church</font>  of Houston. The bride, daughter of Rhodes Semmes Baker Jr.	2	0	276	0	1	Church	NNP	press	2.76	0
church/NN/br-a17/2228	-0.0828208348102673	0.000533443979396477	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	5	2	326	40	5	church	NN	press	3.26	0.4
