id	model.x	model.y	lemma	pos	genre	broad_genre	marisense	mbroad	mari3	mari2	sensekey	wnsense	wnbroad	wn3	wn2	text	cues	cues_with_weight	mean_weight_x100	wcratio_x100	weighted_cw	wf	new_pos	new_broad_genre	mean_weight	weighted.cues_ratio
church/NN/br-a01/2073	-0.354192457141817	0.00269260381240784	church	NN	press_reportage	press	E	E	DE	CDE	church%1:04:00::	E	E	DE	CDE	 said.`` Being at the polls was just like being at <font color=green>church</font> . I did n't smell a drop of liquor, and we	1	0	95	0	9	church	NN	press	0.95	0
church/NN/br-a07/1303	0.149922029670079	-0.0579321126317623	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 Africa, the Middle East and Latin America. Interviews with several <font color=green>church</font>  leaders have disclosed that this development has raised the question	3	1	172	33	7	church	NN	press	1.72	0.33
church/NN/br-a07/1325	0.115789493764394	-0.0545504599822234	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 the Peace Corps will be able to prevent confusion for <font color=green>church</font>  and state over methods, means and goals. There are a	4	3	123	75	8	church	NN	press	1.23	0.75
church/NN/br-a07/1487	0.211294738691499	-0.0908021015303298	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 projects and still preserve the constitutional requirement on separation of <font color=green>church</font>  and state? R. Sargent Shriver Jr., director of the corps	4	1	164	25	7	church	NN	press	1.64	0.25
church/NN/br-a10/1754	0.0772029190141576	-0.0715666933262804	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 one out of three Americans has vital contact with the <font color=green>church</font> . This means that more than 100 million have no vital	1	1	133	100	6	church	NN	press	1.33	1
church/NN/br-a10/1850	0.150334848549751	-0.00760621029743795	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 adding that the denomination had a national goal of one <font color=green>church</font>  for every 10000 persons.`` In this light we need 1000	3	2	53	67	6	church	NN	press	0.53	0.67
church/NN/br-a10/1940	0.115760744126373	-0.077420421943132	church	NN	press_reportage	press	A	A	AB	AB	Z	Z	Z	Z	Z	 this would necessitate some changes in methods, he said.`` The <font color=green>church</font>  's ability to change her methods is going to determine	1	0	122	0	8	church	NN	press	1.22	0
church/NN/br-a17/2228	-0.0715165471493415	-0.092673816871125	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 Burgher Jr. seated guests. A reception was held at the <font color=green>church</font> . The First Christian Church of Pampa was the setting for	5	4	212	80	9	church	NN	press	2.12	0.8
church/NN/br-a17/2233	-0.0694392434121999	-0.102691015909985	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 A reception was held at the church. The First Christian <font color=green>Church</font>  of Pampa was the setting for the wedding last Sunday	4	2	194	50	8	Church	NNP	press	1.94	0.5
church/NN/br-a21/677	-0.0702942414706167	-0.306739898804205	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 for 10 a. m. tomorrow in St. Anne 's Catholic <font color=green>Church</font> , 31978 Mound, in Warren. The mother and daughter, who will	4	1	259	25	4	Church	NNP	press	2.59	0.25
church/NN/br-a22/1206	-0.108314460314113	-0.306180799517453	church	NN	press_reportage	press	B	B	AB	AB	Z	Z	Z	Z	Z	 World War 1,. He was a member of the Baptist <font color=green>church</font> . Survivors include two brothers, C. E. Killingsworth, Atlanta, and John	2	1	175	50	4	church	NN	press	1.75	0.5
church/NN/br-a22/1283	-0.0484982217040476	-0.268716225953901	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 painter. He was a member of the Oakland City Methodist <font color=green>Church</font>  and a native of Atlanta. Funeral services will be at	2	1	168	50	7	Church	NNP	press	1.68	0.5
church/NN/br-a22/307	-0.0255597857383422	-0.163083352780856	church	NN	press_reportage	press	B	B	AB	AB	Z	Z	Z	Z	Z	 challenged by the state. Emory is affiliated with the Methodist <font color=green>Church</font> . Some church leaders, both clerical and lay, have criticized the	4	1	296	25	2	Church	NNP	press	2.96	0.25
church/NN/br-a31/1395	-0.106470662009684	0.00819083394842611	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 from 4 to 8 p. m. Sunday at First Presbyterian <font color=green>Church</font> . At that time the second half of the Christian Youth	5	1	102	20	8	Church	NNP	press	1.02	0.2
church/NN/br-a31/1842	-0.117093328007748	-0.246357704730928	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 planned for 10: 50 a. m. Sunday at First Christian <font color=green>Church</font> . It will be the second time the assistant manager of	3	1	153	33	6	Church	NNP	press	1.53	0.33
church/NN/br-a31/2112	-0.08441531629872	-0.155902310370616	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 and program at 6 p. m. Sunday at Trinity Methodist <font color=green>Church</font> . He is the sexton of the church. A family worship	3	0	177	0	4	Church	NNP	press	1.77	0
church/NN/br-a31/2120	-0.010813919781587	-0.0467826383535509	church	NN	press_reportage	press	D	D	DE	CDE	Z	Z	Z	Z	Z	 at Trinity Methodist Church. He is the sexton of the <font color=green>church</font> . A family worship service will follow the program at 7	4	2	174	50	7	church	NN	press	1.74	0.5
church/NN/br-a31/2172	-0.0279465328329406	-0.014329616530496	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 service marking National Family Week. Every family of Riviera Presbyterian <font color=green>Church</font>  has been asked to read the Bible and pray together	6	6	107	100	12	Church	NNP	press	1.07	1
church/NN/br-a31/2241	0.0318315868723429	0.370549628649753	church	NN	press_reportage	press	C	C	C	CDE	Z	Z	Z	Z	Z	 40 and 11 a. m. Sunday. New officers of the <font color=green>church</font>  will be ordained and installed at the 7: 30 p.	4	2	108	50	3	church	NN	press	1.08	0.5
