id	left	target	right	lemma
buitenlander/N/GID_1966_30_pos/108	. Sprekend tot Duitsers is hij eerder geneigd zijn ‘ eigenes Nest zu beschmutzen ’ dan wanneer hij zich tot	buitenlanders	richt . Aangezien hem dit siert , werd de verleiding weerstaan om aan sommige van zijn onbarmhartige schriftelijke uitspraken te	buitenlander
buitenlander/N/TAA_1985_28_pos/3654	positie binnen de ontwikkeling in de richting van het fin de siècle als heel even wordt verwezen naar enkele vergelijkbare	buitenlanders	en tevens het accent wordt gelegd op het theoretisch karakter van dit alles bij de Nederlander . Om met dit	buitenlander
buitenlander/N/NIE_1959_8_pos/1469	daarin zien optreden of als hoofdrolspelers , of als tegenspelers van de Hollanders , waarvan velen zich zelve als ‘	buitenlanders	’ tegenover de ‘ inlanders ’ - een term in het begin van de eeuw ook nog wel gebruikt voor	buitenlander
vreemdeling/N/DIE_1911_63_pos/9226	daarna weer goed te maken en vertroetelt man en kind nog erger dan te voren . Die oude , doove	vreemdeling	vraagt om eenige dagen daar in huis te mogen vertoeven , 't geen hem wordt gegund . Dot is overigens	vreemdeling
vreemdeling/N/GID_1943_48_pos/495	is reeds in het Nieuwe_Testament het woord van Handel . 17 , 21 : ‘ Alle Atheners nu en de	vreemdelingen	, die zich daar ophielden , hadden voor niets anders tijd over dan om iets nieuws te zeggen of te	vreemdeling
vreemdeling/N/DIE_1927_21_pos/2624	laten . Men was er na aan_toe of Peking en Canton , de bloedvijanden , spanden samen tegen den Britschen	vreemdeling	. In hoofdzaak is het duidelijk hoe dit zal afloopen . Dit is de eerste groote breuk met de vreemdelingen	vreemdeling
vreemdeling/N/DIE_1914_43_pos/5568	Fransch spreken , om de eenvoudige reden , dat zulks dán ook mogelijk was . De aanwezigheid van Nederlandsch sprekende	vreemdelingen	alleen ontsloeg de leeraars van_de strenge verplichting gedurende het gansche schooljaar een Franschen mond te zetten . Of de leeraars	vreemdeling
vreemdeling/N/SPI_1985_6_pos/22450	bepaalde roman wel vertaald wordt en de andere weer niet . Waarom moet het bv. zijn De val of De	vreemdeling	van Camus , maar L ' emploi du temps van Butor ? Een beetje meer consequentie ware hier wenselijk geweest	vreemdeling
vreemdeling/N/NVT_1967_40_pos/2914	groteske gebaar de zinloosheid van zijn leven bewijzen ? ik betwijfel het sterk vooral daar hij totaal onbaatzuchtig en als	vreemdeling	deze taak op zich nam . En dan , wanneer je bijna vlak onder hem staat , wanneer je hem	vreemdeling
vreemdeling/N/GRO_1905_4_pos/851	met zijn knijptang een rond gaatje in het kaartje beet en overhandigde . - Heb je al last gehad van	vreemdelingen	op je lijn ? informeerde meneer van Pinsteren , met een sullig lachje en loer-oogen lettend op de lippen van_den	vreemdeling
vreemdeling/N/NVT_1978_49_pos/5773	wie dit duidelijk kon zijn . Hij woonde nu in het vreemd geworden oude centrum , waar in de zondagnamiddagen	vreemdelingen	wandelden met hun vrouwen en hun sprakeloze kinderen , waar slecht geklede slechte kunstenaars met hun schouders omhoog tegen_de lucht	vreemdeling
vreemdeling/N/NVT_1963_116_pos/7326	kon drinken . De oude mensen hier herinneren het zich allemaal nog best . Een keer kwam er een rijke	vreemdeling	, die ook zo'n dik achterste had , en die Perez uitdaagde . En ze zopen , en ze zopen	vreemdeling
vreemdeling/N/GID_1907_12_pos/3143	daarom ga ik niet weg ’ . ‘ Daarom ga je niet ver_weg ’ . Langzaam , zinnend herhaalde de	vreemdeling	dit en dacht er aan hoe zij den volgenden morgen om de Zuid gingen . ‘ Ja , meneer ,	vreemdeling
vreemdeling/N/DIE_1921_57_pos/1729	het Fransch , zelfs buiten de diplomatische wereld , ten_slotte toch de taal bleef die het meest algemeen door de	vreemdelingen	op het vasteland bestudeerd werd . In vele landen was overigens geen volledige opvoeding denkbaar zonder het bezit der drie	vreemdeling
vreemdeling/N/NVT_1969_7_pos/8162	dingen verklaren en die anderzijds te_wijten zijn aan_het afwijzen van alle conventies , aan_het in de contramine zijn dat de	vreemdeling	en de rebel eigen is . Wat de tijd betreft , impliceert de coincidentia oppositorum dat ‘ einde ’ hetzelfde	vreemdeling
vreemdeling/N/DIE_1933_32_pos/6222	en bladen voor hem ontoegankelijk blijft . Onze snelteekenaar moest Holland echter niet op een volksfeest betrappen en de welwillende	vreemdeling	doet ook_maar verstandiger , dunkt mij , wanneer hij ongelezen laat , hoe wij in onze bladen een feest voorbereiden	vreemdeling
vreemdeling/N/STR_1935_68_pos/2428	in te voeren ? Wij missen immers een keus van dergelijke werken uitgegeven met_het_oog_op het onderwijs van het Fransch aan	vreemdelingen	, zooals die van Wolters' of Velhagen und Klasings'_Fransche_Bibliotheek . De rubriek Woordenschat en zegswijzen schrijft voor : Zakenlessen inzonderheid	vreemdeling
vreemdeling/N/NVT_1954_66_pos/2105	ander opzicht . Hetgeen onmiddellijk opvalt in de biographie van Napoleon is het feit , dat hij in Frankrijk een	vreemdeling	en van zeer kleine afkomst was . Hij was het Frans nooit volledig machtig . Napoleon was een ontworteld mens	vreemdeling
vreemdeling/N/GID_1956_156_pos/1631	zeggen . Hij wilde er zelfs niet aan denken . Het gevolg hiervan was dat de dorpelingen hem als een	vreemdeling	bleven zien , terwijl hij zich in deze gemeenschap volkomen op zijn gemak voelde . Het enige uit zijn verleden	vreemdeling
vreemdeling/N/FDL_1984_10_pos/250	moeder gestorven . Of misschien gisteren , ik weet het niet ’ . Zo begint l ' Etranger , De	Vreemdeling	, van Albert_Camus . De zoon woont de begrafenis bij , komt er toe een Arabier te doden en wordt	vreemdeling
vreemdeling/N/GID_1902_102_pos/6070	, jamais ! ’ riep hij , de vuisten op_tafel slaand , uit . ‘ Af en toe komen hier	vreemdelingen	en tegen allen die ik sprak , heb ik hetzelfde gebruld : jamais ! ’ Hij draaide het bovenlijf heen_en_weer	vreemdeling
vreemdeling/N/JAA_1915_8_pos/1809	eene bedenking , door hem weêrlegd , is , dat , als de vrede eenmaal zal gesloten zijn , de	vreemdelingen	weêr weg zullen trekken en Leiden met de leege huizen zullen laten zitten . De toestanden zijn hier voor de	vreemdeling
vreemdeling/N/SPI_1968_21_pos/2832	reiziger ook ; hij was zeer blond , had blaauwe oogen , en in houding en kleeding iets dat den	vreemdeling	verraadde . ( blz. 10 ) Natuurlijk , dit is Sjaalman ( en ook Hávelaar is blond en blauwogig )	vreemdeling
vreemdeling/N/DIE_1905_81_pos/1705	Mausbach , hoogleeraar te Munster , over het samenwerken van Kerk_en_Staat voor het welzijn der Maatschappij , enz. Ons ,	vreemdelingen	, treft het vrije woord der redenaars die zeggen wat hun op_het_hart ligt , zonder hunne waarheden met rhetorika te	vreemdeling
vreemdeling/N/GRO_1918_75_pos/2334	alle moeilijkheden , en na eenige jaren staat de familie Simler aan_het_hoofd van de plaatselijke industrie . Maar zij blijven	vreemdelingen	. Een hunner , Joseph_Simler , heeft door zijne liefde voor eene superieure fransche vrouw , die hem ook bemint	vreemdeling
vreemdeling/N/GID_1935_61_pos/5836	in en het is vreeselijk , te bedenken dat hij zijn dood tegemoet gaat . ( tot Kalaf ) Jonge	vreemdeling	, uit welk land zijt gij gekomen en wie was uw vader ? Kalaf : Majesteit , vergun mij op	vreemdeling
vreemdeling/N/TAA_1976_43_pos/219	nemen . Een reden voor de enorme vertraging van de GLN wordt nergens gegeven . Maar ieder die geen volslagen	vreemdeling	is binnen de wereld van de neerlandistiek begrijpt voor welke problemen de auteurs van juist dit deel stonden . Het	vreemdeling
vreemdeling/N/GID_1974_60_pos/565	zo : Uit Dood ben jij ontstaan , Het Leven wist jou langzaam uit . Non serviam Ik ben een	vreemdeling	in dit land maar dit land is geen vreemdeling in mij ! Ik ben niet thuis in dit land maar	vreemdeling
vreemdeling/N/DIE_1971_103_pos/707	dorpen veroorzaken : Onder 't gerucht en 't gehamer in de werkhuizen , door 't luide getier der ingeweken menigte	vreemdelingen	, ontwortelen de oude dingen en het dorp krijgt een ander wezen , met een ander voorkomen . ( V.W.	vreemdeling
vreemdeling/N/DIE_1921_94_pos/3770	is , zullen wij onverpoosd storm blazen . De grondwet werd geschonden en daardoor alleen , zijn bij ons de	vreemdelingen	overgegaan van het stelsel der wet naar het stelsel van_de hoogheilige politie en de verzegelde geheimbrieven ; onze eigen waarborgen	vreemdeling
vreemdeling/N/TAA_1914_17_pos/1227	, waar hij Erasmus en Bekanus beide noemt en van de eerste aanhaalt dat het wel schande is als iemand	vreemdeling	is in de taal waar hij is opgegroeid : ‘ doch geen van beiden hebben hen landsluiden , in hun	vreemdeling
vreemdeling/N/GID_1992_33_pos/834	, dit het innerlike , daarom het heilige ‘ veni , vidi , vici ’ , - al die machteloze	vreemdelingen	van buiten , al de gebeurtenissen zullen wij tot godskinderen verfrissen door het heiligmakende water van onze Jordaan . Kunst	vreemdeling
vreemdeling/N/NIE_1948_104_pos/740	brief van Arij Prins uit 1908 wordt van deze en Herman_Robbers op blz. 166 gezegd , dat ‘ beiden volslagen	vreemdelingen	in de wereld des theaters ’ zijn . Daarentegen wordt op blz. 254 naar_aanleiding_van een brief van denzelfden schrijver uit	vreemdeling
vreemdeling/N/GID_1908_133_pos/3143	grenssteden , vooral in Den_Bosch , Breda , Heusden , Geertruidenberg en Grave , gelasten , dat ze alle binnenkomende	vreemdelingen	, die geen pas bezaten , binnen driemaal 24 uur over de grenzen moesten zetten . Bovendien kregen alle magistraatspersonen	vreemdeling
vreemdeling/N/GID_1976_76_pos/90	. Het nalezen van akker en gaarde : de opbrengst daarvan is voor de weduwe , de wees en de	vreemdeling	( Deuteronomium 24:19 -21 ) . Ook zult gij geen geschenk nemen ; want het geschenk verblindt de zienden ,	vreemdeling
vreemdeling/N/DIE_1910_33_pos/5310	Duitsche woordenboeken geven gewoonlijk de uitspraak niet op , omdat deze verondersteid is voldoende bekend te zijn . En ieder	vreemdeling	tracht dan het Duitsch uit te_spreken zoo goed als hij kan en neemt dikwijls als voorbeeld van ‘ mustergultiges ’	vreemdeling
vreemdeling/N/NVT_1967_40_pos/5926	ontmoet je soms een gelaat dat echo's verwekt . En dan ben je weer bij je vrienden die zich rond_de	vreemdeling	scharen en enkel wachten op een teken van jou om de man tot waarheid te slaan . Je gewaardigt je	vreemdeling
