	id	left	target	right	file
0	spot/noun/nrc_handelsblad_20020501_104/254	echte politici meer belachelijk kan maken . Nu is hijzelf steeds het mikpunt van de	spot	, en zonder tegenstanders van niveau gaat dat vervelen . Al blijven sommige dingen hilarisch	nrc_handelsblad_20020501_104
1	spot/noun/nrc_handelsblad_20020803_120/1877	"Zuid-Korea , met de Japanse defensiepolitiek . 	 Amerika maakt zich zorgen over de hot"	spots	die de komende 15 jaar instabiliteit kunnen veroorzaken . Europa is stabiel , dat is	nrc_handelsblad_20020803_120
2	spot/noun/nrc_handelsblad_20001121_119/298	nog melancholicus die hij was . Enerzijds gebukt onder zwaarmoedigheid en anderzijds geneigd daarmee de	spot	te drijven . Zijn voornaamste bundel , waarin ook die verbroken eed van vriendentrouw is	nrc_handelsblad_20001121_119
3	spot/noun/nrc_handelsblad_20040320_307/71	personeel bij kwetsbare instituten , vitale objecten in de energie- of transportsector en mogelijke soft	spots	binnenkomt . Het is om die reden hoog tijd het personeel in vele organisaties en	nrc_handelsblad_20040320_307
4	spot/noun/nrc_handelsblad_20020313_115/152	"voorliefde voor kneusjes , zou eigenlijk hier moeten zijn . 	 Gerrit Komrij dreef de"	spot	met de geweigerden die het uitverkochte Paradiso vulden , maar ` de overkant ' moest	nrc_handelsblad_20020313_115
5	spot/noun/nrc_handelsblad_20010607_6/31	Papandreou en Ismail Cem is voor veel Grieken en vooral voor cartoonisten een mikpunt van	spot	. De rechtse oppositie en ook Papandreou's voorganger Pángalos stellen dat de Grieks-Turkse toenadering slechts	nrc_handelsblad_20010607_6
6	spot/noun/nrc_handelsblad_20000512_150/1501	der armen , laat Ben Jelloun op de laatste bladzijde jonge , gesluierde vrouwen de	spot	"drijven met ` baardmannen die zichzelf heel serieus namen ' . 	 Ik ben van"	nrc_handelsblad_20000512_150
7	spot/noun/nrc_handelsblad_19990702_92/584	een krengenplaat , met daarop vuistregels voor een geslaagd vrouwenleven . Missy's teksten drijven de	spot	met macho's , ze hamert op ( financiële ) onafhankelijkheid , op solidariteit tussen vrouwen	nrc_handelsblad_19990702_92
8	spot/noun/nrc_handelsblad_20031114_42/397	Boudewijn , leve Fabiola ' zong tijdens een uitzending voor politieke partijen , werd de	spot	één keer uitgezonden	nrc_handelsblad_20031114_42
9	spot/noun/nrc_handelsblad_20020809_143/2052	Giorgio Srehler zag ik tot mijn grote verrassing een methode van belichten , waarin geen	spots	gebruikt werden maar zeer breed gespreide bundels . Dat bleek halogeen te zijn . Ik	nrc_handelsblad_20020809_143
10	spot/noun/nrc_handelsblad_20030830_167/380	zijn zelfs r-geschrapte woorden als bak , dam , gaf , pak , stek ,	spot	, kuk , bood , staten , steven en boes waar de weggelaten r zowel	nrc_handelsblad_20030830_167
11	spot/noun/nrc_handelsblad_20010202_154/151	"Als het zo zit ( piep ... ) 	 Maar nieuws- en actualiteitenprogramma's hebben de"	spot	al zo vaak uitgezonden - immer gevolgd door grinnikend commentaar van presentatoren - dat het	nrc_handelsblad_20010202_154
12	spot/noun/nrc_handelsblad_19990702_36/52	. Zolang als ik mij kan herinneren is het leger in Nederland eerder voorwerp van	spot	, dan van serieuze fictie . Militaire ervaringen hoorden hoogstens tot de sterke verhalen in	nrc_handelsblad_19990702_36
13	spot/noun/nrc_handelsblad_20010618_16/190	tijdens de oorlogsperiode onder Idi Amin massaal afgemaakt . NGC , 21.00-21.30u. Dokwerk : Red	spots	. Zie TV-vooraf . Ned.3 , 21.00-22.00u. Het ongeluk . Serie programma's over ongelukken die	nrc_handelsblad_20010618_16
14	spot/noun/nrc_handelsblad_20000214_51/808	voorgelezen , die ook in het vandaag verschijnende weekblad profil is gedrukt . Met bijtende	spot	waarschuwt de auteur voor de wraak van miskende kunstenaars . Hitler , de niet gewaardeerde	nrc_handelsblad_20000214_51
15	spot/noun/nrc_handelsblad_20001202_164/2321	licht is niet perfect , maar wel beter . Aan de zijkanten staan nu felle	spots	opgesteld die er voor zorgen dat er gedurende het hele concert een verticale schaduw over	nrc_handelsblad_20001202_164
16	spot/noun/nrc_handelsblad_20020817_6/41	, ook wanneer Amerika dwars ligt , meent Jeffrey Sachs . Cynici drijven alweer de	spot	met de wereldtop over duurzame ontwikkeling die eind deze maand in Johannesburg begint . Ze	nrc_handelsblad_20020817_6
17	spot/noun/nrc_handelsblad_19991113_160/1715	"mensen hier namelijk knedliky om hun hersenstam zitten . 	 In vergelijking met de vrolijke"	spot	van Cerný komt Pavel CZácek , de vroegere student journalistiek , dodelijk serieus over .	nrc_handelsblad_19991113_160
18	spot/noun/nrc_handelsblad_20020510_115/330	Fortuyn personaliseerde de politiek ook in zijn wijze van debatteren . Hij introduceerde niet alleen	spot	en wispelturigheid in de politieke arena , maar maakte meer dan ooit gebruik van argumenten	nrc_handelsblad_20020510_115
19	spot/noun/nrc_handelsblad_20010219_139/43	"zegt dat ze nu écht verliefd is 	 , zei hij met een zweem van"	spot	"in zijn stem . 	 Op wie ? 	 vroeg de vrouw . 	 Ik"	nrc_handelsblad_20010219_139
20	spot/noun/nrc_handelsblad_20000501_33/609	racistisch ' van de hand . Sloterdijk greep de gelegenheid aan om nog even de	spot	te drijven met zijn schandaalbeluste critici . Van Habermas kon hij de tegenstand nog wel	nrc_handelsblad_20000501_33
21	spot/noun/nrc_handelsblad_20011008_17/682	tweede speelfilm , ogenschijnlijk achteloos , over de verslaving aan sportbeoefening en drijft hilarisch de	spot	met raciale vooroordelen . Zwarte Wesley Snipes en blanke Woody Harrelson spelen basketbal en sluiten	nrc_handelsblad_20011008_17
22	spot/noun/nrc_handelsblad_19991230_4/264	als T.J. Arnell's ` Cocaine Blues ' wordt fris en met een mooie mengeling van	spot	en drama vertolkt , en van Wayne Hancock , met drie nummers op deze plaat	nrc_handelsblad_19991230_4
23	spot/noun/nrc_handelsblad_20030528_27/280	"Rahman al-Jabrein , die de krant ervan beschuldigde 	 in zijn artikelen en sportprenten de"	spot	"te drijven met deugdzame mensen 	 . 	 Wij adviseren vrome gelovigen deze krant te"	nrc_handelsblad_20030528_27
24	spot/noun/nrc_handelsblad_20000103_71/265	kroontjespen en Oostindische inkt , komt hij naar voren als een man die met milde	spot	de wereld beziet . Hij is geen gelijkhebber , zoals Fritz Behrendt of Opland ,	nrc_handelsblad_20000103_71
25	spot/noun/nrc_handelsblad_20000311_42/75	om met dit peilloze mea culpa ( een mega- of zelfs een giga-culpa ) de	spot	te drijven . Vergiffenis vragen voor de in 1208 begonnen kruistocht tegen de Katharen ?	nrc_handelsblad_20000311_42
26	spot/noun/nrc_handelsblad_20030505_49/200	het thema veiligheid , met maatregelen als fouilleeracties , cameratoezicht en extra politie-inzet op hot	spots	, lijkt hem op het lijf geschreven . En dat terwijl hij bij zijn benoeming	nrc_handelsblad_20030505_49
27	spot/noun/nrc_handelsblad_20030719_107/165	en deelde een keer snoepjes onder hen uit . Zij keken hem dan aan met	spot	en minachting in de ogen . Vooral tegen de enige vrouw onder de rechters was	nrc_handelsblad_20030719_107
28	spot/noun/nrc_handelsblad_19991109_112/347	"NCRV-leiding stond er volledig achter . 	 Toch werd Farce Majeure vooral populair door goedmoedige"	spot	, zoals die keer in 1974 toen het team zich in Arabische klederdracht hulde en	nrc_handelsblad_19991109_112
29	spot/noun/nrc_handelsblad_20000805_144/4083	. Die klederdracht symboliseert het vaderland , het gevoel van die Heimat . Er zit	spot	in die montage , de christen-democraat Schussel heeft een hippe elektrische gitaar in zijn handen	nrc_handelsblad_20000805_144
30	spot/noun/nrc_handelsblad_20010605_0/43	breken . De fijnbesnaarde aanbidder van zijn protégee Gelsomina , een koorddanser , dreef de	spot	met Zampano , maar de simpele ziel was zowel fysiek als moreel zijn meerdere .	nrc_handelsblad_20010605_0
