id	left	target	right	file
geldig/adj/nrc_handelsblad_20010813_83/297	van de Internationale Associatie van Atletiek Federaties ( IAAF ) voorschrijft , dat voor een	geldige	EPO-test bloed moet worden afgenomen . Om de confrontatie met het joelende publiek te mijden	nrc_handelsblad_20010813_83
geldig/adj/nrc_handelsblad_20011011_37/485	' ook schrijft , is slechts 9 procent van het totale aantal verzen nog steeds	geldig	. Dat oliedomme Talibaan totaal zonder enige opleiding islamitisch proberen te zijn door erg streng	nrc_handelsblad_20011011_37
geldig/adj/nrc_handelsblad_19990121_109/84	in het bezit van 57 procent van de aandelen Verseidag . Het openbaar bod is	geldig	tot en met 3 februari . ( Redactie Economie	nrc_handelsblad_19990121_109
geldig/adj/nrc_handelsblad_20031028_137/184	achter gesloten deuren , van geval tot geval , in plaats van transparante , algemeen	geldige	regels op te stellen . En transparante bedrijven zijn veel moeilijker te controleren ( of	nrc_handelsblad_20031028_137
geldig/adj/nrc_handelsblad_19990703_19/873	kunt aantonen dat hij met die brand zijn kinderen wilde beschadigen , is daar geen	geldige	"reden voor . 	 In de buurt liep de situatie ondertussen uit de hand ."	nrc_handelsblad_19990703_19
geldig/adj/nrc_handelsblad_19990705_23/60	waarmee in de supermarkt een gratis familiefles Coca-Cola kon worden opgehaald . De bon blijft	geldig	tot eind augustus omdat het , zo meldt het concern in een persbericht , nog	nrc_handelsblad_19990705_23
geldig/adj/nrc_handelsblad_20010825_18/422	een voogd toegewezen , stichting De Opbouw . De speciale ama-status is telkens een jaar	geldig	, maar wordt na drie jaar omgezet in een permanente verblijfsstatus . Dat betekent dat	nrc_handelsblad_20010825_18
geldig/adj/nrc_handelsblad_20010419_121/127	"testament laat je de boel voor je nabestaanden niet schoon achter . 	 Als een"	geldige	wilsbeschikking ontbreekt , bepaalt het erfrecht wie de erfgenamen zijn . Maar de wensen van	nrc_handelsblad_20010419_121
geldig/adj/nrc_handelsblad_19991117_39/474	de Immigratie- en Naturalisatiedienst ( IND ) beschikt ook geen van de talentjes over een	geldige	"verblijfstitel . 	 Sommigen waren hier al een paar jaar illegaal . Pas afgelopen zomer"	nrc_handelsblad_19991117_39
geldig/adj/nrc_handelsblad_20020104_1/326	geen criminele wapenfeiten op hun geweten . Als je ze wel insluit omdat ze geen	geldige	papieren hebben , maar ze kunnen er wel vandoor gaan , is het beleid niet	nrc_handelsblad_20020104_1
geldig/adj/nrc_handelsblad_20040515_258/206	. 't Hart heeft geen paspoort en geen rijbewijs en kan zich dus officieel niet	geldig	legitimeren , wat volgens de Kieswet verplicht is . In hun verdediging voerden lijstrekker Marianne	nrc_handelsblad_20040515_258
geldig/adj/nrc_handelsblad_20020610_117/96	"klinkt er een massaal protest : hiertegen kan je niet voetballen . 	 Dat twee"	geldige	doelpunten worden afgekeurd , overleeft zelfs een stier niet , laat staan onze spitsen ,	nrc_handelsblad_20020610_117
geldig/adj/nrc_handelsblad_20000918_20/440	"is die helaas niet geldig omdat ze net naar Purmerend is verhuisd . 	 Niet"	geldig	? Ik werk hier toch . Ik ben 53 jaar Amsterdammer geweest . Dan zal	nrc_handelsblad_20000918_20
geldig/adj/nrc_handelsblad_20031227_152/264	meer via een handgeschreven codicil . Benoemingen in een codicil van voor die datum blijven	geldig	. Het nieuwe erfrecht beschrijft de bevoegdheden en plichten van de executeur	nrc_handelsblad_20031227_152
geldig/adj/nrc_handelsblad_20020807_20/192	"in de zomervakantie . De eerst-geïnterviewde zegt dan : 	 Die kaart moet gewoon altijd"	geldig	zijn . het is idioot dat jongeren bijbaantjes moeten nemen om hun vervoer te betalen	nrc_handelsblad_20020807_20
geldig/adj/nrc_handelsblad_20010426_117/520	"hebben bestaan 	 ( wat niet wil zeggen dat 	 matriarchale mythen en legenden geen"	geldig	, zij het overdreven en metaforisch , doel hebben gediend voor schrijvers - van Homerus	nrc_handelsblad_20010426_117
geldig/adj/nrc_handelsblad_20030509_73/100	dertien procent wil dat niet . Maar de Litouwse wet zegt dat het referendum pas	geldig	is als de helft van het electoraat gaat stemmen . En dus is er wel	nrc_handelsblad_20030509_73
geldig/adj/nrc_handelsblad_20020313_106/19	aanstaande is het Boekenweekgeschenk 2002 , De ijsdragers van Anna Enquist , de gehele dag	geldig	als treinkaartje . Wie het boek bij zich heeft , kan gratis reizen . Dit	nrc_handelsblad_20020313_106
geldig/adj/nrc_handelsblad_19991209_160/58	formele verweren . Het hof zal zich bijvoorbeeld buigen over de vraag of de dagvaarding	geldig	is en of het openbaar ministerie ontvankelijk is . De advocaat van Bouterse , A.	nrc_handelsblad_19991209_160
geldig/adj/nrc_handelsblad_19991230_103/890	opvallend afwezig . Integendeel , er bestaat een sterke neiging die westerse waarden als algemeen	geldig	op te vatten en ook onder diegenen die daartegen zijn en ervoor waarschuwen dat te	nrc_handelsblad_19991230_103
