	id	left	target	right	file
0	heet/adj/nrc_handelsblad_20000127_102/196	greep meer op heeft . Ook bij Van Nijlens cactus is er sprake van 't	heet	verlangen dat hem gans vervulde en dat nolens volens op zekere dag zomaar naar buiten	nrc_handelsblad_20000127_102
1	heet/adj/nrc_handelsblad_20020831_99/94	cabaretiers van vroeger en nu hebben gereageerd op God , seks , koningshuis en andere	hete	hangijzers van de laatste zeventig jaar . Van het echtpaar Speenhoff ( 1933 ) tot	nrc_handelsblad_20020831_99
2	heet/adj/nrc_handelsblad_20030804_45/255	boot neemt van Deventer naar Zutphen . Ilja Leonard Pfeijffer riep in vrije verzen de	hete	"Venetiaanse zomer op ( 	 duizenden drommen hun middagen af ( ... ) in de"	nrc_handelsblad_20030804_45
3	heet/adj/nrc_handelsblad_20001028_152/570	hier en daar een groen hart . Nu reeds is veel wat ` natuur '	heet	te zijn niet meer dan een enorm groen industrieterrein , met gemillimeterd gras van dezelfde	nrc_handelsblad_20001028_152
4	heet/adj/nrc_handelsblad_20001020_146/160	vragen lijkt verdacht veel op het Srebrenica-scenario : zo snel mogelijk wegwezen als het te	heet	onder de voeten wordt , ongeacht de gevolgen voor de plaatselijke bevolking . ( ...	nrc_handelsblad_20001020_146
5	heet/adj/nrc_handelsblad_20010921_21/447	brandkranen die overal in de stad uit de stoep omhoog steken . ( Als het	heet	is in de zomer , en de brandweer heeft de kraan niet nodig , dan	nrc_handelsblad_20010921_21
6	heet/adj/nrc_handelsblad_20010718_12/274	zou kunnen volbrengen . Hoe dan ook , aan het slot van een lange ,	hete	dag door de Alpen hing ik tegen de flank van die Alpe d'Huez . Ik	nrc_handelsblad_20010718_12
7	heet/adj/nrc_handelsblad_19991120_9/56	. De bedelaars staan of zitten er onder alle weersomstandigheden , of het nu drukkend	heet	is of de regen bij bakken naar beneden komt . Ook als het straks weer	nrc_handelsblad_19991120_9
8	heet/adj/nrc_handelsblad_20000919_115/1805	vice-premiers nauw aan het hart blijkt te liggen , maar dat bij coalitiepartner PvdA een	heet	"hangijzer is . Jorritsma : 	 Het is natuurlijk moeilijk , politiek gezien bestaan er"	nrc_handelsblad_20000919_115
9	heet/adj/nrc_handelsblad_20010615_7/835	citeren . Wie de Constructie van de Hemel , of hoe dat domme boek ook	heet	, nooit door kon komen , wordt door Van Boxsel op elegante wijze voorgelicht .	nrc_handelsblad_20010615_7
10	heet/adj/nrc_handelsblad_20010323_89/838	staat , maar wel in het Weense hart . Häupl heeft een adviseur die Greenberg	heet	, onthulde Haider , die heeft hij van de oostkust laten invliegen . Op het	nrc_handelsblad_20010323_89
11	heet/adj/nrc_handelsblad_20011026_24/145	"het Vlaamse Machelen . 	 Ik heb liever incompleet materiaal , dan dat ik de"	hete	"adem van Schafthuizen in mijn nek voel 	 , aldus Rooduijn . Podium-directeur Joost Nijsen"	nrc_handelsblad_20011026_24
12	heet/adj/nrc_handelsblad_20020328_115/1319	EU komt . Zeker is dat coalitiegenoot FPÖ de uitbreiding van de EU tot een	heet	hangijzer zal maken bij de verkiezingen van 2003 . Het zijn vooral kleine ondernemers met	nrc_handelsblad_20020328_115
13	heet/adj/nrc_handelsblad_20000811_84/492	spelen met vuur . Ze proberen in de rook te baden , zonder zelf te	heet	te worden . In paniek - ` vogel in brand ! ' - vluchten die	nrc_handelsblad_20000811_84
14	heet/adj/nrc_handelsblad_20020507_136/326	om de gevaarlijke tweeling macht en decadentie , en de tweedeling tussen koele zakelijkheid en	hete	driften , tot uitdrukking te brengen . Reeds vaker te gast op het Kunstenfestival des	nrc_handelsblad_20020507_136
15	heet/adj/nrc_handelsblad_20000812_101/560	om in de uitzending van Met het oog op morgen op te treden zodat we	heet	van de naald de verkiezing van Ronald kunnen begroeten . Ik heb er echter een	nrc_handelsblad_20000812_101
16	heet/adj/nrc_handelsblad_20020531_155/446	met een bitterbal : de buitenkant is hard en koud , de kern zacht en	heet	. De aardkorst is als een puzzel van bewegende platen , niets staat ooit stil	nrc_handelsblad_20020531_155
17	heet/adj/nrc_handelsblad_20010712_7/463	"de Koude Oorlog nog steeds niet afgelopen . Israel : 	 De Koude Oorlog is"	heter	dan ooit . Nu de Russen zich niet meer kunnen verdedigen , komt het ware	nrc_handelsblad_20010712_7
18	heet/adj/nrc_handelsblad_20010712_76/736	aan de westelijke rand van de stad . Daar staan immigrantenvrouwen uit Ghana onder de	hete	"middagzon vis te roken op barbecues van geplette olievaten en kippengaas . 	 Ik doe"	nrc_handelsblad_20010712_76
19	heet/adj/nrc_handelsblad_20000311_134/293	afvalproducten kan draaien . ` ` Hier in Rotterdam is warmte in de vorm van	hete	stoom een afvalproduct van veel industrieën . We hebben ook getest met verontreinigd natronloog dat	nrc_handelsblad_20000311_134
20	heet/adj/nrc_handelsblad_20031128_706/240	beste voertuig voor snelle economische groei , hebben de buren moeten leren leven met de	hete	adem van Zuid-Afrika's grootste bedrijven in de nek . Vanaf begin jaren negentig ontdaan van	nrc_handelsblad_20031128_706
21	heet/adj/nrc_handelsblad_20040127_36/18	laat zich ook niet onbetuigd . McDonald's is ooit veroordeeld voor het verkopen van te	hete	koffie , terwijl een goede kop koffie toch heet moet zijn . Een buitenbeentje is	nrc_handelsblad_20040127_36
22	heet/adj/nrc_handelsblad_20001102_105/421	"van alle dansvormen omdat de bewegingen het mooiste van een vrouwenlichaam accentueren . 	 Het"	heet	buikdans , maar alles draait om de heupen , die je moet laten wiegen ,	nrc_handelsblad_20001102_105
23	heet/adj/nrc_handelsblad_20010606_132/92	leren natuurlijk . Dus ik heb voorgedaan hoe het moet - en daarna afspoelen in	heet	"schoon water ! 	 Het gasstel had ze ook niet opgetild . ` Moet dat"	nrc_handelsblad_20010606_132
24	heet/adj/nrc_handelsblad_20000826_71/311	, een teken dat het een uitstekende wijn is geweest . Tijdens de proeverij kwam	heet	van de naald de datering van het hout van het schip binnen , die men	nrc_handelsblad_20000826_71
25	heet/adj/nrc_handelsblad_20040217_122/435	Wel ging het gesprek uiteraard mede over de Nieuw-Guinea-kwestie , op dat moment al een	heet	hangijzer , waarvan Kennedy had laten blijken dat hij zou zoeken naar een vreedzame oplossing	nrc_handelsblad_20040217_122
26	heet/adj/nrc_handelsblad_20000406_83/158	"stond de Nederlandse teambaas Van Vliet de pers te woord . 	 Ik word niet"	heet	of koud van al die insinuaties . We hebben weer bewezen hoe homogeen deze ploeg	nrc_handelsblad_20000406_83
27	heet/adj/nrc_handelsblad_19991008_0/658	Scar Culture een fascinerend boek , dat prikkelend en geschreven is . Davidson behandelt de	hete	hangijzers op een originele manier die tot denken aanzet . De cynische kijk op psychotherapie	nrc_handelsblad_19991008_0
28	heet/adj/nrc_handelsblad_20000622_76/59	de zomer van 1996 overleefd . Ze zijn omgekomen door het inademen van giftige en	hete	rook die vrijkwam bij de brand ná de crash en niet als gevolg van het	nrc_handelsblad_20000622_76
