id	left	target	right	file
schaal/noun/nrc_handelsblad_20031017_48/125	perverse scheiding van mannen en vrouwen in islamitische landen vergrijpen mannen zich daar op grote	schaal	aan kinderen . De incest en pedofilie zijn er schrikbarend . Dat is heel wat	nrc_handelsblad_20031017_48
schaal/noun/nrc_handelsblad_20010921_58/698	leiding aan zelfvertrouwen . Wanneer straks in het kader van Infinite Justice bijvoorbeeld op grote	schaal	onschuldige burgerslachtoffers zouden vallen , dan valt dat binnen de partij niet meer te verkopen	nrc_handelsblad_20010921_58
schaal/noun/nrc_handelsblad_20020306_72/380	wet nu dichten , omdat de ` medische clausule ' volgens hem sindsdien op grote	schaal	"wordt misbruikt en dat 	 bedreigt Iers leven 	 , zei hij . Ahern wil"	nrc_handelsblad_20020306_72
schaal/noun/nrc_handelsblad_20020907_80/218	nu toe bekend . Duidelijk is nu dat ongeoorloofde kartelvorming in de bouw op grote	schaal	heeft plaatsgehad . En ook dat mededingingsautoriteit NMa geen enkele greep op die massale ontduiking	nrc_handelsblad_20020907_80
schaal/noun/nrc_handelsblad_20030425_67/170	"gebaard . 	 Waarom heerst er dit jaar alweer voedselgebrek in Ethiopië , op ongekende"	schaal	? ` Het is de droogte , stommerd ' , is de geijkte reactie van	nrc_handelsblad_20030425_67
schaal/noun/nrc_handelsblad_20000107_60/95	sector van de overheid maakt zich terecht klaar voor de Europese markt met zijn grote	schaal	en vele spelers . De vier grote Nederlandse elektriciteitsbedrijven merken dat aan den lijve .	nrc_handelsblad_20000107_60
schaal/noun/nrc_handelsblad_20031018_237/32	jaarcijfers niet klopten . Volgens vakblad Distrifood verlaagt Ahold-dochter Albert Heijn vanaf maandag op grote	schaal	haar prijzen . Het Nederlands honkbalteam heeft gisteren de vierde wedstrijd bij het wereldkampioenschap in	nrc_handelsblad_20031018_237
schaal/noun/nrc_handelsblad_20030521_120/214	van de beweging voor ` Vrij Atjeh ' ( GAM ) ervan beschuldigd op grote	schaal	scholen en andere overheidsgebouwen in brand te steken . In Atjeh zijn het afgelopen etmaal	nrc_handelsblad_20030521_120
schaal/noun/nrc_handelsblad_20030625_65/351	"	 . Ze ziet daarbij als mogelijkheid om in bestaande CAO's nog een extra laagste"	schaal	er bij te maken om doorstroming en het aannemen van jongeren te bevorderen . Tegen	nrc_handelsblad_20030625_65
schaal/noun/nrc_handelsblad_20020720_7/67	"dat er 	 intrinsiek maar één klasse verklaringen bestaat 	 . 	 Die doorkruist de"	schalen	van ruimte , tijd en complexiteit en verenigt de verschillende feiten van de disciplines door	nrc_handelsblad_20020720_7
schaal/noun/nrc_handelsblad_20001013_92/75	premie laten betalen of zelfs weigeren . Groot-Brittannië is het eerste land dat op grote	schaal	het gebruik van erfelijk materiaal bij het afsluiten van een verzekering toestaat . In Nederland	nrc_handelsblad_20001013_92
schaal/noun/nrc_handelsblad_20000121_40/1105	combinatie van een optimistische stemmende drug - waaraan in Engeland na de Thatcher-jaren op grote	schaal	behoefte was - met eindeloos door-vibrerende ritmes bijna alle Engelse muziek van begin jaren negentig	nrc_handelsblad_20000121_40
schaal/noun/nrc_handelsblad_19991217_54/1573	die aan Japanse tradities waren ontleend . Die ` Amerikaanse stijl ' werd op grote	schaal	toegepast voor motieven waartegen de goede smaak geen bezwaar kon hebben : vaderlandslievende vlaggen ,	nrc_handelsblad_19991217_54
schaal/noun/nrc_handelsblad_20000301_122/340	van het museum : ` Het meest verzachtende drankje dat ik aanraad , is een	schaal	gevuld met druipetter , waarin men van tevoren heeft opgelost een eierstokgezwel , een sjanker	nrc_handelsblad_20000301_122
schaal/noun/nrc_handelsblad_20010113_157/106	om het hart . Hoe zou het anders kunnen ? Een vergaand experiment op kleine	schaal	is een goede manier om die vraag te beantwoorden . De nieuwe school , die	nrc_handelsblad_20010113_157
schaal/noun/nrc_handelsblad_20010321_24/283	andere terreinen opnieuw openstellen . Hague deed ook een oproep om het leger op grotere	schaal	in te zetten bij het opruimen van kadavers . Het preventief ruimen van honderdduizenden schapen	nrc_handelsblad_20010321_24
schaal/noun/nrc_handelsblad_20001107_73/91	de resultaten van de verkiezingen niet zou erkennen , omdat er volgens haar op grote	schaal	mee is geknoeid	nrc_handelsblad_20001107_73
schaal/noun/nrc_handelsblad_19990407_37/85	gaat , schrijft Le Monde Diplomatique , om een hoeveelheid die het milieu op mondiale	schaal	bedreigt , en waarvan het gebruik verboden of streng gereglementeerd zou moeten worden . Maar	nrc_handelsblad_19990407_37
schaal/noun/nrc_handelsblad_20000314_55/472	"	 lange tijd belemmerd werd in haar beleggingsbeleid , heeft de afgelopen jaren op grote"	schaal	aandelen gekocht en de traditionele beleggingen in effecten met een vaste rente , zoals obligaties	nrc_handelsblad_20000314_55
schaal/noun/nrc_handelsblad_20010917_12/298	Ze vrezen dat de beurs hard omlaag zal gaan en verkochten dan ook op grote	schaal	hun aandelen . Op de beurs van Tokio leidde dat tot een verlies van 5	nrc_handelsblad_20010917_12
schaal/noun/nrc_handelsblad_20010825_131/398	Bij een PSA-waarde van 13 is die kans vijftig procent . Het is een glijdende	schaal	, maar het is de beste test voor prostaatkanker omdat je PSA eenvoudig in bloed	nrc_handelsblad_20010825_131
