id	left	target	right	lemma
introductie/N/GID_1980_2_pos/2407	mijn tolk . Ter plaatse wordt bij elk bezoek het Groot-Opperhoofd van het doel op_de_hoogte gebracht en om toestemming en	introductie	gevraagd om bij zijn onderdanen op informatie uit te gaan . De dorpen worden bezocht , de dorpshoofden begroet ,	introductie
introductie/N/FDL_1980_1_pos/16524	. Zie ook noot 14 . 7 . Voor het fandom als zodanig zie Bibliografie 12 . , vrijwel alle	introducties	( Bibliografie 4 . ) en vooral de afdeling ‘ The sociology of science_fiction ’ in Mullen & Suvin 3.33	introductie
introductie/N/GID_1947_95_pos/1311	uitwerking op het meisje ; ze ging echter gedwee mede . En zo kwamen ze via de edelman met een	introductie	bij de artiest . Deze keek verbaasd , vooral toen de melodie overging in het vreemde tjuiken en trilleren .	introductie
introductie/N/TAA_1992_37_pos/9986	. Deze ontwikkeling wordt beschouwd vanuit de theorie van Elias over het civilisatieproces . De inleiding is veel meer_dan een	introductie	tot een tekstuitgave , het is een algemene beschouwing over een genre , waarbij Marot slechts af_en_toe om de hoek	introductie
introductie/N/DIE_1985_22_pos/2032	waarschuwende interpretatie veel in te brengen . De praktijk heeft overigens nog voor enkele complicaties gezorgd , in_de_eerste_plaats door de	introductie	van ‘ de term “ gew . in Z. - Ned. ” ’ ( ‘ voor meer beperkte Zuidnederlandse woorden	introductie
kennismaking/N/SPI_1974_11_pos/2539	jongere literatoren kwamen in meerderheid voort uit gezinnen , waar weinig of geen boeken van Couperus toe doordrongen . Hun	kennismaking	met de onhollandse geestesdartelheid van de vaak overmoedige verteller bracht hun een bevrijding uit familiale denkgewoonten en vooroordelen . Hun	kennismaking
kennismaking/N/TAA_1923_26_pos/147	boekje , getiteld ‘ alteutonik ’ , verschenen is , door de schrijver , E._Molee , aan alle universiteiten ter	kennismaking	toegezonden . Tans liggen , van de zelfde hand , een paar kleine geschriftjes voor mij , die de zeer	kennismaking
kennismaking/N/DIE_1978_65_pos/1598	G._Adé stelt het interessante werk van Suzanne_Lilar voor . In ‘ Reflex ’ brengt D._Depreeuw verslag uit van een hernieuwde	kennismaking	met het prozawerk van Brendan_Behan . Noodrem 4de jrg . , nr. 1-2 , maart 1978 Een gedeelte van deze	kennismaking
kennismaking/N/GID_1910_64_pos/3822	piquante oppositie ( de makkelijkste schrijverij ) ( dat zie ik b.v. in 10 nummers van de mij ‘ ter	kennismaking	’ gezonden Samarangsche_Courant . ) Eene rigting volgen ? Ik spreek nu niet van uw talent en geweten , maar	kennismaking
kennismaking/N/DIE_1923_63_pos/1817	het hare , heeft de schrijfster kennis willen maken , want zij kende het slechts oppervlakkig . En uit die	kennismaking	is een allerbekoorlijkst boek geboren . Zij heeft willen doordringen tot de ziel , en 't leven begrijpen van dat	kennismaking
kennismaking/N/DIE_1940_107_pos/2552	foto's laten zien van hun kroost . Zeker , zij bedoelen het goed . Het lijkt wel of zij onze	kennismaking	willen volledigen door mij ook kennis te laten maken met hun vrouw en kinderen . Zij verlangen complimenten te hooren	kennismaking
kennismaking/N/DIE_1909_22_pos/2482	schrijver , die hier uitmuntend wordt bestudeerd , maken we hier kennis met den predikant en den huisvader . Die	kennismaking	kan niet anders dan onze waardeering nog doen stijgen voor dien voortreffelijken man , die te zwak was van gezondheid	kennismaking
kennismaking/N/DIE_1909_71_pos/4621	Vlaamsche lezers in betrekking te brengen met de uiterst merkwaardige letterkunde van_de verst wonende onzer Germaansche rasgenooten . Tot nadere	kennismaking	heeft hij uitgekozen niet den besten der hedendaagsche Zweedsche schrijvers , en zeker niet dezen die door de kritiek het	kennismaking
kennismaking/N/DIE_1907_51_pos/1239	dan ooit , men ziet het , was Mej. Teichmann met kerkelijke muziek bezig . In die gesteltenis moest hare	kennismaking	met Edgar_Tinel van dubbel belang worden . Het was kort na de uitvoering zijner prijs-cantate dat de jeugdige artist voor	kennismaking
kennismaking/N/GID_1961_92_pos/929	zou ook een essay over Shakespeare zijn te schrijven , waarvoor ik Nijhoff in mei 1941 , kort na onze	kennismaking	, aanschreef . Hij antwoordde heus dat hij wel wilde meewerken , maar eerst meer wilde horen over het hele	kennismaking
kennismaking/N/GID_1935_48_pos/7287	ze een groote , statige dame was , bij wie een ieder zich op zijn gemak voelde , na eerste	kennismaking	al . Ik kan me dat ook wel verklaren . Er leefde in haar misschien veel dat ze niet wist	kennismaking
kennismaking/N/DIE_1932_81_pos/8719	het apocrief evangelie waar die tekst in voorkomt , Professor ] . Overigens zijn ook in haar visioenen sporen harer	kennismaking	met de apocryphe evangeliën aan te wijzen . ( Wijs die sporen aan , Professor . Wat meer is ,	kennismaking
kennismaking/N/GID_1937_6_pos/1764	cijferschrift en door bepaalde onderwerpen uit de elementaire wiskunde in hun lateren groei te vervolgen ; vervolgens echter kan de	kennismaking	met de logische grondslagen der tot_dusver op meer intuïtieve wijze beoefende gedeelten der wiskunde worden uitgebreid tot een bestudeering van	kennismaking
kennismaking/N/GID_1941_89_pos/6547	Den_Haag zoude komen in_verband_met de onderhandelingen , die zouden leiden tot het Bestand van 1609 . De_Groot herinnert aan die	kennismaking	in de opdracht aan Jeannin van zijn treurspel Christus patiens41 ) van Maart 1608 . Dadelijk na zijne ontvluchting uit	kennismaking
kennismaking/N/JAA_1994_11_pos/857	officiële boek worden . In november 1940 huwde hij Selinde Roosenburg , dochter van een gewaardeerde Middelburgse architect . Hun	kennismaking	was als uit een sprookje . Koolhaas zou bij vrienden in Zeeland gaan logeren die wel van een grap hielden	kennismaking
kennismaking/N/JAA_1983_8_pos/3731	in 1951 op een artiestenfeest de jonge kunstenares kennen , die zijn derde vrouw zou worden . Hij beschouwde de	kennismaking	en het in 1954 gevolgde huwelijk met haar als een gelukkige combinatie tussen oost en west in zijn eigen bestaan	kennismaking
kennismaking/N/TAA_1963_51_pos/529	laatste stad , en de laatste bundel van Adriaan_Morriën , Moeders en Zonen . - Jan_Walravens hoopt op een hernieuwde	kennismaking	bij het publiek met Stijn_Streu- vels . - F.W. van Heerikhuizen wijdt onder de titel Literair-historische geschriften aandacht aan Lodewijk_van_Deyssel	kennismaking
kennismaking/N/SPI_1962_17_pos/2888	van de socioloog in zijn handschrift schrapte , dan_wel of zijn omgeving er hem toe overhaalde ten_einde de verleiding tot	kennismaking	met de theorie te verkleinen , ja in te dijken . Anderzijds zal hij zich lovend op Jean_Jacques beroepen in	kennismaking
kennismaking/N/DIE_1925_100_pos/117	met Willem_Kloos . Een belangwekkend binnenzicht in het gezellig tehuis van_den grooten prins , levendig beschreven . Als een persoonlijke	kennismaking	met den vereenzaamder dondergod van weleer . De oude man wordt blijkbaar in zijn zelfverheffing gesteund door de bij-der-handte echtgenoote	kennismaking
kennismaking/N/NVT_1959_2_pos/15596	een grap was het in elk geval , - daaromtrent kon geen mens de geringste twijfel koesteren . 5 .	Kennismaking	met Simone_Marijnissen Toen ik klaar was met mijn werk op de krant , liep ik tot bij de Schelde om	kennismaking
kennismaking/N/GID_1948_35_pos/626	lezer zal uit dit specimen van des schrijvers betoogtrant zelf wel kunnen opmaken , of hij zich al_dan_niet tot nadere	kennismaking	aangetrokken voelt . Ons heeft het weinig bevredigd en wel voornamelijk om deze reden , dat de auteur zelf zozeer	kennismaking
kennismaking/N/SPI_1964_34_pos/8175	opzet levert dr. Verhoeff nochtans zeer nuttig werk met het herscheppend ‘ close reading ’ van Sartres toneelstukken . Als	kennismaking	met de mogelijkheden en grenzen van die literairkritische methode weze dit werk aanbevolen , niet_alleen aan historici der Franse letteren	kennismaking
kennismaking/N/DIE_1981_61_pos/649	en andere op een spiritueler levensbeschouwing uit zijn . Maar het kan , zoals het nu voorkomt bij een eerste	kennismaking	met verhaal en poëzie van Rosalie en Virginie_Loveling , dat een literaire fijnproever , een echte , die veel gelezen	kennismaking
