id	left	target	right	file
hachelijk/adj/nrc_handelsblad_20010116_73/1084	OPEC dus , zo lijkt het . Al geldt natuurlijk onverkort dat olieprijzen voorspellen een	hachelijke	zaak is	nrc_handelsblad_20010116_73
hachelijk/adj/nrc_handelsblad_20011010_57/264	van de rit van 30 jaar het geleende bedrag moet opleveren . Dat kan een	hachelijke	rit worden als de beurzen blijven dalen en de gewenste rendementen niet worden gehaald .	nrc_handelsblad_20011010_57
hachelijk/adj/nrc_handelsblad_20020430_112/245	landelijk niveau gevolgen , ondanks het feit dat extrapoleren naar de landelijke politiek altijd een	hachelijke	klus is . Schröder heeft een nederlaag te verduren gekregen , terwijl Stoiber een steun	nrc_handelsblad_20020430_112
hachelijk/adj/nrc_handelsblad_20020726_151/807	onvoldoende consensus over UMTS-standaarden , waardoor het aanbieden van overal in Europa beschikbare diensten een	hachelijke	zaak wordt . En het succes van de huidige GSM-standaard voor mobiel bellen staat een	nrc_handelsblad_20020726_151
hachelijk/adj/nrc_handelsblad_20040309_114/380	een manier om getapt te worden - ineens een interessante absurditeit . Hoewel het een	hachelijke	onderneming is , riskeren jaarlijks circa dertigduizend Marokkanen de overtocht naar het Europese vasteland in	nrc_handelsblad_20040309_114
hachelijk/adj/nrc_handelsblad_19991111_158/838	. Gorbatsjov , aangevallen door zowel communisten als radicale democraten , bevond zich in een	hachelijke	positie , waarbij nog kwam dat de Sovjet-Unie in al haar voegen leek te kraken	nrc_handelsblad_19991111_158
hachelijk/adj/nrc_handelsblad_20020912_138/571	maar met het afschaffen van de kilometerheffing en het kwartje van Kok wordt het een	hachelijke	zaak . Het RIVM voorspelt een mogelijke overschrijding van de Kyoto-normen met maximaal circa 6	nrc_handelsblad_20020912_138
hachelijk/adj/nrc_handelsblad_20011018_152/27	tegen het cultuurrelativisme . Zelfs als het begrip cultuur duidelijk is afgebakend is dit een	hachelijk	standpunt , meent Sjoerd de Jong . Keiharde relativisten spreken zichzelf tegen . Hun beginsel	nrc_handelsblad_20011018_152
hachelijk/adj/nrc_handelsblad_20011122_14/227	een soort Pax Americana moeten vestigen , en andere Amerikanen die dat een overhaaste ,	hachelijke	onderneming vinden , die boven hun macht gaat . De critici worden vaak progressievelingen genoemd	nrc_handelsblad_20011122_14
hachelijk/adj/nrc_handelsblad_20031105_103/16	Een dergelijke bijdrage vonden Kamp en De Hoop Scheffer ( Buitenlandse Zaken ) echter te	hachelijk	. Het is opmerkelijk dat de VVD zich nu verzet tegen een missie in Afrika	nrc_handelsblad_20031105_103
hachelijk/adj/nrc_handelsblad_20011102_62/114	weerstand die in het land bestaat tegen de Amerikaanse aanvallen op buurland Afghanistan en de	hachelijke	"positie waarin president Musharraf sinds het uitbreken van de vijandelijkheden zich bevindt . 	 De"	nrc_handelsblad_20011102_62
hachelijk/adj/nrc_handelsblad_20000621_137/154	van een ijsberg . Aan de zuidgrens van Europa ondernemen vluchtelingen uit Afrika regelmatig de	hachelijke	oversteek in krakkemikkige vaartuigen . Niet zelden eindigt deze met de dood . Ook het	nrc_handelsblad_20000621_137
hachelijk/adj/nrc_handelsblad_20020409_133/458	wie de beste Nederlandse premier was in de vorige eeuw . Zo'n enquête is een	hachelijke	onderneming wegens de lengte van een eeuw en 's mensen sterfelijkheid . Het blad had	nrc_handelsblad_20020409_133
hachelijk/adj/nrc_handelsblad_20000129_21/530	1999 . Dat maakt het proberen te beïnvloeden van de beurskoersen met de rente een	hachelijke	onderneming . De hefboomwerking van het rente-instrument is mogelijk veel groter dan ooit tevoren .	nrc_handelsblad_20000129_21
hachelijk/adj/nrc_handelsblad_20011208_138/2173	niet voor de hand lag . Vooral het onroerend goed in den vreemde was een	hachelijke	kwestie . Iedereen had oren naar dat fraaie sovjetconsulaat aan de Bosporus of de gigantische	nrc_handelsblad_20011208_138
hachelijk/adj/nrc_handelsblad_20021014_66/930	andere terreinen : een euro die naar buiten toe van niemand is , leidt een	hachelijk	bestaan . 3 . Verdeling bevoegdheden Over de bevoegdhedenverdeling tussen de Unie en de lidstaten	nrc_handelsblad_20021014_66
hachelijk/adj/nrc_handelsblad_20000912_68/410	en Venema het moeten opnemen tegen de spitsen Anderson en Marlet lijkt ook al een	hachelijke	zaak . Uit de analyses van de wedstrijden die Lyon speelde tegen Saint-Etienne en Lens	nrc_handelsblad_20000912_68
hachelijk/adj/nrc_handelsblad_19990112_29/1201	, dat zelfs het benaderen van de eilanden met tal van onderzeese kliffen , een	hachelijke	zaak is . North Rona is een driehoekig eilandje van twee bij drie kilometer .	nrc_handelsblad_19990112_29
hachelijk/adj/nrc_handelsblad_20020605_122/297	de Amerikanen loeren op een counter . Het langdurige offensief van de Portugezen zorgde voor	hachelijke	taferelen . De Amerikaan Agoos schoot de bal een kwartier voor tijd in eigen doel	nrc_handelsblad_20020605_122
