id	left	target	right	file
staal/noun/nrc_handelsblad_20020518_165/773	begint met ver gerommel , op het hoogtepunt is een meedogenloos verpletterend kabaal van voorbijschietend	staal	op staal . Haar gezicht veranderde niet , ze bleef doorspelen , het lawaai stierf	nrc_handelsblad_20020518_165
staal/noun/nrc_handelsblad_20011122_9/59	van de Commissie wegens marktdominantie werden weggenomen . Die marktdominantie gold de productie van verzinkt	staal	en distributie in Frankrijk , Spanje en Portugal . Het nieuwe fusiebedrijf is ongeveer twee	nrc_handelsblad_20011122_9
staal/noun/nrc_handelsblad_20011012_109/111	. Als de Russen al iets willen verkopen : informatie over met name het magnetische	staal	ligt gevoelig . De Kursk Foundation , de stichting van de Nederlandse lobbyist Rio Praaning	nrc_handelsblad_20011012_109
staal/noun/nrc_handelsblad_20020822_88/727	trend van de tijd . Er zijn zelfs enkele staaltjes ( of liever : reusachtige	stalen	) van socialistisch realisme onder . Echte meesterstukken heb ik niet kunnen ontdekken . Maar	nrc_handelsblad_20020822_88
staal/noun/nrc_handelsblad_20020328_113/20	wereldhandelsorganisatie WTO te protesteren tegen het voornemen van de Europese Unie om de importtarieven van	staal	te verhogen . Met de maatregel reageert de EU op een tariefsverhoging van 30 procent	nrc_handelsblad_20020328_113
staal/noun/nrc_handelsblad_20020606_98/54	"aluminiumproductie . 	 De winstgevende aluminiumproductie wordt verkocht , hoe gaan we alleen verder op"	staal	"? 	 zo vroeg COR-voorzitter F. van Wieringen zich gisteren af . De voorzitter reageerde"	nrc_handelsblad_20020606_98
staal/noun/nrc_handelsblad_20031128_786/290	etalage ligt . Het concern gokt nu volledig op staal . De belangen in roestvrij	staal	zijn deze zomer al van de hand gedaan . De verkoop van aluminium - verwachte	nrc_handelsblad_20031128_786
staal/noun/nrc_handelsblad_20020622_148/326	Zo besloten de VS al 107 uitzonderingen toe te staan op de nieuwe importheffingen voor	staal	. Het Brits-Nederlandse staalconcern Corus profiteerde daar onder meer van . Het bedrijf , dat	nrc_handelsblad_20020622_148
staal/noun/nrc_handelsblad_20011016_110/79	Commission in de VS in juni te onderzoeken of er beperkingen voor de invoer van	staal	moeten komen . Bethlehem Steel heeft een schuld van 4,5 miljard dollar . Via een	nrc_handelsblad_20011016_110
staal/noun/nrc_handelsblad_20040403_215/55	De stal is niet verloochend . Integendeel , door de schrille toepassing van beton en	staal	is eerder het utilitaire dan het nostalgische karakter versterkt . De interieurarchitecte heeft haar best	nrc_handelsblad_20040403_215
staal/noun/nrc_handelsblad_20031128_229/242	de treinrails naar de zwarte woonwijk Soweto , waarbij een vrouw werd gedood door rondslingerend	staal	. Een explosief werd gevonden bij de boeddhistische tempel in Bronkhorstspruit , een uur rijden	nrc_handelsblad_20031128_229
staal/noun/nrc_handelsblad_20031128_794/162	18 kilo en kan eenmaal gemonteerd altijd blijven zitten . Hij is uitgevoerd in roestvrij	staal	met bronzen lagers . Met zijn uitvinding onder de arm meldde Visscher zich vorig jaar	nrc_handelsblad_20031128_794
staal/noun/nrc_handelsblad_20030821_64/116	die weer winstgevend te krijgen . Eerdere pogingen mislukten . Met het bewerken van ruwe	staal	tot onderdelen van eindproducten is Corus in Groot-Brittannië intussen wel succesvol . ` We moeten	nrc_handelsblad_20030821_64
staal/noun/nrc_handelsblad_20010420_111/1410	. Al tijdens de Eerste Wereldoorlog publiceerde Mendelsohn schetsen van gebouwen die in beton en	staal	waren gedacht . Daaruit bleek dat gebruik van deze materialen resulteerde in een architectuur die	nrc_handelsblad_20010420_111
staal/noun/nrc_handelsblad_20010309_80/1185	verering van het menselijk lichaam . Niet voor niets verwijst de titel ( tranen van	staal	) naar de naam die in de Tweede Wereldoorlog aan bommen gegeven werd . Lafontaine	nrc_handelsblad_20010309_80
staal/noun/nrc_handelsblad_20010428_22/160	ook Engels voor ` helder oplichten ' , is een laminaat van dun aluminium ,	staal	of titanium en glasvezels die in de lengte- en de breedte gelegd kunnen worden .	nrc_handelsblad_20010428_22
staal/noun/nrc_handelsblad_20000705_114/40	` afval uit de twintigste eeuw tot hedendaagse kunstwerken ' . Behalve tegels worden ook	staal	, hout , gals , rubber en aardewerk gerecycled . De kunstwerken moeten zondag klaar	nrc_handelsblad_20000705_114
staal/noun/nrc_handelsblad_19991120_58/628	Oud aluminium met zijn krasjes , putten en gaten vormt veel makkelijker belletjes dan roestvast	staal	waarin kookvertraging dan ook minder zeldzaam is . Uit rvs-fluitketels op een hoog vuur klinkt	nrc_handelsblad_19991120_58
staal/noun/nrc_handelsblad_20011213_154/38	het Luxemburgse Arbed en het Franse Unsinor . Het concern produceert jaarlijks 46 miljoen ton	staal	, heeft een omzet van 30 miljard euro ( 66 miljard gulden ) en telt	nrc_handelsblad_20011213_154
staal/noun/nrc_handelsblad_19990702_96/87	leermeester Ludwig Mies van der Rohe ( 1886-1969 ) , om zijn compromisloze dozen van	staal	en glas volgens Johnson de zuiverste en beste architect van deze eeuw , was een	nrc_handelsblad_19990702_96
staal/noun/nrc_handelsblad_20031022_48/272	"gebruikt . 	 Uit metaal gegoten auto-onderdelen zijn steeds vaker van aluminium in plaats van"	staal	. Aluminium is lichter en het smelt bij 700 graden Celcius , wat het gietprocédé	nrc_handelsblad_20031022_48
staal/noun/nrc_handelsblad_20030617_59/188	in Noorwegen , Zweden en Finland . Terwijl de meeste staalbedrijven zich toeleggen op platte	staal	en de productie van lange staalproducten zo veel mogelijk afstoten , probeert Fundia door schaalvergroting	nrc_handelsblad_20030617_59
staal/noun/nrc_handelsblad_20020112_142/45	"in twintig jaar stijgt de vraag naar staal weer . 	 Onze klanten eisen meer"	staal	"dus we grijpen deze kans om de prijzen te verhogen 	 , zei Jean-Pierre Fournier"	nrc_handelsblad_20020112_142
staal/noun/nrc_handelsblad_20040320_264/186	` Metaalkunde ' . Je hebt heel veel verschillende soorten stalen , er is hard	staal	en gehard staal . Hij bevestigt het door internet aangereikte vermoeden dat gewone vijlen al	nrc_handelsblad_20040320_264
staal/noun/nrc_handelsblad_20010606_105/122	Steel uit Japan gepasseerd als grootste staalproducent . De gekrompen vraag naar met name roestvrij	staal	is voor Usinor reden de komende tijd flink in de kosten te gaan snijden om	nrc_handelsblad_20010606_105
