id	left	target	right	file
zwart/adj/nrc_handelsblad_20030930_96/208	opgegaan in de grote , rechtse formatie UMP . De salarissen zouden betaald zijn met	zwart	geld van bedrijven die in ruil daarvoor opdrachten kregen in de bouwprojecten van de gemeente Parijs van 1988 tot 1995 , toen Chirac daar burgemeester was .	nrc_handelsblad_20030930_96
zwart/adj/nrc_handelsblad_20000207_58/988	Clark gaf toe dat BAT op de hoogte is van het feit dat hun sigaretten en die van anderen via smokkel op de	zwarte	markt terecht komen . Illegale handel is een logisch gevolg van de soms enorme handelsbarrières	nrc_handelsblad_20000207_58
zwart/adj/nrc_handelsblad_20000824_137/78	advocaat van Karel . De advocaat was een kalende man in een merkwaardige zomerkledij -	zwarte	coltrui . Hij was in het gezelschap van een geblondeerde vrouw en een oudere man	nrc_handelsblad_20000824_137
zwart/adj/nrc_handelsblad_20020722_73/72	Het zonnige geel en helrood in de rok werden omfloerst door een mantel van scharlaken en	zwart	. De lente en de vrolijke zomer van het leven zijn voorbij , het diepe	nrc_handelsblad_20020722_73
zwart/adj/nrc_handelsblad_19991001_1/1635	En ik hoefde geen astroloog te raadplegen om te weten dat mijn leugens binnenkort zullen barsten als de beurs op	zwarte	maandag .	nrc_handelsblad_19991001_1
zwart/adj/nrc_handelsblad_19990709_113/1711	Zoals in de film The Matrix , waarin de bestaande , hedendaags wereld tot een verzinsel wordt verklaard en de toekomst tot een	zwarte	vormeloze ruimte . In plaats van de toekomst , het lineaire tijdsverloop , wordt er	nrc_handelsblad_19990709_113
zwart/adj/nrc_handelsblad_20030530_113/222	quasi-poëtisch gestuntel van de meeste Nederlandstalige popgroepen bleekjes bij afsteekt . Twintig hoofden , in	zwarte	Oost-Indische inkt op papier getekend , hangen aan de wanden van Galerie Slewe . Sommige	nrc_handelsblad_20030530_113
zwart/adj/nrc_handelsblad_20031215_56/338	"vergaderen uiteindelijk een onbevredigend resultaat kwam . De PvdA'er Timmermans daarentegen sprak van "" een"	zwarte	"dag "" voor Europa . "" Europa heeft een historische kans gemist "" , aldus"	nrc_handelsblad_20031215_56
zwart/adj/nrc_handelsblad_20030417_09/387	militairen en een bomaanslag op een Nederlands patrouillevoertuig is de situatie betrekkelijk rustig gebleven .	Zwarte	scholen hebben de meeste last van het lerarentekort , schreef de Onderwijsinspectie gisteren , en	nrc_handelsblad_20030417_09
zwart/adj/nrc_handelsblad_20031128_967/319	uitbuiting op waaraan veel Zuid-Afrikaanse bedrijven zich schuldig zouden hebben gemaakt . De verdrijving van	zwarte	Zuid-Afrikanen naar onvruchtbare gronden , zodat zij wel in mijnen of fabrieken moesten werken om te kunnen overleven .	nrc_handelsblad_20031128_967
zwart/adj/nrc_handelsblad_19990419_33/154	""" We gaan vannacht naar Stankovic ( een vluchtelingenkamp bij Skopje , red. ) en dan zullen we die Albanese honden weer de grens over jagen "" , brult een zeer gespierde Servische jongen in een"	zwart	leren jack . Een dag later bleek dat het bij retoriek bleef , wellicht verhinderd	nrc_handelsblad_19990419_33
zwart/adj/nrc_handelsblad_20010616_67/259	Pam Grier werd een ster door haar rollen in blaxploitationfilms uit de jaren zeventig , keiharde misdaadfilms met Afro-Amerikanen die bedoeld waren om het	zwarte	publiek de bioscoop in te krijgen . Ze speelde in Foxy Brown en de zwarte-Draculafilm	nrc_handelsblad_20010616_67
zwart/adj/nrc_handelsblad_20010606_60/655	is echter een compleet ander mens dan het kindsterretje van destijds . Ze overwon een	zwarte	"periode van hasjgebruik en winkeldiefstal en groeide uit tot een volwassen tennisster . "" Ik"	nrc_handelsblad_20010606_60
zwart/adj/nrc_handelsblad_20010503_157/147	oud , zitten allemaal op basisschool De Blauwe Lijn in de Amsterdamse Bijlmer . Een	zwarte	school , ingesloten tussen vervallen flats en ongure parkeergarages . Samen met Finn Poncin en	nrc_handelsblad_20010503_157
zwart/adj/nrc_handelsblad_20020824_181/73	welzijnsinstelling voor verslavingszorg in St. Oedenrode . ` Evert ' staat er onder . Evert	zwarte	spijkerbroek , zwart t-shirt , shagje in de hand zit in de kantine . Hij	nrc_handelsblad_20020824_181
zwart/adj/nrc_handelsblad_20010126_108/624	Voor het kleine meisje is grootvader hét voorbeeld : ` Ik was als een ganzekuiken dat zich hecht aan de eerste moederfiguur die het ziet - hij was mijn	zwarte	baken . ' Hij leert haar lezen , brengt haar liefde voor boeken bij en	nrc_handelsblad_20010126_108
zwart/adj/nrc_handelsblad_20020102_15/642	tegen Zuid-Afrika steunden , bleef Israël ( militaire ) zaken doen met Pretoria . De	zwarte	bevolking werd letterlijk met dezelfde wapens bestreden als de Israëlische vijand . Naar verluidt hielp	nrc_handelsblad_20020102_15
zwart/adj/nrc_handelsblad_20000512_143/594	intrigante . Hoewel uit historisch onderzoek is gebleken dat de gravin wel wat al te	zwart	is gemaakt , is de moraal van het verhaal zonneklaar . Adela , Balderik en	nrc_handelsblad_20000512_143
zwart/adj/nrc_handelsblad_20020518_163/986	Rood , zo leert de grondwet , duidt op de onafhankelijkheidsstrijd , geel op kolonialisme en	zwart	op het kwade dat met vrede - de witte ster - wordt overwonnen . En	nrc_handelsblad_20020518_163
zwart/adj/nrc_handelsblad_20000327_77/154	Louis van Gaal aanleg voor . Het bespelen van de media is hem op het	zwarte	streepjespak geschreven . Op de vraag hoe het met zijn vertrek naar Ajax staat ,	nrc_handelsblad_20000327_77
zwart/adj/nrc_handelsblad_20010516_149/287	Oomen trekt met een glimlach zijn hemd open en daar staat het , groot en wit op een	zwart	"shirt . Premier Kok zei dat sprake leek van "" systematisch georganiseerde "" vernielingen ."	nrc_handelsblad_20010516_149
zwart/adj/nrc_handelsblad_20010103_40/577	voor hen aan twee kanten . Maar andere marktexperts vrezen dat de minister in een	zwart	"gat trapt . "" Dit is vast bedacht door een creatieve geest op Economische Zaken"	nrc_handelsblad_20010103_40
zwart/adj/nrc_handelsblad_20000512_20/1082	Ik droeg kleding voor het blad TIQ - ` Mode , Sex en Beat ' - een oranje jas met allemaal gespen , grote	zwarte	hoed . Ik kon niet zomaar een gewone meid zijn ; ik moest iets zijn	nrc_handelsblad_20000512_20
zwart/adj/nrc_handelsblad_20010823_102/185	Van die wapens zijn er 600.000 nooit meer opgedoken : ze verdwenen voor een deel naar de	zwarte	markt in diverse landen op de Balkan kon men eind 1997 voor vijf dollar een kalasjnikov kopen maar ze verdwenen vooral naar geheime wapendepots : in Albanië , in Macedonië en in Kosovo .	nrc_handelsblad_20010823_102
zwart/adj/nrc_handelsblad_20031002_51/420	beeldschoon bij , op dat kleine podium dat op het Plein was opgericht . Zijn	zwarte	pak was pas geperst , zijn rode vlinderdasje stak er vurig bij af , en op zijn grijze hoofd zat het eeuwige bolhoedje dat al zoveel Nederlandse harten heeft vertederd .	nrc_handelsblad_20031002_51
zwart/adj/nrc_handelsblad_20010831_106/257	marcheren in klederdracht over het grasveld . In de traditionele uniformen van de vrijwel uitsluitend	zwarte	en gekleurde manschappen zitten rood , wit , blauw en oranje . Langs de kant	nrc_handelsblad_20010831_106
zwart/adj/nrc_handelsblad_20020501_102/16	In een reeks profielen van hedendaagse sterren deze week Halle Berry , die als eerste	zwarte	actrice een Oscar kreeg , voor haar rol in het door raciale thema's gekleurde ` Monster's Ball ' .	nrc_handelsblad_20020501_102
zwart/adj/nrc_handelsblad_20031106_135/172	Met iets grotere , snelle lossen vegen rood , geel , lila , blauw , wit ,	zwart	schilderde hij de lucht en in kleine vlekjes van dezelfe kleuren het water . In	nrc_handelsblad_20031106_135
zwart/adj/nrc_handelsblad_20010411_32/195	portemonnee . Niet voor niets droegen de leden van de financiële politie bij de inval	zwarte	bivakmutsen . Ante Jelavic , de Bosnisch-Kroatische co-president van Bosnië die vorige maand werd ontslagen	nrc_handelsblad_20010411_32
zwart/adj/nrc_handelsblad_20030711_125/186	Bill Cosby . Maar die werd door de onderzochte jongeren nu weer als ` te	zwart	' , te veel ` panisch gescheiden ' ( wat huidskleur betreft ) gezien .	nrc_handelsblad_20030711_125
zwart/adj/nrc_handelsblad_20010223_26/652	This man must be black somewhere . ' De zegening van de bleekscheet door de	zwarte	soulgod is ingebed in een verhaal over een onbereikbare liefde , en vormt de apotheose van een verhandeling over het blanke onvermogen om zich over te geven - aan muziek , maar vooral aan begeerte en seks .	nrc_handelsblad_20010223_26
zwart/adj/nrc_handelsblad_20031013_58/204	een gezellig avondje uit . En het is best grappig om een benauwd kijkende ,	zwarte	man met een bedpan door het decor van Zeg 'ns AAA te zien lopen .	nrc_handelsblad_20031013_58
zwart/adj/nrc_handelsblad_20000527_117/101	Het monument is bedoeld als eerbetoon voor de generaal die de Atjeh-oorlog won maar eigenlijk een symbool is van een	zwart	koloniaal verleden . Ned.3 , 20.10-20.45u. Het laatste oor . Laatste aflevering van dit seizoen	nrc_handelsblad_20000527_117
zwart/adj/nrc_handelsblad_20020426_9/58	Ten Cate Protect in Nijverdal hangt een brandweerpak over een paspop . De overall ,	zwarte	stof met gele reflecterende banden , lijkt weinig te verschillen van de doorsnee uitrusting voor brandweerlieden .	nrc_handelsblad_20020426_9
zwart/adj/nrc_handelsblad_20020119_181/1149	echter een bijzonderheid . Je was niet wit , maar je was ook niet helemaal	zwart	. Soms geneerde ik me wel een beetje : mag ik hierbij zijn om mijn	nrc_handelsblad_20020119_181
zwart/adj/nrc_handelsblad_20010606_126/498	bij de fiscus bekend is , moeten worden omgewisseld . Benutting van de euro-omwisseling om	zwart	geld op te sporen heeft geen prioriteit , want dit zou de afkeer van de bevolking tegen de euro doen toenemen en de kapitaalvlucht uit de EU vergroten .	nrc_handelsblad_20010606_126
zwart/adj/nrc_handelsblad_19991021_174/87	Op vakantie in Italië keek ik door mijn duikbrilletje angstig naar de bewegende algensprieten ,	zwarte	zeeëgels en een zwevend condoom waarvan ik toen nog dacht dat het een kwal was .	nrc_handelsblad_19991021_174
zwart/adj/nrc_handelsblad_19991013_2/669	Tussen de blaadjes houdt een weelde aan bessen zich verborgen : de blauwe bosbes , de	zwarte	kraaiheidebes , de rode vossebes en de zwarte ( oneetbare ) bes van de beredruif .	nrc_handelsblad_19991013_2
zwart/adj/nrc_handelsblad_20020112_160/1131	, de 47-jarige prins Jefri , probeerde . De broer van de sultan is het	zwarte	schaap van de omvangrijke koninklijke familie van het sultanaat . Wat dat betekent legde de	nrc_handelsblad_20020112_160
zwart/adj/nrc_handelsblad_19990717_122/196	Santiago de Compostela een van de voornaamste bedevaartsoorden ter wereld . Canvas , 22.35-23.15u. Het	zwarte	schaap . Christian Pieters ( 38 ) werd geboren met een vuurrode zwelling aan de	nrc_handelsblad_19990717_122
zwart/adj/nrc_handelsblad_20011113_49/51	"van de Verenigde Naties in New York . Falende staten zijn volgens Aartsen "" de"	zwarte	"gaten in de internationale orde "" . "" Kijk naar de lawine van drugs ,"	nrc_handelsblad_20011113_49
zwart/adj/nrc_handelsblad_19990409_85/39	tegen te spreken . De held van Anne Tylers A Patchwork Planet is namelijk het	zwarte	schaap van de rijke , deftige Gaitlin-familie , die ooit haar fortuin vergaarde met de uitvinding van een paspop en zich sindsdien uitsluitend bezig houdt met de naar de familie vernoemde liefdadige instelling .	nrc_handelsblad_19990409_85
zwart/adj/volkskrant_20030814_79/204	, de kleine atlete uit Coronie , staat in dubio . ' Er hangt een	zwarte	wolk boven mijn hoofd . Die moet eerst verdwijnen . ' De Nederlandse hockeyers hebben	volkskrant_20030814_79
zwart/adj/volkskrant_20030503_250/132	ons als een paal boven water . Maar op deze manier wordt hij zonder bewijs	zwart	gemaakt . ' De zaak-Vranken werd enkele weken geleden aangestipt toen het Amsterdamse universiteitsblad Folia	volkskrant_20030503_250
zwart/adj/volkskrant_20000626_37/379	goed contact met hem . Cesare deed me aan oom Appie denken . Oost-Groningen .	Zwarte	, omgeploegde akkers . Diezelfde stramheid in de leden . Tientallen jaren van melken in	volkskrant_20000626_37
zwart/adj/volkskrant_20010721_153/1293	uit China overgekomen . In het nog toegankelijke deel prevelt een gezelschap Chinese dames in	zwarte	gewaden in een walm van oliepitjes uit gebedsboeken . Veel van de Chinese migranten huwden	volkskrant_20010721_153
zwart/adj/volkskrant_20000520_25/330	. Je ziet wel oude dames met knalrode , uitgelopen lippenstift en een dikke ,	zwarte	streep boven die paar wenkbrauwharen die ze nog over hebben . Dan schieten me de	volkskrant_20000520_25
zwart/adj/volkskrant_20010324_232/1116	de informatiestroom op internet in goede banen leiden . Met de verkoop van de peperdure	zwarte	kastjes verdient het bedrijf inmiddels zo'n 5 miljard gulden per jaar . Ruim 80 procent	volkskrant_20010324_232
zwart/adj/volkskrant_20000701_12/267	om te snijden , zonder dat het spannende tv oplevert . Het geënsceneerde gevecht tussen	zwart	schaap en tegenstanders is wellicht aardig bij Menno Buch of Jomanda . Voor de holocaust	volkskrant_20000701_12
zwart/adj/volkskrant_20010925_32/105	Om buitenlandse banken onder druk te zetten aan de financiële blokkade mee te werken , kondigde hij aan dat banken die zaken blijven doen met de 27 personen en organisaties op de Amerikaanse	zwarte	lijst , er zelf op moeten rekenen dat hun tegoeden in de VS in beslag worden genomen .	volkskrant_20010925_32
zwart/adj/volkskrant_20000407_97/220	Geen gezelschap , die onverlichte kamer , dat in duisternis gehulde gebouw waarvan de voordeur op slot zit en waarachter ook alles	zwart	is . Hij is de hoofdpersoon in het laatste verhaal in de bundel De sterren	volkskrant_20000407_97
zwart/adj/volkskrant_20020918_57/430	Zwart van buiten , wit van binnen . Bouazza : ' Hij bepaalt zo wat	zwart	en wat wit mag denken . Kritische moslims staan in Nederland met hun rug tegen	volkskrant_20020918_57
zwart/adj/volkskrant_20001219_85/142	nog een vrouw is , zijn de rapen helemaal gaar . Een zware belediging voor	zwarte	vrouwen , zo luidde de teneur van een stroom van protesten die vorige week bij Landrover en reclamebureau Hunt Lascaris binnenkwam .	volkskrant_20001219_85
zwart/adj/volkskrant_20011129_27/243	De toenmalige Billboard-redacteur , die in 1952 samen met Ahmet Ertegun de kar voor Atlantic zou gaan trekken toen mede-oprichter Herb Abramson werd opgeroepen voor miltaire dienst , bedoelde een dansbare	zwarte	muziekvorm die het midden hield tussen blues en wat later rock 'n' roll ging heten .	volkskrant_20011129_27
zwart/adj/volkskrant_20000608_68/593	' Ik leef nog steeds met Frank , in zekere zin ' , zegt Gail Zappa , nu 55 jaar , in	zwarte	sweater en lange rok , grote bril , lang donkerblond haar . ' Hij is	volkskrant_20000608_68
zwart/adj/volkskrant_20021003_194/546	denken . De productie is grimmig en dichtgetimmerd , ongeveer zoals Earle klonk in zijn	zwartste	dagen , ten tijde van Copperhead Road en The Hard Way . Alsof de ernst	volkskrant_20021003_194
zwart/adj/volkskrant_19990121_6/241	Om zijn show een feestelijk tintje te geven had Clinton een reeks eregasten uitgenodigd die hij om de beurt in het zonnetje zette : de honkbal-ster Sammy Sosa , een piloot die aan de bombardementen op Irak had meegedaan en Rosa Parks , de vrouw die het startschot gaf voor de strijd om gelijke rechten voor de	zwarten	. Het was een merkwaardig gezicht Clinton in zo'n triomfantelijke bui te zien , terwijl	volkskrant_19990121_6
zwart/adj/volkskrant_20000427_109/1729	In de live televisie-uitzending van Het Zwanenmeer in een bewerking van Van Dantzig en Van Schayk , eind jaren tachtig , danste ze de dubbele hoofdrol van Odette/Odile , de witte en	zwarte	zwaanprinses . Ze ziet het na Live als tweede hoogtepunt uit haar carrière . Ook	volkskrant_20000427_109
zwart/adj/volkskrant_20030823_124/77	En wie wint het hart van Alex , de baas van het reclamebureau : de blonde Lot of de	zwarte	Rabia ? Voorlopig heeft Rabia het initiatief , maar vlak Lot niet uit , want	volkskrant_20030823_124
zwart/adj/volkskrant_20040318_116/160	Dag zes . Arno kwam thuis met een gebroken pols . ' Gevallen op de	zwarte	piste . ' Zou hij misschien nieuwsgierig zijn geweest naar Nieks leuke verpleegster ? De	volkskrant_20040318_116
zwart/adj/volkskrant_20030628_104/197	liggende reactie stelt wit in het gelijk . De uitslag had nog niet vastgestaan wanneer	zwart	33 ...	volkskrant_20030628_104
zwart/adj/volkskrant_20001223_149/393	wil een precieze omschrijving van Laura . Boris beschrijft het bleke gezicht , de lange	zwarte	haren en de melancholieke donkere ogen . ' En verder ? ' ' Ze is	volkskrant_20001223_149
zwart/adj/volkskrant_20011110_164/606	verderop in het gebouw . Een boomlange vrouw pelde een mandarijntje . En Rijkaard -	zwart	jasje met biesjes , blauwe coltrui - zat aan een tafel . Zweeg . Rookte	volkskrant_20011110_164
zwart/adj/volkskrant_19991213_41/253	mocht ik de lift in . Op de 39ste verdieping opende een Amerikaan , in	zwart	pak met das en hoed , de deur . ' Hello , nice to meet	volkskrant_19991213_41
zwart/adj/volkskrant_19990521_0/8	De vermeende drugsbaron H.R. , bijgenaamd de	Zwarte	Cobra , is door Spanje aan Nederland uitgeleverd . R. wordt in Nederland vervolgd wegens	volkskrant_19990521_0
zwart/adj/volkskrant_19990130_164/907	als je op ze gaat zitten . In en om het huis heb je kleine	zwarte	mieren die gemorste suikerkorrels voor je opruimen . Niet om wat ze doen , maar	volkskrant_19990130_164
zwart/adj/volkskrant_19991223_69/2221	De studie mag dan niet getuigen van diepe of grootse inzichten , zij geeft wel een helder beeld van de uiterst moeizame wijze waarop de Bondsrepubliek na 1945 met het	zwarte	verleden in het reine probeerde te komen . De bundel War and Remembrance in the	volkskrant_19991223_69
zwart/adj/volkskrant_20041004_09/97	Ook Yanicks moeder , een kleine , bescheiden vrouw , is aanwezig . Haar glanzende	zwarte	haar hangt in lange lokken over haar schouders . Hoewel ze klein van postuur is	volkskrant_20041004_09
zwart/adj/volkskrant_20030508_23/217	En dat zwarte scholen vaker een slechte aantekening krijgen van de Onderwijsinspectie ? ' Op	zwarte	scholen komen veel problemen samen . Dat is zonder meer waar . Maar voor de	volkskrant_20030508_23
zwart/adj/volkskrant_20040310_27/153	Europese Angels zouden zich hardmaken voor een ' strategische chapter ' op Curaçao , maar de Amerikaanse Angels zouden bezwaren hebben tegen '	zwarte	leden ' , stellen misdaadonderzoekers . Vorig jaar nog zouden Nederlandse Angels hierover onenigheid hebben	volkskrant_20040310_27
