id	left	target	right	file
gemeen/adj/nrc_handelsblad_20011003_117/178	liefde en de dood . De psychologie van het scenario , die leert dat volwassenen	gemeen	gaan doen als ze zelf niet gelukkig zijn , is misschien niet helemaal besteed aan	nrc_handelsblad_20011003_117
gemeen/adj/nrc_handelsblad_20000228_23/21	"de KNVB . De voetbaldocent werd eind vorig jaar ontslagen omdat hij Vitesse-voorzitter Aalbers 	"	gemeen	"en onbetrouwbaar 	 had genoemd . Crum heeft nog geen reactie van de KNVB ontvangen"	nrc_handelsblad_20000228_23
gemeen/adj/nrc_handelsblad_20010301_22/8	De Nederlandse monarchie heeft , behalve kenmerken	gemeen	aan elke monarchie , ook zijn bijzondere nationale kenmerken . In de eerste plaats is	nrc_handelsblad_20010301_22
gemeen/adj/nrc_handelsblad_20040505_87/279	, al was het maar vanwege het grote aantal overtredingen . De vliegende tackles en	gemene	elleboogstoten stapelden zich in hoog tempo op . Opvallend was dat vooral de aanvallers zich	nrc_handelsblad_20040505_87
gemeen/adj/nrc_handelsblad_20020930_63/431	"overhoop . 	 Ik heb de spelfouten er een beetje uitgehaald , want dat zou"	gemeen	zijn tegenover mijn moslimbroeder , die toch al de moeite had genomen om achter de	nrc_handelsblad_20020930_63
gemeen/adj/nrc_handelsblad_20001020_42/417	"te spelen in haar film Tiefland . 	 Dat is aantoonbaar onwaar , en zó"	gemeen	", ik kan die journalisten wel vermoorden . 	 Filmhistoricus Brownlow had eerder de hoop"	nrc_handelsblad_20001020_42
gemeen/adj/nrc_handelsblad_20010203_40/118	"Je bent nog nooit op tijd thuis geweest . 	 Rowena : 	 Dat is"	gemeen	, echt gemeen . Alleen de laatste twee keer was ik te laat . Vijf	nrc_handelsblad_20010203_40
gemeen/adj/nrc_handelsblad_20000719_40/244	want songs als Born on the bayou en Green river moesten het hebben van de	gemene	, bijtende ondertoon die ze eind jaren zestig hadden . Wel slaagde Fogerty er met	nrc_handelsblad_20000719_40
gemeen/adj/nrc_handelsblad_20001103_93/841	wielrennen moet je af en toe een beetje slecht zijn en bluffen . En wie	gemeen	is in de koers , kan er ook toe verleid worden om gemeen te zijn	nrc_handelsblad_20001103_93
gemeen/adj/nrc_handelsblad_20040209_129/90	jezelf te vergeten ; niet te denken maar te bestaan . Het water is een	gemene	deler . Daar lukt het volwassenen ook nog wel eens . Jaren later kwam ik	nrc_handelsblad_20040209_129
gemeen/adj/nrc_handelsblad_20040524_92/405	kreeg slechts een gele kaart van arbiter Luinge , die de veroorzaker van een handvol	gemene	overtredingen wel drie keer een rode kaart had kunnen geven	nrc_handelsblad_20040524_92
